u,v,key,osmid,name,highway,oneway,reversed,length,geometry,Cost of returning,Edge Betweenness,bridge,lanes,ref,access,maxspeed,tunnel,junction
343091958,733859948,0,"[24476317, 723907119]",东黄城根北街,residential,True,False,310.509,"LINESTRING (116.4004041 39.9258204, 116.4003596 39.9267794, 116.4002745 39.9286111)",4.6419519326170295,0.000512343877775256,,,,,,,
343437840,245108060,0,1052210020,夕照寺街,tertiary,False,True,10.264,"LINESTRING (116.4341945 39.8829893, 116.4341819 39.8830811)",1.5400499547849726,0.0019003051295629837,,,,,,,
343437840,384141888,0,1052210032,夕照寺街,tertiary,False,False,324.332,"LINESTRING (116.4341945 39.8829893, 116.4342923 39.8819937, 116.434332 39.8815896, 116.4344005 39.8800774)",1.4882603482263557,0.0008174734407591133,,,,,,,
343438113,245108056,0,42674331,体育馆西路,residential,True,False,9.845,"LINESTRING (116.418823 39.8825633, 116.4188009 39.8826502)",3.464483881933108,0.009537046043222485,,,,,,,
343438113,734571137,0,30887845,体育馆路,secondary,True,False,538.2639999999999,"LINESTRING (116.418823 39.8825633, 116.4189037 39.8825655, 116.4196163 39.8825852, 116.4203829 39.8826064, 116.4219417 39.8826482, 116.4226934 39.8826684, 116.4228518 39.8826727, 116.4234831 39.8826896, 116.4243228 39.8827119, 116.4251274 39.8827332)",12.64617028159701,0.0033100973748770653,,,,,,,
343438280,10120370871,0,30887845,体育馆路,secondary,True,False,7.906,"LINESTRING (116.414682 39.8824442, 116.4147746 39.8824467)",9.731559205321528,0.001125989329471481,,,,,,,
343438280,322444665,0,1066681082,天坛东路,primary,True,False,10.021,"LINESTRING (116.414682 39.8824442, 116.4146759 39.8825342)",5.439259045513609,0.008012623069524149,,,,,,,
343438524,12165557815,0,22797974,南岗子街,residential,False,False,13.246,"LINESTRING (116.422121 39.8827444, 116.422118 39.8828635)",1.2997483382183803,3.49439995388833e-05,,,,,,,
343438524,4715688497,0,146689273,体育馆路,secondary,True,False,141.748,"LINESTRING (116.422121 39.8827444, 116.420461 39.8826951)",7.9224571245289575,0.0014245623894490736,,,,,,,
373077304,2366960611,0,34104292,东花市中街,residential,False,False,39.914,"LINESTRING (116.4257478 39.8961472, 116.425712 39.8965051)",1.5384466613668075,0.003368097209163253,,,,,,,
373077304,734521413,0,42674092,东花市大街,tertiary,False,False,166.909,"LINESTRING (116.4257478 39.8961472, 116.4277028 39.8962061)",1.5551879128984538,0.0018768890473977527,,,,,,,
373077304,320833342,0,42674092,东花市大街,tertiary,False,True,105.251,"LINESTRING (116.4257478 39.8961472, 116.4245156 39.8960997)",1.5165514504378745,0.0010515622129278388,,,,,,,
373078419,8809676322,0,34104218,东花市北街,residential,False,True,169.739,"LINESTRING (116.4256277 39.8977199, 116.4236405 39.897643)",1.8703750080670043,0.0004074398296750208,,,,,,,
373078419,734520600,0,34104292,东花市中街,residential,False,True,24.395,"LINESTRING (116.4256277 39.8977199, 116.4256396 39.8975007)",1.767408530099701,0.00048705450903680647,,,,,,,
373078419,734520936,0,34104218,东花市北街,residential,False,False,139.997,"LINESTRING (116.4256277 39.8977199, 116.4264218 39.8976531, 116.427259 39.8975827)",1.919525972942636,0.0018199699553653448,,,,,,,
373078419,734520702,0,34104292,东花市中街,residential,False,False,131.932,"LINESTRING (116.4256277 39.8977199, 116.4255556 39.8986731, 116.4255381 39.8989044)",1.6797481416894504,0.014496139948916915,,,,,,,
373078420,322532195,0,34104218,东花市北街,residential,False,True,118.633,"LINESTRING (116.4305272 39.8971742, 116.4291607 39.8973721)",1.7484008694425748,0.008542691120261394,,,,,,,
373078420,373079270,0,34104218,东花市北街,residential,False,False,159.701,"LINESTRING (116.4305272 39.8971742, 116.4312156 39.897083, 116.4316703 39.8970715, 116.4323871 39.8971094)",1.6057317226546801,0.0013592855573207679,,,,,,,
373078420,734521282,0,59217124,,residential,False,False,168.447,"LINESTRING (116.4305272 39.8971742, 116.4304435 39.8986138, 116.4304618 39.8986863)",1.7286149757143854,0.00920677121046735,,,,,,,
373078420,9669926606,0,59217124,,residential,False,True,96.401,"LINESTRING (116.4305272 39.8971742, 116.4306183 39.8964009, 116.4306329 39.8963111)",1.4926349291056864,0.0006462838677603778,,,,,,,
373078684,322532195,0,194789122,东花市东街,residential,False,False,200.143,"LINESTRING (116.4289804 39.8991667, 116.4291607 39.8973721)",1.7007747341455408,0.003368889753482692,,,,,,,
373078684,10048983137,0,1097475520,建国门南大街,tertiary,False,False,67.997,"LINESTRING (116.4289804 39.8991667, 116.4294294 39.8991716, 116.4296834 39.8991501, 116.4297722 39.8991302)",1.626153245388897,0.009750744811536562,,,,,,,
373079268,734521315,0,173221620,东直门南大街,tertiary,True,False,267.986,"LINESTRING (116.4323213 39.8981187, 116.4353472 39.8974712)",26.12550863819267,0.003988010965931402,,,,,,,
373079268,734520275,0,34104212,白桥大街,tertiary,False,False,100.61399999999999,"LINESTRING (116.4323213 39.8981187, 116.4323178 39.897431, 116.4323556 39.8972158)",1.4855324641403833,0.009141134130921116,,,,,,,
373079270,734520275,0,34104212,白桥大街,tertiary,False,True,12.132,"LINESTRING (116.4323871 39.8971094, 116.4323556 39.8972158)",1.5263833391583599,0.0015506489857233948,,,,,,,
373079270,533630490,0,34104212,白桥大街,tertiary,False,False,87.536,"LINESTRING (116.4323871 39.8971094, 116.4326893 39.8965577, 116.4327854 39.8963839)",1.4167266080949268,0.008233598835680344,,,,,,,
373079270,373078420,0,34104218,东花市北街,residential,False,True,159.701,"LINESTRING (116.4323871 39.8971094, 116.4316703 39.8970715, 116.4312156 39.897083, 116.4305272 39.8971742)",1.6057317226546797,0.014255134426323998,,,,,,,
373079272,734520438,0,59217031,白桥头条,residential,False,False,118.065,"LINESTRING (116.4329656 39.8958371, 116.431591 39.8957139)",1.242302581357558,0.00026838432635534085,,,,,,,
373079272,373079273,0,246265574,白桥大街,tertiary,False,False,176.66000000000003,"LINESTRING (116.4329656 39.8958371, 116.4330241 39.8953839, 116.4330676 39.8950201, 116.4331669 39.8942559)",1.506140005118438,0.007657491164932075,,,,,,,
373079272,734521330,0,246265574,白桥大街,tertiary,False,True,45.919,"LINESTRING (116.4329656 39.8958371, 116.4329388 39.8960338, 116.4328684 39.8962421)",1.465165794985543,0.013029572710537597,,,,,,,
373079273,734520483,0,246265574,白桥大街,tertiary,False,False,70.53,"LINESTRING (116.4331669 39.8942559, 116.433251 39.8936249)",1.4737912033028338,0.006886201443151156,,,,,,,
373079273,734521054,0,1161626558,鼎安路,residential,False,False,74.864,"LINESTRING (116.4331669 39.8942559, 116.4322917 39.8942069)",1.6361663253389966,0.0006637198427880268,,,,,,,
373079273,373079272,0,246265574,白桥大街,tertiary,False,True,176.66000000000003,"LINESTRING (116.4331669 39.8942559, 116.4330676 39.8950201, 116.4330241 39.8953839, 116.4329656 39.8958371)",1.506140005118438,0.01278085789320105,,,,,,,
373079275,734520405,0,59217111,,residential,False,False,79.876,"LINESTRING (116.4330529 39.8931266, 116.4339877 39.8931668)",1.2493584279668237,0.00026838432635534085,,,,,,,
373079275,373079276,0,246265574,白桥大街,tertiary,False,False,25.256,"LINESTRING (116.4330529 39.8931266, 116.4329687 39.8930342, 116.4329075 39.8929299)",1.491126620877018,0.0064190325915839,,,,,,,
373079275,734520483,0,246265574,白桥大街,tertiary,False,True,59.565,"LINESTRING (116.4330529 39.8931266, 116.43318 39.8932685, 116.433242 39.8934269, 116.433251 39.8936249)",1.4373978040218005,0.012047466199786012,,,,,,,
373079276,734521054,0,59217155,,residential,False,True,168.398,"LINESTRING (116.4329075 39.8929299, 116.4323465 39.8932032, 116.4322917 39.8942069)",1.644015396725896,4.416633343780508e-05,,,,,,,
373079276,734520620,0,246265574,白桥大街,tertiary,False,False,45.811,"LINESTRING (116.4329075 39.8929299, 116.4328855 39.8928696, 116.432869 39.8927907, 116.4328351 39.8925225)",1.7187547152369504,0.006469395180610043,,,,,,,
373079276,373079275,0,246265574,白桥大街,tertiary,False,True,25.256,"LINESTRING (116.4329075 39.8929299, 116.4329687 39.8930342, 116.4330529 39.8931266)",1.4911266208770164,0.011820798524426575,,,,,,,
373101847,373101863,0,33071300,南花市大街,secondary,True,False,16.59,"LINESTRING (116.4214045 39.8923735, 116.4214145 39.8922245)",8.708995616537582,0.014331146631506518,,,,,,,
373101847,4720750483,0,104129598,广渠门内大街,tertiary,True,False,333.721,"LINESTRING (116.4214045 39.8923735, 116.4199366 39.8922482, 116.4193023 39.8921942, 116.4175105 39.8920945)",10.955888950167372,0.0019010976738824223,,,,,,,
373101859,320833083,0,29171637,,tertiary,False,False,12.688,"LINESTRING (116.4212311 39.8959875, 116.4213798 39.8959899)",1.824256519047936,0.006878059851506014,,,,,,,
373101859,373101847,0,33071300,南花市大街,secondary,True,False,402.137,"LINESTRING (116.4212311 39.8959875, 116.4212937 39.8945119, 116.4212998 39.8942996, 116.4213164 39.8940035, 116.4214045 39.8923735)",10.798147372053979,0.01573243703775753,,,,,,,
373101859,734521389,0,146586684,西花市大街,tertiary,False,True,208.063,"LINESTRING (116.4212311 39.8959875, 116.4194948 39.8959315, 116.418794 39.8959167)",1.6911415689531142,0.003221116262649187,,,,,,,
373101863,373101866,0,194789113,,secondary_link,True,False,15.153,"LINESTRING (116.4214145 39.8922245, 116.4214346 39.8920891)",5.1487020479533285,0.014858692950318279,,,,,,,
373101863,1598502604,0,30887527,广渠门内大街,primary,True,False,619.2049999999999,"LINESTRING (116.4214145 39.8922245, 116.4204112 39.8921838, 116.419323 39.892129, 116.4178021 39.8920392, 116.4163005 39.8919675, 116.4141786 39.8918028)",11.771765168348269,0.013318779337649097,,,,,,,
373101866,322448790,0,29309201,广渠门内大街,primary,True,False,15.608,"LINESTRING (116.4214346 39.8920891, 116.4216174 39.8920948)",5.293915249931215,0.010520881741580116,,,,,,,
373101866,1598502616,0,59221357,幸福大街,secondary,True,False,19.0,"LINESTRING (116.4214346 39.8920891, 116.4214915 39.8919239)",8.811650111514918,0.013563747581839206,,,,,,,
380747751,529504641,0,173308130,旧鼓楼外大街,secondary,False,True,199.169,"LINESTRING (116.3874647 39.9500979, 116.3875286 39.9483074)",1.6798954949585634,0.0017572148551625256,,,,,,,
380747751,1359328866,0,1110322598,安德路,tertiary,False,False,127.915,"LINESTRING (116.3874647 39.9500979, 116.3889653 39.9500968)",1.568544993316733,0.0010693584353734145,,,,,,,
380747751,529498510,0,1110322598,安德路,tertiary,False,True,298.18399999999997,"LINESTRING (116.3874647 39.9500979, 116.3865246 39.9500809, 116.3859361 39.9500783, 116.3839673 39.9500484)",1.540435851296277,0.001774506731223004,,,,,,,
380762479,734045550,0,30838709,复兴门内大街,trunk,True,False,151.548,"LINESTRING (116.3656605 39.9058563, 116.3646079 39.9058648, 116.3638839 39.9058706)",4.567597451667841,0.009902841271385188,,,,,,,
380762479,380762702,0,33459765,华远街,tertiary,False,False,181.999,"LINESTRING (116.3656605 39.9058563, 116.3656523 39.9060725, 116.3655169 39.9074103, 116.365509 39.9074887)",1.5674881404928735,0.012862273809652469,,,,,,,
380762591,380763817,0,42674771,大木仓胡同,tertiary,False,False,11.198,"LINESTRING (116.365014 39.9102275, 116.3651446 39.9102378)",1.5002870560494617,0.0008976645159895816,,,,,,,
380762591,380765652,0,33459765,华远街,tertiary,False,True,114.534,"LINESTRING (116.365014 39.9102275, 116.3650109 39.9101327, 116.3649805 39.9091978)",1.5051477032427558,0.011106355845194479,,,,,,,
380762591,342790300,0,42674771,大木仓胡同,tertiary,False,True,363.189,"LINESTRING (116.365014 39.9102275, 116.3648194 39.9102361, 116.3635202 39.9102938, 116.3629967 39.9104255, 116.3626546 39.9104419, 116.3608346 39.9104549, 116.3607865 39.9104556)",1.5347361561052566,0.01012187170148458,,,,,,,
380762702,734046281,0,33459765,华远街,tertiary,False,False,141.063,"LINESTRING (116.365509 39.9074887, 116.3654866 39.9075752, 116.365483 39.9075846, 116.3650683 39.9086653, 116.3650521 39.9087076)",1.671918586804782,0.011884634366883175,,,,,,,
380762702,380762479,0,33459765,华远街,tertiary,False,True,181.999,"LINESTRING (116.365509 39.9074887, 116.3655169 39.9074103, 116.3656523 39.9060725, 116.3656605 39.9058563)",1.5674881404928744,3.1125376908861005e-05,,,,,,,
380762702,734045913,0,33459778,中京畿道,tertiary,False,True,137.786,"LINESTRING (116.365509 39.9074887, 116.365357 39.907485, 116.3638944 39.9074499)",1.5793276942031975,0.001452661688047351,,,,,,,
380762702,380763210,0,42675491,民丰胡同,tertiary,False,False,84.60000000000001,"LINESTRING (116.365509 39.9074887, 116.3656268 39.9074945, 116.3664988 39.9075375)",1.667610575896521,0.014625684920403332,,,,,,,
380762703,380763210,0,42675491,民丰胡同,tertiary,False,True,101.787,"LINESTRING (116.3676909 39.9075793, 116.3675568 39.9075746, 116.3664988 39.9075375)",1.4177157495407082,0.0007470090458126641,,,,,,,
380762703,9296390421,0,141524749,西单北大街,primary,True,False,191.442,"LINESTRING (116.3676909 39.9075793, 116.3677162 39.9061009, 116.3677178 39.9060773, 116.3677208 39.9058578)",6.387471319144421,0.031194760561553674,,,,,,,
380762717,9296390418,0,175598144,西长安街,trunk,True,False,143.568,"LINESTRING (116.3696292 39.9058679, 116.3681675 39.9058688, 116.3680881 39.90587, 116.367947 39.9058576)",4.542536192736245,0.022811226750532265,,,,,,,
380763069,734045567,0,33459798,堂子胡同,tertiary,False,False,68.529,"LINESTRING (116.3702224 39.9096119, 116.3701068 39.9096086, 116.3694195 39.909589)",1.6746606253089582,0.0009723077809839798,,,,,,,
380763069,734046217,0,217107637,横二条,tertiary,False,False,16.896,"LINESTRING (116.3702224 39.9096119, 116.3702356 39.9096976, 116.3702456 39.9097628)",1.5264907927729732,0.0028656961601227723,,,,,,,
380763069,734045411,0,217107637,横二条,tertiary,False,True,50.468999999999994,"LINESTRING (116.3702224 39.9096119, 116.3702178 39.9095607, 116.3702133 39.9095106, 116.3701816 39.9091591)",1.5010397940964126,0.003180912650808575,,,,,,,
380763076,342823625,0,42675466,太仆寺街,unclassified,False,False,111.707,"LINESTRING (116.370301 39.9109066, 116.3703827 39.9109087, 116.3716106 39.9109181)",1.5097412708686717,0.002908925850273968,,,,,,,
380763076,11280518309,0,217107637,横二条,tertiary,False,True,40.393,"LINESTRING (116.370301 39.9109066, 116.3702993 39.9108771, 116.3702798 39.9105437)",1.4886622038920037,0.003503550238303667,,,,,,,
380763210,2048080272,0,33459801,华远东街,residential,False,False,141.163,"LINESTRING (116.3664988 39.9075375, 116.3664856 39.9078547, 116.3661621 39.9081784, 116.366151 39.90868, 116.3661501 39.9087226)",1.4097799390392352,0.00024136577001084345,,,,,,,
380763210,380762703,0,42675491,民丰胡同,tertiary,False,False,101.787,"LINESTRING (116.3664988 39.9075375, 116.3675568 39.9075746, 116.3676909 39.9075793)",1.417715749540709,0.015308209678407129,,,,,,,
380763210,380762702,0,42675491,民丰胡同,tertiary,False,True,84.60000000000001,"LINESTRING (116.3664988 39.9075375, 116.3656268 39.9074945, 116.365509 39.9074887)",1.6676105758965212,0.0009693537521569814,,,,,,,
380763582,2048080272,0,59189054,皮库胡同,tertiary,True,False,15.814,"LINESTRING (116.3659648 39.9087177, 116.3660868 39.9087209, 116.3661501 39.9087226)",6.266682120383466,0.0010736093549049486,,,,,,,
380763582,380763596,0,1061573058,,residential,False,False,170.13099999999997,"LINESTRING (116.3659648 39.9087177, 116.3659613 39.9087892, 116.3658961 39.9101176, 116.3659245 39.9101527, 116.3659849 39.9102273)",1.6705669849340807,0.001168138277368897,,,,,,,
380763596,380763599,0,194284214,华远北街,unclassified,False,False,144.92399999999998,"LINESTRING (116.3659849 39.9102273, 116.3660349 39.9103021, 116.3660649 39.9103471, 116.366009 39.9114886, 116.3660077 39.911515)",1.5984205996623002,0.0016714039202124018,,,,,,,
380763596,342790304,0,1061456424,大木仓胡同,tertiary,False,False,140.03199999999998,"LINESTRING (116.3659849 39.9102273, 116.3673833 39.9102548, 116.3674525 39.9102562, 116.367569 39.910257, 116.3676262 39.9102574)",1.5436744812257952,0.0001670107029507866,,,,,,,
380763596,380763817,0,"[1061573056, 42674771]",大木仓胡同,tertiary,False,True,71.686,"LINESTRING (116.3659849 39.9102273, 116.3658025 39.9102296, 116.3653086 39.9102382, 116.3652138 39.9102369, 116.3651446 39.9102378)",1.6742386818284787,0.0018028942277556225,,,,,,,
380763596,380763582,0,1061573058,,residential,False,True,170.131,"LINESTRING (116.3659849 39.9102273, 116.3659245 39.9101527, 116.3658961 39.9101176, 116.3659613 39.9087892, 116.3659648 39.9087177)",1.6705669849340818,0.0009035005241599931,,,,,,,
380763599,380763601,0,194284214,华远北街,unclassified,False,False,88.452,"LINESTRING (116.3660077 39.911515, 116.3659687 39.9123099)",1.4772503913529271,0.0016886957962728801,,,,,,,
380763599,734046354,0,59189025,口袋胡同,unclassified,False,False,135.109,"LINESTRING (116.3660077 39.911515, 116.3660973 39.9115161, 116.3674242 39.9115341, 116.3675227 39.9115319, 116.3675915 39.9115303)",1.3095435025973483,4.063590874212409e-05,,,,,,,
380763599,380763596,0,194284214,华远北街,unclassified,False,True,144.924,"LINESTRING (116.3660077 39.911515, 116.366009 39.9114886, 116.3660649 39.9103471, 116.3660349 39.9103021, 116.3659849 39.9102273)",1.598420599662299,0.002315958600366732,,,,,,,
380763601,380763599,0,194284214,华远北街,unclassified,False,True,88.452,"LINESTRING (116.3659687 39.9123099, 116.3660077 39.911515)",1.4772503913529278,0.0022481600363129395,,,,,,,
380763601,734046257,0,59189023,辟才南巷,unclassified,False,False,135.89999999999998,"LINESTRING (116.3659687 39.9123099, 116.367253 39.9123507, 116.3673145 39.9123489, 116.3674935 39.9123381, 116.3675602 39.9123341)",1.3333015977714773,3.861852320173495e-05,,,,,,,
380763601,734046267,0,"[59188964, 944265822, 944265823]",,residential,False,True,96.94599999999998,"LINESTRING (116.3659687 39.9123099, 116.3659654 39.9123664, 116.365953 39.912578, 116.3659169 39.9130851, 116.3659106 39.9131806)",1.4951229452165102,0.0020191867774787724,,,,,,building_passage,
380763817,380762591,0,42674771,大木仓胡同,tertiary,False,True,11.198,"LINESTRING (116.3651446 39.9102378, 116.365014 39.9102275)",1.5002870560494603,0.001763267011783693,,,,,,,
380763817,10316801368,0,33459819,,residential,False,False,307.065,"LINESTRING (116.3651446 39.9102378, 116.3651416 39.9102889, 116.3650265 39.9122658, 116.3649857 39.9129966)",1.2620170836461613,0.00026838432635534085,,,,,,,
380763817,380763596,0,"[1061573056, 42674771]",大木仓胡同,tertiary,False,False,71.68599999999999,"LINESTRING (116.3651446 39.9102378, 116.3652138 39.9102369, 116.3653086 39.9102382, 116.3658025 39.9102296, 116.3659849 39.9102273)",1.674238681828477,0.0009372917319615111,,,,,,,
380764148,1599968950,0,33459857,什邡街,residential,False,False,7.841,"LINESTRING (116.362726 39.9128107, 116.3627139 39.9128806)",1.6270581330382665,0.0004391416024525644,,,,,,,
380764148,734046267,0,131710759,辟才胡同,secondary,True,False,274.71000000000004,"LINESTRING (116.362726 39.9128107, 116.3649852 39.9130698, 116.3657781 39.9131634, 116.3659106 39.9131806)",5.761109052722367,0.010149322554730588,,,,,,,
380764275,734045709,0,33459869,什邡小街,residential,False,False,92.215,"LINESTRING (116.359533 39.915002, 116.3606135 39.9150326)",1.4917327151935738,0.0006403037606227957,,,,,,,
380764275,533645205,0,33459869,什邡小街,residential,False,True,97.653,"LINESTRING (116.359533 39.915002, 116.3583947 39.9149071)",1.4956490339732724,0.0019431025228126677,,,,,,,
380764275,734045574,0,1061439256,二龙路,residential,False,True,72.677,"LINESTRING (116.359533 39.915002, 116.3595341 39.9143484)",1.4624821380758302,0.00034382013566917755,,,,,,,
380764276,734046289,0,33459857,什邡街,residential,False,False,32.614,"LINESTRING (116.3627594 39.9150795, 116.362758 39.9153728)",1.4257312037880856,0.015618022457824033,,,,,,,
380764276,380764365,0,33459857,什邡街,residential,False,True,120.044,"LINESTRING (116.3627594 39.9150795, 116.3627767 39.914)",1.5751151224298028,0.01609520618760965,,,,,,,
380764276,734045627,0,33459869,什邡小街,residential,False,True,107.035,"LINESTRING (116.3627594 39.9150795, 116.361506 39.9150307)",1.5325267806049694,0.0002776066602542626,,,,,,,
380764365,380764276,0,33459857,什邡街,residential,False,False,120.044,"LINESTRING (116.3627767 39.914, 116.3627594 39.9150795)",1.5751151224298034,0.015654983842903307,,,,,,,
380764365,734046349,0,33459880,宏庙胡同,residential,False,False,104.497,"LINESTRING (116.3627767 39.914, 116.3639971 39.9139166)",1.582586269353654,0.018303378760532733,,,,,,,
380764365,734045383,0,59189082,,residential,False,True,103.812,"LINESTRING (116.3627767 39.914, 116.3615598 39.9140207)",1.6658400246444864,0.0022700630793228787,,,,,,,
380764365,1599968950,0,33459857,什邡街,residential,False,True,124.59700000000001,"LINESTRING (116.3627767 39.914, 116.3627141 39.9129707, 116.3627139 39.9128806)",1.8552930724619154,0.0003538350138875379,,,,,,,
380764413,1599968933,0,33459915,二龙路,residential,False,True,8.394,"LINESTRING (116.3595102 39.9127849, 116.3595276 39.9127106)",1.837626920910508,0.0008515528464949727,,,,,,,
380764413,10933449873,0,1061439255,辟才胡同,secondary,True,False,170.917,"LINESTRING (116.3595102 39.9127849, 116.3592723 39.9127833, 116.3577281 39.9127677, 116.357626 39.9127644, 116.3575068 39.9127575)",4.69966416087929,0.01847010126554918,,,,,,,
380764413,734045790,0,1061439256,二龙路,residential,False,False,139.07299999999998,"LINESTRING (116.3595102 39.9127849, 116.359566 39.9128542, 116.3595406 39.9140233)",1.6312661238562713,0.0013395439988183884,,,,,,,
380764717,342790299,0,33459915,二龙路,residential,False,True,123.023,"LINESTRING (116.3603007 39.9117705, 116.3606036 39.9106888)",1.6485963006348388,0.010113369862421511,,,,,,,
380764717,1599968933,0,33459915,二龙路,residential,False,False,159.568,"LINESTRING (116.3603007 39.9117705, 116.3601992 39.9117642, 116.3601038 39.9117648, 116.3598366 39.9117582, 116.3597191 39.9117763, 116.3596476 39.911805, 116.359595 39.9118567, 116.3595677 39.9119289, 116.3595531 39.9126293, 116.3595276 39.9127106)",1.433858500618688,0.009506713210633063,,,,,,,
380764717,734046233,0,59188993,云梯胡同,residential,False,True,221.50099999999998,"LINESTRING (116.3603007 39.9117705, 116.3603881 39.9117833, 116.3616132 39.9117732, 116.3615883 39.9126784, 116.3615895 39.912757)",1.2056275819641067,0.0015198838562324605,,,,,,,
380764721,734045817,0,33459918,太平桥大街,residential,False,False,38.563,"LINESTRING (116.3598815 39.9059032, 116.3598818 39.9061105, 116.3598828 39.90625)",1.4218023011758973,0.00020397208803005904,,,,,,,
380764721,9296390422,0,190441557,复兴门内大街,trunk,True,False,235.989,"LINESTRING (116.3598815 39.9059032, 116.3581605 39.9059192, 116.3573829 39.9059228, 116.357115 39.9059241)",8.00225718060882,0.010460792472269954,,,,,,,
380764725,10678985192,0,33459918,太平桥大街,residential,False,False,240.127,"LINESTRING (116.3599518 39.9080407, 116.3597557 39.9080389, 116.357364 39.9080197, 116.3572856 39.9080191, 116.3571367 39.9080185)",1.6900631707582026,0.00042473170573549914,,,,,,,
380764725,380764736,0,33459918,太平桥大街,residential,False,True,33.689,"LINESTRING (116.3599518 39.9080407, 116.3599479 39.9080048, 116.3598946 39.907741)",1.5279431981236509,0.003604707713257465,,,,,,,
380764725,734045800,0,33460071,二龙路,residential,False,False,23.967,"LINESTRING (116.3599518 39.9080407, 116.3600435 39.9080516, 116.3602295 39.9080736)",1.622392951362163,0.0015426514930454236,,,,,,,
380764736,380765609,0,33459778,中京畿道,tertiary,False,False,238.854,"LINESTRING (116.3598946 39.907741, 116.3600065 39.9077387, 116.3626933 39.907668)",1.5157651979824065,0.002949561759016092,,,,,,,
380764736,380764725,0,33459918,太平桥大街,residential,False,False,33.689,"LINESTRING (116.3598946 39.907741, 116.3599479 39.9080048, 116.3599518 39.9080407)",1.5279431981236504,0.001135067564403232,,,,,,,
380764736,734045817,0,33459918,太平桥大街,residential,False,True,165.79500000000002,"LINESTRING (116.3598946 39.907741, 116.3598934 39.9075903, 116.3598828 39.90625)",1.5323614046720804,0.0012857950840637349,,,,,,,
380764784,734045621,0,1051962156,,residential,False,True,87.756,"LINESTRING (116.3547769 39.9057523, 116.354776 39.9055817, 116.3547728 39.9049631)",1.419970759161147,7.09687413315465e-05,,,,,,,
380764784,9296390424,0,1051962157,复兴门内大街,trunk,True,False,186.44400000000002,"LINESTRING (116.3547769 39.9057523, 116.3566779 39.9057507, 116.3569627 39.9057505)",6.454966612560115,0.00990543505279426,,,,,,,
380765337,342803624,0,30834103,大六部口街,residential,False,True,88.883,"LINESTRING (116.3753298 39.9046097, 116.375288 39.903811)",1.5360274578408788,0.0002153559064365406,,,,,,,
380765337,342803804,0,30834103,大六部口街,residential,False,False,118.629,"LINESTRING (116.3753298 39.9046097, 116.3753624 39.9051189, 116.3753653 39.9051551, 116.3753797 39.9054785, 116.3753824 39.9055056, 116.3753995 39.9056751)",1.4229217480457301,0.008521724720538065,,,,,,,
380765337,2360241116,0,33460020,北新平胡同,residential,False,False,128.31799999999998,"LINESTRING (116.3753298 39.9046097, 116.3746195 39.904581, 116.3745706 39.9045775, 116.374096 39.9045432, 116.3738386 39.9044881)",1.4283690314484254,0.0004656558124119645,,,,,,,
380765438,733992891,0,33460020,北新平胡同,residential,False,False,16.563,"LINESTRING (116.3719187 39.9044309, 116.3717253 39.9044176)",1.5305573518892048,0.0005690468213569079,,,,,,,
380765438,2360241116,0,33460020,北新平胡同,residential,False,True,164.656,"LINESTRING (116.3719187 39.9044309, 116.373741 39.904453, 116.3738386 39.9044881)",1.428902541957338,0.0022743139988544133,,,,,,,
380765438,380765472,0,33460044,,residential,False,False,139.3,"LINESTRING (116.3719187 39.9044309, 116.371913 39.9045355, 116.3718704 39.9054869, 116.3718689 39.905683)",1.4077646962767432,0.00010865062124667221,,,,,,,
380765439,380765518,0,1071049926,油坊胡同,residential,False,False,43.305,"LINESTRING (116.3701252 39.904401, 116.3701171 39.9040116)",1.5580449660502191,0.0029137531656741847,,,,,,,
380765439,733992891,0,33460020,北新平胡同,residential,False,True,136.506,"LINESTRING (116.3701252 39.904401, 116.3702345 39.9044004, 116.3716938 39.904416, 116.3717253 39.9044176)",1.5105983329028236,0.002226761339688098,,,,,,,
380765439,2010541458,0,1071049926,油坊胡同,residential,False,True,121.41199999999999,"LINESTRING (116.3701252 39.904401, 116.3701253 39.9044454, 116.3700933 39.9054926)",1.6060350019831642,0.00026348496147153864,,,,,,,
380765441,380765472,0,127843729,西长安街,trunk,True,False,133.68900000000002,"LINESTRING (116.3703016 39.9056851, 116.3707151 39.9056833, 116.3711561 39.9056818, 116.3718689 39.905683)",7.2552192288345125,0.01975827398257123,,,,,,,
380765472,2360241161,0,127843729,西长安街,trunk,True,False,165.904,"LINESTRING (116.3718689 39.905683, 116.3738139 39.905682)",4.141357739937835,0.01966684318790145,,,,,,,
380765472,380765438,0,33460044,,residential,False,True,139.29999999999998,"LINESTRING (116.3718689 39.905683, 116.3718704 39.9054869, 116.371913 39.9045355, 116.3719187 39.9044309)",1.4077646962767436,0.0002000814159164514,,,,,,,
380765488,1429524741,0,1071049905,后牛肉湾,residential,False,False,16.762,"LINESTRING (116.3679758 39.9039785, 116.3681722 39.9039834)",1.4303267725783921,0.00014669274857972455,,,,,,,
380765488,9296390420,0,154865086,宣武门内大街,primary,True,False,190.297,"LINESTRING (116.3679758 39.9039785, 116.3680029 39.9043596, 116.3679855 39.9046188, 116.3679599 39.9054704, 116.3679584 39.905514, 116.367954 39.9056887)",9.166735558580251,0.020852561539265166,,,,,,,
380765518,380765439,0,1071049926,油坊胡同,residential,False,True,43.305,"LINESTRING (116.3701171 39.9040116, 116.3701252 39.904401)",1.5580449660502194,0.002109536829894772,,,,,,,
