u,v,key,osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,Cost of returning,Edge Betweenness,bridge,tunnel,access,junction
68147058,69555000,0,"[1314618235, 1042138564, 74847327]","['5', '4']",US 23;GA 42,Moreland Avenue Northeast,trunk,35 mph,False,False,291.42600000000004,"LINESTRING (-84.3492193 33.7623362, -84.3492182 33.7623802, -84.3492171 33.7626116, -84.3492163 33.7627763, -84.3492145 33.7631451, -84.3492143 33.7631849, -84.3492126 33.7635534, -84.3492123 33.7636258, -84.3492106 33.7639731, -84.3492092 33.7642789, -84.3492071 33.7644916, -84.3492057 33.7646405, -84.3492069 33.7647572, -84.3492063 33.7648871, -84.349206 33.764957)",1.676694412314923,0.009295497359843665,,,,
68147058,2511829141,0,591826247,2,US 23;GA 42,Moreland Avenue Northeast,trunk,35 mph,True,False,18.206,"LINESTRING (-84.3492193 33.7623362, -84.3492798 33.7622405, -84.3492813 33.7621849)",10.066740437243176,0.01279757103191114,,,,
68147083,2511829139,0,9164434,1,,,trunk_link,,True,False,217.49800000000002,"LINESTRING (-84.3489307 33.7604903, -84.34893 33.7607199, -84.3489036 33.7609267, -84.3488537 33.7611406, -84.3487917 33.7613068, -84.3486894 33.7614978, -84.3486291 33.7617266, -84.3486455 33.761821, -84.3487439 33.7619455, -84.3488394 33.7620018, -84.3489517 33.7620254, -84.3490272 33.762053, -84.3490934 33.7620909, -84.3491722 33.7621791)",13.624000258101761,0.0012167887984104477,,,,
68147084,1400950462,0,563542877,3,,Dekalb Avenue Northeast,secondary,35 mph,False,False,28.574,"LINESTRING (-84.3488601 33.7602763, -84.3485793 33.7603837)",1.2129639456215782,0.0013282661093205464,,,,
68147084,5649592816,0,591826254,,,Dekalb Avenue Northeast,secondary,35 mph,False,True,6.028,"LINESTRING (-84.3488601 33.7602763, -84.3489179 33.7602512)",1.7184750889877172,0.001418636725890757,,,,
68147084,68147083,0,563542878,,,,trunk_link,,True,False,24.863999999999997,"LINESTRING (-84.3488601 33.7602763, -84.3489062 33.7603724, -84.3489149 33.7603905, -84.3489307 33.7604903)",15.23619364436751,0.001160504280170746,,,,
68147089,2511829126,0,9164438,,,,trunk_link,,True,False,209.997,"LINESTRING (-84.3491721 33.761836, -84.3490929 33.7619019, -84.3490501 33.761923, -84.3490149 33.7619328, -84.3489258 33.7619457, -84.3488498 33.7619369, -84.3487942 33.7618939, -84.3487498 33.761829, -84.3487318 33.7617842, -84.348723 33.7617423, -84.3487234 33.7617054, -84.3487234 33.7616625, -84.3487366 33.7616315, -84.348918 33.76124, -84.3489753 33.7611079, -84.349009 33.7609586, -84.3490245 33.7608027, -84.3490329 33.760685, -84.3490154 33.7604277)",14.646603455867869,0.0012055682856148173,,,,
68147089,2511829139,0,46226097,2,US 23;GA 42,Moreland Avenue Northeast,trunk,35 mph,True,False,38.156,"LINESTRING (-84.3491721 33.761836, -84.349169 33.7620878, -84.3491722 33.7621791)",10.100524077664538,0.010577607738150835,,,,
68168787,2496218306,0,9166649,,,Ripplewater Drive Southeast,residential,,False,False,113.654,"LINESTRING (-84.3437785 33.7196092, -84.344259 33.719981, -84.344568 33.720134, -84.3447508 33.7202249)",1.2109727207070045,0.0002462447672986949,,,,
68168807,2496218306,0,9166649,,,Ripplewater Drive Southeast,residential,,False,True,459.845,"LINESTRING (-84.346282 33.72381, -84.346317 33.722364, -84.346349 33.721894, -84.346286 33.721608, -84.346206 33.7214, -84.3461605 33.7213106, -84.346121 33.721233, -84.345903 33.721012, -84.3458858 33.7209989, -84.345392 33.720622, -84.3453604 33.7206012, -84.345089 33.720423, -84.344773 33.720236, -84.3447508 33.7202249)",1.450444369941569,0.0007383703933729832,,,,
68168807,68212082,0,9170578,,,Sky Haven Road Southeast,residential,,False,False,192.534,"LINESTRING (-84.346282 33.72381, -84.3457983 33.7238051, -84.345189 33.723799, -84.3450311 33.7238068, -84.3449192 33.7238057, -84.3446103 33.7238026, -84.3442006 33.7237985)",1.3567502822814719,0.000272688786644072,,,,
68168807,69499973,0,9170578,,,Sky Haven Road Southeast,residential,,False,True,291.54900000000004,"LINESTRING (-84.346282 33.72381, -84.346586 33.723812, -84.348493 33.723824, -84.3488257 33.7238187, -84.3491878 33.7238128, -84.3493367 33.7238105, -84.3494342 33.723809)",1.5156711642050662,0.0012488127484433812,,,,
68168815,68168817,0,9166652,,,Iverson Street Northeast,residential,,False,False,112.027,"LINESTRING (-84.345525 33.762905, -84.344327 33.763057)",1.2421460214907334,0.0002462447672986949,,,,
68168815,68250906,0,9172979,,,Candler Street Northeast,residential,,False,False,223.956,"LINESTRING (-84.345525 33.762905, -84.3455455 33.7648667, -84.345546 33.764919)",1.4700661024729305,0.00033867753216648087,,,,
68168815,68196571,0,9172979,,,Candler Street Northeast,residential,,False,True,204.37099999999998,"LINESTRING (-84.345525 33.762905, -84.3455301 33.7624211, -84.3455347 33.7619821, -84.3455364 33.7618201, -84.3455389 33.7615848, -84.3455392 33.7615603, -84.3455435 33.7611431, -84.3455443 33.7610671)",1.4578430406598868,0.0004267433947570486,,,,
68168817,68168815,0,9166652,,,Iverson Street Northeast,residential,,False,True,112.027,"LINESTRING (-84.344327 33.763057, -84.345525 33.762905)",1.2421460214907336,0.0002462447672986949,,,,
68169062,68169066,0,9166684,,,Chalmette Drive Northeast,residential,,False,False,113.54599999999999,"LINESTRING (-84.3453433 33.7857208, -84.344631 33.7857764, -84.3441213 33.7858261)",1.2555648711516658,0.0002462447672986949,,,,
68169062,68200552,0,9172430,,,Hancock Drive Northeast,residential,,False,False,275.297,"LINESTRING (-84.3453433 33.7857208, -84.3453808 33.7858908, -84.3454338 33.7860516, -84.3454965 33.7862216, -84.3455571 33.7863476, -84.345639 33.7864866, -84.3457527 33.7866741, -84.3458712 33.7868911, -84.3459378 33.7870079, -84.3459973 33.7871014, -84.3460527 33.7871814, -84.3461226 33.7872664, -84.3461873 33.7873308, -84.3462721 33.7873961, -84.3463442 33.7874411, -84.3464199 33.7874743, -84.3464719 33.7874929, -84.3465397 33.7875093, -84.3466463 33.7875259, -84.3467537 33.7875354, -84.3468606 33.7875396, -84.3469674 33.7875418)",1.556454221659084,1.746760910887294e-05,,,,
68169062,68242512,0,9172430,,,Hancock Drive Northeast,residential,,False,True,107.873,"LINESTRING (-84.3453433 33.7857208, -84.3453357 33.7854957, -84.3453432 33.7852247, -84.3453519 33.7850952, -84.3453672 33.7849263, -84.3453828 33.784752)",1.437424697450565,0.0004905486891408484,,,,
68169066,68169062,0,9166684,,,Chalmette Drive Northeast,residential,,False,True,113.54599999999999,"LINESTRING (-84.3441213 33.7858261, -84.344631 33.7857764, -84.3453433 33.7857208)",1.2555648711516658,0.0002462447672986949,,,,
68174594,68174598,0,9167025,,,Happy Valley Trail Southeast,residential,,False,False,103.925,"LINESTRING (-84.3478744 33.7303729, -84.346751 33.730348)",1.2110649579882036,0.0002462447672986949,,,,
68174594,68451500,0,9191542,,,Brownwood Avenue Southeast,residential,,False,False,66.272,"LINESTRING (-84.3478744 33.7303729, -84.3478754 33.7297769)",1.2110649579882033,0.0002462447672986949,,,,
68174594,68324050,0,9191542,,,Brownwood Avenue Southeast,residential,,False,True,70.649,"LINESTRING (-84.3478744 33.7303729, -84.3478244 33.7310069)",1.4547305750790596,0.0007383703933729832,,,,
68174598,68174594,0,9167025,,,Happy Valley Trail Southeast,residential,,False,True,103.925,"LINESTRING (-84.346751 33.730348, -84.3478744 33.7303729)",1.2110649579882036,0.0002462447672986949,,,,
68175452,68369689,0,9185654,,,Mortimer Street Southeast,residential,,False,False,147.353,"LINESTRING (-84.34816 33.752417, -84.348134 33.751092)",1.5830864845532326,0.000628712625078392,,,,
68175452,68175462,0,9167066,,,Wylie Street Southeast,residential,,False,False,170.673,"LINESTRING (-84.34816 33.752417, -84.3472069 33.7521406, -84.3464073 33.7519359)",1.5427890740894215,0.0009028570458148701,,,,
68175452,69187013,0,9167066,,,Wylie Street Southeast,residential,,False,True,99.231,"LINESTRING (-84.34816 33.752417, -84.3486573 33.7524153, -84.34903 33.752414, -84.3491336 33.7524197, -84.3492329 33.7524248)",1.6084587022526817,0.0016782854571236914,,,,
68175462,68175468,0,9167066,,,Wylie Street Southeast,residential,,False,False,99.512,"LINESTRING (-84.3464073 33.7519359, -84.3453953 33.7516311)",1.5457154259699282,0.00039581117029341943,,,,
68175462,68190686,0,9167978,,,Vannoy Street Southeast,residential,,False,False,102.411,"LINESTRING (-84.3464073 33.7519359, -84.346424 33.751015)",1.4938233938854935,0.00047593169679627066,,,,
68175462,68175452,0,9167066,,,Wylie Street Southeast,residential,,False,True,170.673,"LINESTRING (-84.3464073 33.7519359, -84.3472069 33.7521406, -84.34816 33.752417)",1.5427890740894212,0.0009134103929848141,,,,
68175468,68175474,0,9167066,,,Wylie Street Southeast,residential,,False,False,77.0,"LINESTRING (-84.3453953 33.7516311, -84.3445661 33.7515663)",1.2660304380041387,0.00016721596636514824,,,,
68175468,68175462,0,9167066,,,Wylie Street Southeast,residential,,False,True,99.512,"LINESTRING (-84.3453953 33.7516311, -84.3464073 33.7519359)",1.5457154259699288,0.0003924753421649889,,,,
68175468,68188918,0,9171234,,,Dahlgren Street Southeast,residential,,False,False,315.451,"LINESTRING (-84.3453953 33.7516311, -84.3454255 33.7488452, -84.3454261 33.7487943)",1.5762839073950474,0.00018183295870972594,,,,
68175474,68175468,0,9167066,,,Wylie Street Southeast,residential,,False,True,77.0,"LINESTRING (-84.3445661 33.7515663, -84.3453953 33.7516311)",1.2660304380041392,0.00016569968085222524,,,,
68175474,68188920,0,9173614,,,Ericson Street Southeast,residential,,False,False,293.041,"LINESTRING (-84.3445661 33.7515663, -84.3445889 33.7489757, -84.3445893 33.748931)",1.0985703741428134,0.00013610178763996832,,,,
68178806,69616279,0,9167270,,,Fairview Road Northeast,tertiary,,False,True,479.03700000000003,"LINESTRING (-84.3438751 33.7727163, -84.3440279 33.7726964, -84.3441453 33.7726764, -84.3442536 33.7726512, -84.3445352 33.7725786, -84.3447308 33.7725289, -84.3451563 33.7724212, -84.3453592 33.772377, -84.3455108 33.7723483, -84.3456412 33.7723256, -84.345809 33.7723007, -84.34596 33.772284, -84.3461033 33.7722705, -84.3462507 33.7722609, -84.3463986 33.772253, -84.3465051 33.7722517, -84.3468338 33.7722579, -84.3470758 33.7722663, -84.347432 33.7722691, -84.3482191 33.7722839, -84.3489029 33.7722986, -84.3489878 33.7723006)",1.388025393955824,0.00020287900162909716,,,,
68178806,7787778511,0,9192146,,,Springdale Road Northeast,residential,,False,False,149.967,"LINESTRING (-84.3438751 33.7727163, -84.3438933 33.7727782, -84.3440781 33.7733953, -84.3441326 33.773576, -84.3441922 33.7737548, -84.3442484 33.7738967, -84.3443026 33.7739854, -84.3443216 33.7740089)",1.4920434408680192,4.336576566959775e-05,,,,
68186082,68186087,0,1310960121,,,Pickens Street Southeast,residential,,False,False,51.253,"LINESTRING (-84.3480704 33.7357919, -84.3475162 33.735785)",1.488256258707315,0.0002462447672986949,,,,
68186082,69499959,0,9167716,,,Pickens Street Southeast,residential,,False,True,112.949,"LINESTRING (-84.3480704 33.7357919, -84.3481359 33.7357937, -84.3492016 33.7358232, -84.3492912 33.7358252)",1.6302377170356344,0.0025554263006393875,,,,
68186082,68315374,0,9191542,,,Brownwood Avenue Southeast,residential,,False,False,189.01,"LINESTRING (-84.3480704 33.7357919, -84.3480742 33.7341567, -84.348074 33.7340921)",1.858472583056582,0.0026206265776950763,,,,
68186082,68451487,0,9191542,,,Brownwood Avenue Southeast,residential,,False,True,121.98100000000001,"LINESTRING (-84.3480704 33.7357919, -84.3480703 33.7358452, -84.3480685 33.7368454, -84.3480684 33.7368889)",1.804898055853804,0.000456765847912924,,,,
68186087,68186082,0,1310960121,,,Pickens Street Southeast,residential,,False,True,51.253,"LINESTRING (-84.3475162 33.735785, -84.3480704 33.7357919)",1.4882562587073147,0.0002462447672986949,,,,
68186091,68307835,0,933056111,,,Gresham Avenue Southeast,residential,,False,False,127.434,"LINESTRING (-84.345846 33.735774, -84.345858 33.73692)",1.6573860609294382,0.0010996102539717583,,,,
68186091,68307832,0,933056111,,,Gresham Avenue Southeast,residential,,False,True,189.845,"LINESTRING (-84.345846 33.735774, -84.3458388 33.7340667)",1.7018587145481494,0.0007826459303503347,,,,
68186091,5697439033,0,9167718,,,Pickens Street Southeast,residential,,False,False,30.828000000000003,"LINESTRING (-84.345846 33.735774, -84.345826 33.7357744, -84.3455127 33.7357802)",1.279623669032638,0.0002462447672986949,,,,
68188910,68188933,0,9185654,,,Mortimer Street Southeast,residential,,False,True,15.014,"LINESTRING (-84.3481657 33.7483693, -84.3481544 33.748504)",1.8112146367924047,2.9840498894324604e-05,,,,
68188910,68369691,0,9185654,,,Mortimer Street Southeast,residential,,False,False,84.453,"LINESTRING (-84.3481657 33.7483693, -84.3481638 33.7480296, -84.3481615 33.7476098)",1.5445611902842251,2.426056820676797e-06,,,,
68188910,68188915,0,1311222458,,,Arkwright Place Southeast,residential,,False,False,162.32,"LINESTRING (-84.3481657 33.7483693, -84.347169 33.748606, -84.3464563 33.7486854)",1.779618526377347,0.0008546998179244356,,,,
68188910,69209935,0,"[1311222458, 605238819, 9167861]",,,Arkwright Place Southeast,residential,,False,True,100.63,"LINESTRING (-84.3481657 33.7483693, -84.3486692 33.7482393, -84.3488249 33.7481973, -84.3490489 33.7481352, -84.3492029 33.7480951)",1.6748581199033217,0.0010746218687187872,,,,
68188915,68190690,0,9167978,,,Vannoy Street Southeast,residential,,False,False,123.695,"LINESTRING (-84.3464563 33.7486854, -84.346464 33.747573)",1.5726075624463058,8.315309752869722e-05,,,,
68188915,68188918,0,1311222458,,,Arkwright Place Southeast,residential,,False,False,96.016,"LINESTRING (-84.3464563 33.7486854, -84.3454261 33.7487943)",1.834831943678759,0.0006412068177048775,,,,
68188915,68188937,0,9167978,,,Vannoy Street Southeast,residential,,False,True,14.411,"LINESTRING (-84.3464563 33.7486854, -84.3464574 33.7487639, -84.3464581 33.748815)",1.7073247217528065,0.00011450988193594482,,,,
68188915,68188910,0,1311222458,,,Arkwright Place Southeast,residential,,False,True,162.32,"LINESTRING (-84.3464563 33.7486854, -84.347169 33.748606, -84.3481657 33.7483693)",1.779618526377348,0.0008577323889502816,,,,
68188918,68188920,0,1311222458,,,Arkwright Place Southeast,residential,,False,False,78.847,"LINESTRING (-84.3454261 33.7487943, -84.3445893 33.748931)",1.4615331441664745,0.00032515226539120776,,,,
68188918,68188915,0,1311222458,,,Arkwright Place Southeast,residential,,False,True,96.016,"LINESTRING (-84.3454261 33.7487943, -84.3464563 33.7486854)",1.8348319436787597,0.0006444213429922743,,,,
68188918,68219859,0,9171234,,,Dahlgren Street Southeast,residential,,False,False,136.37,"LINESTRING (-84.3454261 33.7487943, -84.3454351 33.7482117, -84.345438 33.7480201, -84.345445 33.747568)",1.6454102516442703,5.4707581306261776e-05,,,,
68188918,68175468,0,9171234,,,Dahlgren Street Southeast,residential,,False,True,315.451,"LINESTRING (-84.3454261 33.7487943, -84.3454255 33.7488452, -84.3453953 33.7516311)",1.5762839073950468,0.00018001341609421835,,,,
68188920,68188918,0,1311222458,,,Arkwright Place Southeast,residential,,False,True,78.847,"LINESTRING (-84.3445893 33.748931, -84.3454261 33.7487943)",1.4615331441664758,0.00032666855090413076,,,,
68188920,68175474,0,9173614,,,Ericson Street Southeast,residential,,False,True,293.041,"LINESTRING (-84.3445893 33.748931, -84.3445889 33.7489757, -84.3445661 33.7515663)",1.0985703741428134,0.00013458550212704532,,,,
68188933,68188935,0,9167862,,,Arkwright Place Southeast,residential,,False,False,64.304,"LINESTRING (-84.3481544 33.748504, -84.3474929 33.7486826)",1.625323503631178,0.0012845364351278471,,,,
68188933,68188910,0,9185654,,,Mortimer Street Southeast,residential,,False,False,15.014,"LINESTRING (-84.3481544 33.748504, -84.3481657 33.7483693)",1.8112146367924056,2.9901150314841524e-05,,,,
68188933,68297408,0,9185654,,,Mortimer Street Southeast,residential,,False,True,94.756,"LINESTRING (-84.3481544 33.748504, -84.3481669 33.7493561)",1.665628846553675,0.00046683398371873266,,,,
68188933,315576032,0,9167862,,,Arkwright Place Southeast,residential,,False,True,102.50999999999999,"LINESTRING (-84.3481544 33.748504, -84.3488528 33.7483085, -84.3492052 33.7482099)",1.5251193653017354,0.0018885032806353359,,,,
68188935,68188937,0,9167862,,,Arkwright Place Southeast,residential,,False,False,96.8,"LINESTRING (-84.3474929 33.7486826, -84.3464581 33.748815)",1.5172820149691977,0.0005684251130845736,,,,
68188935,68188933,0,9167862,,,Arkwright Place Southeast,residential,,False,True,64.304,"LINESTRING (-84.3474929 33.7486826, -84.3481544 33.748504)",1.6253235036311793,0.0012546959362335225,,,,
68188935,68297410,0,9185617,,,Battlefield Avenue Southeast,residential,,False,True,73.686,"LINESTRING (-84.3474929 33.7486826, -84.3474812 33.7493452)",1.4105990431397892,0.0005347029232771661,,,,
68188937,68188935,0,9167862,,,Arkwright Place Southeast,residential,,False,True,96.8,"LINESTRING (-84.3464581 33.748815, -84.3474929 33.7486826)",1.5172820149691972,0.0005551424519913681,,,,
68188937,68190687,0,9167978,,,Vannoy Street Southeast,residential,,False,True,85.956,"LINESTRING (-84.3464581 33.748815, -84.3464644 33.749588)",1.5146925629470718,0.00048551462123794405,,,,
68188937,68188915,0,9167978,,,Vannoy Street Southeast,residential,,False,False,14.411,"LINESTRING (-84.3464581 33.748815, -84.3464574 33.7487639, -84.3464563 33.7486854)",1.7073247217528067,0.00011432792767439407,,,,
68190686,68190687,0,9167978,,,Vannoy Street Southeast,residential,,False,False,158.719,"LINESTRING (-84.346424 33.751015, -84.3464644 33.749588)",1.498929720893757,0.00046089014450807455,,,,
68190686,68175462,0,9167978,,,Vannoy Street Southeast,residential,,False,True,102.411,"LINESTRING (-84.346424 33.751015, -84.3464073 33.7519359)",1.4938233938854941,0.0004898208720946454,,,,
68190686,68368967,0,9188597,,,Colmer Avenue Southeast,residential,,False,True,95.851,"LINESTRING (-84.346424 33.751015, -84.347459 33.751065)",1.5004094811589916,1.2918752570103944e-05,,,,
68190687,68188937,0,9167978,,,Vannoy Street Southeast,residential,,False,False,85.956,"LINESTRING (-84.3464644 33.749588, -84.3464581 33.748815)",1.5146925629470716,0.0004720500058831878,,,,
68190687,68190686,0,9167978,,,Vannoy Street Southeast,residential,,False,True,158.719,"LINESTRING (-84.3464644 33.749588, -84.346424 33.751015)",1.4989297208937566,0.00047374824565766155,,,,
68190687,68297414,0,9176490,,,Merlin Avenue Southeast,residential,,False,True,93.908,"LINESTRING (-84.3464644 33.749588, -84.3474801 33.7495849)",1.4679335270801475,4.912765061870514e-06,,,,
68190690,68188915,0,9167978,,,Vannoy Street Southeast,residential,,False,True,123.695,"LINESTRING (-84.346464 33.747573, -84.3464563 33.7486854)",1.5726075624463052,8.315309752869722e-05,,,,
68190690,68205591,0,129601735,3,GA 154,Memorial Drive Southeast,primary,,False,False,57.861000000000004,"LINESTRING (-84.346464 33.747573, -84.3462937 33.747573, -84.3458382 33.7475729)",1.5058864161116057,0.0009295436708423149,,,,
68190690,68369691,0,129601735,3,GA 154,Memorial Drive Southeast,primary,,False,True,157.0,"LINESTRING (-84.346464 33.747573, -84.3472953 33.747591, -84.3481615 33.7476098)",1.4746240056672988,0.001092271432089211,,,,
68191975,69528754,0,9277773,,,St Augustine Place Northeast,residential,,False,True,327.387,"LINESTRING (-84.348957 33.774449, -84.3506536 33.7744428, -84.352499 33.774436)",1.4192208037821907,0.0006368399154276593,,,,
68191975,315963825,0,"[1303035624, 1303035625, 1302492842]","['4', '3']",GA 42,Briarcliff Road Northeast,secondary,35 mph,False,False,112.13300000000001,"LINESTRING (-84.348957 33.774449, -84.3489512 33.774923, -84.3489498 33.7750355, -84.3489362 33.7750888, -84.3488987 33.7751449, -84.3488542 33.7752036, -84.3487043 33.7754015)",1.4648412708318599,0.0058461904236259115,,,,
68191975,69215607,0,1302492842,4,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,True,67.275,"LINESTRING (-84.348957 33.774449, -84.348957 33.77443, -84.3489612 33.7739411, -84.348962 33.773844)",1.7028519100832127,0.005463298005902596,,,,
68191991,5416143666,0,9168075,3,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,False,42.102,"LINESTRING (-84.347981 33.776301, -84.347727 33.7766153)",1.5831635352415139,0.005460326086297268,,,,
68191991,315963825,0,"[1303035626, 9168075]","['4', '3']",GA 42,Briarcliff Road Northeast,secondary,35 mph,False,True,120.307,"LINESTRING (-84.347981 33.776301, -84.3480097 33.7762651, -84.3482534 33.7759601, -84.348307 33.775893, -84.348364 33.775821, -84.348425 33.775745, -84.348663 33.7754523, -84.3487043 33.7754015)",1.4454221565090497,0.0054646323371539685,,,,
68191993,5416143666,0,9168075,3,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,True,60.328,"LINESTRING (-84.3473631 33.7770657, -84.347727 33.7766153)",1.5614198993674675,0.004359745409597238,,,,
68191993,11240377450,0,9168075,3,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,False,109.665,"LINESTRING (-84.3473631 33.7770657, -84.3472447 33.777195, -84.3470259 33.7774337, -84.346769 33.777714, -84.3466294 33.77784)",1.588330006444622,0.0012469932058278737,,,,
68191993,68225133,0,116895202,,,Briarcliff Place Northeast,residential,,False,True,68.775,"LINESTRING (-84.3473631 33.7770657, -84.347632 33.7771666, -84.3477998 33.7771907, -84.3480786 33.7771904)",1.5299126622681127,0.0031629109285368573,,,,
68192000,68192021,0,9168075,3,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,False,540.987,"LINESTRING (-84.3456065 33.7787536, -84.3453264 33.7790177, -84.3451785 33.7791932, -84.345097 33.77929, -84.3450729 33.7793205, -84.344964 33.779458, -84.3449356 33.7795073, -84.3448542 33.779619, -84.344762 33.77975, -84.3446099 33.7800242, -84.344387 33.780426, -84.3442099 33.7807554, -84.343851 33.781423, -84.343722 33.781663, -84.3435068 33.782044, -84.3434747 33.7821009, -84.3432099 33.7825698, -84.3431594 33.7826591, -84.34309 33.782782, -84.3429435 33.783019, -84.3429211 33.7830552)",1.4237320226058172,0.00040854796860197265,,,,
68192000,11240377458,0,9168075,3,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,True,124.75399999999999,"LINESTRING (-84.3456065 33.7787536, -84.3457602 33.7786258, -84.345873 33.778523, -84.3460965 33.7783212, -84.3461652 33.7782591, -84.3465266 33.7779329)",1.6257538307288075,0.0007190225902280857,,,,
68192000,68225154,0,9181269,,,Virginia Avenue Northeast,residential,,False,True,283.338,"LINESTRING (-84.3456065 33.7787536, -84.346168 33.779129, -84.3462993 33.7791979, -84.3463926 33.7792469, -84.346587 33.779349, -84.3468917 33.7794847, -84.347126 33.779589, -84.347547 33.7797, -84.3477178 33.7797241, -84.34783 33.77974, -84.348194 33.779747, -84.3483385 33.7797584)",1.5810777608309612,0.00014756490611766618,,,,
68192021,68192022,0,9168075,3,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,False,77.728,"LINESTRING (-84.3429211 33.7830552, -84.3427262 33.783303, -84.3424609 33.7836403)",1.4366203052194242,0.0002462447672986949,,,,
68192021,68192000,0,9168075,3,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,True,540.987,"LINESTRING (-84.3429211 33.7830552, -84.3429435 33.783019, -84.34309 33.782782, -84.3431594 33.7826591, -84.3432099 33.7825698, -84.3434747 33.7821009, -84.3435068 33.782044, -84.343722 33.781663, -84.343851 33.781423, -84.3442099 33.7807554, -84.344387 33.780426, -84.3446099 33.7800242, -84.344762 33.77975, -84.3448542 33.779619, -84.3449356 33.7795073, -84.344964 33.779458, -84.3450729 33.7793205, -84.345097 33.77929, -84.3451785 33.7791932, -84.3453264 33.7790177, -84.3456065 33.7787536)",1.423732022605816,0.0004091544828071418,,,,
68192021,68225169,0,9185608,,,Stillwood Drive Northeast,residential,,False,True,497.0420000000001,"LINESTRING (-84.3429211 33.7830552, -84.3430378 33.7831116, -84.3432591 33.7832386, -84.343333 33.7832782, -84.3433938 33.7833086, -84.3434677 33.7833388, -84.3435365 33.7833629, -84.3436226 33.7833915, -84.3437095 33.7834171, -84.3437956 33.7834358, -84.343876 33.7834511, -84.3440608 33.7834836, -84.3441632 33.7834997, -84.3442745 33.7835149, -84.3443621 33.7835151, -84.3449242 33.7835283, -84.3459196 33.7835517, -84.3461752 33.783554, -84.346276 33.783559, -84.3463776 33.7835653, -84.3464718 33.7835715, -84.3465903 33.7835854, -84.3467719 33.7836111, -84.346923 33.7836378, -84.3470854 33.7836715, -84.3472753 33.7837134, -84.3474096 33.7837366, -84.3475264 33.7837507, -84.3477139 33.7837626, -84.3479321 33.7837758, -84.3481451 33.7837806)",1.5908884966047212,8.272853758507879e-05,,,,
68192022,68192021,0,9168075,3,GA 42,Briarcliff Road Northeast,secondary,35 mph,False,True,77.728,"LINESTRING (-84.3424609 33.7836403, -84.3427262 33.783303, -84.3429211 33.7830552)",1.4366203052194246,0.0002462447672986949,,,,
68192022,68313549,0,"[9186730, 166553845]",2,,"['Springdale Road Northeast', 'The By Way Northeast']",residential,25 mph,False,"[False, True]",1373.0729999999999,"LINESTRING (-84.3424609 33.7836403, -84.3413969 33.783166, -84.3411664 33.7830633, -84.3411132 33.7830396, -84.3410069 33.7829922, -84.340957 33.78297, -84.3408059 33.7829076, -84.3404009 33.7827402, -84.3399369 33.7825428, -84.3394521 33.7823312, -84.3391321 33.782195, -84.3392278 33.782062, -84.3393936 33.7818245, -84.3396165 33.781505, -84.3396836 33.7814095, -84.339877 33.7811338, -84.3399397 33.7810434, -84.3399855 33.7809774, -84.3400156 33.780934, -84.3400702 33.7808552, -84.3401953 33.7806724, -84.340262 33.7805822, -84.3403262 33.7804952, -84.3404001 33.780413, -84.3404774 33.7803303, -84.3405483 33.7802635, -84.3405609 33.7802516, -84.3406283 33.7801959, -84.3406658 33.7801649, -84.3408103 33.7800596, -84.340966 33.7799658, -84.34114 33.7798645, -84.3413559 33.7797444, -84.3414624 33.7796815, -84.3415575 33.7796192, -84.3416624 33.7795442, -84.3417708 33.7794685, -84.3419346 33.779338, -84.3420866 33.7791971, -84.3421452 33.7791349, -84.3422773 33.7789897, -84.3424051 33.7788433, -84.3425628 33.7786656, -84.3426546 33.778535, -84.3428224 33.7782859, -84.3430098 33.7779557, -84.3431322 33.7777643, -84.3432317 33.7776301, -84.3432652 33.7775849, -84.3433359 33.7774965, -84.3433698 33.7774621, -84.3434317 33.7773993, -84.3435234 33.7773184, -84.3436787 33.7771936, -84.3439844 33.7769305, -84.3442051 33.7767588, -84.3443198 33.7766595, -84.344436 33.7765446, -84.34453 33.7764233, -84.3446148 33.7763011, -84.3447105 33.7761476, -84.3447954 33.7760019, -84.3449374 33.7757613, -84.3449588 33.7757192, -84.3449879 33.7756619, -84.3450422 33.7755363, -84.345099 33.7753526, -84.3451207 33.7752122, -84.3451278 33.7750666, -84.3450617 33.7747054)",1.6290716769474873,4.852113641353594e-07,,,,
68192025,68242512,0,9180716,,,Briarwood Drive Northeast,residential,,False,True,340.506,"LINESTRING (-84.3417312 33.7845336, -84.3418764 33.7845816, -84.3419242 33.7845974, -84.3420617 33.7846346, -84.3422187 33.7846728, -84.3423216 33.7846917, -84.3424387 33.7847056, -84.3425472 33.7847124, -84.3426354 33.7847145, -84.3428609 33.7847185, -84.3433844 33.7847277, -84.3434442 33.7847288, -84.344894 33.7847472, -84.3453828 33.784752)",1.250041269087842,0.0002462447672986949,,,,
68194501,68219859,0,129601735,3,GA 154,Memorial Drive Southeast,primary,,False,True,101.339,"LINESTRING (-84.344349 33.747559, -84.344621 33.747561, -84.345445 33.747568)",1.2664863062871048,0.0002462447672986949,,,,
