u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,ref,width,bridge,access,tunnel,junction
29785855,26960748,0,"[23248761, 1083748511]",False,,Gärtnerstraße,tertiary,"['50', '30']",True,108.478,"LINESTRING (13.4595372 52.5080453, 13.4595652 52.5081031, 13.4597457 52.5084876, 13.459782 52.5085646, 13.4598592 52.5087284, 13.4599188 52.5088549, 13.459927 52.5088706, 13.4599381 52.5088917, 13.4599801 52.508973, 13.4599848 52.508982)",1.7916067630298873,0.0002742694486385094,,11,,,,
29785855,29785877,0,"[1145444612, 146911405]",False,,Simplonstraße,residential,30,False,89.24900000000001,"LINESTRING (13.4595372 52.5080453, 13.459618 52.5080001, 13.4596674 52.5079727, 13.4603897 52.5075698, 13.4605103 52.5075036)",1.581527148372105,0.001760237874422974,,"['6', '10']",,,,
29785855,1411289033,0,"[1027272080, 1145444610, 1145444611, 1145444613]",False,,Simplonstraße,residential,30,True,98.61000000000001,"LINESTRING (13.4595372 52.5080453, 13.4594375 52.5080991, 13.4594214 52.508109, 13.459235 52.5082115, 13.4590461 52.5083154, 13.4584561 52.5086398)",1.6785895419486099,0.006242112793217413,,"['6', '10']",,,,
29785856,29785860,0,1097482025,False,,Revaler Straße,residential,50,False,95.41,"LINESTRING (13.4551635 52.5078155, 13.4553236 52.5077871, 13.4554235 52.5077694, 13.4564089 52.5074218)",1.544176061532614,0.0022974266611110864,,11.5,,,,
29785856,1943589442,0,"[23248770, 1145213555]",False,,Simon-Dach-Straße,residential,30,True,243.51500000000001,"LINESTRING (13.4551635 52.5078155, 13.4552053 52.5079002, 13.4552142 52.5079189, 13.4555452 52.508604, 13.4555555 52.5086254, 13.4556945 52.5089133, 13.455746 52.5090198, 13.4561122 52.5097778, 13.4561292 52.5098131, 13.4561421 52.509841, 13.4561746 52.5099042, 13.4561808 52.5099161)",1.5536817869789077,1.2246171951188552e-05,,11.1,,,,
29785856,29785883,0,1145444598,False,,Revaler Straße,residential,50,True,174.11900000000003,"LINESTRING (13.4551635 52.5078155, 13.4550445 52.5078366, 13.4544665 52.5079431, 13.4539501 52.5080365, 13.4536878 52.5080839, 13.4535582 52.5081069, 13.4528522 52.5082318, 13.4526963 52.5082593)",1.4667418914866452,0.0018191539089930213,,11,,,,
29785857,29785889,0,"[187399685, 1223364654]",False,,Gabriel-Max-Straße,residential,30,True,45.483,"LINESTRING (13.4576369 52.5091163, 13.4577049 52.5091584, 13.4578201 52.5093969, 13.4578295 52.5094164, 13.4578639 52.5094834, 13.4578692 52.5094938)",1.6133350045219685,0.004425497724750858,,"['11', '12']",,,,
29785857,1411289033,0,1027272080,False,,Simplonstraße,residential,30,False,76.689,"LINESTRING (13.4576369 52.5091163, 13.4582058 52.5087856, 13.4584561 52.5086398)",1.5109481636161097,0.007554170642938962,,10,,,,
29785857,29785885,0,"[1145444621, 187399686]",False,,Simplonstraße,residential,30,True,22.542,"LINESTRING (13.4576369 52.5091163, 13.4574973 52.5091658, 13.4574764 52.5091773, 13.4574379 52.5091974, 13.4573698 52.5092356)",1.425724280660557,0.0025905133983575197,,"['10.5', '6']",,,,
29785858,250361366,0,"[818875552, 1083736848, 103066047]",False,,Weserstraße,residential,30,False,101.107,"LINESTRING (13.4693288 52.508864, 13.4692426 52.5089014, 13.4691641 52.5089354, 13.4690926 52.5089666, 13.4687118 52.5091283, 13.4682614 52.5093153, 13.4681024 52.5093832)",1.4890608093811628,0.0006575596963546731,,5,,,,
29785858,29785881,0,"[1101834074, 154381214, 1083736846]",False,1,Jessnerstraße,residential,30,False,186.22899999999998,"LINESTRING (13.4693288 52.508864, 13.4693816 52.5089123, 13.4694406 52.5089662, 13.4702794 52.5097468, 13.4705674 52.5100148, 13.470723 52.5101596, 13.4707724 52.5102047, 13.4708378 52.5102645)",1.6392267244391305,0.00028375276472266157,,"['5', '7']",,,,
29785858,29785878,0,"[4685880, 1083736841, 1083736845, 1113567086]",False,,Weserstraße,residential,30,True,206.30599999999998,"LINESTRING (13.4693288 52.508864, 13.469428 52.5088184, 13.4694573 52.508805, 13.469478 52.5087956, 13.4696944 52.5087006, 13.4697997 52.50865, 13.4699636 52.5085797, 13.4709998 52.5081387, 13.4716369 52.5078663, 13.471681 52.5078487, 13.4718249 52.5078004)",1.5217238507554103,0.0009540066637096642,,"['5', '11.5']",,,,
29785860,29785885,0,4685872,False,,Dirschauer Straße,residential,30,False,212.871,"LINESTRING (13.4564089 52.5074218, 13.4564649 52.507485, 13.456483 52.5075069, 13.4565137 52.5075422, 13.4568655 52.5082557, 13.4569943 52.50852, 13.4573009 52.5091903, 13.457314 52.5091989, 13.4573698 52.5092356)",1.521974455683093,2.2924236518383447e-05,,10,,,,
29785860,29785856,0,1097482025,False,,Revaler Straße,residential,50,True,95.41,"LINESTRING (13.4564089 52.5074218, 13.4554235 52.5077694, 13.4553236 52.5077871, 13.4551635 52.5078155)",1.5441760615326152,0.0015900608873695673,,11.5,,,,
29785860,29785854,0,"[1145444595, 1145444596, 1145444597, 1097482029]",False,2,Revaler Straße,residential,50,False,188.81600000000003,"LINESTRING (13.4564089 52.5074218, 13.4565219 52.5073807, 13.4574408 52.5070502, 13.4575657 52.5070053, 13.4576808 52.5069647, 13.4584421 52.5066961, 13.4586357 52.5066278, 13.458659 52.5066196, 13.4586926 52.5066079, 13.4588168 52.5065643)",1.6908690489403884,0.002135239554538028,,11.5,,,,
29785861,29785871,0,23248778,False,,Krossener Straße,residential,30,False,72.68,"LINESTRING (13.4631759 52.5097949, 13.4641001 52.5096476, 13.4642148 52.5096293)",1.731065471425007,0.002014196598849756,,11,,,,
29785861,29785887,0,23248778,False,,Krossener Straße,residential,30,True,71.229,"LINESTRING (13.4631759 52.5097949, 13.4630486 52.5098159, 13.4622833 52.5099416, 13.4621597 52.5099617)",1.7073543802397995,0.0026984141207323214,,11,,,,
29785863,29785887,0,23248778,False,,Krossener Straße,residential,30,False,110.18100000000001,"LINESTRING (13.4605868 52.5102174, 13.4606966 52.5102005, 13.4613957 52.5100867, 13.4620603 52.5099771, 13.4621597 52.5099617)",1.7316651956115396,0.002464094074495555,,11,,,,
29785863,29785888,0,23248778,False,,Krossener Straße,residential,30,True,152.60199999999998,"LINESTRING (13.4605868 52.5102174, 13.460466 52.5102374, 13.4592725 52.5104264, 13.458496 52.5105494, 13.4584049 52.5105638)",1.738237083938773,0.0034114549497682935,,11,,,,
29785863,26960748,0,"[934995900, 934995901]",True,,Gärtnerstraße,residential,30,False,143.29,"LINESTRING (13.4605868 52.5102174, 13.4605467 52.5101354, 13.4603372 52.5097064, 13.4603225 52.509677, 13.4601362 52.5092951, 13.4600758 52.5091733, 13.4600527 52.5091239, 13.4600444 52.5091081, 13.4600332 52.5090869, 13.4599923 52.5089953, 13.4599848 52.508982)",5.13138192385056,0.00021490538338732104,,11,,,,
29785865,29785888,0,23248778,False,,Krossener Straße,residential,30,False,123.693,"LINESTRING (13.4566362 52.5108443, 13.4567672 52.5108241, 13.4582827 52.5105831, 13.4584049 52.5105638)",1.6616700043192958,0.0004369792576728988,,11,,,,
29785865,1943589442,0,"[183930096, 1145213556, 1145213557, 1145213559]",True,,Simon-Dach-Straße,residential,30,False,107.715,"LINESTRING (13.4566362 52.5108443, 13.4566031 52.5107751, 13.4565976 52.5107635, 13.4565495 52.5106617, 13.4562527 52.5100604, 13.4562317 52.5100185, 13.4562155 52.5099861, 13.4561862 52.5099274, 13.4561808 52.5099161)",6.771789493031621,0.00507006453135244,,"['5', '6', '11']",,,,
29785866,28373634,0,"[1113582020, 4685869]",False,,Gryphiusstraße,residential,30,True,87.812,"LINESTRING (13.4650748 52.5106581, 13.4650117 52.5105865, 13.4646054 52.5101267, 13.4645417 52.510055, 13.4645223 52.5100326, 13.464482 52.5099722, 13.4644688 52.5099603)",1.9407565762891061,0.0015825190375703597,,11.3,,,,
29785866,28150389,0,"[4688786, 1145133916, 1145133914]",False,,Weserstraße,residential,30,False,86.798,"LINESTRING (13.4650748 52.5106581, 13.4649746 52.5107014, 13.4644009 52.5109459, 13.4641366 52.5110564, 13.4640222 52.5111041)",1.7232196157896942,0.001886433182944368,,11.2,,,,
29785866,29785873,0,4688786,False,,Weserstraße,residential,30,True,89.422,"LINESTRING (13.4650748 52.5106581, 13.4651593 52.5106176, 13.4654153 52.5105127, 13.4655424 52.5104599, 13.466045 52.5102512, 13.466163 52.5102022)",1.6044553946682867,0.0006503912054564164,,11.2,,,,
29785866,4316151697,0,"[187398148, 1145133902, 1145133903]",False,,Jungstraße,residential,30,False,153.24300000000002,"LINESTRING (13.4650748 52.5106581, 13.4651209 52.5107058, 13.465265 52.510839, 13.4657723 52.5113596, 13.4661165 52.5117158, 13.4661356 52.5117333, 13.4661881 52.5117813, 13.4662475 52.5118367)",1.613279105806383,0.0012158805968366048,,11.2,,,,
29785867,1669237262,0,1145444617,False,,Simplonstraße,residential,30,False,38.769,"LINESTRING (13.462204 52.5066291, 13.4626345 52.5063991)",1.547728574598812,0.0010062769098427861,,10,,,,
29785867,29785852,0,"[1145444617, 1145444618, 146911405]",False,,Simplonstraße,residential,30,True,50.132000000000005,"LINESTRING (13.462204 52.5066291, 13.4619951 52.5067338, 13.4619141 52.5067753, 13.461789 52.5068394, 13.4617471 52.5068609, 13.4616874 52.5068915, 13.4616355 52.5069181)",1.529347011663127,0.001474543643415368,,10,,,,
29785867,1822518601,0,"[1145444625, 1145444626, 1145444629, 316749679]",False,2,Gryphiusstraße,residential,30,True,189.68800000000002,"LINESTRING (13.462204 52.5066291, 13.4622701 52.5066769, 13.462415 52.5068971, 13.4625374 52.5070829, 13.4626546 52.5072608, 13.462665 52.5072767, 13.4629169 52.5076554, 13.4630283 52.5078229, 13.4631251 52.5079607, 13.4632052 52.5080823, 13.4632243 52.5081098, 13.4632412 52.5081341, 13.4632759 52.5081841, 13.4632865 52.5081994)",1.722564698473741,4.1293494445166274e-05,,11,,,,
29785868,28373639,0,"[1089432664, 593851921, 1089432666, 99963094]",False,2,Grünberger Straße,tertiary,30,False,152.186,"LINESTRING (13.4610074 52.5110835, 13.4608374 52.5111106, 13.4606178 52.5111463, 13.4604503 52.5111747, 13.4602877 52.5111998, 13.4599576 52.5112531, 13.4592342 52.511369, 13.4589783 52.5114102, 13.4588327 52.5114319)",1.77360406603032,0.002127847048299201,,12,,,,
29785868,29785833,0,593851922,False,2,Grünberger Straße,tertiary,30,True,118.936,"LINESTRING (13.4610074 52.5110835, 13.4611307 52.511064, 13.462621 52.5108305, 13.4627092 52.5108164)",1.784578661741557,0.002696920685128518,,12,,,,
29785868,29785863,0,934995899,True,,Gärtnerstraße,residential,30,False,100.42699999999999,"LINESTRING (13.4610074 52.5110835, 13.4609727 52.5110123, 13.4609678 52.5109992, 13.4606101 52.5102652, 13.4605868 52.5102174)",5.253571152295006,0.0002274502424592703,,11,,,,
29785868,28151265,0,"[1113582024, 22820618]",False,,Gärtnerstraße,residential,30,True,120.06099999999999,"LINESTRING (13.4610074 52.5110835, 13.4610465 52.5111618, 13.46105 52.511174, 13.4610542 52.5111841, 13.4611742 52.5114345, 13.4611927 52.5114727, 13.461315 52.511725, 13.461451 52.5120057, 13.46147 52.512036, 13.4615078 52.5120963, 13.4615179 52.5121172)",1.698755382649346,0.002142258701875905,,11,,,,
29785871,29785861,0,23248778,False,,Krossener Straße,residential,30,True,72.68,"LINESTRING (13.4642148 52.5096293, 13.4641001 52.5096476, 13.4631759 52.5097949)",1.7310654714250058,0.0024679023352852537,,11,,,,
29785871,28373634,0,"[1059882120, 11929488]",False,,Gryphiusstraße,residential,30,True,40.724,"LINESTRING (13.4642148 52.5096293, 13.4642478 52.5096798, 13.464329 52.509804, 13.4643868 52.5098788, 13.4643992 52.5098912, 13.4644573 52.5099494, 13.4644688 52.5099603)",1.5712659900635697,0.0017641954787730532,,14,,,,
29785871,1822518601,0,"[1028166891, 1145213551]",False,,Gryphiusstraße,residential,30,False,170.965,"LINESTRING (13.4642148 52.5096293, 13.4641654 52.5095528, 13.4633705 52.5083202, 13.463348 52.5082881, 13.4633371 52.5082727, 13.4632949 52.5082114, 13.4632865 52.5081994)",1.8278700197708233,0.00022438869947147315,,11,,,,
29785871,1822749279,0,1145213686,False,,Krossener Straße,residential,30,False,56.548,"LINESTRING (13.4642148 52.5096293, 13.4643148 52.5096126, 13.4648661 52.5095202, 13.4648823 52.5095207, 13.4649398 52.5095223, 13.4649992 52.5095383, 13.4650161 52.5095462)",1.4194138518479489,0.0008304995392751163,,,,,,
29785873,29785866,0,4688786,False,,Weserstraße,residential,30,False,89.422,"LINESTRING (13.466163 52.5102022, 13.466045 52.5102512, 13.4655424 52.5104599, 13.4654153 52.5105127, 13.4651593 52.5106176, 13.4650748 52.5106581)",1.6044553946682871,0.001490822091496826,,11.2,,,,
29785873,29785848,0,4688786,False,,Weserstraße,residential,30,True,32.964,"LINESTRING (13.466163 52.5102022, 13.4662484 52.5101655, 13.4665156 52.5100508, 13.4665609 52.5100312)",1.5773258722469068,0.00048290240248985585,,11.2,,,,
29785873,29785837,0,127538487,False,,Finowstraße,residential,30,False,161.208,"LINESTRING (13.466163 52.5102022, 13.4662127 52.5102532, 13.4668265 52.5108788, 13.466887 52.5109414, 13.4671393 52.5111904, 13.4673331 52.5113873, 13.4673898 52.5114449)",1.6156601387959726,6.45910898645006e-05,,11,,,,
29785874,29785887,0,23430154,False,,Seumestraße,residential,30,True,154.70800000000003,"LINESTRING (13.461321 52.5086674, 13.4613318 52.5086837, 13.4613683 52.5087401, 13.4613768 52.5087533, 13.4621117 52.5098843, 13.4621597 52.5099617)",1.6958582577442063,0.00021580144474960314,,11.2,,,,
29785874,1822518605,0,1145213549,False,2,Wühlischstraße,tertiary,50,False,70.362,"LINESTRING (13.461321 52.5086674, 13.4614389 52.5086394, 13.4622898 52.5084378)",1.6854269746473274,0.0035893231301812882,,,,,,
29785874,26960748,0,"[1145213549, 1097482023]",False,2,Wühlischstraße,tertiary,50,True,96.961,"LINESTRING (13.461321 52.5086674, 13.4612294 52.5086889, 13.4608922 52.5087682, 13.4601741 52.5089371, 13.4601191 52.50895, 13.4599848 52.508982)",1.7038584704948114,0.003215142839648326,,,,,,
29785874,29785877,0,1225425991,False,,Seumestraße,residential,30,False,140.98600000000002,"LINESTRING (13.461321 52.5086674, 13.4613121 52.5086539, 13.4612743 52.5085966, 13.4612672 52.5085858, 13.4609062 52.5080385, 13.4608095 52.5078919, 13.4605839 52.5075534, 13.4605103 52.5075036)",1.6650171308347455,1.9937365310776484e-05,,11.2,,,,
29785876,28151265,0,"[1145213671, 1145213670, 1223365887]",False,2,Boxhagener Straße,tertiary,50,True,152.17,"LINESTRING (13.4593616 52.5125053, 13.4594495 52.5124894, 13.4596431 52.5124544, 13.4598646 52.5124143, 13.4599181 52.5124046, 13.4606217 52.5122773, 13.4607148 52.5122605, 13.4610382 52.5122028, 13.461409 52.5121366, 13.4615179 52.5121172)",1.790940902215504,0.00047371777352646447,,,,,,
29785876,2826118580,0,"[1223365888, 1083745292, 1145213663]",False,2,Boxhagener Straße,tertiary,50,False,110.64899999999999,"LINESTRING (13.4593616 52.5125053, 13.4591858 52.5125371, 13.4583849 52.512682, 13.4581826 52.5127186, 13.4579695 52.5127557, 13.4577938 52.5127878)",1.7822903925269005,0.01250281885970218,,,,,,
29785876,2524493544,0,"[1223387978, 1223366749, 24180030]",False,,Kreutzigerstraße,residential,30,False,259.90000000000003,"LINESTRING (13.4593616 52.5125053, 13.4593674 52.5125179, 13.4594035 52.5125783, 13.4594139 52.5125905, 13.4594515 52.5126345, 13.4598839 52.5131412, 13.4599082 52.5131708, 13.4600326 52.5133223, 13.4600836 52.5133844, 13.4602636 52.5136035, 13.4602912 52.5136372, 13.4605267 52.513924, 13.4605544 52.5139576, 13.4606853 52.514117, 13.460754 52.5142007, 13.4608702 52.5143422, 13.4610138 52.5145245, 13.4610254 52.5145392, 13.4610713 52.5145974)",1.5615419412239928,0.000273224043715847,,"['5.5', '9.5']",,,,
29785876,28373639,0,"[1113584925, 4685877, 1223366751]",False,,Gabriel-Max-Straße,residential,30,False,124.608,"LINESTRING (13.4593616 52.5125053, 13.4593571 52.5124963, 13.4593198 52.5124205, 13.4593122 52.5124051, 13.4593033 52.512387, 13.4588818 52.5115316, 13.4588677 52.5115045, 13.4588327 52.5114319)",1.6821967279261232,0.002370903692818218,,5,,,,
29785877,1411289029,0,146911405,False,,Simplonstraße,residential,30,False,11.916,"LINESTRING (13.4605103 52.5075036, 13.4606413 52.507432)",1.5701934265864137,0.0015964826604659222,,10,,,,
29785877,29785855,0,"[1145444612, 146911405]",False,,Simplonstraße,residential,30,True,89.249,"LINESTRING (13.4605103 52.5075036, 13.4603897 52.5075698, 13.4596674 52.5079727, 13.459618 52.5080001, 13.4595372 52.5080453)",1.5815271483721063,0.0023871074691194853,,"['6', '10']",,,,
29785877,29785874,0,1225425991,False,,Seumestraße,residential,30,True,140.98600000000002,"LINESTRING (13.4605103 52.5075036, 13.4605839 52.5075534, 13.4608095 52.5078919, 13.4609062 52.5080385, 13.4612672 52.5085858, 13.4612743 52.5085966, 13.4613121 52.5086539, 13.461321 52.5086674)",1.665017130834748,2.957002495530894e-05,,11.2,,,,
29785878,1669237293,0,22742007,False,2,Gürtelstraße,secondary,30,False,91.679,"LINESTRING (13.4718249 52.5078004, 13.4719112 52.5078954, 13.4719882 52.5079808, 13.4720822 52.5080881, 13.472219 52.5082443, 13.4723255 52.5083659, 13.4724181 52.5084715, 13.4724663 52.5085266)",1.260445559225662,0.000273224043715847,,10.5,,,,
29785878,20246141,0,"[665689272, 25461533, 490912373]",False,"['2', '3']",Neue Bahnhofstraße,secondary,50,True,206.59399999999997,"LINESTRING (13.4718249 52.5078004, 13.4716859 52.5076534, 13.4714958 52.5074535, 13.4711791 52.5071205, 13.4710977 52.507035, 13.471008 52.5069407, 13.4708961 52.5068236, 13.4708103 52.5067339, 13.470737 52.5066572, 13.4705692 52.506483, 13.470432 52.5063405, 13.4703975 52.5063051, 13.4702992 52.5062018, 13.4702915 52.5061939)",1.6532606033263717,0.0008414016191828817,,,,,,
29785878,29785858,0,"[4685880, 1083736841, 1083736845, 1113567086]",False,,Weserstraße,residential,30,False,206.30599999999998,"LINESTRING (13.4718249 52.5078004, 13.471681 52.5078487, 13.4716369 52.5078663, 13.4709998 52.5081387, 13.4699636 52.5085797, 13.4697997 52.50865, 13.4696944 52.5087006, 13.469478 52.5087956, 13.4694573 52.508805, 13.469428 52.5088184, 13.4693288 52.508864)",1.5217238507554094,0.000706395040599047,,"['5', '11.5']",,,,
29785881,38470191,0,"[1101834049, 1101834050, 1101834071]",False,,Jessnerstraße,residential,30,False,75.17,"LINESTRING (13.4708378 52.5102645, 13.4708996 52.5103201, 13.470955 52.5103719, 13.4711009 52.5105066, 13.4713555 52.5107415, 13.4713793 52.5107635, 13.4714499 52.5108286)",1.6634990127816418,0.0004996288812524549,,"['6.5', '5', '4.5']",,,,
29785881,1822518681,0,"[1101834072, 11273371]",False,1,Oderstraße,residential,30,True,167.24,"LINESTRING (13.4708378 52.5102645, 13.4707478 52.5102946, 13.4706603 52.5103256, 13.4704022 52.5104156, 13.4695684 52.5107011, 13.4688118 52.510961, 13.4687971 52.5109661, 13.4686854 52.5110034)",1.774956624763656,0.0005878909254372406,,,,,,
29785881,29804218,0,"[1101834073, 4685874]",False,1,Oderstraße,residential,30,False,119.375,"LINESTRING (13.4708378 52.5102645, 13.4709518 52.5102276, 13.4710191 52.5101986, 13.4716442 52.509946, 13.471691 52.5099271, 13.471911 52.5098382, 13.4723163 52.5096797)",1.4697051432983623,0.000273224043715847,,,,,,
29785881,29785858,0,"[1101834074, 154381214, 1083736846]",False,1,Jessnerstraße,residential,30,True,186.22899999999998,"LINESTRING (13.4708378 52.5102645, 13.4707724 52.5102047, 13.470723 52.5101596, 13.4705674 52.5100148, 13.4702794 52.5097468, 13.4694406 52.5089662, 13.4693816 52.5089123, 13.4693288 52.508864)",1.639226724439131,0.0006895192182760676,,"['5', '7']",,,,
29785882,29785852,0,4685887,False,,Haasestraße,living_street,,True,133.497,"LINESTRING (13.4610018 52.5057895, 13.4610596 52.5058504, 13.4610822 52.505893, 13.4612654 52.5062574, 13.4615223 52.5067927, 13.4615568 52.5068646, 13.4616355 52.5069181)",1.3847868484247312,0.0003357989955152129,,5.5,,,,
29785882,1411289012,0,496503270,False,,Revaler Straße,residential,30,False,83.938,"LINESTRING (13.4610018 52.5057895, 13.4611209 52.5057485, 13.4613898 52.5056558, 13.4615911 52.5055861, 13.4616401 52.5055691, 13.4616525 52.5055648, 13.4620813 52.5054179)",1.5507768497457626,0.0008654459324041177,,11.5,,,,
29785882,1411289015,0,"[1101908062, 496503270]",False,,Revaler Straße,residential,"['50', '30']",True,91.386,"LINESTRING (13.4610018 52.5057895, 13.4604893 52.5059672, 13.4604564 52.5059786, 13.4603952 52.5060008, 13.4601539 52.5060886, 13.4600439 52.5061272, 13.4600254 52.5061328, 13.4598333 52.5062012)",1.4378816813613835,0.001084756950822659,,11.5,,,,
29785883,29785856,0,1145444598,False,,Revaler Straße,residential,50,False,174.11900000000003,"LINESTRING (13.4526963 52.5082593, 13.4528522 52.5082318, 13.4535582 52.5081069, 13.4536878 52.5080839, 13.4539501 52.5080365, 13.4544665 52.5079431, 13.4550445 52.5078366, 13.4551635 52.5078155)",1.4667418914866455,0.0025261463238335897,,11,,,,
29785883,29785111,0,"[1216577600, 1315107634, 49677300]",False,2,Revaler Straße,residential,50,True,118.46100000000001,"LINESTRING (13.4526963 52.5082593, 13.4518059 52.5084127, 13.4516144 52.5084467, 13.4512841 52.5085063, 13.4511877 52.5085238, 13.451015 52.5085555)",1.665788500309674,0.008525725174993318,,11,,,,
29785883,29785890,0,"[1223363632, 4685892, 1223363631]",False,,Libauer Straße,residential,30,False,268.36099999999993,"LINESTRING (13.4526963 52.5082593, 13.4527312 52.5083302, 13.4527457 52.5083597, 13.4528507 52.5084292, 13.4531592 52.5086391, 13.4534813 52.5088583, 13.4536763 52.5089909, 13.4537821 52.509063, 13.4539031 52.5091453, 13.454072 52.5092603, 13.4542438 52.5093771, 13.4545795 52.5096056, 13.4548499 52.5097896, 13.4551415 52.509988, 13.4551728 52.5100093, 13.4551886 52.5100386, 13.4552153 52.510088, 13.4552202 52.510099)",1.335684509370972,0.006017276063064799,,"['11', '13']",,,,
29785885,29785860,0,4685872,False,,Dirschauer Straße,residential,30,True,212.871,"LINESTRING (13.4573698 52.5092356, 13.457314 52.5091989, 13.4573009 52.5091903, 13.4569943 52.50852, 13.4568655 52.5082557, 13.4565137 52.5075422, 13.456483 52.5075069, 13.4564649 52.507485, 13.4564089 52.5074218)",1.5219744556830925,7.273031390522957e-05,,10,,,,
29785885,29785857,0,"[1145444621, 187399686]",False,,Simplonstraße,residential,30,False,22.542,"LINESTRING (13.4573698 52.5092356, 13.4574379 52.5091974, 13.4574764 52.5091773, 13.4574973 52.5091658, 13.4576369 52.5091163)",1.4257242806605577,0.005786913621178112,,"['10.5', '6']",,,,
29785885,1822518635,0,"[1097482024, 187399686]",False,,Simplonstraße,residential,30,True,68.927,"LINESTRING (13.4573698 52.5092356, 13.4571725 52.5093454, 13.4569285 52.509483, 13.4568844 52.5095122, 13.4568696 52.5095359, 13.4568657 52.5095452, 13.4568776 52.5095884, 13.4568995 52.5096301, 13.456909 52.5096481, 13.4569395 52.509706, 13.4569459 52.5097182)",1.414146391178476,0.0027500869926239215,,"['10.5', '6']",,,,
29785887,29785861,0,23248778,False,,Krossener Straße,residential,30,False,71.229,"LINESTRING (13.4621597 52.5099617, 13.4622833 52.5099416, 13.4630486 52.5098159, 13.4631759 52.5097949)",1.7073543802398001,0.0022412734824080755,,11,,,,
29785887,29785863,0,23248778,False,,Krossener Straße,residential,30,True,110.181,"LINESTRING (13.4621597 52.5099617, 13.4620603 52.5099771, 13.4613957 52.5100867, 13.4606966 52.5102005, 13.4605868 52.5102174)",1.7316651956115405,0.0031901277932846177,,11,,,,
29785887,29785874,0,23430154,False,,Seumestraße,residential,30,False,154.70800000000003,"LINESTRING (13.4621597 52.5099617, 13.4621117 52.5098843, 13.4613768 52.5087533, 13.4613683 52.5087401, 13.4613318 52.5086837, 13.461321 52.5086674)",1.6958582577442085,0.00017338787360158425,,11.2,,,,
29785887,29785833,0,1145213568,False,,Seumestraße,residential,30,True,102.058,"LINESTRING (13.4621597 52.5099617, 13.4621927 52.5100107, 13.4626475 52.5107232, 13.4626588 52.5107412, 13.4627092 52.5108164)",1.9152246455050488,0.00023013842654611655,,11.2,,,,
29785888,29785863,0,23248778,False,,Krossener Straße,residential,30,False,152.602,"LINESTRING (13.4584049 52.5105638, 13.458496 52.5105494, 13.4592725 52.5104264, 13.460466 52.5102374, 13.4605868 52.5102174)",1.7382370839387742,0.0026728763719072817,,11,,,,
29785888,29785865,0,23248778,False,,Krossener Straße,residential,30,True,123.693,"LINESTRING (13.4584049 52.5105638, 13.4582827 52.5105831, 13.4567672 52.5108241, 13.4566362 52.5108443)",1.6616700043192947,0.004869122770860683,,11,,,,
29785888,29785889,0,"[168829866, 1223364653]",False,,Gabriel-Max-Straße,residential,30,False,124.38,"LINESTRING (13.4584049 52.5105638, 13.458367 52.5104879, 13.4579157 52.5095842, 13.457907 52.5095671, 13.4578765 52.509508, 13.4578692 52.5094938)",1.7961688633459842,0.0021138087536234484,,11,,,,
29785888,28373639,0,168829867,False,,Gabriel-Max-Straße,residential,30,True,100.77799999999999,"LINESTRING (13.4584049 52.5105638, 13.4584303 52.5106153, 13.4586176 52.5109868, 13.4587898 52.511343, 13.4587953 52.5113544, 13.4588327 52.5114319)",1.741730002325914,0.007094864522989202,,6.5,,,,
29785889,26960748,0,"[129285627, 1145213548]",False,2,Wühlischstraße,tertiary,50,False,154.073,"LINESTRING (13.4578692 52.5094938, 13.4579699 52.5094694, 13.4585408 52.5093312, 13.4586967 52.5092934, 13.4591009 52.5091956, 13.4598012 52.509026, 13.4598644 52.5090107, 13.4599848 52.508982)",1.803404533541949,0.003942147291579861,,,,,,
29785889,1822518635,0,129285627,False,2,Wühlischstraße,tertiary,50,True,67.283,"LINESTRING (13.4578692 52.5094938, 13.4577657 52.509519, 13.4569459 52.5097182)",1.630579081087549,0.003274581576679705,,,,,,
29785889,29785888,0,"[168829866, 1223364653]",False,,Gabriel-Max-Straße,residential,30,True,124.38,"LINESTRING (13.4578692 52.5094938, 13.4578765 52.509508, 13.457907 52.5095671, 13.4579157 52.5095842, 13.458367 52.5104879, 13.4584049 52.5105638)",1.7961688633459854,0.009251310863101238,,11,,,,
29785889,29785857,0,"[187399685, 1223364654]",False,,Gabriel-Max-Straße,residential,30,False,45.483,"LINESTRING (13.4578692 52.5094938, 13.4578639 52.5094834, 13.4578295 52.5094164, 13.4578201 52.5093969, 13.4577049 52.5091584, 13.4576369 52.5091163)",1.613335004521969,0.0020976049773221805,,"['11', '12']",,,,
29785890,1943589442,0,25376552,False,2,Kopernikusstraße,tertiary,50,False,68.165,"LINESTRING (13.4552202 52.510099, 13.4553477 52.5100765, 13.4559501 52.50997, 13.4560391 52.5099502, 13.456104 52.5099356, 13.4561808 52.5099161)",1.616989279443831,0.01511931803756588,,,,,,
