u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,ref,width,bridge,access,tunnel,junction
27555106,27555115,0,"[228498043, 485726534]",False,,Nansenstraße,residential,30,False,83.837,"LINESTRING (13.432412 52.4912869, 13.4323533 52.491227, 13.4323286 52.4912016, 13.4318543 52.4907147, 13.4318461 52.4907037, 13.4317939 52.4906341)",1.628184036851709,0.0042638333206391306,,"['8.5', '11']",,,,
27555106,27555140,0,"[1136034156, 1192876356, 1136034157, 4495006]",False,,Manitiusstraße,residential,30,True,191.51899999999998,"LINESTRING (13.432412 52.4912869, 13.4322846 52.4913274, 13.4322698 52.4913321, 13.4319912 52.4914207, 13.4319014 52.4914493, 13.4314393 52.4915962, 13.4312866 52.4916448, 13.4311561 52.4916863, 13.4309815 52.4917418, 13.4307725 52.4918083, 13.4306539 52.491846, 13.4305458 52.4918804, 13.4304448 52.4919125, 13.4302076 52.4919879, 13.4301612 52.4920026, 13.4301095 52.4920185, 13.4300195 52.4920461, 13.4299046 52.4920842)",1.7083686932168627,1.986269353058631e-05,,11,,,,
27555109,27555106,0,30830064,False,,Manitiusstraße,residential,30,True,166.932,"LINESTRING (13.4345892 52.4905824, 13.4344968 52.4906117, 13.4344621 52.4906227, 13.4344546 52.4906252, 13.434424 52.4906351, 13.4330852 52.4910694, 13.4330176 52.4910913, 13.4329735 52.4911056, 13.4327871 52.491166, 13.4325444 52.4912446, 13.4325251 52.4912508, 13.4324757 52.4912666, 13.432412 52.4912869)",1.495715680388367,5.3763681736925345e-06,,9,,,,
27555109,27555103,0,"[881150162, 1136034154]",False,2,Pannierstraße,tertiary,30,False,79.95100000000001,"LINESTRING (13.4345892 52.4905824, 13.434647 52.4906407, 13.4346612 52.490655, 13.4349769 52.4909819, 13.4350693 52.4910775, 13.4351176 52.4911275, 13.4351892 52.4912017)",1.610003721977012,0.004575886690053869,,11,,,,
27555109,27555112,0,"[1136034153, 1136034154]",False,2,Pannierstraße,tertiary,30,True,91.96799999999999,"LINESTRING (13.4345892 52.4905824, 13.4345364 52.4905293, 13.4345154 52.4905082, 13.4343199 52.4903066, 13.4342783 52.4902636, 13.434149 52.4901302, 13.4341264 52.490107, 13.4340063 52.4899831, 13.4339723 52.4899482, 13.4338977 52.4898705)",1.623842991153198,0.0036253896000131426,,11,,,,
27555112,27555115,0,84868091,False,,Pflügerstraße,residential,30,True,165.82799999999997,"LINESTRING (13.4338977 52.4898705, 13.4338069 52.4899038, 13.4337649 52.4899192, 13.4337012 52.4899414, 13.4336892 52.4899458, 13.4334153 52.4900445, 13.4330061 52.4901919, 13.4319337 52.4905823, 13.4318969 52.4905957, 13.4317939 52.4906341)",1.4975432278895526,3.554376737052287e-05,,11,,,,
27555112,27555240,0,"[878010560, 30163713, 878010562, 878010561, 878010569, 1024043830, 1129355196]",False,,Pflügerstraße,residential,30,False,339.99600000000004,"LINESTRING (13.4338977 52.4898705, 13.4339905 52.4898363, 13.4340354 52.4898198, 13.4340889 52.4898001, 13.4342416 52.4897389, 13.4343361 52.4897008, 13.4344195 52.4896672, 13.4344897 52.4896318, 13.434568 52.4895924, 13.4346609 52.4895538, 13.4347002 52.489538, 13.4353428 52.4892791, 13.4354852 52.4892224, 13.4358016 52.4890951, 13.4358967 52.4890571, 13.4360277 52.4890003, 13.436323 52.4888484, 13.4371906 52.4883987, 13.4373711 52.4883048, 13.4376665 52.4881566, 13.437786 52.4880995, 13.4377984 52.488093, 13.4378265 52.4880783, 13.437904 52.4880363)",1.867700184653216,0.0017270836040185367,,"['11', '7']",,,,
27555112,29790239,0,"[155605331, 1136034150]",False,2,Pannierstraße,tertiary,30,True,128.579,"LINESTRING (13.4338977 52.4898705, 13.4338172 52.4897865, 13.4337835 52.4897513, 13.4337088 52.489673, 13.433624 52.489584, 13.4336058 52.4895649, 13.4333655 52.4893201, 13.4333204 52.4892748, 13.433132 52.4890827, 13.4331008 52.4890509, 13.4329952 52.4889433, 13.4329814 52.4889293, 13.4329291 52.4888759)",1.6327387339521473,0.0032005071707310517,,11,,,,
27555112,27555109,0,"[1136034153, 1136034154]",False,2,Pannierstraße,tertiary,30,False,91.968,"LINESTRING (13.4338977 52.4898705, 13.4339723 52.4899482, 13.4340063 52.4899831, 13.4341264 52.490107, 13.434149 52.4901302, 13.4342783 52.4902636, 13.4343199 52.4903066, 13.4345154 52.4905082, 13.4345364 52.4905293, 13.4345892 52.4905824)",1.6238429911531975,0.004398615883882395,,11,,,,
27555115,27555112,0,84868091,False,,Pflügerstraße,residential,30,False,165.82799999999997,"LINESTRING (13.4317939 52.4906341, 13.4318969 52.4905957, 13.4319337 52.4905823, 13.4330061 52.4901919, 13.4334153 52.4900445, 13.4336892 52.4899458, 13.4337012 52.4899414, 13.4337649 52.4899192, 13.4338069 52.4899038, 13.4338977 52.4898705)",1.4975432278895537,0.0010026179926134675,,11,,,,
27555115,27555106,0,"[228498043, 485726534]",False,,Nansenstraße,residential,30,True,83.837,"LINESTRING (13.4317939 52.4906341, 13.4318461 52.4907037, 13.4318543 52.4907147, 13.4323286 52.4912016, 13.4323533 52.491227, 13.432412 52.4912869)",1.6281840368517095,0.0004975380714071299,,"['8.5', '11']",,,,
27555115,29790237,0,"[228498041, 1192876338]",False,,Nansenstraße,residential,30,False,128.784,"LINESTRING (13.4317939 52.4906341, 13.4317303 52.4905494, 13.4317259 52.4905436, 13.4313034 52.4901128, 13.4309075 52.4897096, 13.4308267 52.4896377)",1.4609195766945426,0.0032350055331789125,,11,,,,
27555119,11201688600,0,878010572,True,,Reuterstraße,residential,30,False,6.911,"LINESTRING (13.4291277 52.4913551, 13.4291369 52.491417)",4.014311067952049,0.0021764583772030045,,5.5,,,,
27555119,11072945552,0,1192876305,True,,Pflügerstraße,residential,30,False,5.519,"LINESTRING (13.4291277 52.4913551, 13.4290518 52.4913732)",2.491723070618448,0.00028614226168874714,,5.5,,,,
27555119,985289679,0,"[228498044, 138210946, 995417292]",False,,Pflügerstraße,residential,10,False,187.11100000000002,"LINESTRING (13.4291277 52.4913551, 13.4291993 52.4913529, 13.4292353 52.4913506, 13.4292769 52.4913426, 13.4301768 52.4911694, 13.4303579 52.4911345, 13.4304634 52.4911044, 13.4305413 52.4910758, 13.4313094 52.4907939, 13.4316332 52.4906799)",2.1151674422196227,0.000273224043715847,,"['5', '11']",,,,
27555123,8168910314,0,"[1234279514, 131578006, 676251852, 75509950]",False,,"['Pflügerstraße', 'Friedelstraße']",residential,30,False,185.82899999999998,"LINESTRING (13.4280176 52.4926446, 13.4280083 52.492575, 13.4279949 52.4924737, 13.4279927 52.4924576, 13.4279908 52.4924422, 13.427974 52.4923079, 13.4279651 52.4922372, 13.4279458 52.4920832, 13.4279347 52.4919947, 13.4279291 52.4919496, 13.4279175 52.4918571, 13.4278858 52.4916003, 13.4278838 52.4915824, 13.4278805 52.491531, 13.4278951 52.4915067, 13.4279265 52.49149, 13.4280373 52.4914814, 13.4280871 52.4914751, 13.4283491 52.4914417, 13.4287368 52.4913921)",1.7322897497515224,0.0018572365168900101,,"['7', '9', '14']",,,,
27555123,21306260,0,"[888080786, 75509950]",False,,Friedelstraße,residential,30,True,88.295,"LINESTRING (13.4280176 52.4926446, 13.4280218 52.4926751, 13.4280307 52.4927297, 13.428045 52.4928453, 13.4280912 52.4932761, 13.4280997 52.4933081, 13.428115 52.4933352, 13.428133 52.4933559, 13.4281453 52.4933701, 13.4281494 52.4933742, 13.4281974 52.4934215)",1.563715096058705,0.0010166562872892203,,"['7', '9']",,,,
27555125,1055526422,0,249453223,False,,Maybachufer,residential,30,False,20.885,"LINESTRING (13.430657 52.4926275, 13.4303836 52.4927145)",1.2086387390407067,5.286762037464326e-05,,5.5,,,,
27555125,27555104,0,"[849528477, 849528478, 249453223]",False,,Maybachufer,residential,30,True,182.535,"LINESTRING (13.430657 52.4926275, 13.4307615 52.4925942, 13.430793 52.4925842, 13.43108 52.4924932, 13.4312024 52.4924552, 13.4315196 52.4923551, 13.4316101 52.4923685, 13.4318856 52.4922811, 13.4319196 52.4922228, 13.4319459 52.4922146, 13.4328561 52.4919264, 13.4328705 52.4919218, 13.4330001 52.4918792)",1.6333720085497474,0.01061586297429648,,5.5,,,,
27555125,601124037,0,"[990194433, 1247667639]",False,,Liberdastraße,residential,30,False,20.843,"LINESTRING (13.430657 52.4926275, 13.4306121 52.4925943, 13.4305917 52.4925793, 13.4304611 52.4924829)",1.1757180356327808,0.00012141631458922308,,11,,,,
27555140,11201688600,0,4495000,False,,Liberdastraße,residential,30,False,91.567,"LINESTRING (13.4299046 52.4920842, 13.4298122 52.4920217, 13.4297733 52.4919954, 13.4297345 52.4919691, 13.4294131 52.4917394, 13.4293714 52.4917081, 13.4293235 52.4916687, 13.4292848 52.491631, 13.4292495 52.4915944, 13.4292169 52.4915549, 13.4291855 52.4915108, 13.4291499 52.4914422, 13.4291437 52.4914302, 13.4291369 52.491417)",1.7589032064211325,0.00011036489112107731,,11,,,,
27555140,601124037,0,4495000,False,,Liberdastraße,residential,30,True,58.182,"LINESTRING (13.4299046 52.4920842, 13.4300705 52.4922031, 13.4300804 52.4922102, 13.4304241 52.4924564, 13.4304611 52.4924829)",1.6020908446228048,0.0008958373469415186,,11,,,,
27555140,27555106,0,"[1136034156, 1136034157, 4495006, 1192876356]",False,,Manitiusstraße,residential,30,False,191.51899999999995,"LINESTRING (13.4299046 52.4920842, 13.4300195 52.4920461, 13.4301095 52.4920185, 13.4301612 52.4920026, 13.4302076 52.4919879, 13.4304448 52.4919125, 13.4305458 52.4918804, 13.4306539 52.491846, 13.4307725 52.4918083, 13.4309815 52.4917418, 13.4311561 52.4916863, 13.4312866 52.4916448, 13.4314393 52.4915962, 13.4319014 52.4914493, 13.4319912 52.4914207, 13.4322698 52.4913321, 13.4322846 52.4913274, 13.432412 52.4912869)",1.7083686932168616,0.0038558267136800197,,11,,,,
27555211,173953089,0,140549156,False,,Reichenberger Straße,residential,30,True,140.87500000000003,"LINESTRING (13.421493 52.4981455, 13.421381 52.4981802, 13.4212315 52.4982263, 13.4207643 52.4983627, 13.4204898 52.4984428, 13.4198762 52.4986265, 13.4197644 52.4986638, 13.4196293 52.4987088)",1.7025999212947351,0.007166549431971769,,,,,,
27555211,1417956806,0,172425896,False,,Reichenberger Straße,residential,30,False,232.26399999999998,"LINESTRING (13.421493 52.4981455, 13.4215957 52.4981157, 13.4217541 52.4980697, 13.4222006 52.4979398, 13.4222523 52.4979247, 13.4226329 52.497814, 13.4226667 52.4978042, 13.4230614 52.4976894, 13.4233235 52.4976131, 13.4235077 52.4975596, 13.4237516 52.4974886, 13.4238042 52.4974733, 13.4244811 52.4972697, 13.4245839 52.4972388)",1.7638216179822108,0.00039389364050316833,,,,,,
27555211,29789746,0,"[589522219, 1136272399, 1136272400, 66514450, 1003154452]",True,,Mariannenstraße,residential,30,False,208.95599999999996,"LINESTRING (13.421493 52.4981455, 13.4214002 52.4980373, 13.4213872 52.4980221, 13.4213656 52.4979969, 13.4212232 52.4978237, 13.4211254 52.4977049, 13.420801 52.4973104, 13.4207559 52.4972555, 13.4206894 52.4971748, 13.4206619 52.4971413, 13.4206071 52.4970746, 13.4205659 52.4970245, 13.420534 52.4969864, 13.420239 52.4966337, 13.4201691 52.4965528, 13.4201434 52.4965219, 13.4201017 52.4964681)",4.739433718794082,0.004028019838798561,,,,,,
27555211,27555221,0,"[1065974931, 172425895]",True,,Mariannenstraße,residential,30,False,111.068,"LINESTRING (13.421493 52.4981455, 13.4215798 52.4982468, 13.4215969 52.4982668, 13.4216695 52.4983544, 13.4217066 52.4983992, 13.4220907 52.4988654, 13.4221179 52.4988983, 13.4221543 52.4989485, 13.4222319 52.4990372)",6.933659350041202,6.586051012773355e-05,,,,,,
27555213,27555214,0,75066614,False,,Lausitzer Straße,residential,30,False,244.178,"LINESTRING (13.427755 52.4963034, 13.4278649 52.4964133, 13.427985 52.4965334, 13.4281377 52.4966862, 13.4282219 52.4967704, 13.4282596 52.4968081, 13.428773 52.4973216, 13.4288802 52.4974287, 13.4293314 52.49788, 13.4295057 52.4980537, 13.4295187 52.4980664, 13.4296312 52.4981789)",1.768239130486228,0.00028196064199809736,,,,,,
27555213,27555220,0,128276155,False,,Lausitzer Straße,residential,30,True,206.743,"LINESTRING (13.427755 52.4963034, 13.427655 52.4962033, 13.4272788 52.4958265, 13.4271245 52.4956727, 13.4269273 52.4954719, 13.4268061 52.495349, 13.4266952 52.4952365, 13.4264725 52.4950106, 13.4262277 52.4947612, 13.4261775 52.4947114)",1.4848853130156006,0.0001562133641578442,,10,,,,
27555213,21306262,0,172274268,False,,Reichenberger Straße,residential,30,False,191.04700000000003,"LINESTRING (13.427755 52.4963034, 13.4278604 52.4962722, 13.4281523 52.4961861, 13.4284058 52.4961113, 13.4286808 52.4960301, 13.4290647 52.4959168, 13.4292652 52.4958576, 13.4300884 52.4956146, 13.4301422 52.4955987, 13.4302943 52.4955538)",1.8518799893844302,0.0003280331303754348,,,,,,
27555213,1417956806,0,172274268,False,,Reichenberger Straße,residential,30,True,238.544,"LINESTRING (13.427755 52.4963034, 13.4276413 52.4963368, 13.4266935 52.4966159, 13.4266577 52.4966264, 13.4263767 52.4967091, 13.4263209 52.4967256, 13.4260279 52.4968118, 13.4254823 52.4969724, 13.4247369 52.4971918, 13.4246974 52.4972036, 13.4245839 52.4972388)",1.7861720913584165,0.006712918367316461,,,,,,
27555214,27555213,0,75066614,False,,Lausitzer Straße,residential,30,True,244.17799999999997,"LINESTRING (13.4296312 52.4981789, 13.4295187 52.4980664, 13.4295057 52.4980537, 13.4293314 52.49788, 13.4288802 52.4974287, 13.428773 52.4973216, 13.4282596 52.4968081, 13.4282219 52.4967704, 13.4281377 52.4966862, 13.427985 52.4965334, 13.4278649 52.4964133, 13.427755 52.4963034)",1.7682391304862288,0.0002896518353576853,,,,,,
27555214,27555215,0,241020236,True,2,Wiener Straße,tertiary,50,False,78.727,"LINESTRING (13.4296312 52.4981789, 13.4297256 52.4981471, 13.4305077 52.4978826, 13.4306672 52.4978721)",7.033395301488005,0.004834923095533582,,,,,,
27555215,27555227,0,"[1136272423, 172425911]",True,2,Wiener Straße,tertiary,50,False,79.05199999999999,"LINESTRING (13.4306672 52.4978721, 13.4305742 52.4979637, 13.4303198 52.4980618, 13.4301153 52.4981348, 13.429816 52.4982418, 13.4297233 52.4982726)",6.110703999825919,0.01130583022325369,,,,,,
27555215,21306263,0,"[1136272426, 1136272427, 1247685061, 28969879]",False,2,Wiener Straße,tertiary,50,True,111.494,"LINESTRING (13.4306672 52.4978721, 13.4307854 52.4978276, 13.4308876 52.4977877, 13.4312998 52.4976267, 13.4314817 52.4975557, 13.4316419 52.4974927, 13.4317296 52.4974582, 13.4318077 52.4974275, 13.4319181 52.4973913, 13.4320654 52.497343)",1.7016869843922102,0.007708666556152433,,,,,,
27555219,29788935,0,"[320178377, 1136272435, 65425838]",False,,Kohlfurter Straße,residential,50,True,41.674,"LINESTRING (13.4197884 52.4963995, 13.4195713 52.4963745, 13.4195206 52.496369, 13.4194605 52.4963707, 13.4193795 52.49638, 13.4193238 52.4963896, 13.4192683 52.496403, 13.4191964 52.4964282)",1.980239386569167,0.0034944899693397672,,5,,,,
27555219,29789746,0,"[902297509, 902297511]",False,,Mariannenstraße,residential,30,False,23.213,"LINESTRING (13.4197884 52.4963995, 13.4200209 52.4964298, 13.4200543 52.496437, 13.4201017 52.4964681)",2.0051306630729084,0.011716973044980789,,7,,,,
27555219,248511413,0,"[981051251, 981051252, 981051253, 981051255]",False,4,"['Kottbusser Damm', 'Kottbusser Brücke']",secondary,50,True,96.27800000000002,"LINESTRING (13.4197884 52.4963995, 13.4199236 52.4962608, 13.4199762 52.4961751, 13.42004 52.496071, 13.4201041 52.4959665, 13.4201332 52.4959215, 13.4201578 52.4958855, 13.42019 52.4958396, 13.4202283 52.4957917, 13.4202332 52.4957863, 13.4203364 52.4956877, 13.4204063 52.4956238)",2.258636719503309,0.02253452449757093,,,yes,,,
27555219,4077774872,0,"[30184955, 989146383]",True,"['1', '2']",Kottbusser Straße,secondary,50,False,33.202,"LINESTRING (13.4197884 52.4963995, 13.4197789 52.4965107, 13.419765 52.4965325, 13.4196678 52.4966853)",2.669756606083525,0.023814100122909753,,12,,,,
27555220,27555213,0,128276155,False,,Lausitzer Straße,residential,30,False,206.743,"LINESTRING (13.4261775 52.4947114, 13.4262277 52.4947612, 13.4264725 52.4950106, 13.4266952 52.4952365, 13.4268061 52.495349, 13.4269273 52.4954719, 13.4271245 52.4956727, 13.4272788 52.4958265, 13.427655 52.4962033, 13.427755 52.4963034)",1.4848853130156006,0.00035790184245150443,,10,,,,
27555220,21306261,0,"[172274264, 849540403, 1136272411, 1136272412]",True,,Paul-Lincke-Ufer,residential,30,False,190.941,"LINESTRING (13.4261775 52.4947114, 13.4263044 52.4946696, 13.4267962 52.4945074, 13.4271468 52.4943919, 13.4272523 52.4943571, 13.4273081 52.4943387, 13.427557 52.4942566, 13.4277827 52.4941822, 13.4279802 52.4941171, 13.4281167 52.4940721, 13.4285238 52.4939376, 13.4286574 52.4938935)",4.759773143797685,0.011153649135226115,,"['10.7', '8.9']",,,,
27555221,29276746,0,4686291,False,,Mariannenstraße,residential,50,False,18.483,"LINESTRING (13.4222319 52.4990372, 13.4223464 52.4991881)",1.7914122280975746,0.00026971447004690884,,,,,,
27555221,29276959,0,172425901,True,2,Skalitzer Straße,secondary,50,False,269.109,"LINESTRING (13.4222319 52.4990372, 13.4224604 52.4990409, 13.4226649 52.4990442, 13.4229479 52.4990488, 13.4241862 52.4990632, 13.4250473 52.4990783, 13.4251023 52.4990792, 13.4255753 52.4990878, 13.4257361 52.4990908, 13.4258959 52.4990958, 13.4259736 52.4990986, 13.4262056 52.4991055)",6.791573702218084,0.017800258961733702,,,,,,
27555224,318549151,0,37774395,False,,Skalitzer Straße,secondary,50,False,20.324,"LINESTRING (13.4303947 52.4992802, 13.4302701 52.4994465)",1.7660954088354628,0.0006406838740316938,,,,,,
27555224,27555227,0,"[66861332, 1079442887]",False,,Lausitzer Straße,residential,30,True,125.58699999999999,"LINESTRING (13.4303947 52.4992802, 13.4304063 52.4992421, 13.4304212 52.4991934, 13.430441 52.4991286, 13.4304422 52.4990241, 13.4303865 52.4989395, 13.4303093 52.4988619, 13.4298413 52.4983915, 13.4298136 52.4983637, 13.4297233 52.4982726)",1.380829451611801,0.0002480596537917583,,,,,,
27555224,27555225,0,172425905,True,2,Skalitzer Straße,secondary,30,False,51.75,"LINESTRING (13.4303947 52.4992802, 13.4306309 52.4992455, 13.43083 52.4992243, 13.4310304 52.499221, 13.4311493 52.4992207)",6.053361576393213,0.0272441483459454,,,,,,
27555225,27555226,0,"[4686232, 1079442886]",False,,Spreewaldplatz,living_street,,False,62.394999999999996,"LINESTRING (13.4311493 52.4992207, 13.431194 52.4991113, 13.431214 52.4990624, 13.431217 52.4990549, 13.4312714 52.4990174, 13.4314225 52.4986898)",1.3957323120485108,0.0038662807629066443,,,,,,
27555225,122087860,0,"[172425909, 1120549575]",True,2,Skalitzer Straße,secondary,30,False,63.486,"LINESTRING (13.4311493 52.4992207, 13.4311868 52.4992216, 13.4312385 52.4992233, 13.4315637 52.4992611, 13.4319376 52.4993141, 13.4320675 52.4993331)",7.177130241402695,0.023430063157391687,,,,,,
27555226,27555215,0,"[32059026, 172425910]",True,,Spreewaldplatz,living_street,,False,104.316,"LINESTRING (13.4314225 52.4986898, 13.4307842 52.4980016, 13.4307324 52.4979459, 13.4306672 52.4978721)",6.310702335921951,0.0038140851885537126,,,,,,
27555226,27555225,0,"[4686232, 1079442886]",False,,Spreewaldplatz,living_street,,True,62.394999999999996,"LINESTRING (13.4314225 52.4986898, 13.4312714 52.4990174, 13.431217 52.4990549, 13.431214 52.4990624, 13.431194 52.4991113, 13.4311493 52.4992207)",1.3957323120485108,5.2195574352931695e-05,,,,,,
27555227,27555224,0,"[66861332, 1079442887]",False,,Lausitzer Straße,residential,30,False,125.58699999999999,"LINESTRING (13.4297233 52.4982726, 13.4298136 52.4983637, 13.4298413 52.4983915, 13.4303093 52.4988619, 13.4303865 52.4989395, 13.4304422 52.4990241, 13.430441 52.4991286, 13.4304212 52.4991934, 13.4304063 52.4992421, 13.4303947 52.4992802)",1.3808294516118018,0.0031964748946007823,,,,,,
27555227,29276961,0,"[1247788224, 241020237, 172425925]",True,3,Wiener Straße,tertiary,50,False,198.11399999999998,"LINESTRING (13.4297233 52.4982726, 13.4296143 52.4983088, 13.4295872 52.4983177, 13.429298 52.4984146, 13.4287329 52.4986038, 13.4285272 52.4986727, 13.4279583 52.4988632, 13.4276389 52.4989701, 13.4275847 52.4989877, 13.4271555 52.4991274)",2.943093120278044,0.008357414982444664,,,,,,
27555234,1650235938,0,"[1055826584, 1049427634, 1049427635, 36738528]",True,2,Weserstraße,residential,30,False,91.513,"LINESTRING (13.4315508 52.4874464, 13.431638 52.4874163, 13.4316856 52.4873998, 13.4317207 52.4873877, 13.4319273 52.4873161, 13.4320437 52.4872758, 13.4325315 52.4871056, 13.4326121 52.4870772, 13.4326418 52.4870667, 13.4327239 52.4870377)",6.410948766663388,0.0008088447230199658,,"['8.5', '11']",,,,
27555234,27555235,0,"[75909826, 1136034160, 1055826583, 984653340, 1136034142, 1136034143]",True,,Weserstraße,residential,30,False,195.452,"LINESTRING (13.4315508 52.4874464, 13.4314601 52.4874777, 13.431414 52.4874936, 13.4313197 52.4875262, 13.4310921 52.4876057, 13.4305479 52.4877958, 13.4303307 52.4878717, 13.4302134 52.4879127, 13.4301415 52.4879378, 13.4296314 52.4881162, 13.4294982 52.4881628, 13.4293769 52.4882072, 13.429276 52.4882423, 13.4291544 52.4882846, 13.4291206 52.4882942, 13.4290401 52.4883121)",9.288843803269424,0.00019549072053787577,,"['11', '7']",,,,
27555234,26848434,0,"[1136034144, 1136034145, 1136034146, 789027137, 881150161]",False,2,Pannierstraße,tertiary,30,True,167.39299999999997,"LINESTRING (13.4315508 52.4874464, 13.4314834 52.4873772, 13.4314478 52.4873407, 13.4312809 52.4871696, 13.4311421 52.4870273, 13.4310897 52.4869729, 13.430974 52.4868527, 13.4309517 52.4868295, 13.4308886 52.486764, 13.4308284 52.4867015, 13.4307951 52.4866669, 13.4306718 52.4865387, 13.4305869 52.4864506, 13.4305155 52.4863765, 13.4304166 52.4862737, 13.4303809 52.4862367, 13.4302969 52.486149)",1.851626881530722,0.0028477576811126695,,"['11', '12']",,,,
27555234,29790239,0,"[155605331, 1136034147, 1136034148]",False,2,Pannierstraße,tertiary,30,False,184.32699999999997,"LINESTRING (13.4315508 52.4874464, 13.4316221 52.4875196, 13.4316555 52.4875539, 13.4319108 52.4878202, 13.4320184 52.4879314, 13.4323904 52.4883158, 13.4324575 52.4883855, 13.4325642 52.4884965, 13.4328117 52.4887539, 13.4328455 52.488789, 13.4328523 52.4887961, 13.4328674 52.4888118, 13.4329291 52.4888759)",1.7592181501833477,0.002785406744653874,,11,,,,
27555235,8130699107,0,1192876323,True,,Reuterstraße,residential,30,False,20.560000000000002,"LINESTRING (13.4290401 52.4883121, 13.4290457 52.488402, 13.4290455 52.4884198, 13.4289833 52.488487)",2.64080875419561,0.0011119374788118824,,6,,,,
27555239,599847835,0,"[4686474, 1192723316]",False,,Ossastraße,residential,30,True,72.20700000000001,"LINESTRING (13.4367837 52.4871821, 13.4367025 52.4872252, 13.4366654 52.4872449, 13.4364075 52.4873662, 13.4361998 52.4874586, 13.4360146 52.4875278, 13.4359218 52.4875627)",1.5176144722080211,0.000273224043715847,,11,,,,
27555239,29790246,0,68455992,False,,Ossastraße,residential,30,False,188.86599999999996,"LINESTRING (13.4367837 52.4871821, 13.436845 52.4871497, 13.436868 52.4871375, 13.4369007 52.4871201, 13.4373614 52.4868945, 13.438162 52.4865024, 13.4384237 52.4863822, 13.4386299 52.4862954, 13.4388706 52.486207, 13.4388974 52.4861972, 13.4389334 52.4861829, 13.4390019 52.4861557)",1.57965379069329,4.4803068114104454e-07,,10,,,,
27555239,27555240,0,"[857347418, 742839663]",False,,Weichselstraße,residential,30,True,121.55799999999999,"LINESTRING (13.4367837 52.4871821, 13.4368222 52.4872114, 13.4368469 52.4872303, 13.4368682 52.4872465, 13.4371977 52.4874976, 13.4377352 52.4879046, 13.4378002 52.4879548, 13.4378254 52.4879746, 13.437904 52.4880363)",1.7266278468754919,0.0007053496356763845,,"['11', '7']",,,,
27555239,11107096098,0,"[1120853672, 1120853671]",False,,Weichselstraße,residential,30,False,155.62099999999998,"LINESTRING (13.4367837 52.4871821, 13.436701 52.4871192, 13.4366807 52.4871037, 13.4365911 52.4870356, 13.4363828 52.4868771, 13.4363298 52.4868367, 13.4361636 52.4867101, 13.4359936 52.4865807, 13.4354546 52.4861697, 13.4354432 52.4861611, 13.4354329 52.4861537, 13.4354263 52.48613, 13.4354247 52.4861074, 13.4354413 52.4860729)",1.4775954908172184,0.0003053329091976219,,11,,,,
27555240,29790256,0,"[47155976, 849583682, 4680508, 775625717]",False,,"['Maybachufer', 'Weichselstraße']",living_street,,True,197.40099999999995,"LINESTRING (13.437904 52.4880363, 13.4379795 52.4880956, 13.4379959 52.4881084, 13.4381935 52.4882563, 13.4386917 52.4886289, 13.4390333 52.4888875, 13.4390785 52.4889219, 13.4391561 52.4889784, 13.4392506 52.4890493, 13.439265 52.4890651, 13.4392702 52.4890846, 13.4392671 52.4890987, 13.4391669 52.4893727, 13.4391523 52.4894125, 13.439145 52.4894322, 13.4391384 52.4894502, 13.4391028 52.4895059)",1.6994018824854953,0.00017510532454595825,,5,,,,
27555240,27555239,0,"[857347418, 742839663]",False,,Weichselstraße,residential,30,False,121.55800000000002,"LINESTRING (13.437904 52.4880363, 13.4378254 52.4879746, 13.4378002 52.4879548, 13.4377352 52.4879046, 13.4371977 52.4874976, 13.4368682 52.4872465, 13.4368469 52.4872303, 13.4368222 52.4872114, 13.4367837 52.4871821)",1.726627846875494,0.0008001827965179056,,"['11', '7']",,,,
27555240,27555112,0,"[878010560, 878010561, 878010562, 30163713, 878010569, 1024043830, 1129355196]",False,,Pflügerstraße,residential,30,True,339.99600000000004,"LINESTRING (13.437904 52.4880363, 13.4378265 52.4880783, 13.4377984 52.488093, 13.437786 52.4880995, 13.4376665 52.4881566, 13.4373711 52.4883048, 13.4371906 52.4883987, 13.436323 52.4888484, 13.4360277 52.4890003, 13.4358967 52.4890571, 13.4358016 52.4890951, 13.4354852 52.4892224, 13.4353428 52.4892791, 13.4347002 52.489538, 13.4346609 52.4895538, 13.434568 52.4895924, 13.4344897 52.4896318, 13.4344195 52.4896672, 13.4343361 52.4897008, 13.4342416 52.4897389, 13.4340889 52.4898001, 13.4340354 52.4898198, 13.4339905 52.4898363, 13.4338977 52.4898705)",1.867700184653218,0.0019042797384098197,,"['11', '7']",,,,
27555240,318027482,0,"[849583680, 849583681, 4887453, 1024043831]",False,,Weichselplatz,residential,30,False,189.11899999999997,"LINESTRING (13.437904 52.4880363, 13.4379856 52.4879943, 13.4380065 52.4879835, 13.4380547 52.4879587, 13.4381276 52.4879114, 13.4382007 52.4878641, 13.4386663 52.4876248, 13.4389859 52.4874606, 13.4395243 52.487184, 13.4397036 52.4870918, 13.4397301 52.4870782, 13.4399079 52.4869854, 13.4399263 52.4869761, 13.4400173 52.4869255)",1.6082285890847152,0.0008349798460865267,,"['11', '7']",,,,
27785301,27785308,0,142161213,False,,Ebersstraße,residential,30,False,91.65199999999999,"LINESTRING (13.3545808 52.4819785, 13.3546609 52.482039, 13.3553529 52.4825662, 13.3554257 52.4826224)",1.3591319278910374,0.0005461494003109333,,,,,,
