u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,Cost of returning,Edge Betweenness,geometry,ref,bridge,width,tunnel,junction,access
32382072,196017205,0,313024196,True,2,Arroyo,residential,40,False,18.34,8.729953454959853,0.00042770828864775815,"LINESTRING (-58.3820534 -34.5915793, -58.3818531 -34.5915831)",,,,,,
32382072,937036361,0,451645199,True,5,Avenida 9 de Julio,trunk,60,False,39.594,17.456627556018276,0.0005357371969093742,"LINESTRING (-58.3820534 -34.5915793, -58.3820576 -34.5916655, -58.3821056 -34.5919324)",,,,,,
32382075,195721010,0,275088523,True,5,Avenida 9 de Julio,trunk,60,False,131.701,5.3289386993705,0.005465825288297456,"LINESTRING (-58.3817206 -34.6061313, -58.3817158 -34.6062236, -58.3816504 -34.6071945, -58.3816413 -34.6073139)",,,,,,
32382075,237634305,0,275088563,True,,Teniente General Juan Domingo Perón,residential,30,False,33.228,8.878852850786823,0.0014393733866262888,"LINESTRING (-58.3817206 -34.6061313, -58.3820042 -34.6061523, -58.3820822 -34.6061581)",,,,,,
32382078,32382578,0,136104174,True,6,Avenida San Juan,primary,60,False,23.938,7.941190058880519,0.0223775239800344,"LINESTRING (-58.3810258 -34.6221516, -58.3807642 -34.6221506)",,,,,,
32382078,248697498,0,"[21091353, 21093414, 114893935]",True,3,Autopista Presidente Arturo Frondizi,motorway,100,False,555.8009999999999,24.308214417563377,0.0008391257265180771,"LINESTRING (-58.3810258 -34.6221516, -58.3809735 -34.6222994, -58.3809589 -34.6225803, -58.380915 -34.6229232, -58.3808877 -34.6230514, -58.3808388 -34.6232662, -58.3808195 -34.6233498, -58.3807854 -34.6234658, -58.380732 -34.6236208, -58.3806801 -34.6237502, -58.380554 -34.6240455, -58.3801674 -34.6249091, -58.3800509 -34.6251886, -58.3799891 -34.6253492, -58.3798249 -34.6257742, -58.3794348 -34.6269562)",AV1-Sur,yes,,,,
32382078,4406273904,0,96867643,True,1,,motorway_link,,False,55.864,10.342849390205709,0.0017801753731306737,"LINESTRING (-58.3810258 -34.6221516, -58.3811398 -34.6222884, -58.3812204 -34.6224498, -58.3813045 -34.6225963)",,,,,,
32382578,247464375,0,"[311682211, 136104175]",True,6,Avenida San Juan,primary,60,False,42.6,13.386778958450568,0.008908908026557678,"LINESTRING (-58.3807642 -34.6221506, -58.3804585 -34.6221469, -58.3802987 -34.6221452)",,,,,,
32382578,248697441,0,"[548019665, 256799283]",True,"['5', '3']",Avenida 9 de Julio,trunk,60,False,210.53699999999998,8.243981743766806,0.01590568152398787,"LINESTRING (-58.3807642 -34.6221506, -58.3807363 -34.6220016, -58.3806939 -34.6217002, -58.3806111 -34.6210959, -58.3806043 -34.6209172, -58.3805975 -34.6207375, -58.3805916 -34.620581, -58.3805796 -34.6202652)",,,,,,
32382580,195722177,0,117293684,True,5,Avenida 9 de Julio,trunk,60,False,134.086,5.317408248895632,0.0014917718144775711,"LINESTRING (-58.3815899 -34.6002417, -58.3815943 -34.6001258, -58.3816327 -34.5992318, -58.3816371 -34.5991589, -58.3816445 -34.5990367)",,,,,,
32382580,237634480,0,126149635,True,5,Viamonte,residential,40,False,35.989,8.860439263666796,0.0014734242029807358,"LINESTRING (-58.3815899 -34.6002417, -58.3813176 -34.6002249, -58.3811978 -34.6002175)",,,,,,
32385175,237683235,0,287001589,False,5,Avenida Santa Fe,secondary,60,True,44.359,1.8499252739897702,0.010163727947362595,"LINESTRING (-58.3819695 -34.5953921, -58.3814873 -34.5953523)",,,,,,
32385175,682385670,0,575035027,True,3,Avenida 9 de Julio,trunk,60,False,16.491,12.148363113694703,0.003332278835377198,"LINESTRING (-58.3819695 -34.5953921, -58.3819684 -34.5952438)",,,,,,
32385175,32385176,0,"[80281729, 575035026, 1031001971]",False,5,Avenida Santa Fe,secondary,60,"[False, True]",44.521,1.8235210906758565,0.0005081178386774832,"LINESTRING (-58.3819695 -34.5953921, -58.3820969 -34.5954023, -58.3821474 -34.5954051, -58.3822904 -34.5954155, -58.3824537 -34.5954298)",,,,,,
32385176,237634175,0,80281733,False,5,Avenida Santa Fe,secondary,60,True,26.152,1.7102131155522455,0.00044967971665019625,"LINESTRING (-58.3824537 -34.5954298, -58.3827381 -34.5954523)",,,,,,
32385176,32385175,0,"[80281729, 575035026, 1031001971]",False,5,Avenida Santa Fe,secondary,60,"[False, True]",44.521,1.8235210906758548,0.01295703753327137,"LINESTRING (-58.3824537 -34.5954298, -58.3822904 -34.5954155, -58.3821474 -34.5954051, -58.3820969 -34.5954023, -58.3819695 -34.5953921)",,,,,,
32385176,195722103,0,"[1294485694, 1294485693, 1294485702]",True,5,Avenida 9 de Julio,trunk,60,False,148.876,8.834801238624536,0.003124154238771637,"LINESTRING (-58.3824537 -34.5954298, -58.3824218 -34.595745, -58.3823111 -34.5966443, -58.3822927 -34.596762)",,,,,,
32385196,196235135,0,57199816,False,5,Avenida Santa Fe,secondary,60,False,30.515,1.5409566685176783,0.010446385634799608,"LINESTRING (-58.4089145 -34.5900356, -58.4087632 -34.5901624, -58.4086813 -34.5902317)",,,,,,
32385196,192015862,0,57199816,False,5,Avenida Santa Fe,secondary,60,True,79.172,1.651778133385106,0.009408211176437748,"LINESTRING (-58.4089145 -34.5900356, -58.4093072 -34.5897052, -58.4095194 -34.5895267)",,,,,,
32385206,237683235,0,103757460,False,4,Avenida Santa Fe,secondary,60,True,140.61100000000002,1.87793535442219,0.00013483209160485775,"LINESTRING (-58.3799595 -34.5952208, -58.380254 -34.5952469, -58.380351 -34.5952555, -58.3804049 -34.5952597, -58.3804335 -34.5952628, -58.3804948 -34.5952683, -58.3806291 -34.5952802, -58.3806645 -34.5952833, -58.3808105 -34.5952963, -58.3808428 -34.5952991, -58.3809285 -34.5953067, -58.3810141 -34.5953143, -58.3810338 -34.595316, -58.3814873 -34.5953523)",,,,,,
32385206,195721154,0,113531297,True,,Suipacha,living_street,10,False,142.92,6.991101163537653,0.04002691418312809,"LINESTRING (-58.3799595 -34.5952208, -58.3799614 -34.5953325, -58.379909 -34.5965053)",,,,,,
32385206,32385207,0,113531305,False,4,Avenida Santa Fe,secondary,60,False,133.374,1.6596766210172882,0.03949610668254616,"LINESTRING (-58.3799595 -34.5952208, -58.3790748 -34.5951413, -58.378511 -34.5950907)",,,,,,
32385207,256244956,0,47034907,False,3,Avenida Santa Fe,secondary,60,False,60.721000000000004,1.7418193953031833,0.03983837778385012,"LINESTRING (-58.378511 -34.5950907, -58.3783506 -34.5950773, -58.378172 -34.5950651, -58.378035 -34.5950538, -58.3779022 -34.5950402, -58.3778509 -34.5950432)",,,,,,
32385207,32385206,0,113531305,False,4,Avenida Santa Fe,secondary,60,True,133.374,1.6596766210172875,0.03946065204538324,"LINESTRING (-58.378511 -34.5950907, -58.3790748 -34.5951413, -58.3799595 -34.5952208)",,,,,,
32385207,297251638,0,288583331,True,2,Esmeralda,residential,40,False,51.003,8.681650125976653,0.0034453353809528937,"LINESTRING (-58.378511 -34.5950907, -58.3785162 -34.5949788, -58.3785227 -34.5947514, -58.3785262 -34.5946322)",,,,,,
60636576,195569923,0,285542319,True,,Paso,residential,40,False,150.47,7.040770456012369,0.005273273308567322,"LINESTRING (-58.4036326 -34.6047431, -58.4036375 -34.6033899)",,,,,,
60636576,196222690,0,1268297580,True,5,Avenida Corrientes,primary,50,False,136.072,10.46486169995784,0.011052999459039283,"LINESTRING (-58.4036326 -34.6047431, -58.403272 -34.6047337, -58.4030928 -34.604729, -58.4023984 -34.6047109, -58.402353 -34.6047097, -58.4021466 -34.6047043)",,,,,,
60636725,680603295,0,533349708,True,,Tomás Manuel de Anchorena,residential,40,False,87.92,10.255492362339854,0.014523538320553666,"LINESTRING (-58.4103403 -34.604023, -58.4100715 -34.6033392, -58.4100466 -34.6032702)",,,,,,
60636725,195898489,0,1268297583,True,5,Avenida Corrientes,primary,50,False,130.547,8.767021646960131,0.016397573805879005,"LINESTRING (-58.4103403 -34.604023, -58.4102526 -34.6040246, -58.4096755 -34.6040578, -58.4095726 -34.6040637, -58.4093653 -34.6040756, -58.40902 -34.6040955, -58.4089179 -34.6041068)",,,,,,
81548191,81548336,0,48052791,True,1,Sinclair,residential,40,False,107.076,4.915892517630347,0.00014443030829537303,"LINESTRING (-58.4224285 -34.5730877, -58.4229205 -34.5739613)",,,,,,
81548191,81548192,0,110151116,False,2,Juan Francisco Seguí,residential,40,False,124.192,1.4831082056193527,5.4030777628581004e-05,"LINESTRING (-58.4224285 -34.5730877, -58.4212427 -34.57363)",,,,,,
81548192,193857814,0,10798366,True,2,Godoy Cruz,residential,40,False,151.781,9.746283978808451,0.00018066847335140016,"LINESTRING (-58.4212427 -34.57363, -58.4205625 -34.5723852)",,,,,,
81548192,81548191,0,110151116,False,2,Juan Francisco Seguí,residential,40,True,124.192,1.483108205619353,0.00019846108592395402,"LINESTRING (-58.4212427 -34.57363, -58.4224285 -34.5730877)",,,,,,
81548192,245566787,0,1097256945,True,2,Juan Francisco Seguí,residential,40,False,43.474,7.018450916513476,0.0018993695538690116,"LINESTRING (-58.4212427 -34.57363, -58.4208308 -34.5738245)",,,,,,
81548193,81548338,0,10798298,True,1,Fray Justo Santa María de Oro,residential,40,False,100.6,6.8279413720968725,0.0007621114640251329,"LINESTRING (-58.420022 -34.5741978, -58.4205712 -34.5749814)",,,,,,
81548193,81548195,0,1097256945,True,2,Juan Francisco Seguí,residential,40,False,122.354,14.3541518626387,0.00020361931122021737,"LINESTRING (-58.420022 -34.5741978, -58.4188199 -34.5746785)",,,,,,
81548195,1258837724,0,1097256945,True,2,Juan Francisco Seguí,residential,40,False,31.766,5.899194296837917,0.0004382859152046526,"LINESTRING (-58.4188199 -34.5746785, -58.4187216 -34.5746791, -58.4186267 -34.5746915, -58.418476 -34.5747111)",,,,,,
81548334,81548336,0,37857146,False,,Demaría,residential,40,True,62.989,1.5256477549016176,0.00018066847335140016,"LINESTRING (-58.4235462 -34.5737258, -58.4229205 -34.5739613)",,,,,,
81548336,81548334,0,37857146,False,,Demaría,residential,40,False,62.989,1.525647754901618,0.00018066847335140016,"LINESTRING (-58.4229205 -34.5739613, -58.4235462 -34.5737258)",,,,,,
81548336,193858812,0,48052791,True,1,Sinclair,residential,40,False,133.947,5.109893881986806,0.000531493087488398,"LINESTRING (-58.4229205 -34.5739613, -58.4235321 -34.5750556)",,,,,,
81548336,96042573,0,1064750695,False,2,Demaría,residential,40,True,121.693,1.653826991631523,0.00010032421731276702,"LINESTRING (-58.4229205 -34.5739613, -58.4217417 -34.5744669)",,,,,,
81548338,96042331,0,10798298,True,1,Fray Justo Santa María de Oro,residential,40,False,118.843,10.262699304559682,0.0009707584125594297,"LINESTRING (-58.4205712 -34.5749814, -58.4210145 -34.5755712, -58.4212601 -34.5758872)",,,,,,
81548338,96042573,0,110151098,True,2,Demaría,residential,40,False,121.492,6.792858238303234,0.0002758671123634498,"LINESTRING (-58.4205712 -34.5749814, -58.4211327 -34.5747426, -58.4217417 -34.5744669)",,,,,,
81548339,81548195,0,10431463,True,2,John Fitzgerald Kennedy,residential,40,False,104.097,5.980376331424047,0.0002346666039844352,"LINESTRING (-58.4193724 -34.5754967, -58.4188199 -34.5746785)",,,,,,
81548339,81548338,0,110151098,True,2,Demaría,residential,40,False,123.814,14.398921443361512,0.00048451406089774666,"LINESTRING (-58.4193724 -34.5754967, -58.4205712 -34.5749814)",,,,,,
81548868,193858812,0,110162985,False,4,Avenida Cerviño,secondary,60,True,119.13,1.7128857899771177,0.00013049004119724367,"LINESTRING (-58.4223415 -34.5754878, -58.4235321 -34.5750556)",,,,,,
81548868,96042573,0,10798366,True,2,Godoy Cruz,residential,40,False,126.38900000000001,5.113497384822073,0.00233566400234536,"LINESTRING (-58.4223415 -34.5754878, -58.422254 -34.5753924, -58.4217417 -34.5744669)",,,,,,
81548868,96042331,0,110162985,False,4,Avenida Cerviño,secondary,60,False,108.538,1.7266599658782842,0.00022053045491303002,"LINESTRING (-58.4223415 -34.5754878, -58.4214593 -34.5758226, -58.4212601 -34.5758872)",,,,,,
81548870,81548339,0,10431463,True,2,John Fitzgerald Kennedy,residential,40,False,105.154,5.990081647877722,0.0007191806648821818,"LINESTRING (-58.4199977 -34.5762897, -58.4199026 -34.5761814, -58.4193724 -34.5754967)",,,,,,
81548870,96042331,0,47371245,True,2,Avenida Cerviño,secondary,60,False,124.135,14.618970212184042,0.0008216269369054369,"LINESTRING (-58.4199977 -34.5762897, -58.4202161 -34.5762449, -58.4207546 -34.5760604, -58.4208344 -34.576033, -58.4212601 -34.5758872)",,,,,,
81551254,192015824,0,114352709,True,2,Peña,residential,40,False,121.301,5.140292631765298,0.003452452425981915,"LINESTRING (-58.3998133 -34.5891354, -58.4008991 -34.5885101)",,,,,,
81551254,1295503804,0,114352707,False,5,Avenida Pueyrredón,secondary,60,False,34.553,1.8450826738043247,0.005574866253420996,"LINESTRING (-58.3998133 -34.5891354, -58.3998621 -34.5892025, -58.3999664 -34.5894186)",,,,,,
81551254,195498354,0,114352730,False,5,Avenida Pueyrredón,secondary,60,True,126.453,1.6652291660053857,0.004970341836896263,"LINESTRING (-58.3998133 -34.5891354, -58.3997973 -34.5891214, -58.3997599 -34.5890866, -58.3993651 -34.5888237, -58.399014 -34.588585, -58.3987482 -34.5884125)",,,,,,
81551255,192000783,0,114352718,True,,French,residential,30,False,125.964,8.51006105470194,0.0014095666796928178,"LINESTRING (-58.4003646 -34.5901902, -58.399237 -34.5908395)",,,,,,
81551255,1295503804,0,114352725,False,5,Avenida Pueyrredón,secondary,60,True,93.22,1.454777256954318,0.004936682784488367,"LINESTRING (-58.4003646 -34.5901902, -58.3999664 -34.5894186)",,,,,,
81551255,82625781,0,563777117,False,5,Avenida Pueyrredón,secondary,60,False,164.419,1.8007997005492737,0.0013283736017699894,"LINESTRING (-58.4003646 -34.5901902, -58.4005205 -34.5905007, -58.4007791 -34.5910378, -58.4010002 -34.5914844, -58.4010364 -34.5915615)",,,,,,
81551258,192000800,0,22814813,True,,Arenales,residential,40,False,114.906,5.306574838123145,0.0017761271456829735,"LINESTRING (-58.4018599 -34.5933245, -58.4007091 -34.5937373)",,,8.2,,,
81551258,81551259,0,47098813,False,5,Avenida Pueyrredón,secondary,60,False,132.953,1.7690555971536162,0.0027640905248951294,"LINESTRING (-58.4018599 -34.5933245, -58.4020926 -34.593835, -58.4021426 -34.5939483, -58.4022586 -34.5942117, -58.4023115 -34.5943295, -58.4023638 -34.5944459)",,,,,,
81551258,195491945,0,259140711,False,5,Avenida Pueyrredón,secondary,60,True,94.519,1.7795078529667012,0.002116210898285347,"LINESTRING (-58.4018599 -34.5933245, -58.4017215 -34.593022, -58.4016525 -34.5928711, -58.4015898 -34.592734, -58.4015285 -34.5925999, -58.401496 -34.592529)",,,,,,
81551259,81551258,0,47098813,False,5,Avenida Pueyrredón,secondary,60,True,132.953,1.769055597153618,0.002076610092688085,"LINESTRING (-58.4023638 -34.5944459, -58.4023115 -34.5943295, -58.4022586 -34.5942117, -58.4021426 -34.5939483, -58.4020926 -34.593835, -58.4018599 -34.5933245)",,,,,,
81551259,81551260,0,47099081,False,5,Avenida Pueyrredón,secondary,60,False,156.698,1.756469382816991,0.005050620798943804,"LINESTRING (-58.4023638 -34.5944459, -58.4025248 -34.5948635, -58.4025375 -34.5948965, -58.4026236 -34.5951262, -58.4027754 -34.5955263, -58.4028789 -34.5957898)",,,,,,
81551259,194485150,0,47099084,False,4,Avenida Santa Fe,secondary,60,False,119.476,1.733874468596981,0.007731135015241249,"LINESTRING (-58.4023638 -34.5944459, -58.4019536 -34.5945555, -58.4017706 -34.5946052, -58.4017077 -34.5946224, -58.4015632 -34.594662, -58.4014731 -34.5946866, -58.4012207 -34.5947567, -58.4011241 -34.5947821)",,,,,,
81551259,444616163,0,113531312,False,5,Avenida Santa Fe,secondary,60,True,122.66799999999999,1.7542280484178177,0.017258148608470785,"LINESTRING (-58.4023638 -34.5944459, -58.4025099 -34.5944069, -58.4027079 -34.594352, -58.4030357 -34.5942593, -58.4035371 -34.5941145, -58.4036293 -34.5940834)",,,,,,
81551260,81834162,0,21536389,True,1,Charcas,residential,30,False,134.897,6.594397002555846,0.02472526737073177,"LINESTRING (-58.4028789 -34.5957898, -58.4036305 -34.5954705, -58.4037619 -34.5954123, -58.4041864 -34.5952301)",,,,,,
81551260,81551259,0,47099081,False,5,Avenida Pueyrredón,secondary,60,True,156.698,1.7564693828169913,0.004143360792721287,"LINESTRING (-58.4028789 -34.5957898, -58.4027754 -34.5955263, -58.4026236 -34.5951262, -58.4025375 -34.5948965, -58.4025248 -34.5948635, -58.4023638 -34.5944459)",,,,,,
81551260,81551262,0,48395664,False,5,Avenida Pueyrredón,secondary,60,False,87.67599999999999,1.812689243263891,0.0053255085014408746,"LINESTRING (-58.4028789 -34.5957898, -58.4030059 -34.5961723, -58.4030527 -34.5963166, -58.4030736 -34.5963825, -58.4031027 -34.5964716, -58.4031283 -34.5965511)",,,,,,
81551262,81551260,0,48395664,False,5,Avenida Pueyrredón,secondary,60,True,87.676,1.8126892432638921,0.005446237090969874,"LINESTRING (-58.4031283 -34.5965511, -58.4031027 -34.5964716, -58.4030736 -34.5963825, -58.4030527 -34.5963166, -58.4030059 -34.5961723, -58.4028789 -34.5957898)",,,,,,
81551262,195520058,0,117293704,True,1,General Lucio Norberto Mansilla,residential,40,False,127.301,5.177199586270525,4.890519932786365e-05,"LINESTRING (-58.4031283 -34.5965511, -58.4019511 -34.5969493, -58.4019295 -34.5969559, -58.4018405 -34.5969833)",,,,,,
81551262,195505147,0,117293709,False,5,Avenida Pueyrredón,secondary,60,False,112.355,1.7785398946862492,0.006339034478165526,"LINESTRING (-58.4031283 -34.5965511, -58.4032073 -34.5967984, -58.4032623 -34.5969705, -58.4032682 -34.5969891, -58.4033202 -34.5971517, -58.4034405 -34.5975283)",,,,,,
81551268,192898901,0,48397527,True,1,San Luis,residential,40,False,81.897,4.938783330510443,0.001390696716267247,"LINESTRING (-58.4041874 -34.5998832, -58.403302 -34.5999895)",,,,,,
81551268,82625394,0,46990136,False,5,Avenida Pueyrredón,secondary,60,True,162.506,1.7164723535096578,0.006640072424094918,"LINESTRING (-58.4041874 -34.5998832, -58.4041494 -34.5997633, -58.4040913 -34.5995799, -58.4040467 -34.5994439, -58.4040447 -34.599435, -58.4039195 -34.5990337, -58.4038591 -34.5988473, -58.4037393 -34.5984691)",,,,,,
81551268,195723919,0,48397530,False,5,Avenida Pueyrredón,secondary,60,False,113.662,1.766184389367636,0.006145241912604646,"LINESTRING (-58.4041874 -34.5998832, -58.4042597 -34.6001051, -58.4043243 -34.6003067, -58.4043408 -34.6003579, -58.4044733 -34.6007672, -58.4045068 -34.600871)",,,,,,
81551270,199483197,0,47414720,True,1,Tucumán,residential,20,False,103.995,5.311902258791034,0.0038416046128898823,"LINESTRING (-58.4048142 -34.6018241, -58.4059428 -34.6017159)",,,,,,
81551270,195569920,0,47414708,False,5,Avenida Pueyrredón,secondary,60,False,170.924,1.7539734445241315,0.00622411705384371,"LINESTRING (-58.4048142 -34.6018241, -58.4048863 -34.602136, -58.4048873 -34.6021404, -58.4049366 -34.6023537, -58.4049389 -34.602364, -58.4050286 -34.6027522, -58.4050331 -34.6027715, -58.405064 -34.6029051, -58.4050786 -34.6029685, -58.4050961 -34.6030441, -58.4051631 -34.6033342)",,,,,,
81551270,195723919,0,124916008,False,5,Avenida Pueyrredón,secondary,60,True,109.65499999999999,1.7704933657288775,0.009226008294295688,"LINESTRING (-58.4048142 -34.6018241, -58.4047928 -34.6017519, -58.4047798 -34.6017133, -58.4047281 -34.6015593, -58.4046931 -34.6014512, -58.4046197 -34.6012218, -58.4045934 -34.6011367, -58.4045533 -34.6010111, -58.4045068 -34.600871)",,,,,,
81551273,195569920,0,124916009,False,5,Avenida Pueyrredón,secondary,60,True,139.664,1.84641383556769,0.009901833749092821,"LINESTRING (-58.4054846 -34.604562, -58.4054046 -34.6042758, -58.4053797 -34.6041754, -58.4052962 -34.6038424, -58.4051631 -34.6033342)",,,,,,
81551273,81551274,0,124916010,False,5,Avenida Pueyrredón,secondary,60,False,114.916,1.7443963768366049,0.015232337240852229,"LINESTRING (-58.4054846 -34.604562, -58.405591 -34.6050046, -58.405608 -34.6050753, -58.4056126 -34.6050934, -58.4056499 -34.6052537, -58.4056654 -34.6053139, -58.4056926 -34.6054271, -58.4057283 -34.6055758)",,,,,,
81551273,199483132,0,124916012,True,5,Avenida Corrientes,primary,50,False,95.18299999999999,7.173762708917254,0.012254082425175533,"LINESTRING (-58.4054846 -34.604562, -58.4050839 -34.6045993, -58.4044514 -34.6046596)",,,,,,
81551274,81551273,0,124916010,False,5,Avenida Pueyrredón,secondary,60,True,114.916,1.7443963768366069,0.010201239345244915,"LINESTRING (-58.4057283 -34.6055758, -58.4056926 -34.6054271, -58.4056654 -34.6053139, -58.4056499 -34.6052537, -58.4056126 -34.6050934, -58.405608 -34.6050753, -58.405591 -34.6050046, -58.4054846 -34.604562)",,,,,,
81551274,1268373207,0,126149611,False,5,Avenida Pueyrredón,secondary,60,False,108.97500000000001,1.7654894741604992,0.020806877024317764,"LINESTRING (-58.4057283 -34.6055758, -58.4057495 -34.6057028, -58.4057647 -34.605768, -58.4058077 -34.6059512, -58.4058335 -34.6060489, -58.4058652 -34.6061778, -58.4059081 -34.6063747, -58.4059256 -34.6064615, -58.4059432 -34.6065395)",,,,,,
81551274,199483113,0,687002751,True,1,Valentín Gómez,living_street,20,False,105.49600000000001,5.2787648946624355,0.000330844652862864,"LINESTRING (-58.4057283 -34.6055758, -58.4055881 -34.605584, -58.404576 -34.6055896)",,,,,,
81551277,199483072,0,39845731,True,,Bartolomé Mitre,residential,30,False,125.09,6.95512282819176,0.0022345236101439436,"LINESTRING (-58.4060374 -34.6088638, -58.4058799 -34.6088195, -58.4046821 -34.6087549)",,,,,,
81551277,1436034219,0,"[240589761, 46930406]",False,4,Avenida Pueyrredón,secondary,60,False,84.132,1.7997301800710732,0.03249747230636985,"LINESTRING (-58.4060374 -34.6088638, -58.4060265 -34.609018, -58.4060131 -34.6091734, -58.4059951 -34.6093683, -58.4059872 -34.6094352, -58.4059746 -34.6096186)",,,,,,
81551277,1268373211,0,48098626,False,5,Avenida Pueyrredón,secondary,60,True,125.066,1.8118314251023087,0.021742539916665277,"LINESTRING (-58.4060374 -34.6088638, -58.4060502 -34.608655, -58.4060601 -34.6085228, -58.4060727 -34.6083617, -58.4060738 -34.6083407, -58.4060811 -34.6082424, -58.406084 -34.6082039, -58.4060864 -34.6081723, -58.4060922 -34.6080951, -58.4060941 -34.6080697, -58.4061047 -34.6079284, -58.4061101 -34.6078558, -58.4061192 -34.6077411)",,,,,,
81551279,437564727,0,20280332,False,4,Avenida Jujuy,secondary,60,True,128.287,1.8735105867009656,0.012618096425513104,"LINESTRING (-58.4058559 -34.6112563, -58.4059194 -34.6109324, -58.4059435 -34.6107603, -58.4059514 -34.6105908, -58.4059416 -34.6101081)",,,,,,
81551279,199483042,0,47099082,True,2,Hipólito Yrigoyen,residential,40,False,124.154,8.812169474059893,0.001509466486063487,"LINESTRING (-58.4058559 -34.6112563, -58.40572 -34.611247, -58.4055953 -34.6112385, -58.404503 -34.6111736)",,,,,,
81551279,81551280,0,47099083,False,4,Avenida Jujuy,secondary,60,False,131.267,1.754407762175193,0.018530140848932883,"LINESTRING (-58.4058559 -34.6112563, -58.4058101 -34.6114269, -58.4057854 -34.6115298, -58.4057692 -34.6115975, -58.4057514 -34.6116721, -58.4057338 -34.6117456, -58.4056993 -34.6118897, -58.4055874 -34.6124158)",,,,,,
81551280,81551279,0,47099083,False,4,Avenida Jujuy,secondary,60,True,131.267,1.7544077621751926,0.012338801378617327,"LINESTRING (-58.4055874 -34.6124158, -58.4056993 -34.6118897, -58.4057338 -34.6117456, -58.4057514 -34.6116721, -58.4057692 -34.6115975, -58.4057854 -34.6115298, -58.4058101 -34.6114269, -58.4058559 -34.6112563)",,,,,,
81551280,81551281,0,333373302,False,4,Avenida Jujuy,secondary,60,False,114.48,1.7708706921848814,0.029965012214873382,"LINESTRING (-58.4055874 -34.6124158, -58.4055459 -34.6125989, -58.4052805 -34.6134134)",,,,,,
81551280,258726440,0,1072135346,True,1,Adolfo Alsina,residential,30,False,113.703,5.2883479991848725,0.0011351033881378447,"LINESTRING (-58.4055874 -34.6124158, -58.4052018 -34.612396, -58.4043482 -34.6123422)",,,,,,
81551281,81551282,0,48395668,False,5,Avenida Jujuy,secondary,60,False,138.382,1.7433345300562542,0.03049121648908333,"LINESTRING (-58.4052805 -34.6134134, -58.4050977 -34.6140192, -58.4050533 -34.6141662, -58.4050411 -34.6142067, -58.4050036 -34.6143308, -58.404916 -34.6146212)",,,,,,
81551281,195575912,0,48395669,True,,Moreno,residential,40,False,117.13500000000002,5.369630633855786,0.005266221557529392,"LINESTRING (-58.4052805 -34.6134134, -58.4054263 -34.6134329, -58.4058922 -34.6135121, -58.4063069 -34.6135826, -58.4064585 -34.6136102, -58.4065362 -34.6136135)",,,,,,
81551281,81551280,0,333373302,False,4,Avenida Jujuy,secondary,60,True,114.48,1.7708706921848814,0.01233586314901819,"LINESTRING (-58.4052805 -34.6134134, -58.4055459 -34.6125989, -58.4055874 -34.6124158)",,,,,,
81551282,199483028,0,1072135345,True,3,Avenida Belgrano,secondary,60,False,79.29,8.696179606782964,0.003702267235899681,"LINESTRING (-58.404916 -34.6146212, -58.4040509 -34.6145816)",,,,,,
81551282,437564731,0,22031718,False,5,Avenida Jujuy,secondary,60,False,137.164,1.844417626954279,0.03126844351204625,"LINESTRING (-58.404916 -34.6146212, -58.4048438 -34.614864, -58.404768 -34.6151161, -58.4046978 -34.6153592, -58.4045598 -34.6158194)",,,,,,
81551282,81551281,0,48395668,False,5,Avenida Jujuy,secondary,60,True,138.382,1.7433345300562528,0.012882602383426556,"LINESTRING (-58.404916 -34.6146212, -58.4050036 -34.6143308, -58.4050411 -34.6142067, -58.4050533 -34.6141662, -58.4050977 -34.6140192, -58.4052805 -34.6134134)",,,,,,
81551284,437564731,0,447506859,False,5,Avenida Jujuy,secondary,60,True,140.723,1.7344941380092451,0.01324269874429861,"LINESTRING (-58.4041088 -34.6170293, -58.4045598 -34.6158194)",,,,,,
81551284,195723292,0,"[898593435, 560908461]",True,,México,residential,"['20', '30']",False,132.80499999999998,5.316748345443443,0.016819568870306216,"LINESTRING (-58.4041088 -34.6170293, -58.4039545 -34.6169923, -58.403083 -34.6167999, -58.4027789 -34.6167452, -58.4027026 -34.616737)",,,,,,
81551284,81551286,0,898593436,False,5,Avenida Jujuy,secondary,60,False,209.19,1.8613248699610778,0.028410819344911915,"LINESTRING (-58.4041088 -34.6170293, -58.4040767 -34.6171112, -58.4038396 -34.6178423, -58.4038265 -34.6178844, -58.4037657 -34.6180633, -58.403642 -34.6184345, -58.4035056 -34.6188438)",,,,,,
81551286,81551287,0,222382835,False,4,Avenida Jujuy,secondary,60,False,112.05999999999999,1.7528968466238881,0.02840948081809453,"LINESTRING (-58.4035056 -34.6188438, -58.4034219 -34.6191121, -58.4033992 -34.6191901, -58.403201 -34.6198199)",,,,,,
81551286,193830089,0,222382837,True,4,Avenida Independencia,primary,60,False,145.894,5.27591593455946,0.006706802882990882,"LINESTRING (-58.4035056 -34.6188438, -58.403669 -34.6188616, -58.4050571 -34.6191427)",,,,,,
81551286,81551284,0,898593436,False,5,Avenida Jujuy,secondary,60,True,209.18999999999997,1.8613248699610783,0.012793835202537062,"LINESTRING (-58.4035056 -34.6188438, -58.403642 -34.6184345, -58.4037657 -34.6180633, -58.4038265 -34.6178844, -58.4038396 -34.6178423, -58.4040767 -34.6171112, -58.4041088 -34.6170293)",,,,,,
