u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,Cost of returning,Edge Betweenness,geometry,access,junction,ref,width,est_width,tunnel,bridge,service
30254369,30333443,0,123341645,True,,Carrer de Mozart,living_street,10,False,79.216,36.51143051894697,0.0002990722986538139,"LINESTRING (2.1587614 41.3988316, 2.1582077 41.3994104)",,,,,,,,
30254369,30254370,0,289979603,True,,Carrer de Domènech,living_street,20,False,45.092,9.7964322940817,0.0005957223332999199,"LINESTRING (2.1587614 41.3988316, 2.1591747 41.399093)",,,,,,,,
30254369,30333391,0,"[4747043, 123527827]",True,,"['Carrer de Sant Pere Màrtir', 'Carrer de Domènech']",living_street,20,False,129.97,35.0900886049393,0.00034316265734730657,"LINESTRING (2.1587614 41.3988316, 2.1585342 41.3986904, 2.1582812 41.3985332, 2.1577122 41.3990894)",,,,,,,,
30254370,30254390,0,251458388,True,,Carrer de Francisco Giner,living_street,20,False,149.255,23.81885412262928,0.0003239906954139585,"LINESTRING (2.1591747 41.399093, 2.1584939 41.3997114, 2.1580267 41.4001226)",,,,,,,,
30254370,30254393,0,289979602,True,,Carrer de Francisco Giner,living_street,20,False,98.123,9.909221348686334,0.0002717316378859614,"LINESTRING (2.1591747 41.399093, 2.1599033 41.398435, 2.1599252 41.3984135)",,,,,,,,
30254379,30333333,0,122529519,True,,Carrer de la Mare de Déu dels Desemparats,living_street,20,False,72.459,8.049051003296002,0.00010346159564837695,"LINESTRING (2.1598326 41.4011052, 2.1598201 41.4011125, 2.1596043 41.4013256, 2.1593043 41.401622)",,,,,,,,
30254379,30333334,0,123533856,True,,Carrer de la Fraternitat,living_street,30,False,60.91,4.8705521758380135,0.00039650400304896044,"LINESTRING (2.1598326 41.4011052, 2.1603108 41.4007186, 2.1603298 41.400704)",,,,,,,,
30254379,415937924,0,"[1264838298, 1264838299, 122475980]",True,,Carrer de Siracusa,residential,10,False,170.279,12.537998863550836,0.000355660508876438,"LINESTRING (2.1598326 41.4011052, 2.1601226 41.4013022, 2.1603422 41.4014358, 2.1605565 41.4015649, 2.1609175 41.4017769, 2.1609576 41.4018004, 2.1613563 41.402046, 2.1614084 41.4020781)",,,,2.8,,,,
30254380,30254379,0,35466474,True,,Carrer de Siracusa,living_street,10,False,53.17,4.983699106577055,0.0008556261075737754,"LINESTRING (2.1593919 41.4007597, 2.1598326 41.4011052)",,,,5.5,,,,
30254380,30554037,0,1264825154,False,,Carrer del Progrés,living_street,30,False,60.768,1.5174765847116642,0.00033352513884855363,"LINESTRING (2.1593919 41.4007597, 2.1598751 41.4003806, 2.1598954 41.4003647)",,,,,,,,
30254381,30554503,0,1264825147,True,,Carrer del Torrent de l'Olla,residential,30,False,61.228,16.152560232158052,0.015649577765884062,"LINESTRING (2.1591531 41.4005849, 2.1595687 41.4001814, 2.1596053 41.4001513)",,,,5,,,,
30254381,30254380,0,1264825156,True,,Carrer de Siracusa,living_street,10,False,27.833,8.294629531109834,0.0010765417388299487,"LINESTRING (2.1591531 41.4005849, 2.1591732 41.4005983, 2.1593919 41.4007597)",,,,5.5,,,,
30254390,30554608,0,"[1264838294, 251458390]",True,1,"['Plaça de la Vila de Gràcia', 'Carrer del Penedès']",living_street,"['20', '10']",False,106.08200000000001,6.3725656143556755,0.0004431197008143188,"LINESTRING (2.1580267 41.4001226, 2.1575561 41.4005257, 2.1575995 41.4005576, 2.1579472 41.4007694, 2.1579833 41.4007941)",,,,"['2.8', '5']",,,,
30254393,30254395,0,35467468,True,,Carrer de Santa Tecla,living_street,,False,114.823,6.485498021373401,0.0011161998697646566,"LINESTRING (2.1599252 41.3984135, 2.1599549 41.3983878, 2.1599953 41.3983514, 2.1602614 41.3981106, 2.1607355 41.3976965, 2.1607465 41.3976865, 2.160754 41.3976796, 2.1608181 41.3976277)",,,,3.5,,,,
30254393,1368967605,0,35467510,True,,Carrer de Bonavista,residential,30,False,46.308,9.465025397889914,0.0002079797107043712,"LINESTRING (2.1599252 41.3984135, 2.159967 41.3984398, 2.1603507 41.398681)",,,,5,,,,
30254395,30254220,0,237725945,True,4,Carrer de Còrsega,secondary,50,False,11.902,6.5345859803987825,0.041915784064955844,"LINESTRING (2.1608181 41.3976277, 2.1607179 41.3975515)",,,,,,,,
30254436,1377225908,0,123527818,False,,Carrer de Jaén,living_street,20,True,84.364,1.2958594502741094,0.00016051364365971107,"LINESTRING (2.1553811 41.4031265, 2.1545993 41.4026451)",,,,,,,,
30254436,30254437,0,123533086,True,,Carrer de Jaén,living_street,20,False,45.513999999999996,16.0012937547154,0.0003851142084595251,"LINESTRING (2.1553811 41.4031265, 2.1557185 41.403353, 2.1557703 41.4033878, 2.1557877 41.4033995)",,,,,,,,
30254437,30556744,0,831255354,True,,Carrer del Torrent de l'Olla,residential,30,False,72.48899999999999,6.534167300177017,0.01696582056641294,"LINESTRING (2.1557877 41.4033995, 2.1563105 41.4029082, 2.1563299 41.40289)",,,,,,,,
30254466,60969509,0,9986520,True,,Carrer d'Àgata Badia i Puig-Rodon,living_street,10,False,19.656,11.54943350471202,0.00427099258967595,"LINESTRING (2.1530104 41.4045144, 2.1528629 41.4044304, 2.1528227 41.4044075)",,,,,,,,
30254467,30254466,0,9981229,True,,Carrer de Badia,living_street,10,False,117.434,26.13448549658067,0.000411604499948076,"LINESTRING (2.1539131 41.4037039, 2.153886 41.4037289, 2.1530104 41.4045144)",,,,,,,,
30254467,30556740,0,9982803,True,,Carrer de Mateu,living_street,20,False,100.03,29.02677724798387,0.002538558448843975,"LINESTRING (2.1539131 41.4037039, 2.1547414 41.4042529, 2.1547773 41.4042766, 2.1548118 41.4042996)",,,,,,,,
30254468,81321296,0,1264825133,True,,Carrer de Badia,living_street,10,False,27.933,29.388686223991186,0.00037978007388935977,"LINESTRING (2.1543 41.4033443, 2.1540842 41.4035364)",,,,,,,,
30254468,30556741,0,9930520,True,,Carrer d'Astúries,living_street,20,False,99.67099999999999,24.621515622268127,0.00035280017584605946,"LINESTRING (2.1543 41.4033443, 2.1551914 41.4039027, 2.155199 41.4039075, 2.1552172 41.4039189)",,,,2.9,,,,
30254509,82043811,0,9988988,True,,Carrer de Vilafranca,living_street,20,False,102.09899999999999,15.091833510207705,0.0012192491651564024,"LINESTRING (2.1564115 41.407465, 2.1563937 41.407483, 2.1559759 41.4079251, 2.1557173 41.4081987, 2.155703 41.4082138)",,,,,,,,
30254509,30254515,0,1264832622,True,,Carrer de Martí,living_street,10,False,67.06299999999999,5.252991910792153,0.001210462015936951,"LINESTRING (2.1564115 41.407465, 2.1564529 41.4074865, 2.1570475 41.4077945, 2.1570731 41.4078078)",,,,,,,,
30254511,30254509,0,1264838274,True,,Carrer de Vilafranca,living_street,20,False,99.28,5.194151832580022,0.001424548924192671,"LINESTRING (2.1570965 41.4067348, 2.1570782 41.4067543, 2.1564257 41.4074502, 2.1564115 41.407465)",,,,,,,,
30254511,30617385,0,1264838279,True,,Carrer de la Providència,residential,30,False,66.499,6.343351160370027,0.0035340574184798646,"LINESTRING (2.1570965 41.4067348, 2.1566946 41.4064706, 2.1565416 41.40637, 2.1564951 41.4063422)",,,,,,,,
30254512,30254518,0,8590492,True,,Carrer de les Tres Senyores,living_street,20,False,74.108,13.429907183404529,0.000733894456803431,"LINESTRING (2.1576193 41.4061634, 2.1583255 41.4065679)",,,,,,,,
30254512,30254511,0,9988990,True,,Carrer de Salinas,living_street,20,False,77.06099999999999,6.588646337384124,0.001800231764281759,"LINESTRING (2.1576193 41.4061634, 2.1571098 41.4067186, 2.1570965 41.4067348)",,,,,,,,
30254514,30254515,0,238466728,True,,Carrer de Massens,residential,30,False,103.538,5.230740749936613,0.0031682955533159636,"LINESTRING (2.1563348 41.4085564, 2.1563727 41.408518, 2.1566981 41.408188, 2.1570439 41.4078374, 2.1570731 41.4078078)",,,,,,,,
30254514,82043811,0,1264832661,True,,Carrer de Sant Salvador,residential,30,False,65.02,8.10251477067099,0.005200162755526305,"LINESTRING (2.1563348 41.4085564, 2.1562933 41.4085339, 2.155703 41.4082138)",,,,,,,,
30254515,30254517,0,1264832623,True,,Carrer de Massens,residential,30,False,91.578,5.226121575112297,0.0008934546561196826,"LINESTRING (2.1570731 41.4078078, 2.1571061 41.407775, 2.1573913 41.4074917, 2.1576961 41.4071888, 2.1577347 41.4071505)",,,,,,,,
30254515,126679135,0,1264832624,True,,Carrer de Martí,living_street,10,False,51.658,5.220878009132094,0.0034853029131332322,"LINESTRING (2.1570731 41.4078078, 2.1571347 41.4078415, 2.1575572 41.4080724, 2.1575737 41.4080814)",,,,,,,,
30254517,30254518,0,795719587,True,,Carrer de Massens,living_street,20,False,81.391,5.127436827777113,0.0003912471747769134,"LINESTRING (2.1577347 41.4071505, 2.1577522 41.4071333, 2.1583255 41.4065679)",,,,,,,,
30254517,30254511,0,1264838278,True,,Carrer de la Providència,residential,30,False,70.496,5.265896631877299,0.003158374578390777,"LINESTRING (2.1577347 41.4071505, 2.1571476 41.4067681, 2.1570965 41.4067348)",,,,,,,,
30254518,126679132,0,1264838283,True,,Carrer de les Tres Senyores,living_street,20,False,51.054,5.062580994956065,0.0011251416315803443,"LINESTRING (2.1583255 41.4065679, 2.1587693 41.4068327, 2.1588046 41.4068537)",,,,,,,,
30254563,30960664,0,"[35161014, 4747079]",True,1,"[""Passatge d'Espíria"", 'Baixada de Briz']",residential,30,False,174.47499999999997,7.731512080029586,0.00666037565191757,"LINESTRING (2.1484587 41.4107999, 2.148436 41.4108273, 2.1482677 41.4110029, 2.1477699 41.411452, 2.1475376 41.4116919, 2.1475076 41.4117229, 2.1474768 41.4116967, 2.1472123 41.4114713, 2.1471916 41.4114615, 2.1471372 41.4114358)",,,,,,,,
30254563,30960665,0,157316170,True,1,Baixada de la Glòria,living_street,30,False,44.16,6.371549734035444,0.0008577906839210889,"LINESTRING (2.1484587 41.4107999, 2.1480573 41.4105826, 2.1480293 41.4105675)",,,,,,,,
30254568,11242746353,0,"[35164361, 1213143162, 1213495887]",True,,Carrer de Sant Eudald,residential,30,False,197.22400000000002,18.656627822592288,0.0013082287142906104,"LINESTRING (2.1467261 41.4144837, 2.1466834 41.4144588, 2.1452373 41.4136158, 2.1449542 41.4134508, 2.1449459 41.4134467, 2.1448941 41.4134207, 2.1448537 41.4134005)",,,,,,,,
30254568,30254569,0,239436000,True,,Carrer de Balears,residential,30,False,57.654999999999994,4.557597229920899,0.0003410753872981114,"LINESTRING (2.1467261 41.4144837, 2.1467518 41.4144587, 2.1471168 41.4141037, 2.1471483 41.4140731)",,,,,,,,
30254568,2472128383,0,239436001,False,,Carrer de Balears,living_street,30,False,59.268,1.4967208673151322,0.00016051364365971107,"LINESTRING (2.1467261 41.4144837, 2.1466943 41.4145133, 2.1462801 41.4148987)",,,,,,,,
30254569,30960653,0,555533214,False,2,Carrer de la Farigola,residential,30,False,57.73,1.6942039255368158,0.009930870131345979,"LINESTRING (2.1471483 41.4140731, 2.1469134 41.4136733, 2.1468408 41.4136116)",,,,,,,,
30254569,412450364,0,555533214,False,2,Carrer de la Farigola,residential,30,True,47.786,1.522115391991896,0.007281428682234266,"LINESTRING (2.1471483 41.4140731, 2.1474735 41.4143239, 2.1475478 41.4143812)",,,,,,,,
30254573,30254584,0,4747097,False,,Passatge de Cardedeu,residential,30,False,353.14,1.2493165996062285,0.00016051364365971107,"LINESTRING (2.142487 41.4173159, 2.1427737 41.4170186, 2.1430046 41.4167672, 2.1433126 41.4164824, 2.143519 41.416282, 2.1436725 41.416096, 2.1438441 41.4159029, 2.1439986 41.4157355, 2.1442304 41.4154974, 2.1445351 41.4151792, 2.1447754 41.4149305, 2.1448995 41.4147996, 2.1449576 41.4147384)",,,,,,,,
30254584,30254573,0,4747097,False,,Passatge de Cardedeu,residential,30,True,353.14,1.2493165996062285,0.00016051364365971107,"LINESTRING (2.1449576 41.4147384, 2.1448995 41.4147996, 2.1447754 41.4149305, 2.1445351 41.4151792, 2.1442304 41.4154974, 2.1439986 41.4157355, 2.1438441 41.4159029, 2.1436725 41.416096, 2.143519 41.416282, 2.1433126 41.4164824, 2.1430046 41.4167672, 2.1427737 41.4170186, 2.142487 41.4173159)",,,,,,,,
30254584,417976041,0,139987154,False,,Passeig de la Mare de Déu del Coll,tertiary,30,False,31.672,1.5859085854214046,0.0037884982143533575,"LINESTRING (2.1449576 41.4147384, 2.1451926 41.4148908, 2.1452449 41.4149247)",,,,,,,,
30254584,390878338,0,139987154,False,,Passeig de la Mare de Déu del Coll,tertiary,30,True,75.011,1.494788382533838,0.007428903330278017,"LINESTRING (2.1449576 41.4147384, 2.1449199 41.414701, 2.1448025 41.4145845, 2.1447443 41.4144622, 2.1447262 41.4143897, 2.1447055 41.4143025, 2.1447057 41.414113)",,,,,,,,
30254592,412451183,0,35715491,True,,Carrer de Santa Rosalia,residential,30,False,179.80200000000002,4.46308454902314,0.0008980672652407434,"LINESTRING (2.1493658 41.4237384, 2.1494077 41.4237822, 2.149447 41.4238259, 2.1500157 41.4243931, 2.1502368 41.4245368, 2.1505681 41.4246681, 2.1508376 41.4247284, 2.1509543 41.4247472)",,,,,,,,
30254593,30254592,0,4747101,True,1,Carrer de Sant Dalmir,residential,30,False,56.199,4.427176298190657,0.00010181239462185239,"LINESTRING (2.1499989 41.4235651, 2.1499385 41.4235795, 2.149402 41.4237281, 2.1493658 41.4237384)",,,,,,,,
30254593,412451335,0,35164427,True,,Carrer Santa Albina,residential,30,False,81.052,7.8300224914983145,0.00027461773968237937,"LINESTRING (2.1499989 41.4235651, 2.1499603 41.4235304, 2.1494768 41.4230008, 2.1494407 41.4229688)",,,,,,,,
30254594,30254593,0,4747101,True,1,Carrer de Sant Dalmir,residential,30,False,63.596999999999994,7.254777632631983,0.00033952926133574464,"LINESTRING (2.1507083 41.4233554, 2.1506004 41.4233926, 2.1500876 41.4235401, 2.1499989 41.4235651)",,,,,,,,
30254596,30617633,0,"[591168480, 892263833]",True,,Camí Vell del Coll,residential,"['20', '30']",False,98.60800000000002,9.873389830159258,0.0003116474564810637,"LINESTRING (2.1516998 41.4230832, 2.1517081 41.4230964, 2.1517166 41.42311, 2.1517394 41.4231722, 2.1517404 41.4232575, 2.1517226 41.4234228, 2.1516939 41.4235229, 2.1515862 41.4237601, 2.1515455 41.4238261, 2.1515318 41.4238483, 2.1515219 41.4238705, 2.1515249 41.4238883, 2.1515327 41.4239027, 2.1515495 41.4239144, 2.1515702 41.4239221)",,,,,,,,
30254596,30254594,0,"[892263824, 892263825]",True,1,Carrer de Sant Dalmir,residential,30,False,88.04499999999999,10.56736584054204,0.00033038134939174116,"LINESTRING (2.1516998 41.4230832, 2.1516607 41.4230931, 2.150936 41.4232966, 2.150774 41.4233397, 2.1507083 41.4233554)",,,,,,,,
30254599,30617794,0,139894200,True,,Carrer de Sigüenza,residential,30,False,32.586,4.495914777198175,0.009154998354664289,"LINESTRING (2.154338 41.4242626, 2.1543811 41.4242845, 2.1546824 41.4244006)",,,,,,,,
30254600,30254599,0,72747486,True,,Passatge Calafell,residential,30,False,85.68,4.560563692721194,0.0001758718282192211,"LINESTRING (2.1547844 41.4235687, 2.1547431 41.4236363, 2.154369 41.4242216, 2.154338 41.4242626)",,,,,,,,
30254600,863733456,0,555481236,True,,Carrer del Llobregós,residential,30,False,21.213,9.653980616374314,0.005941504385715136,"LINESTRING (2.1547844 41.4235687, 2.1546051 41.4234752, 2.1545799 41.4234559)",,,,,,,,
30254604,30254605,0,4747104,True,1,Carrer de Tolrà,residential,30,False,84.925,5.994791063705104,0.0005377941472432446,"LINESTRING (2.1568739 41.4256452, 2.1572812 41.4250354, 2.15733 41.4249623)",,,,,,,,
30254605,387127544,0,547694790,True,,Carrer del Llobregós,residential,30,False,51.824,5.712209716359613,0.00928940823832604,"LINESTRING (2.15733 41.4249623, 2.1569101 41.4247261, 2.1568328 41.4246826)",,,,,,,,
30254606,3994419559,0,396621593,False,,Plaça de Pastrana,living_street,20,False,25.608,1.235072993635532,0.00016051364365971107,"LINESTRING (2.1562463 41.4254018, 2.1560881 41.4255992)",destination,,,,,,,
30254606,30254604,0,4747105,True,,Carrer de Trillo,living_street,20,False,58.957,6.051890717147026,0.0005377941472432446,"LINESTRING (2.1562463 41.4254018, 2.156313 41.4254277, 2.1568549 41.4256336, 2.1568739 41.4256452)",permissive,,,,,,,
30254671,30254672,0,284577564,True,1,Carrer de Prat d'en Roquer,residential,30,False,78.412,4.242011581766603,0.0012842122243418464,"LINESTRING (2.1781659 41.4255004, 2.1782301 41.4255025, 2.1790146 41.4255276, 2.1791055 41.4255305)",,,,,,,,
30254672,1303430131,0,115319567,True,1,Passatge de l'Ordi,living_street,20,False,100.962,4.258136395157503,1.85277427823619e-05,"LINESTRING (2.1791055 41.4255305, 2.1790943 41.4254983, 2.178801 41.4246517)",,,,,,,,
30254672,1043834183,0,284577564,True,1,Carrer de Prat d'en Roquer,residential,30,False,11.145999999999999,16.15200381977128,0.0012656844815594846,"LINESTRING (2.1791055 41.4255305, 2.1791938 41.4255613, 2.1792157 41.425583)",,,,,,,,
30254783,560025958,0,601390310,False,,Carrer de Bernat Metge,residential,30,False,14.366,1.5184317161715697,0.0017219204842878815,"LINESTRING (2.2106756 41.4194662, 2.2105606 41.41937)",,,,,,,,
30254783,4346122994,0,"[52645779, 988553719]",False,,Carrer de Bernat Metge,residential,30,True,213.503,1.5800224597371546,0.0008756999763185041,"LINESTRING (2.2106756 41.4194662, 2.2107329 41.4195071, 2.2108871 41.4196171, 2.2109296 41.4196475, 2.2110361 41.4197235, 2.2114194 41.4200006, 2.2114778 41.4200452, 2.2115657 41.4201124, 2.2117361 41.4202426, 2.2119169 41.4203833, 2.2119816 41.4204307, 2.2121553 41.4205584, 2.2123639 41.4207282, 2.2124861 41.4208233)",,,,,,,,
30254784,30254783,0,4747123,True,,Carrer d'Alfons el Magnànim,residential,30,False,138.012,7.957451695723921,0.000641745349446371,"LINESTRING (2.2118199 41.4185695, 2.2117262 41.4186464, 2.2116965 41.4186708, 2.2111163 41.4191228, 2.2109818 41.4192276, 2.2109488 41.4192533, 2.21072 41.4194316, 2.2106756 41.4194662)",,,,,,,,
30254784,690424476,0,54847932,True,1,Carrer de Lluís Dalmau,residential,30,False,227.06399999999996,3.613427738901442,1.5461259623667787e-07,"LINESTRING (2.2118199 41.4185695, 2.2118874 41.4186211, 2.2121184 41.4187986, 2.2123469 41.4189741, 2.2124528 41.4190554, 2.2125731 41.4191484, 2.2130607 41.4195254, 2.2131475 41.4195925, 2.2132744 41.4196874, 2.2135221 41.4198753, 2.2136824 41.4199933, 2.2137276 41.4200266)",,,,,,,,
30254785,30254784,0,4747123,True,,Carrer d'Alfons el Magnànim,residential,30,False,134.59300000000002,3.7192623391683854,0.0006418999620426077,"LINESTRING (2.2129751 41.4177241, 2.2128904 41.4177862, 2.2128513 41.4178149, 2.2126921 41.4179316, 2.2125729 41.418019, 2.2124699 41.4180946, 2.2122672 41.4182432, 2.2120613 41.4183922, 2.2118199 41.4185695)",,,,,,,,
30254803,30254785,0,4747131,True,,Carrer de Jaume Huguet,residential,30,False,227.753,3.8942077720154344,0.0006418999620426077,"LINESTRING (2.2148873 41.4191864, 2.2147619 41.4190869, 2.2143083 41.4187271, 2.2142166 41.4186593, 2.2141205 41.4185883, 2.2138187 41.418358, 2.2137302 41.4182915, 2.2137167 41.4182814, 2.2136065 41.4181986, 2.2130582 41.4177865, 2.2130142 41.4177535, 2.2129751 41.4177241)",,,,,,,,
30264187,1947681324,0,76168871,False,,Carrer de Sant Fructuós,residential,30,False,16.641,1.5470688190118809,0.009426085773399264,"LINESTRING (2.1469 41.3715947, 2.1467623 41.3715065, 2.1467495 41.3714966)",,,,,,,,
30264187,30298959,0,76168871,False,,Carrer de Sant Fructuós,residential,30,True,56.273,1.4094838967112302,0.002254122809300566,"LINESTRING (2.1469 41.3715947, 2.1469745 41.3716447, 2.1470259 41.3716792, 2.147403 41.3719318)",,,,,,,,
30264201,4111370896,0,409238031,False,,Carrer de Valls,residential,30,True,40.119,1.4586542841315193,0.00016051364365971107,"LINESTRING (2.1481482 41.3709177, 2.148557 41.3711076)",,,,,,,,
30264201,6316502269,0,674480239,False,,Carrer d'Amposta,residential,30,False,46.795,1.4586542841315189,0.00016051364365971107,"LINESTRING (2.1481482 41.3709177, 2.1484139 41.3705471)",,,,,,,,
30264201,533665304,0,17202832,True,,Carrer de Valls,residential,30,False,52.550999999999995,4.4722836607115966,0.0008525853931811207,"LINESTRING (2.1481482 41.3709177, 2.1476542 41.3707259, 2.1475889 41.3707005)",,,,,,,,
30264232,30264234,0,4747851,True,,Carrer dels Morabos,residential,30,False,96.532,8.842328195797123,0.002052482215041899,"LINESTRING (2.1477019 41.3721244, 2.1477852 41.3720619, 2.1484626 41.3715531, 2.1485196 41.3715103)",,,,,,,,
30264232,30298959,0,76168871,False,,Carrer de Sant Fructuós,residential,30,False,32.875,1.566432054324971,0.0044130815656174575,"LINESTRING (2.1477019 41.3721244, 2.1476507 41.3720914, 2.147403 41.3719318)",,,,,,,,
30264232,30298941,0,76168871,False,,Carrer de Sant Fructuós,residential,30,True,95.44500000000001,1.4121985462478464,0.00027000513056131846,"LINESTRING (2.1477019 41.3721244, 2.1477498 41.3721601, 2.1478108 41.3722056, 2.148446 41.3726792, 2.1485133 41.3727294)",,,,,,,,
30264234,178514516,0,4747851,True,,Carrer dels Morabos,residential,30,False,84.609,5.884916034690351,0.0031409291237820716,"LINESTRING (2.1485196 41.3715103, 2.1485665 41.371474, 2.1490957 41.3710649, 2.1492258 41.3709643)",,,,,,,,
30264242,30264234,0,4747853,True,,Carrer dels Gimbernat,residential,30,False,95.302,6.013506021334301,0.0010884469087401728,"LINESTRING (2.1493255 41.3721176, 2.1492595 41.3720679, 2.1485726 41.3715503, 2.1485196 41.3715103)",,,,,,,,
30264242,168330638,0,300828573,False,2,Carrer de Mèxic,residential,30,False,132.198,1.5182478840046252,5.87012490378587e-05,"LINESTRING (2.1493255 41.3721176, 2.1498152 41.3717495, 2.150248 41.371423, 2.1502882 41.3713904, 2.1503119 41.3713744, 2.1504433 41.3712752)",,,,,,,,
30264242,30298941,0,300828573,False,2,Carrer de Mèxic,residential,30,True,96.02699999999999,1.4166236282149764,0.002536574253858937,"LINESTRING (2.1493255 41.3721176, 2.1492825 41.37215, 2.1491634 41.3722397, 2.1489957 41.372366, 2.1485728 41.3726845, 2.1485133 41.3727294)",,,,,,,,
30264245,7038308651,0,753276504,False,,Carrer d'Indíbil,residential,30,True,1.75,1.566619135139467,0.0017723757281931174,"LINESTRING (2.1437877 41.3697751, 2.1438027 41.3697641)",,,,,,,,
30264245,2511679138,0,"[243809299, 1220534965, 1220534966]",True,1,Carrer d'Indíbil,residential,30,False,84.056,4.704683436715263,0.00180994658907863,"LINESTRING (2.1437877 41.3697751, 2.1437372 41.3698138, 2.143217 41.3702126, 2.1431698 41.3702493, 2.1431141 41.3702902, 2.143083 41.3703152)",,,,,,,,
30264251,412438078,0,243809301,True,,Carrer de Mandoni,residential,30,False,59.102999999999994,4.453576939980325,0.0009764043140006603,"LINESTRING (2.1429221 41.3690918, 2.1429885 41.3690448, 2.143043 41.3690052, 2.1434191 41.3687316, 2.1434316 41.3687226)",,,,,,,,
30264251,30264258,0,"[244033514, 1012172275]",False,,Carrer de Sant Fructuós,residential,30,False,116.73500000000001,1.574583824254203,0.00016370897064860244,"LINESTRING (2.1429221 41.3690918, 2.1428733 41.3690549, 2.142816 41.369011, 2.1420004 41.3683856, 2.1419475 41.3683389)",,,,,,,,
30264251,7038308651,0,244033514,False,,Carrer de Sant Fructuós,residential,30,True,105.127,1.6036998742639623,0.0021188367875934733,"LINESTRING (2.1429221 41.3690918, 2.1429806 41.3691361, 2.1430474 41.3691852, 2.143765 41.3697124, 2.1437713 41.369717, 2.1438027 41.3697641)",,,,,,,,
30264252,30264259,0,"[1012172280, 753276485]",True,,Carrer de la Font Florida,residential,30,False,86.93799999999999,6.202507144710481,0.0017781737005519928,"LINESTRING (2.1434069 41.3685523, 2.142834 41.3680058, 2.1427416 41.3679541)",,,,,,,,
30264258,2888610566,0,"[4747856, 1012172276, 532051774]",True,1,Carrer de Trajà,residential,"['20', '30']",False,88.077,4.610935631629301,1.2111320038539767e-05,"LINESTRING (2.1419475 41.3683389, 2.1418881 41.3683654, 2.1412939 41.3686716, 2.1411583 41.3687478, 2.1411448 41.3687554, 2.1411259 41.3687791, 2.1411216 41.3687845, 2.1411042 41.3688065)",,,,,,,,
30264258,30264251,0,"[244033514, 1012172275]",False,,Carrer de Sant Fructuós,residential,30,True,116.73500000000001,1.574583824254202,0.0006846245761360097,"LINESTRING (2.1419475 41.3683389, 2.1420004 41.3683856, 2.142816 41.369011, 2.1428733 41.3690549, 2.1429221 41.3690918)",,,,,,,,
30264259,30264258,0,"[532051774, 1012172277, 1012172278]",True,1,Carrer de Trajà,residential,30,False,78.88199999999999,6.163625560331404,0.000533026925525947,"LINESTRING (2.1427416 41.3679541, 2.1426723 41.367987, 2.1420289 41.3682979, 2.1419475 41.3683389)",,,,,,,,
30264259,9533512214,0,"[309195776, 76168869, 35163013, 1012172279]",False,,Carrer de la Font Florida,residential,30,"[False, True]",379.668,1.6166872039657,0.0012751416186959615,"LINESTRING (2.1427416 41.3679541, 2.142694 41.3679093, 2.14263 41.3678457, 2.1424963 41.3677157, 2.1424723 41.3676923, 2.1423885 41.3676108, 2.1421408 41.3673734, 2.1420259 41.3672666, 2.1419434 41.3671588, 2.1418772 41.3670213, 2.1417898 41.3666725, 2.1417862 41.3665805, 2.1417378 41.3663826, 2.1416937 41.3662787, 2.1416306 41.3661835, 2.1415531 41.3661053, 2.1414544 41.3660227, 2.141356 41.3659769, 2.1412394 41.3659299, 2.1410766 41.3659077, 2.1408838 41.3658963, 2.139944 41.3658648, 2.1399159 41.3658639, 2.1399032 41.3658639, 2.1398935 41.3658642)",,,,,,,,
30264260,3230125668,0,661154522,True,1,Carrer de Gavà,residential,30,False,48.251999999999995,12.566000023923788,0.01291680012740078,"LINESTRING (2.1383213 41.3702012, 2.1386949 41.3703715, 2.1388155 41.3704265)",,,,,,,,
30264260,1012815286,0,"[4747857, 903153114]",True,,Carrer de Viladecans,residential,"['20', '30']",False,85.487,7.640763769969491,0.00022442018343753794,"LINESTRING (2.1383213 41.3702012, 2.138358 41.3701631, 2.1383895 41.3701341, 2.1389288 41.369638, 2.1389658 41.3696037)",,,,,,,,
30264262,1012356726,0,"[93736058, 911388975]",True,,"['Carrer del Corral', 'Carrer Corral']",residential,"['20', '30']",False,102.77100000000002,10.65996201342877,0.0003029891510918097,"LINESTRING (2.1394915 41.3691649, 2.1394785 41.3691528, 2.1394513 41.3691275, 2.1387705 41.3685276, 2.138743 41.3685034, 2.1386899 41.3684635)",,,,,,,,
30264304,178522003,0,4747859,True,,Carrer d'Almería,living_street,20,False,88.669,22.227945095962585,0.0005652636518412944,"LINESTRING (2.1376759 41.374406, 2.137681 41.3743967, 2.1380809 41.3736909, 2.1380915 41.3736721)",,,,,,,,
30264304,30264311,0,"[17204097, 4747873]",True,1,"['Carrer de Rossend Arús', 'Carrer del Sant Crist']",living_street,"['20', '10']",False,91.70199999999998,15.649595959433137,0.002312025226591202,"LINESTRING (2.1376759 41.374406, 2.1376562 41.3744003, 2.1372582 41.3742542, 2.1372492 41.3742508, 2.1371598 41.3741987, 2.1371178 41.3741568, 2.1371056 41.3741044, 2.1371137 41.374052, 2.1372319 41.3738847, 2.1372545 41.3738528)",,,,,,,,
30264306,1012354007,0,187557317,True,,Plaça de la Farga,living_street,10,False,74.616,11.228591647447985,0.001120735172587599,"LINESTRING (2.1386801 41.3726242, 2.1383005 41.3725036, 2.1378567 41.3723625)",,,,,,,,
