u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,access,ref,tunnel,bridge,width,junction
42431536,42431797,0,46610725,True,,Grove Street,residential,20 mph,False,135.913,"LINESTRING (-74.005461 40.7324485, -74.0054165 40.7324628, -74.0040321 40.7329069, -74.0039756 40.732925)",5.662158756795371,0.0008314375569467713,,,,,,
42431536,339044224,0,1014414688,True,,Bedford Street,residential,20 mph,False,85.131,"LINESTRING (-74.005461 40.7324485, -74.005489 40.7324968, -74.0058393 40.7331021, -74.0058626 40.7331509)",16.23052060489316,0.00963695147400288,,,,,,
42431544,42443612,0,5671129,True,2,East 56th Street,residential,,False,155.234,"LINESTRING (-73.9744717 40.7622903, -73.9743475 40.7622384, -73.9729718 40.7616631, -73.9728581 40.7616156)",5.279661691508928,0.002549040355053934,,,,,,
42431544,42440951,0,195743336,True,5,5th Avenue,secondary,,False,78.358,"LINESTRING (-73.9744717 40.7622903, -73.9745091 40.7622399, -73.9747645 40.7618952, -73.9748839 40.761734, -73.9749271 40.7616758)",5.3189418955491545,0.005049584104870235,,,,,,
42431549,42440020,0,496989355,True,3,7th Avenue,secondary,25 mph,False,76.929,"LINESTRING (-73.9805314 40.7648393, -73.9805598 40.7648004, -73.9809386 40.7642812, -73.9809718 40.7642332)",8.861290824019408,0.018911030773300416,,,,,,
42431549,42430378,0,618990022,True,2,West 56th Street,residential,,False,273.219,"LINESTRING (-73.9805314 40.7648393, -73.9803998 40.7647849, -73.9797091 40.7644992, -73.97962 40.7644623, -73.9795044 40.7644138, -73.9794282 40.7643818, -73.9793456 40.7643469, -73.9789302 40.7641716, -73.9788765 40.7641489, -73.9783036 40.7639072, -73.9778226 40.7637042, -73.977693 40.7636495)",5.274435362064496,0.003034476677541663,,,,,,
42431556,42435714,0,"[439933933, 663543997]",True,5,8th Avenue,secondary,,False,87.077,"LINESTRING (-73.9833766 40.7660319, -73.9833223 40.7661056, -73.9829638 40.766592, -73.982932 40.7666352, -73.9828727 40.7667157)",5.317843161814179,0.03253381536019751,,,,,,
42431556,42428328,0,618990022,True,2,West 56th Street,residential,,False,128.953,"LINESTRING (-73.9833766 40.7660319, -73.9832434 40.7659758, -73.9821307 40.765507, -73.9820384 40.7654683)",5.316749330633918,0.003454133968197984,,,,,,
42431560,42440960,0,"[420892265, 420892275]",True,"['5', '4']",9th Avenue,primary,,False,78.17500000000001,"LINESTRING (-73.9862074 40.7672471, -73.9862517 40.7671884, -73.9864901 40.7668725, -73.9866333 40.7666826, -73.986668 40.7666367)",5.313698205006643,0.009050700996384798,,,,,,
42431560,42431556,0,618990022,True,2,West 56th Street,residential,,False,274.04600000000005,"LINESTRING (-73.9862074 40.7672471, -73.9860762 40.7671897, -73.98482 40.766637, -73.984649 40.766566, -73.9842813 40.7664092, -73.9835266 40.7660944, -73.9833766 40.7660319)",5.315219550541786,0.000815095670575787,,,,,,
42431563,42431560,0,618990022,True,2,West 56th Street,residential,,False,273.898,"LINESTRING (-73.9890489 40.7684455, -73.9889264 40.7683938, -73.986349 40.7673068, -73.9862074 40.7672471)",5.31392180675672,0.0008809334861711195,,,,,,
42431563,42455643,0,"[808190584, 808190576]",True,"['4', '3']",10th Avenue,primary,25 mph,False,85.275,"LINESTRING (-73.9890489 40.7684455, -73.9890075 40.7685018, -73.9888559 40.7687105, -73.9886271 40.7690266, -73.988561 40.7691175)",5.2477775482326425,0.00987267436733974,,,,,,
42431602,42443588,0,5671121,True,,Elk Street,unclassified,25 mph,False,68.305,"LINESTRING (-74.0048174 40.7134819, -74.0047551 40.7135592, -74.0046906 40.7136386, -74.0045089 40.713863, -74.0044745 40.7139069, -74.0044656 40.7139179, -74.0044546 40.7139347, -74.0044455 40.7139513, -74.0044351 40.7139833, -74.0044302 40.7140166)",5.122840413131234,1.657702142668195e-05,,,,,,
42431602,272195271,0,"[1010159653, 837450655]",False,"['4', '3']",Chambers Street,unclassified,25 mph,False,147.009,"LINESTRING (-74.0048174 40.7134819, -74.0057551 40.7139194, -74.0058972 40.7139851, -74.0062038 40.7141268, -74.0063041 40.7141733)",1.6818389237002873,0.0003067336801575405,,,,,,
42431602,4878831008,0,986808853,False,4,Chambers Street,unclassified,25 mph,False,69.96799999999999,"LINESTRING (-74.0048174 40.7134819, -74.0041879 40.7131907, -74.0041097 40.713153)",1.479060575410346,0.003010669253152279,,,,,,
42431611,42445356,0,"[955237974, 413054286]",True,"['4', '3']",Church Street,secondary,25 mph,False,65.43299999999999,"LINESTRING (-74.007932 40.7149277, -74.0078838 40.7149886, -74.0077456 40.7151635, -74.0076024 40.7153448, -74.0075786 40.7153749, -74.007533 40.7154325)",5.3088062506132,0.0045301707668342,,,,,,
42431611,42431614,0,524816751,False,2,Chambers Street,residential,25 mph,False,129.445,"LINESTRING (-74.007932 40.7149277, -74.0080605 40.7149853, -74.0091326 40.7154769, -74.0092468 40.7155294)",1.7470808055224518,2.3102019222290802e-05,,,,,,
42431611,272195271,0,837450654,False,3,Chambers Street,unclassified,25 mph,True,160.817,"LINESTRING (-74.007932 40.7149277, -74.0078289 40.7148782, -74.006935 40.714465, -74.0064152 40.7142247, -74.0063041 40.7141733)",1.7274570269860527,0.0029414807630132557,,,,,,
42431614,42431617,0,127690685,False,2,Chambers Street,secondary,25 mph,False,165.478,"LINESTRING (-74.0092468 40.7155294, -74.0093661 40.7155843, -74.0108485 40.7162697, -74.0109232 40.7163041)",1.8196903428627644,0.0017498163007377363,,,,,,
42431614,42449600,0,439933951,True,2,West Broadway,secondary,25 mph,False,73.946,"LINESTRING (-74.0092468 40.7155294, -74.0092713 40.715506, -74.0092991 40.715478, -74.0093271 40.7154465, -74.0096564 40.7150303, -74.0097093 40.7149648)",5.259942526357417,0.003922699350439408,,,,,,
42431614,42431611,0,524816751,False,2,Chambers Street,residential,25 mph,True,129.445,"LINESTRING (-74.0092468 40.7155294, -74.0091326 40.7154769, -74.0080605 40.7149853, -74.007932 40.7149277)",1.7470808055224527,0.001445022484789701,,,,,,
42431617,42431614,0,127690685,False,2,Chambers Street,secondary,25 mph,True,165.478,"LINESTRING (-74.0109232 40.7163041, -74.0108485 40.7162697, -74.0093661 40.7155843, -74.0092468 40.7155294)",1.8196903428627653,0.0008334949886841254,,,,,,
42431617,42431626,0,"[421832642, 226040986]",False,3,Chambers Street,secondary,25 mph,"[False, True]",180.05599999999998,"LINESTRING (-74.0109232 40.7163041, -74.0110308 40.7163509, -74.0117591 40.7166825, -74.0121906 40.7168785, -74.0126316 40.7170775, -74.0127568 40.7171351)",1.812417204782069,0.0014780001763512918,,,,,,
42431617,5812723033,0,643000849,True,1,Greenwich Street,residential,25 mph,False,79.536,"LINESTRING (-74.0109232 40.7163041, -74.0109468 40.7162126, -74.0110871 40.71568, -74.0111062 40.7156024)",8.80982460115628,0.000541457249507686,,,,,,
42431626,246858448,0,420772653,False,,Chambers Street,secondary,25 mph,False,25.676,"LINESTRING (-74.0127568 40.7171351, -74.0130166 40.7172557)",1.7649760346849812,0.0011066631396408312,,,,,,
42431626,42453417,0,195743229,True,4,West Street,trunk,30 mph,False,215.746,"LINESTRING (-74.0127568 40.7171351, -74.0123505 40.7189317, -74.0123246 40.7190475)",6.840608387425539,0.004665020721276784,,NY 9A,,,,
42431626,42431617,0,"[421832642, 226040986]",False,3,Chambers Street,secondary,25 mph,"[False, True]",180.056,"LINESTRING (-74.0127568 40.7171351, -74.0126316 40.7170775, -74.0121906 40.7168785, -74.0117591 40.7166825, -74.0110308 40.7163509, -74.0109232 40.7163041)",1.8124172047820701,0.0007906416247832348,,,,,,
42431629,42431630,0,584971513,False,2,Chambers Street,residential,25 mph,False,23.145,"LINESTRING (-74.0138194 40.7176193, -74.0140548 40.7177265)",1.5268442587094304,0.0012595597096082061,,,,,,
42431629,246858448,0,"[226040985, 1234505618, 46165814]",False,2,Chambers Street,residential,25 mph,"[False, True]",78.82,"LINESTRING (-74.0138194 40.7176193, -74.0132263 40.717349, -74.0131667 40.7173219, -74.0131113 40.7172977, -74.0130166 40.7172557)",1.675969940228646,0.0016783940275695852,,,,,,
42431630,42431629,0,584971513,False,2,Chambers Street,residential,25 mph,True,23.145,"LINESTRING (-74.0140548 40.7177265, -74.0138194 40.7176193)",1.5268442587094302,0.0004820856479440379,,,,,,
42431630,42446814,0,5671457,True,1,North End Avenue,residential,25 mph,False,79.74000000000001,"LINESTRING (-74.0140548 40.7177265, -74.0141086 40.717659, -74.014491 40.7171798, -74.0145447 40.717113)",2.67965154997229,0.0006014166887105782,,,,,,
42431630,42445291,0,"[194923760, 5671307]",False,2,"['River Terrace', 'Chambers Street']",residential,25 mph,"[False, True]",175.46199999999996,"LINESTRING (-74.0140548 40.7177265, -74.0141356 40.7177635, -74.014865 40.7180975, -74.0148971 40.7181113, -74.014926 40.7181216, -74.0149597 40.7181289, -74.0149992 40.7181293, -74.0150607 40.7181165, -74.0151307 40.7180923, -74.0152391 40.7180382, -74.0153918 40.7179525, -74.0154994 40.7178845, -74.0156028 40.7178132, -74.0156977 40.717743, -74.0157246 40.7177199, -74.0157766 40.7176755)",1.207084057623994,0.0004164829674044029,,,,,,
42431649,42431650,0,5670029,True,,East 64th Street,residential,,False,154.329,"LINESTRING (-73.970728 40.767394, -73.9706301 40.7673527, -73.9692542 40.7667723, -73.9692421 40.7667672, -73.969127 40.7667187)",8.535561291142033,0.0020496722805161214,,,,,,
42431649,42429970,0,195743342,True,3,5th Avenue,secondary,25 mph,False,79.8,"LINESTRING (-73.970728 40.767394, -73.9707647 40.7673441, -73.9711438 40.7668285, -73.971189 40.766767)",15.082183082393874,0.015627017017899657,,,,,,
42431650,596775963,0,5670029,True,,East 64th Street,residential,,False,145.464,"LINESTRING (-73.969127 40.7667187, -73.9690336 40.7666793, -73.9690204 40.7666738, -73.9677179 40.7661303, -73.9676144 40.7660871)",5.277671287301674,0.01455286129970902,,,,,,
42431650,42445972,0,458180199,True,3,Madison Avenue,secondary,25 mph,False,81.105,"LINESTRING (-73.969127 40.7667187, -73.9690837 40.7667779, -73.9687089 40.7672914, -73.9686619 40.7673574)",8.332940713327357,0.00947370896158481,,,,,,
42431652,42431654,0,5670029,True,,East 64th Street,residential,,False,147.853,"LINESTRING (-73.9674335 40.7660116, -73.9673139 40.765961, -73.9660113 40.7654095, -73.965901 40.7653629)",5.3150742678850795,0.00230579313993475,,,,,,
42431652,42455666,0,671208358,True,3,Park Avenue,primary,25 mph,False,79.85000000000001,"LINESTRING (-73.9674335 40.7660116, -73.9673933 40.7660664, -73.9670177 40.7665795, -73.9669732 40.7666394)",8.82110541724653,0.02231637421744114,,,,,,
42431654,42431656,0,5670029,True,,East 64th Street,residential,,False,154.657,"LINESTRING (-73.965901 40.7653629, -73.9658037 40.7653215, -73.9644414 40.7647426, -73.9642995 40.7646823)",10.536392698510987,0.0002406607295065103,,,,,,
42431654,42429976,0,1106471567,True,4,Lexington Avenue,secondary,25 mph,False,79.454,"LINESTRING (-73.965901 40.7653629, -73.9659451 40.765303, -73.9663185 40.7647969, -73.9663609 40.764739)",5.3154151455253205,0.013687681862269641,,,,,,
42431656,42431659,0,5670029,True,,East 64th Street,residential,,False,215.741,"LINESTRING (-73.9642995 40.7646823, -73.9641696 40.7646281, -73.9621865 40.7637931, -73.9620616 40.7637382)",5.350123835225347,0.0008363753931164212,,,,,,
42431656,42449985,0,497251086,True,4,3rd Avenue,primary,,False,79.527,"LINESTRING (-73.9642995 40.7646823, -73.9642591 40.7647379, -73.9638832 40.7652537, -73.9638433 40.7653085)",8.85813481639368,0.020380095817535197,,,,,,
42431659,42431661,0,5670029,True,,East 64th Street,residential,,False,228.164,"LINESTRING (-73.9620616 40.7637382, -73.9619776 40.7637028, -73.9619403 40.7636871, -73.9598351 40.7627989, -73.9596948 40.7627398)",10.437880913548465,0.0003281309702260236,,,,,,
42431659,42429981,0,686125787,True,5,2nd Avenue,primary,25 mph,False,79.317,"LINESTRING (-73.9620616 40.7637382, -73.9620988 40.7636869, -73.9621794 40.7635757, -73.9624741 40.7631692, -73.962515 40.763113)",5.26441371487757,0.021806895335508333,,,,,,
42431661,42427972,0,968393468,True,,East 64th Street,residential,,False,215.986,"LINESTRING (-73.9596948 40.7627398, -73.9595579 40.7626821, -73.957576 40.7618461, -73.9574532 40.7617963)",5.588066770498354,0.0005309349557652177,,,,,,
42431661,42455675,0,968393469,True,5,1st Avenue,primary,25 mph,False,79.933,"LINESTRING (-73.9596948 40.7627398, -73.9596532 40.7627981, -73.9592748 40.7633184, -73.9592368 40.7633694)",8.632583205720477,0.013260852952414543,,,,,,
42431671,42431674,0,5670034,True,,East 68th Street,residential,,False,154.30999999999997,"LINESTRING (-73.968904 40.769901, -73.9688045 40.769859, -73.9674089 40.7692704, -73.9673032 40.7692257)",4.790860974283902,0.00036880933486171117,,,,,,
42431671,42437423,0,195743339,True,3,5th Avenue,secondary,25 mph,False,79.493,"LINESTRING (-73.968904 40.769901, -73.9689451 40.7698449, -73.9693214 40.7693305, -73.9693618 40.7692758)",15.08111054590578,0.01587749463598154,,,,,,
42431674,42445994,0,195743185,True,4,Madison Avenue,secondary,25 mph,False,79.249,"LINESTRING (-73.9673032 40.7692257, -73.967258 40.7692873, -73.9668878 40.7698013, -73.9668519 40.7698511)",4.595768206354484,0.009248508361990418,,,,,,
42431674,596776017,0,543905773,True,,East 68th Street,residential,,False,146.03300000000002,"LINESTRING (-73.9673032 40.7692257, -73.9672002 40.7691818, -73.9659034 40.7686351, -73.9657883 40.7685866)",5.279720419774263,0.0014778826088234429,,,,,,
42431677,42431678,0,195743167,True,1,East 68th Street,residential,,False,147.679,"LINESTRING (-73.9656086 40.7685108, -73.9655012 40.7684655, -73.9641635 40.7679014, -73.9640765 40.7678647)",5.3110522911429605,0.00040995796960879404,,,,,,
42431677,42455694,0,686125782,True,3,Park Avenue,primary,25 mph,False,79.31400000000001,"LINESTRING (-73.9656086 40.7685108, -73.9655676 40.7685685, -73.9651957 40.7690812, -73.9651557 40.7691362)",5.314749704986613,0.017718484554566028,,,,,,
42431678,42431680,0,195743167,True,1,East 68th Street,residential,,False,154.67600000000002,"LINESTRING (-73.9640765 40.7678647, -73.963969 40.7678194, -73.9626178 40.7672495, -73.9624718 40.767188)",5.314850349183963,0.00010287158686770714,,,,,,
42431678,42437433,0,1106469544,True,3,Lexington Avenue,secondary,25 mph,False,79.19300000000001,"LINESTRING (-73.9640765 40.7678647, -73.9641155 40.7678101, -73.9644943 40.7672913, -73.9645312 40.7672413)",5.313694052390195,0.006471680921729418,,,,,,
42431680,42431681,0,195743167,True,1,East 68th Street,residential,,False,216.239,"LINESTRING (-73.9624718 40.767188, -73.9623382 40.7671316, -73.961684 40.7668557, -73.9612694 40.7666809, -73.9607473 40.7664607, -73.9603657 40.7662998, -73.9602285 40.7662419)",5.372726352836361,0.0006774240954648326,,,,,,
42431680,42449991,0,"[1224480430, 686125790]",True,"['5', '4']",3rd Avenue,primary,,False,79.378,"LINESTRING (-73.9624718 40.767188, -73.9624282 40.7672475, -73.9623502 40.7673544, -73.9620545 40.7677596, -73.9620159 40.7678128)",5.315502852259509,0.015254915792258178,,,,,,
42431681,42431684,0,195743167,True,1,East 68th Street,residential,,False,229.937,"LINESTRING (-73.9602285 40.7662419, -73.9601081 40.7661911, -73.958003 40.7653033, -73.9578431 40.7652359)",5.285954670999356,0.00013890603415336685,,,,,,
42431681,42437445,0,461593096,True,3,2nd Avenue,primary,25 mph,False,80.07900000000001,"LINESTRING (-73.9602285 40.7662419, -73.9602697 40.7661861, -73.9605149 40.7658539, -73.9606439 40.7656773, -73.9606918 40.765613)",5.4012137944007454,0.019793022367222173,,,,,,
42431684,42427991,0,"[968393476, 1086267975]",True,2,East 68th Street,residential,,False,214.18900000000002,"LINESTRING (-73.9578431 40.7652359, -73.9577308 40.7651886, -73.9558298 40.7643868, -73.9557417 40.7643497, -73.9556211 40.7642988)",4.931098075977863,0.005571642712282867,,,,,,
42431684,42455695,0,"[968393477, 968393478]",True,"['5', '6']",1st Avenue,primary,25 mph,False,79.501,"LINESTRING (-73.9578431 40.7652359, -73.957806 40.7652889, -73.9575071 40.7657232, -73.9574381 40.7658164, -73.9573999 40.7658671)",5.28716202634687,0.008629985597977839,,,,,,
42431773,42431519,0,5672922,False,,Carmine Street,residential,25 mph,True,135.476,"LINESTRING (-74.0024762 40.7303374, -74.0025491 40.7303141, -74.0032714 40.7300829, -74.0039082 40.7298791, -74.0039573 40.7298634)",1.8277635843104763,0.0002573553184610411,,,,,,
42431773,42430205,0,"[46607937, 663799681]",True,,Carmine Street,residential,25 mph,False,69.739,"LINESTRING (-74.0024762 40.7303374, -74.0024382 40.7303491, -74.0024135 40.7303569, -74.0018721 40.7305228, -74.0017 40.7305503)",20.988366201164652,0.0038713811245334037,,,,,,
42431773,42430187,0,433124996,True,1,Bleecker Street,residential,25 mph,False,70.185,"LINESTRING (-74.0024762 40.7303374, -74.0024367 40.7302679, -74.0022288 40.7298973, -74.0022057 40.7298561, -74.0021622 40.7297532)",5.757266110674241,0.026275166798930136,,,,,,
42431777,42431773,0,467222812,True,1,Bleecker Street,residential,25 mph,False,71.107,"LINESTRING (-74.0028182 40.730922, -74.0027953 40.7308829, -74.0025138 40.7303992, -74.0024762 40.7303374)",5.400840713846683,0.02702460100520236,,,,,,
42431785,42429701,0,467222812,True,1,Bleecker Street,residential,25 mph,False,40.132999999999996,"LINESTRING (-74.0031289 40.7314683, -74.0029626 40.7311801, -74.0029381 40.7311376)",13.709990026694854,0.027728183875613554,,,,,,
42431789,42446902,0,5671460,True,,Jones Street,residential,25 mph,False,151.061,"LINESTRING (-74.0032895 40.7317466, -74.0032564 40.7317582, -74.0032353 40.7317656, -74.0017189 40.7322984, -74.001663 40.732318)",20.81265302863142,0.002630161949269612,,,,,,
42431789,42431785,0,467222812,True,1,Bleecker Street,residential,25 mph,False,33.774,"LINESTRING (-74.0032895 40.7317466, -74.0032654 40.7317048, -74.0031526 40.7315094, -74.0031289 40.7314683)",22.30707076604483,0.026106281045175324,,,,,,
42431797,42430803,0,46610725,True,,Grove Street,residential,20 mph,False,86.50800000000001,"LINESTRING (-74.0039756 40.732925, -74.0039421 40.7329359, -74.0039221 40.7329422, -74.0032143 40.7331641, -74.0030292 40.7332265)",9.146369769859977,0.00024771478117743877,,,,,,
42431797,5837088105,0,492148703,True,,Bleecker Street,residential,20 mph,False,81.644,"LINESTRING (-74.0039756 40.732925, -74.0039448 40.7328725, -74.0036613 40.7323894, -74.0035825 40.7322539)",5.608375491381787,0.039426270464097815,,,,,,
42431802,4841945995,0,492148704,True,,Christopher Street,residential,20 mph,False,9.621,"LINESTRING (-74.0042514 40.7333991, -74.0043633 40.7333819)",10.339389239038816,0.0026231078975986833,,,,,,
42431802,42431797,0,492148703,True,,Bleecker Street,residential,20 mph,False,57.613,"LINESTRING (-74.0042514 40.7333991, -74.0042212 40.7333492, -74.0040026 40.7329714, -74.0039756 40.732925)",15.986073332505168,0.03884254768832848,,,,,,
42431804,42457728,0,216959250,True,,West 10th Street,residential,20 mph,False,136.732,"LINESTRING (-74.004561 40.73401, -74.0045285 40.7340147, -74.0044996 40.7340191, -74.0030259 40.7342448, -74.0029703 40.7342533)",5.272505976882707,0.0034021691208888107,,,,,,
42431804,4841945993,0,663797737,True,,Bleecker Street,residential,20 mph,False,24.688,"LINESTRING (-74.004561 40.73401, -74.0045414 40.7339618, -74.0044748 40.7337978)",8.205882272631095,0.03909061517208947,,,,,,
42431805,42436400,0,5672073,True,,Charles Street,residential,20 mph,False,121.55600000000001,"LINESTRING (-74.0047458 40.7346517, -74.0048159 40.7346413, -74.0060585 40.7344544, -74.0061609 40.734439)",5.312007623059428,0.0011693854157481703,,,,,,
42431805,42431804,0,663634122,True,,Bleecker Street,residential,20 mph,False,73.033,"LINESTRING (-74.0047458 40.7346517, -74.0047337 40.7346097, -74.0045761 40.7340624, -74.004561 40.73401)",5.475849721592796,0.03925503335978603,,,,,,
42431812,42457421,0,5673052,True,,Perry Street,residential,20 mph,False,136.489,"LINESTRING (-74.0049302 40.7352971, -74.0048705 40.7353057, -74.0034013 40.7355218, -74.0033399 40.7355308)",5.209466168003232,0.0012367516092055375,,,,,,
42431812,42431805,0,663634122,True,,Bleecker Street,residential,20 mph,False,73.428,"LINESTRING (-74.0049302 40.7352971, -74.0049202 40.7352621, -74.0047629 40.7347116, -74.0047458 40.7346517)",5.314857561209365,0.03916321312053611,,,,,,
42431814,42436407,0,5671668,True,,West 11th Street,residential,20 mph,False,69.087,"LINESTRING (-74.0051271 40.7359654, -74.0051837 40.735957, -74.0058431 40.7358591, -74.0059318 40.735846)",6.780211561648533,0.0014924021985127708,,,,,,
42431814,42431812,0,663634122,True,,Bleecker Street,residential,20 mph,False,76.141,"LINESTRING (-74.0051271 40.7359654, -74.005112 40.7359144, -74.004948 40.7353577, -74.0049302 40.7352971)",5.208244655138852,0.03900067601328513,,,,,,
42431822,1692433907,0,"[1049837953, 1049837954, 663797741]",True,"['1', '2']",Bleecker Street,residential,25 mph,False,68.987,"LINESTRING (-73.9930426 40.7254617, -73.9929195 40.7254288, -73.9927873 40.7253935, -73.9924591 40.7253058, -73.9924182 40.7252949, -73.9923774 40.725284, -73.9922705 40.7252555)",6.796070581230867,0.0026291038415189724,,,,,,
42431990,4158807592,0,5670058,True,1,Oliver Street,residential,25 mph,False,68.75699999999999,"LINESTRING (-73.9979907 40.7127254, -73.9980988 40.7130929, -73.9981107 40.713132, -73.9981212 40.7131521, -73.9981283 40.7131658, -73.9981466 40.713191, -73.9981817 40.7132213, -73.9982253 40.7132605, -73.9982694 40.7132906)",5.764491557390702,0.0010416482967404402,,,,,,
42431990,42435910,0,1238431028,False,,Henry Street,residential,25 mph,False,74.27199999999999,"LINESTRING (-73.9979907 40.7127254, -73.9979069 40.7127347, -73.9978476 40.7127396, -73.9971793 40.712795, -73.9971151 40.7128003)",1.6723496769547608,6.754254474914029e-05,,,,,,
42431992,42431990,0,5670058,True,1,Oliver Street,residential,25 mph,False,85.523,"LINESTRING (-73.9977759 40.7119737, -73.9978015 40.712063, -73.9979553 40.7126003, -73.9979755 40.712671, -73.9979907 40.7127254)",4.996212744640377,0.0006840078770243658,,,,,,
42431992,42437124,0,1238431052,False,2,Madison Street,secondary,25 mph,False,71.095,"LINESTRING (-73.9977759 40.7119737, -73.9976971 40.7119827, -73.9973034 40.7120275, -73.9971559 40.7120441, -73.9970344 40.712062, -73.9969884 40.7120726, -73.9969466 40.7120847)",1.644194836290194,0.00014878170649266673,,,,,,
42431992,42437753,0,1238431052,False,2,Madison Street,secondary,25 mph,True,77.069,"LINESTRING (-73.9977759 40.7119737, -73.9978742 40.7119634, -73.9986406 40.7118834, -73.9986817 40.711879)",1.605200648847833,5.5962143256032685e-05,,,,,,
42432000,42427744,0,125525165,False,,Madison Street,residential,25 mph,False,260.303,"LINESTRING (-73.9838874 40.7131988, -73.9837925 40.7132121, -73.9834557 40.7132509, -73.9832906 40.7132699, -73.9826618 40.7133424, -73.9824947 40.7133617, -73.9822538 40.7133895, -73.982173 40.7133988, -73.9821366 40.713403, -73.9820923 40.7134081, -73.9820571 40.7134121, -73.9817077 40.7134524, -73.9812927 40.7135002, -73.9809406 40.7135409, -73.9808346 40.7135531)",1.5920492825969197,5.566822443641066e-05,,,,,,
42432000,42437773,0,739591695,False,,Madison Street,residential,25 mph,True,99.898,"LINESTRING (-73.9838874 40.7131988, -73.9839843 40.7131852, -73.9848595 40.7130928, -73.9849145 40.713087, -73.9850618 40.7130809)",1.5999654783076815,0.0003194897569291362,,,,,,
42432054,42429647,0,5670076,True,1,Stanton Street,residential,25 mph,False,77.293,"LINESTRING (-73.9908923 40.7221822, -73.9908141 40.7221584, -73.9901051 40.7219426, -73.990042 40.7219217)",8.042030655833306,0.001277136055021603,,,,,,
42432054,1918039896,0,40709928,True,1,Forsyth Street,residential,25 mph,False,141.52,"LINESTRING (-73.9908923 40.7221822, -73.9908721 40.7222309, -73.9908323 40.7223268, -73.9903699 40.7232294, -73.9903422 40.7232839, -73.9902968 40.7233719)",11.419103545927321,0.000707168680010581,,,,,,
42432057,42437109,0,"[993799930, 834238142]",True,2,Allen Street,primary,25 mph,False,137.14000000000001,"LINESTRING (-73.9892792 40.7216851, -73.9892994 40.7216431, -73.9896674 40.7208768, -73.9898182 40.7205926, -73.9898501 40.7205303)",4.997302108914094,0.0037216588778179465,,,,,,
42432060,7480301866,0,"[221687792, 814840328, 799818237, 1202563951]",True,"['4', '2']",Allen Street,primary,25 mph,False,141.85,"LINESTRING (-73.9890209 40.7216145, -73.9889951 40.7216666, -73.9889246 40.7218553, -73.9888768 40.7219882, -73.9887515 40.7223371, -73.9886176 40.722699, -73.9886041 40.7227513, -73.9885922 40.7228463)",12.234092756775683,0.01057355318461041,,,,,,
42432060,42432063,0,496986998,True,,Stanton Street,residential,25 mph,False,45.803000000000004,"LINESTRING (-73.9890209 40.7216145, -73.9889254 40.7215865, -73.9885826 40.7214828, -73.9885157 40.7214626)",8.744160653672608,7.21864620991682e-05,,,,,,
42432063,42432066,0,110854073,True,,Stanton Street,residential,25 mph,False,68.202,"LINESTRING (-73.9885157 40.7214626, -73.988453 40.7214436, -73.9883806 40.7214217, -73.9878286 40.7212541, -73.9877644 40.7212346)",5.306485898206027,0.00025147694206860064,,,,,,
42432063,1919595914,0,"[496986996, 496986997]",True,,Orchard Street,residential,25 mph,False,140.715,"LINESTRING (-73.9885157 40.7214626, -73.9884905 40.721512, -73.9883266 40.7218307, -73.9879896 40.7225028, -73.9879609 40.7225573, -73.9879176 40.7226441)",8.828825888133455,0.0002769303118478676,,,,,,
42432066,42437096,0,845741670,True,,Ludlow Street,residential,25 mph,False,137.991,"LINESTRING (-73.9877644 40.7212346, -73.9877913 40.7211826, -73.988332 40.7201328, -73.9883599 40.7200786)",5.288455818524857,0.0013435029244922552,,,,,,
42432066,42432068,0,845781114,True,,Stanton Street,residential,25 mph,False,74.07199999999999,"LINESTRING (-73.9877644 40.7212346, -73.9877028 40.7212159, -73.9870716 40.7210253, -73.9870601 40.7210218, -73.986948 40.7209878)",8.801210610437035,0.0016146136437116068,,,,,,
42432068,9166033061,0,46201668,False,2,Essex Street,primary,25 mph,False,140.637,"LINESTRING (-73.986948 40.7209878, -73.9869205 40.7210396, -73.9866789 40.7215058, -73.9864016 40.722041, -73.9863792 40.7220818, -73.9863339 40.7221638)",1.767368830940091,0.0014243305998883108,,,,,,
42432068,42437084,0,46201668,False,2,Essex Street,primary,25 mph,True,138.073,"LINESTRING (-73.986948 40.7209878, -73.986974 40.7209373, -73.9875148 40.7198854, -73.9875441 40.7198312)",1.7719168559602008,0.003593392704934897,,,,,,
42432068,42432071,0,845781114,True,,Stanton Street,residential,25 mph,False,71.78399999999999,"LINESTRING (-73.986948 40.7209878, -73.9868341 40.7209535, -73.9862287 40.72077, -73.986157 40.7207483)",8.47980500356586,0.0013894130441172148,,,,,,
42432071,1919595924,0,46201677,True,,Norfolk Street,residential,25 mph,False,140.281,"LINESTRING (-73.986157 40.7207483, -73.9861282 40.7208017, -73.9856118 40.7217897, -73.9855798 40.7218502, -73.9855447 40.7219214)",8.498947709063485,0.001351321165094201,,,,,,
42432071,42432073,0,845781114,True,,Stanton Street,residential,25 mph,False,76.289,"LINESTRING (-73.986157 40.7207483, -73.9860871 40.7207273, -73.9857892 40.720637, -73.9853768 40.7205119, -73.9853164 40.7204937)",5.253044708443968,0.001429444787349734,,,,,,
