u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,access,ref,tunnel,bridge,width,junction
6633355338,5749889413,1,705964774,True,,56th Avenue,residential,,False,135.664,"LINESTRING (-73.9600015 40.7390828, -73.9601122 40.7391424, -73.96117 40.7397079, -73.9612284 40.7397392, -73.9613169 40.7397865)",,0.0009693442671134233,,,,,,
6633383602,42852827,0,46714321,True,1,50th Avenue,residential,25 mph,False,79.112,"LINESTRING (-73.9593576 40.7437507, -73.9591964 40.7437204, -73.9585535 40.7435997, -73.9584461 40.7435796)",4.50584673784436,0.0006616700467330923,,,,,,
6633383602,2297172754,0,"[1089789826, 220620317]",False,2,Center Boulevard,residential,25 mph,False,83.086,"LINESTRING (-73.9593576 40.7437507, -73.9593888 40.7437209, -73.9594164 40.7436889, -73.9594487 40.7436558, -73.9594922 40.7436078, -73.9595377 40.7435471, -73.9595816 40.7434831, -73.9596265 40.7434136, -73.9596731 40.7433265, -73.9597213 40.7432325, -73.9597524 40.7431686, -73.959789 40.7430837)",1.4492955579073021,1.5871616259589103e-05,,,,,,
6633383602,4411700985,0,"[226829048, 1089789825, 1089789823]",False,2,Center Boulevard,residential,25 mph,True,96.13099999999999,"LINESTRING (-73.9593576 40.7437507, -73.9593221 40.7437803, -73.959286 40.7438056, -73.9592021 40.7438606, -73.9591556 40.7438921, -73.9590051 40.7439937, -73.9585873 40.7442734, -73.9585095 40.7443287)",1.5607745674920894,0.00044452282279634363,,,,,,
6636032331,3270031002,0,708353352,True,1,Hudson Boulevard East,unclassified,25 mph,False,85.412,"LINESTRING (-74.0010655 40.7545174, -74.001016 40.7545755, -74.0005925 40.7550746, -74.0005225 40.755166)",13.58710455909047,0.00018828439584986627,,,,,,
6636032331,6656258478,0,"[1201728066, 708353351]",True,"['1', '3']",West 33rd Street,unclassified,25 mph,False,54.928,"LINESTRING (-74.0010655 40.7545174, -74.0011418 40.7545522, -74.0011781 40.7545676, -74.001629 40.754766)",13.844289556620339,0.0005990065543896775,,,,,,
6643399520,42890982,0,5710227,False,2,Skillman Avenue,unclassified,25 mph,True,29.255,"LINESTRING (-73.9418105 40.7438438, -73.9421183 40.743722)",1.513140594747938,0.0023253681333215764,,,,,,
6643399520,42860546,0,5704407,False,2,47th Avenue,unclassified,25 mph,False,118.374,"LINESTRING (-73.9418105 40.7438438, -73.9417983 40.7438248, -73.9417865 40.7438106, -73.9417725 40.7438, -73.9417587 40.7437925, -73.9417375 40.7437841, -73.9415775 40.7437646, -73.9405418 40.7436425, -73.9404587 40.7436324)",1.265311153371761,0.0009071510448814037,,,,,,
6643399520,42872047,0,5710227,False,2,Skillman Avenue,unclassified,25 mph,False,140.62799999999996,"LINESTRING (-73.9418105 40.7438438, -73.9415454 40.7439487, -73.9407103 40.7442829, -73.9406303 40.7443142, -73.9405457 40.7443436, -73.9404503 40.7443756, -73.9403225 40.7444157)",1.2057251288230628,0.001142580019398642,,,,,,
6643455983,42844297,0,308337557,True,2,Jackson Avenue,primary,25 mph,False,81.92,"LINESTRING (-73.9406228 40.7477141, -73.9402709 40.7478395, -73.939982 40.7479424, -73.9397894 40.748008, -73.9397488 40.748034)",6.290738271510393,0.01224318843135526,,NY 25A,,,,
6643455983,6643455984,0,706962628,False,,Dutch Kills Street,residential,25 mph,False,170.273,"LINESTRING (-73.9406228 40.7477141, -73.9405855 40.7476542, -73.940572 40.7476325, -73.940016 40.7467382, -73.9397598 40.7463294)",1.2506665931275878,0.00024242424242424242,,,,,,
6643455984,6643455983,0,706962628,False,,Dutch Kills Street,residential,25 mph,True,170.27300000000002,"LINESTRING (-73.9397598 40.7463294, -73.940016 40.7467382, -73.940572 40.7476325, -73.9405855 40.7476542, -73.9406228 40.7477141)",1.2506665931275882,0.00024242424242424242,,,,,,
6656258478,42430629,0,"[498635438, 708353351]",True,3,West 33rd Street,unclassified,25 mph,False,81.996,"LINESTRING (-74.001629 40.754766, -74.0022379 40.7550212, -74.0023429 40.7550661, -74.0024796 40.7551246)",2.4008867303585455,0.0006117626311612733,,,,,,
6656315591,6339939226,0,194926849,True,6,11th Avenue,secondary,25 mph,False,74.933,"LINESTRING (-74.0029219 40.7545211, -74.0033527 40.7539315)",13.465176819220332,0.009075978014872293,,,,,,
6656315591,6656258478,0,708353983,True,1,Hudson Boulevard West,living_street,,False,145.216,"LINESTRING (-74.0029219 40.7545211, -74.002776 40.7544606, -74.0023052 40.7542654, -74.0022665 40.7542533, -74.0022311 40.7542476, -74.0021993 40.7542445, -74.002185 40.7542466, -74.0021633 40.7542499, -74.0021299 40.7542602, -74.002093 40.7542788, -74.0020578 40.7543054, -74.0020306 40.7543339, -74.0017058 40.7546848, -74.0016826 40.7547099, -74.001629 40.754766)",2.399123444376554,1.2756076771595686e-05,,,,,,
6680686184,42442960,0,710571392,True,3,East 56th Street,residential,25 mph,False,207.479,"LINESTRING (-73.9679487 40.7595538, -73.9678851 40.7595275, -73.9659221 40.7587002, -73.9657958 40.758647)",5.482189786150527,0.0004688005172971225,,,,,,
6680686184,6680686985,0,710571393,True,2,3rd Avenue,primary,25 mph,False,85.336,"LINESTRING (-73.9679487 40.7595538, -73.9679103 40.7596058, -73.9675269 40.7601247, -73.9674539 40.7602235)",8.644838327617013,0.001317990770949064,,,,,,
6680686985,42432856,0,375165665,False,,East 57th Street,primary,,True,11.738,"LINESTRING (-73.9674539 40.7602235, -73.9675757 40.7602748)",1.6754271361552497,0.0016263116127325633,,,,,,
6680686985,42432861,0,"[1189284691, 587355676, 710571390]",False,,East 57th Street,primary,,False,206.95100000000002,"LINESTRING (-73.9674539 40.7602235, -73.9673964 40.7601992, -73.9670715 40.7600623, -73.9663787 40.7597703, -73.9654329 40.75937, -73.9653081 40.7593168)",1.7971128627350097,0.0034757663933221643,,,,,,
6680686985,9177540204,0,710571391,True,2,3rd Avenue,primary,25 mph,False,40.75,"LINESTRING (-73.9674539 40.7602235, -73.9673852 40.7603231, -73.9672227 40.7605454)",7.362373407435123,0.0007627781206830674,,,,,,
6721049753,42832494,0,25420812,False,2,Hunters Point Avenue,unclassified,25 mph,False,27.932,"LINESTRING (-73.9385316 40.7405854, -73.938293 40.7405616, -73.9382029 40.7405526)",1.7320510959133248,0.0006310437057284778,,,,,,
6721049753,42832478,0,"[25420810, 799503339, 799503340, 25420812, 198924574]",False,2,"['Hunters Point Bridge', 'Hunters Point Avenue', '49th Avenue']",unclassified,25 mph,True,324.89500000000004,"LINESTRING (-73.9385316 40.7405854, -73.9387318 40.7406048, -73.9394858 40.7406728, -73.939654 40.7406935, -73.9398315 40.7407202, -73.9399983 40.7407477, -73.940159 40.7407752, -73.9403683 40.7408148, -73.9404662 40.7408333, -73.9406821 40.7408758, -73.9411064 40.7409563, -73.9414339 40.7410228, -73.9419206 40.7411184, -73.9422051 40.7411727, -73.9422986 40.7411894)",1.7051509817954553,0.0020009405402227906,,,,"['movable', 'yes']",,
6721049753,5481972209,0,"[1093097093, 715075039]",False,,29th Street,unclassified,,False,81.529,"LINESTRING (-73.9385316 40.7405854, -73.9385341 40.7406414, -73.9385343 40.7406787, -73.9387972 40.7411842, -73.9387804 40.7412799)",1.3996391806239736,0.0008175645886606119,,,,,,
6721155692,597294543,0,715088072,False,,Railroad Avenue,unclassified,25 mph,True,268.71,"LINESTRING (-73.9374794 40.7316052, -73.9375305 40.7316764, -73.9375815 40.7317558, -73.9376403 40.73185, -73.9377064 40.7319476, -73.9381013 40.7325015, -73.9385491 40.7331856, -73.9386584 40.733354, -73.9387581 40.7334914, -73.938908 40.7336988, -73.9389494 40.733749)",1.276470587938669,0.00024242424242424242,,,,,,
6744466013,42429981,0,968393466,True,3,East 63rd Street,tertiary,,False,90.494,"LINESTRING (-73.9615722 40.7627226, -73.9616179 40.7627415, -73.9623969 40.7630641, -73.9624314 40.7630784, -73.962515 40.763113)",5.065906721759674,0.015785321694148077,,,,,,
6761543544,42900397,0,198924715,False,,23rd Street,tertiary,,False,79.515,"LINESTRING (-73.9453036 40.7469204, -73.9455073 40.7462872, -73.9455263 40.7462255)",1.5518688212313274,0.0038713223407694794,,,,,,
6761543544,42825546,0,198924715,False,,23rd Street,tertiary,,True,85.685,"LINESTRING (-73.9453036 40.7469204, -73.94509 40.7475497, -73.9450503 40.7476667)",1.8118827913801048,0.005655115657055522,,,,,,
6761543544,42825906,0,720479937,True,1,45th Avenue,residential,25 mph,False,200.426,"LINESTRING (-73.9453036 40.7469204, -73.9454087 40.7469404, -73.9474906 40.7473453, -73.9476083 40.7473679)",4.993891053764141,6.589659935925698e-05,,,,,,
6781146560,42825525,0,151178220,False,,44th Drive,unclassified,,True,87.315,"LINESTRING (-73.9553503 40.749587, -73.954802 40.749494, -73.9543388 40.7494155)",1.426621342948778,0.00024242424242424242,,,,,,
6783777626,3785669515,0,1260560151,False,4,Northern Boulevard,primary,,True,14.959,"LINESTRING (-73.936493 40.7494004, -73.936619 40.7493056)",1.4970934051450004,0.0001871675043353026,,NY 25A,,,,
6783777626,6783786999,0,"[621562577, 1119513033]",True,2,,trunk_link,,False,123.66300000000001,"LINESTRING (-73.936493 40.7494004, -73.9366974 40.7494334, -73.9371809 40.7495107, -73.9372569 40.7495241, -73.9373221 40.7495405, -73.9373873 40.7495601, -73.9374538 40.7495817, -73.9376637 40.749667, -73.9377198 40.7496953, -73.9378737 40.7497501)",19.62900158864491,0.00011051347617787967,,,,,,
6783786999,3785669472,0,1119513033,True,2,,trunk_link,,False,20.884,"LINESTRING (-73.9378737 40.7497501, -73.9380918 40.7498394)",17.17483690160358,0.0004481674161596567,,,,,,
6795905097,42826926,0,46714335,True,,,secondary_link,,False,28.252999999999997,"LINESTRING (-73.9539828 40.7424505, -73.9539445 40.7425212, -73.953908 40.742629, -73.9538853 40.7426931)",7.1296208611627865,0.0006523822120330365,,,,,,
6795905097,6593145588,0,702076755,True,,Vernon Boulevard,secondary,,False,33.538000000000004,"LINESTRING (-73.9539828 40.7424505, -73.9540283 40.7426201, -73.9540567 40.7426587, -73.9540991 40.7427367)",8.79513956799461,0.012988625341680628,,,,,,
6813394087,42844306,0,67917445,True,,Queensboro Plaza,trunk,,False,85.688,"LINESTRING (-73.938069 40.7495026, -73.9380477 40.7494903, -73.9379727 40.7494395, -73.9377219 40.7492187, -73.9375777 40.7490762, -73.9375074 40.7490183, -73.9373948 40.7489275)",14.348839161694551,0.0007681274432001881,,NY 25,,,,
6841059183,103868669,0,"[11631833, 420624363]",False,3,Boulevard East,primary,,False,387.43199999999996,"LINESTRING (-74.021231 40.7686222, -74.0211744 40.7689153, -74.0210124 40.7697454, -74.0209196 40.7701875, -74.0209113 40.7702272, -74.0208589 40.7704777, -74.020787 40.770632, -74.0207269 40.7707155, -74.0206862 40.7707634, -74.0206381 40.7708105, -74.0205946 40.7708499, -74.0205487 40.7708875, -74.0205005 40.7709236, -74.0204472 40.7709574, -74.020387 40.7709904, -74.0203268 40.7710212, -74.0202657 40.7710501, -74.020179 40.7710899, -74.0199868 40.7711763, -74.0195955 40.7713534, -74.0194379 40.7713933, -74.0192526 40.771419)",2.023410794262553,0.010037033771272375,,,,,,
6841059183,103863750,0,"[854101321, 499907513]",False,,Boulevard East,primary,,False,78.235,"LINESTRING (-74.021231 40.7686222, -74.021255 40.7684953, -74.0212985 40.7683032, -74.0213894 40.767929)",1.5588214121884363,0.011204538106574964,,,,,,
6928075146,42454433,0,226041024,False,,West 43rd Street,residential,,True,165.571,"LINESTRING (-73.9966945 40.7610298, -73.9951149 40.7603717, -73.994972 40.7603122)",1.6142485686850563,0.0001400817094318549,,,,,,
6928075146,42430677,0,739911956,True,,West 43rd Street,residential,,False,107.038,"LINESTRING (-73.9966945 40.7610298, -73.9973205 40.7612913, -73.9976845 40.7614434, -73.9978033 40.7614999)",8.730182155500161,0.0008976868588895747,,,,,,
6943938910,103855668,0,608473136,True,1,Hudson Avenue,residential,,False,9.376999999999999,"LINESTRING (-74.0269392 40.7679802, -74.0269096 40.7680253, -74.0268896 40.7680557)",7.862797082126096,0.0004832613232225259,,,,,,
6943938910,103866459,0,629423610,True,1,Maple Street,residential,,False,92.523,"LINESTRING (-74.0269392 40.7679802, -74.026891 40.7679245, -74.0263343 40.7672856)",13.80347951214344,0.0043360079945918934,,,,,,
6980674614,42479281,0,221795716,True,1,Nassau Avenue,residential,,False,51.205999999999996,"LINESTRING (-73.9513449 40.7235878, -73.9508746 40.7237434, -73.950788 40.723772)",7.914865771332113,0.004694353819475061,,,,,,
6980674614,42520377,0,745864500,True,,Bedford Avenue,residential,,False,69.659,"LINESTRING (-73.9513449 40.7235878, -73.9513835 40.7236646, -73.9513851 40.7237206, -73.9513737 40.7237448, -73.9510448 40.7240375, -73.950978 40.724097)",7.605438609067893,0.020505716721041647,,,,,,
7037071175,1533280147,0,1088327050,True,,West 35th Street,unclassified,25 mph,False,9.461,"LINESTRING (-73.9970628 40.754589, -73.997161 40.7546303)",2.8388703323060076,0.0016692237603973782,,,,,,
7037071175,427842070,0,"[1202082384, 139919714]",True,1,Dyer Avenue,primary,25 mph,False,81.101,"LINESTRING (-73.9970628 40.754589, -73.9970059 40.7546365, -73.9969903 40.7546523, -73.9969109 40.7547202, -73.9968435 40.7547804, -73.9967824 40.7548303, -73.9964703 40.7550668, -73.9963969 40.7551147)",5.494568232251197,0.03934932251712077,,,,,,
7050687060,1241742563,0,46579579,False,2,West 62nd Street,tertiary,25 mph,False,271.033,"LINESTRING (-73.9862242 40.7722805, -73.9861133 40.772234, -73.9857367 40.7720754, -73.9846794 40.7716307, -73.9845801 40.771589, -73.9835434 40.7711527, -73.9834109 40.7710965)",1.7628979378543566,0.001179084736795697,,,,,,
7050687060,42442410,0,"[1052660937, 809013917]",True,"['4', '3']",Amsterdam Avenue,primary,25 mph,False,158.58100000000002,"LINESTRING (-73.9862242 40.7722805, -73.9861603 40.7723679, -73.985756 40.7729216, -73.9853551 40.7734853, -73.9853181 40.7735306)",10.372959119054224,0.005425212356347177,,,,,,
7073877295,6575692624,0,"[992164861, 1167572183]",True,"['5', '4']",12th Avenue,trunk,30 mph,False,61.343,"LINESTRING (-74.0038169 40.7583508, -74.0035917 40.7586637, -74.0034691 40.7588355)",4.133940241650611,0.005149986773653117,,NY 9A,,,,
7116598649,103866580,0,11632885,True,,40th Street,residential,,False,242.408,"LINESTRING (-74.0283836 40.7775353, -74.0283088 40.7774625, -74.0282983 40.7774577, -74.0260159 40.7764085, -74.02595 40.7763818)",5.127231720897533,0.00047044646268700586,,,,,,
7116598649,103855317,0,866128019,False,,John F. Kennedy Boulevard,primary,,False,70.772,"LINESTRING (-74.0283836 40.7775353, -74.0283313 40.7775886, -74.0279459 40.7779809, -74.027882 40.778046)",1.4958840338498742,0.0005366369808658849,,CR 501,,,,
7116598649,103872322,0,"[866128019, 27055638]",False,,John F. Kennedy Boulevard,primary,,True,73.662,"LINESTRING (-74.0283836 40.7775353, -74.0284246 40.7774913, -74.0286569 40.7772348, -74.0288206 40.777054, -74.0288745 40.7769871)",1.6578394084310328,0.00024677424095464833,,CR 501,,,,
7132405535,42435451,0,799480720,True,1,Mulberry Street,residential,25 mph,False,146.619,"LINESTRING (-73.9993221 40.7159216, -73.9992858 40.7159761, -73.9986598 40.7170082, -73.9985901 40.7171177)",8.259130947806678,0.0027545483937336506,,,,,,
7132405535,42432244,0,847873803,True,,Bayard Street,residential,25 mph,False,77.06400000000001,"LINESTRING (-73.9993221 40.7159216, -73.9992604 40.7158962, -73.9985614 40.7156541, -73.9984926 40.7156303)",6.423815265030722,0.0001540134614819387,,,,,,
7132405537,42427305,0,630828596,True,1,Hogan Place,residential,25 mph,False,90.49,"LINESTRING (-74.0007903 40.7152927, -74.0010739 40.7154303, -74.0011347 40.7154598, -74.0015472 40.7156665, -74.0015912 40.7156945, -74.0016779 40.7157492)",8.277569138472344,0.0011562766363930283,,,,,,
7132405547,7132405535,0,5670658,True,,Bayard Street,residential,25 mph,False,75.72099999999999,"LINESTRING (-74.0001422 40.7161965, -74.0001179 40.7161946, -74.0000924 40.7161898, -74.0000709 40.716183, -73.9996507 40.7160377, -73.999392 40.7159482, -73.9993221 40.7159216)",8.295484391843175,0.00052923022661141,,,,,,
7132405547,7132405537,0,5672409,True,1,Baxter Street,residential,25 mph,False,114.41799999999999,"LINESTRING (-74.0001422 40.7161965, -74.0002594 40.7160151, -74.0003237 40.7159223, -74.0005872 40.71557, -74.0007182 40.7153878, -74.000749 40.7153448, -74.0007903 40.7152927)",8.778497095783118,0.0003950856773359198,,,,,,
7132405548,42435435,0,5670366,True,1,Mulberry Street,residential,25 mph,False,60.163,"LINESTRING (-73.9995713 40.7139391, -73.9995668 40.7139598, -73.9995629 40.7139817, -73.9995613 40.7140045, -73.9995627 40.7140267, -73.9995841 40.7143731, -73.9995866 40.714414, -73.9995913 40.7144791)",10.379020198816555,0.0018672662610586955,,,,,,
7132405548,1773055865,0,1135342273,False,4,Worth Street,residential,25 mph,True,90.909,"LINESTRING (-73.9995713 40.7139391, -73.9994469 40.7138796, -73.9988791 40.7136111, -73.9988274 40.7135912, -73.9986438 40.7135233)",1.8192816990687095,0.004747847044646269,,,,,,
7132405548,42425955,0,1135342275,False,4,Worth Street,residential,25 mph,False,93.482,"LINESTRING (-73.9995713 40.7139391, -73.9996559 40.7139788, -73.9998632 40.7140773, -74.0002099 40.7142447, -74.0004221 40.7143542, -74.0005026 40.7143955)",1.6103663193232602,0.0016706345707315638,,,,,,
7137281959,42426875,0,5669581,True,1,,motorway_link,,False,12.442,"LINESTRING (-73.9748309 40.7370745, -73.9748799 40.737015, -73.9749044 40.7369776)",19.708420076731628,0.012808688240308027,,,,,,
7137281959,7137281963,0,763971142,True,1,East 25th Street,residential,25 mph,False,21.592,"LINESTRING (-73.9748309 40.7370745, -73.9748637 40.7370721, -73.9749044 40.737073, -73.9749456 40.7370785, -73.9750826 40.737103)",16.698394969031032,0.0010793286894159833,,,,,,
7137281963,42426875,0,5673367,True,1,East 25th Street,residential,25 mph,False,20.835,"LINESTRING (-73.9750826 40.737103, -73.9750105 40.7370613, -73.9749465 40.7370241, -73.9749295 40.7370129, -73.9749137 40.7369964, -73.9749044 40.7369776)",10.40874503190583,0.00011950739205831349,,,,,,
7137281963,42455897,0,"[1088005912, 763971141]",False,"['2', '3']",East 25th Street,residential,25 mph,False,243.39100000000005,"LINESTRING (-73.9750826 40.737103, -73.9751836 40.7371435, -73.9752672 40.7371791, -73.9753472 40.7372139, -73.9755264 40.7372893, -73.9764803 40.7376853, -73.9771965 40.7379874, -73.9774697 40.7381052, -73.9776048 40.7381697)",1.7937064984549356,0.0011362901566587308,,,,,,
7147636389,370898427,0,32936385,True,1,,motorway_link,40 mph,False,180.485,"LINESTRING (-73.9739374 40.7309615, -73.9738624 40.7309346, -73.9738281 40.7309223, -73.9737975 40.7309108, -73.9737712 40.7308972, -73.9737406 40.730874, -73.9736663 40.730801, -73.9735937 40.7307281, -73.973496 40.730637, -73.9734032 40.7305641, -73.9732898 40.7304824, -73.9728052 40.7301571, -73.9727095 40.7300904, -73.9726085 40.7300149, -73.9724829 40.7299402, -73.9723599 40.7298812)",16.858888481687053,0.0004842606472092408,,,,,,
7147636389,5145531517,0,528792681,True,2,Avenue C,primary,25 mph,False,30.686,"LINESTRING (-73.9739374 40.7309615, -73.9739703 40.7311124, -73.9739767 40.7311406, -73.9739988 40.7312335)",4.6669037184750986,0.015270669840989919,,,,,,
7199194821,103866358,0,450259405,True,,Clinton Street,tertiary,20 mph,False,143.956,"LINESTRING (-74.0328336 40.7468281, -74.0328149 40.7468856, -74.032538 40.7477187, -74.0324429 40.7480386, -74.0324288 40.7480858)",4.862506110233011,0.0014367927578402846,,,,,,
7234429560,103869101,0,420620247,False,5,Park Avenue,secondary,25 mph,True,27.671,"LINESTRING (-74.0268466 40.7601406, -74.0268753 40.7600376, -74.0269104 40.7598965)",1.5654356699969614,0.0006322193810069658,,,,,,
7234429560,295228009,0,"[847358028, 847358029, 60419767, 1085444376, 775440062]",False,"['5', '4']","['Park Avenue', 'Boulevard East']",secondary,25 mph,False,329.60699999999997,"LINESTRING (-74.0268466 40.7601406, -74.0268083 40.7602707, -74.026761 40.7604192, -74.0267089 40.7605678, -74.0266279 40.7608024, -74.0264573 40.7613234, -74.0264333 40.7613818, -74.0263879 40.7614733, -74.0263439 40.7615457, -74.0262997 40.761612, -74.0262564 40.7616731, -74.0261857 40.7617642, -74.0260978 40.7618689, -74.0260036 40.7619782, -74.0259196 40.7620701, -74.0258491 40.7621365, -74.0257743 40.7621989, -74.0256922 40.7622663, -74.0251925 40.7626327, -74.025102 40.7627094)",1.6947230069872452,0.029389824530464684,,,,,,
7234429566,103869105,0,60419759,False,5,Willow Avenue,secondary,25 mph,True,21.195999999999998,"LINESTRING (-74.027669 40.760211, -74.0277057 40.7601203, -74.0277421 40.7600286)",1.4014346212433968,0.047094788819328104,,,,,,
7234429566,7367197096,0,"[775440065, 1221044514, 1085444385]",False,5,Willow Avenue,secondary,25 mph,False,157.214,"LINESTRING (-74.027669 40.760211, -74.027579 40.760416, -74.027534 40.760507, -74.0274772 40.7606157, -74.0274522 40.7606584, -74.027426 40.7607032, -74.0273706 40.7607845, -74.0273215 40.7608521, -74.0272711 40.7609204, -74.0272044 40.7610075, -74.0271346 40.7610927, -74.0270135 40.7612243, -74.0268024 40.7614539)",1.68287739169113,0.021215060400317433,,,,,,
7280430895,9019680388,0,974611015,True,3,11th Avenue,secondary,25 mph,False,77.383,"LINESTRING (-73.9978497 40.7614359, -73.9979616 40.7612053, -73.9981392 40.7609473, -73.9981684 40.7609083, -73.9982421 40.7608084)",8.918684878788378,0.007887370308320842,,,,,,
7280430895,42430673,0,"[779661114, 1149178606]",True,"['2', '3']",11th Avenue,secondary,25 mph,False,77.067,"LINESTRING (-73.9978497 40.7614359, -73.9980383 40.7612491, -73.9981552 40.761104, -73.9982444 40.7609945, -73.998277 40.7609554, -73.9983473 40.7608557)",10.405266714749617,0.004262763424742086,,,,,,
7297022996,307870554,0,28038749,False,,Regency Place,residential,,True,148.216,"LINESTRING (-74.0150421 40.7706419, -74.0150339 40.7706651, -74.0150207 40.7707668, -74.0150035 40.7708534, -74.0146327 40.7716041, -74.0145686 40.7716724, -74.0144993 40.7717197, -74.0143742 40.7718526)",1.4399254142760536,0.0017223054992211151,,,,,,
7297022996,7297022998,0,781565888,True,,,residential,,False,23.979,"LINESTRING (-74.0150421 40.7706419, -74.0152 40.7706883, -74.015306 40.7707228)",4.209116444238601,2.9862152073597272e-05,,,,,,
7297022996,7297023001,0,847354412,False,,Regency Place,residential,,False,9.834,"LINESTRING (-74.0150421 40.7706419, -74.0150615 40.7705868, -74.0150795 40.7705585)",1.454901543861589,0.001928871645651471,,,,,,
7297022998,307870549,0,420624383,False,4,Port Imperial Boulevard,primary,,True,150.407,"LINESTRING (-74.015306 40.7707228, -74.0146642 40.7719851)",1.4408493156090305,0.0076761014607765335,,,,,,
7297022998,7297022999,0,847354411,False,4,Port Imperial Boulevard,primary,,False,9.601,"LINESTRING (-74.015306 40.7707228, -74.0153489 40.7706428)",1.4549040978679828,0.007890662199100609,,,,,,
7297022999,7297022998,0,847354411,False,4,Port Imperial Boulevard,primary,,True,9.601,"LINESTRING (-74.0153489 40.7706428, -74.015306 40.7707228)",1.4549040978679832,0.007884842606472093,,,,,,
7297022999,7297023001,0,781565889,True,,,residential,,False,24.546999999999997,"LINESTRING (-74.0153489 40.7706428, -74.0152411 40.7706085, -74.0150795 40.7705585)",4.208476577404759,1.4931076036798636e-05,,,,,,
7297022999,307870558,0,847354414,False,4,Port Imperial Boulevard,primary,,False,152.821,"LINESTRING (-74.0153489 40.7706428, -74.015644 40.7701547, -74.0159509 40.7697312, -74.0162075 40.7694348)",1.4361784839953886,0.008101108073949976,,,,,,
7297023001,7297022996,0,847354412,False,,Regency Place,residential,,True,9.834,"LINESTRING (-74.0150795 40.7705585, -74.0150615 40.7705868, -74.0150421 40.7706419)",1.4549015438615882,0.0019387473179907709,,,,,,
7297023001,307870556,0,847354413,False,,Regency Place,residential,,False,155.98399999999998,"LINESTRING (-74.0150795 40.7705585, -74.0150946 40.7705347, -74.015188 40.7704489, -74.0159775 40.7693869, -74.0160068 40.7693461)",1.4369040702954885,0.0021429621138641507,,,,,,
7344895471,103870256,0,11631615,False,,46th Street,residential,,False,75.245,"LINESTRING (-74.0247348 40.7813407, -74.0248491 40.7813927, -74.025501 40.781689)",1.4563127935936526,0.0020280398553919406,,,,,,
7344895471,103866056,0,420605661,False,,John F. Kennedy Boulevard,primary,,False,63.49,"LINESTRING (-74.0247348 40.7813407, -74.0246767 40.7814031, -74.0243002 40.7818073)",1.5311079359304507,0.0007828233841812891,,CR 501,,,,
7344895471,103872838,0,420605661,False,,John F. Kennedy Boulevard,primary,,True,127.322,"LINESTRING (-74.0247348 40.7813407, -74.024771 40.7813007, -74.0256193 40.780412)",1.5583967986152307,0.0003530552861299709,,CR 501,,,,
7357758959,3588875424,0,1149862650,False,,Oxford Landing,residential,,False,17.596,"LINESTRING (-74.0165855 40.7687548, -74.0164101 40.7686688)",1.257433433066675,0.00024242424242424242,,,,,,
7367197096,103856533,0,"[1221044512, 1221044516, 788002295]",True,"['4', '3']",Willow Avenue,secondary,25 mph,False,93.881,"LINESTRING (-74.0268024 40.7614539, -74.0266866 40.7614751, -74.0265232 40.7616573, -74.0263245 40.7618791, -74.0261273 40.7620989)",4.688815226435714,0.037394527231578635,,,,,,
7367197096,7234429566,0,"[1085444385, 1221044514, 775440065]",False,5,Willow Avenue,secondary,25 mph,True,157.214,"LINESTRING (-74.0268024 40.7614539, -74.0270135 40.7612243, -74.0271346 40.7610927, -74.0272044 40.7610075, -74.0272711 40.7609204, -74.0273215 40.7608521, -74.0273706 40.7607845, -74.027426 40.7607032, -74.0274522 40.7606584, -74.0274772 40.7606157, -74.027534 40.760507, -74.027579 40.760416, -74.027669 40.760211)",1.6828773916911293,0.04728236781001088,,,,,,
7367197099,11315113870,0,788002298,False,2,,motorway_link,,False,177.96,"LINESTRING (-74.0241439 40.7643305, -74.0250284 40.7633903, -74.0253885 40.7630688, -74.0254083 40.7630496)",1.417152332057584,0.037516915028069246,,,,,,
7369593351,103867498,0,60419753,False,2,Hackensack Avenue,secondary,25 mph,True,22.264,"LINESTRING (-74.0281753 40.7603079, -74.0282527 40.7602248, -74.0283277 40.7601443)",1.2137332433143908,0.011616377156629339,,,,,,
7369593351,103877677,0,"[11631664, 11630067, 788244623]",False,2,Hackensack Avenue,secondary,25 mph,False,581.0,"LINESTRING (-74.0281753 40.7603079, -74.0278122 40.7607535, -74.0266802 40.7620792, -74.0265284 40.7622724, -74.0264145 40.762445, -74.0262772 40.7626629, -74.0261873 40.7628326, -74.026124 40.7629667, -74.0256336 40.7641799, -74.0253884 40.7648013, -74.0252907 40.7650093)",1.7394054083220878,0.0074185697910237195,,,,,,
7372860100,42453624,0,5672965,True,3,5th Avenue,secondary,25 mph,False,56.894999999999996,"LINESTRING (-73.9883247 40.7432751, -73.988616 40.7428919, -73.9886624 40.742832)",8.557416803619457,0.013760573729535902,,,,,,
