u,v,key,osmid,oneway,name,highway,reversed,length,geometry,Cost of returning,Edge Betweenness,lanes,maxspeed,bridge,ref,junction,access,tunnel
876560967,1418226915,0,128301744,True,Avenida Salmão,tertiary,False,60.74,"LINESTRING (-45.9103038 -23.2191028, -45.910166 -23.2189536, -45.9100447 -23.2189117, -45.9099444 -23.2189283, -45.9097968 -23.2189526)",5.479144356684559,0.003335167708948294,,,,,,,
876560967,943022745,0,670118676,True,Avenida Cassiano Ricardo,primary,False,66.525,"LINESTRING (-45.9103038 -23.2191028, -45.9102374 -23.218956, -45.9101981 -23.2188159, -45.9102028 -23.2186551, -45.9102396 -23.2185257)",4.320152201312693,0.002854441982061834,2,70,,,,,
876561059,943022725,0,"[754630560, 754630561]",True,Avenida Cassiano Ricardo,primary,False,51.027,"LINESTRING (-45.9106397 -23.2185167, -45.9107118 -23.2188069, -45.9107462 -23.218965)",4.7397069850764915,0.005189610066479324,2,70,,,,,
884411098,1418085441,0,128289604,True,Avenida Jorge Zarur,primary,False,31.951999999999998,"LINESTRING (-45.9061609 -23.2058738, -45.906067 -23.2059246, -45.9059987 -23.205989, -45.9059304 -23.2060633)",21.78426158853156,0.0025818513459882303,,80,,,,,
884411098,1418085453,0,128289606,True,,residential,False,13.369,"LINESTRING (-45.9061609 -23.2058738, -45.9061308 -23.2059321, -45.9061112 -23.2059848)",23.162897975402416,0.0021604497520213697,,,,,,,
884411098,6648395484,0,"[885101451, 885101452, 292528703]",True,Ponte Leonardo Kunimitsu Suzuki,primary,False,71.613,"LINESTRING (-45.9061609 -23.2058738, -45.9061277 -23.2058637, -45.906094 -23.2058511, -45.906011 -23.2058185, -45.9059487 -23.2057887, -45.9058837 -23.2057516, -45.9058292 -23.2057085, -45.9057899 -23.205671, -45.9057121 -23.2055715, -45.9056894 -23.2055366, -45.9056515 -23.2054654)",7.403059239140761,0.03356500617083623,3,,yes,,,,
943022725,876560967,0,131040048,True,,primary_link,False,66.514,"LINESTRING (-45.9107462 -23.218965, -45.910729 -23.2190915, -45.9107059 -23.2191366, -45.91067 -23.2191661, -45.910632 -23.2191893, -45.9105938 -23.2192067, -45.910534 -23.2192097, -45.9104881 -23.2192022, -45.9104021 -23.2191683, -45.9103038 -23.2191028)",4.564814692038723,0.005189610066479324,,,,,,,
943022745,876561059,0,80896702,True,,primary_link,False,50.045,"LINESTRING (-45.9102396 -23.2185257, -45.9103363 -23.218447, -45.9103788 -23.2184284, -45.9104416 -23.2184199, -45.9105339 -23.2184156, -45.9105855 -23.2184399, -45.9106397 -23.2185167)",4.453154224426531,4.856068264304781e-05,,,,,,,
943022745,1418227082,0,"[131040820, 754630566]",True,Avenida Cassiano Ricardo,primary,False,157.138,"LINESTRING (-45.9102396 -23.2185257, -45.9102624 -23.2184464, -45.9104105 -23.2180167, -45.9104071 -23.2176588, -45.9103003 -23.2171456)",14.250971056752999,0.011413700345293987,2,"['70', '60']",,,,,
1102127919,1319614079,0,117145398,False,Rua Estônia,residential,False,160.751,"LINESTRING (-45.8893561 -23.2104235, -45.8882519 -23.2114531)",1.545921247441232,3.817270156218964e-06,,,,,,,
1102127919,1357607206,0,129003570,False,Avenida Marechal Henrique Teixeira Lott,residential,False,72.006,"LINESTRING (-45.8893561 -23.2104235, -45.8888626 -23.2099613)",1.4760371285966094,0.0014938041950672608,,,,,,,
1102127919,1102128028,0,"[129003570, 127568349]",False,"['Rua Finlândia', 'Avenida Marechal Henrique Teixeira Lott']",residential,True,196.91,"LINESTRING (-45.8893561 -23.2104235, -45.8898201 -23.2108456, -45.8898316 -23.2108707, -45.8898264 -23.2109001, -45.8889712 -23.2116893)",1.4439250926637353,8.060072067557421e-05,,,,,,,
1102127925,1319602682,0,117144650,False,Rua Helsinque,residential,False,71.049,"LINESTRING (-45.8862346 -23.2141884, -45.8857141 -23.2137648)",1.6652481379100101,0.00041170197307810767,,,,,,,
1102127925,1102127960,0,127568349,False,Rua Finlândia,residential,False,99.132,"LINESTRING (-45.8862346 -23.2141884, -45.8869167 -23.2135545)",1.518941370136242,0.00013247804788058277,,,,,,,
1102127925,1413377942,0,127568349,False,Rua Finlândia,residential,True,23.393,"LINESTRING (-45.8862346 -23.2141884, -45.8860701 -23.2143347)",1.4498902396883995,0.0012871709810371784,,,,,,,
1102127943,1319602682,0,117145398,False,Rua Estônia,residential,False,104.039,"LINESTRING (-45.8864307 -23.2131002, -45.8857141 -23.2137648)",1.7378411872451924,1.1013763073680948e-05,,,,,,,
1102127943,1319614102,0,117145398,False,Rua Estônia,residential,True,130.564,"LINESTRING (-45.8864307 -23.2131002, -45.8873442 -23.2122793)",1.7623577187239738,1.558197162128725e-05,,,,,,,
1102127943,1102127960,0,127755350,False,Rua Oslo,residential,False,70.842,"LINESTRING (-45.8864307 -23.2131002, -45.8869167 -23.2135545)",1.7123149387121395,0.0012124526110941383,,,,,,,
1102127943,1102128041,0,127755350,False,Rua Oslo,residential,True,71.386,"LINESTRING (-45.8864307 -23.2131002, -45.8859325 -23.2126502)",1.745299572653988,0.0008713388468064404,,,,,,,
1102127944,1102127957,0,129003570,False,Avenida Marechal Henrique Teixeira Lott,residential,False,81.026,"LINESTRING (-45.8883745 -23.2095077, -45.8878137 -23.2089926)",1.4417757491834164,0.0023589478001447557,,,,,,,
1102127944,1357607206,0,129003570,False,Avenida Marechal Henrique Teixeira Lott,residential,True,70.938,"LINESTRING (-45.8883745 -23.2095077, -45.8888626 -23.2099613)",1.4892373821870157,0.0005100123241505666,,,,,,,
1102127944,2024359002,0,313287578,False,Rua Noruega,residential,False,161.81,"LINESTRING (-45.8883745 -23.2095077, -45.8872462 -23.2105286)",1.580123952302691,2.9411753662670713e-06,,,,,,,
1102127945,1102127957,0,129003570,False,Avenida Marechal Henrique Teixeira Lott,residential,True,70.163,"LINESTRING (-45.8873311 -23.2085438, -45.8878137 -23.2089926)",1.542991023452008,0.0009899245344463575,,,,,,,
1102127945,1423977840,0,129003570,False,Avenida Marechal Henrique Teixeira Lott,residential,False,98.688,"LINESTRING (-45.8873311 -23.2085438, -45.8872412 -23.2084514, -45.8871353 -23.2083516, -45.8867477 -23.2079842, -45.8866592 -23.2079066)",1.5333121694913672,0.006841799683930031,,,,,,,
1102127950,1102127996,0,127568349,False,Rua Finlândia,residential,False,46.24,"LINESTRING (-45.8831093 -23.216962, -45.8835109 -23.2167704)",1.2001697639740163,5.594491015835663e-05,,,,,,,
1102127950,1411536761,0,127567416,False,Praça Hungria,residential,True,53.575,"LINESTRING (-45.8831093 -23.216962, -45.8831109 -23.2168996, -45.8831225 -23.2168357, -45.8831515 -23.2167718, -45.8831749 -23.2167497, -45.8834134 -23.2166203)",1.0868376479581587,0.00019530655995999,,,,,,,
1102127950,1102127952,0,"[94958177, 127568349]",False,"['Rua Romênia', 'Rua Finlândia']",residential,True,123.21200000000002,"LINESTRING (-45.8831093 -23.216962, -45.8830232 -23.2170241, -45.8827742 -23.2172565, -45.882432 -23.2166521)",1.5080508044458523,3.379222761243018e-06,,,,,,,
1102127952,1323522367,0,94958177,False,Rua Romênia,residential,True,82.279,"LINESTRING (-45.882432 -23.2166521, -45.8820798 -23.2159867)",1.8159655285115957,0.00020394235146094437,,,,,,,
1102127952,1411536743,0,127567414,False,Rua Albânia,residential,True,97.1,"LINESTRING (-45.882432 -23.2166521, -45.8830018 -23.2159533)",1.4002389848837307,5.1314123411468053e-05,,,,,,,
1102127952,1102127950,0,"[94958177, 127568349]",False,"['Rua Romênia', 'Rua Finlândia']",residential,False,123.21200000000002,"LINESTRING (-45.882432 -23.2166521, -45.8827742 -23.2172565, -45.8830232 -23.2170241, -45.8831093 -23.216962)",1.5080508044458525,3.4418009605252963e-06,,,,,,,
1102127957,1319614078,0,117145403,False,Rua Guaratinguetá,residential,False,161.306,"LINESTRING (-45.8878137 -23.2089926, -45.886738 -23.2100542)",1.638070625104322,5.100123241505666e-05,,,,,,,
1102127957,1102127945,0,129003570,False,Avenida Marechal Henrique Teixeira Lott,residential,False,70.163,"LINESTRING (-45.8878137 -23.2089926, -45.8873311 -23.2085438)",1.5429910234520074,0.0050797227485396435,,,,,,,
1102127957,1102127944,0,129003570,False,Avenida Marechal Henrique Teixeira Lott,residential,True,81.026,"LINESTRING (-45.8878137 -23.2089926, -45.8883745 -23.2095077)",1.4417757491834153,0.0007251561732830388,,,,,,,
1102127960,1319614112,0,127568349,False,Rua Finlândia,residential,False,136.676,"LINESTRING (-45.8869167 -23.2135545, -45.8878714 -23.2126937)",1.6602983313245343,4.4305365091852905e-05,,,,,,,
1102127960,1102127925,0,127568349,False,Rua Finlândia,residential,True,99.132,"LINESTRING (-45.8869167 -23.2135545, -45.8862346 -23.2141884)",1.5189413701362402,0.0008757193207561999,,,,,,,
1102127960,1413377970,0,127755350,False,Rua Oslo,residential,False,45.083,"LINESTRING (-45.8869167 -23.2135545, -45.8872198 -23.2138491)",1.6219586977145275,0.0004813515088792832,,,,,,,
1102127960,1102127943,0,127755350,False,Rua Oslo,residential,True,70.842,"LINESTRING (-45.8869167 -23.2135545, -45.8864307 -23.2131002)",1.7123149387121384,0.0006839797181552998,,,,,,,
1102127967,1411536706,0,127567413,False,Rua Iugoslávia,residential,False,110.434,"LINESTRING (-45.8842107 -23.2161424, -45.8833461 -23.2155466)",1.6545299726049378,0.0001938046831772153,,,,,,,
1102127967,1102128010,0,127568349,False,Rua Finlândia,residential,False,44.834,"LINESTRING (-45.8842107 -23.2161424, -45.8844874 -23.2158295)",1.713541299279003,0.00022033783967290122,,,,,,,
1102127967,1102127996,0,127568349,False,Rua Finlândia,residential,True,100.988,"LINESTRING (-45.8842107 -23.2161424, -45.8838967 -23.2165148, -45.8835109 -23.2167704)",1.6129859749178599,4.749685325524908e-05,,,,,,,
1102127972,1102128041,0,127755350,False,Rua Oslo,residential,False,72.156,"LINESTRING (-45.8854322 -23.2121923, -45.8859325 -23.2126502)",1.8268055270895374,0.0014761571428696585,,,,,,,
1102127972,1319602669,0,127755350,False,Rua Oslo,residential,True,73.682,"LINESTRING (-45.8854322 -23.2121923, -45.8849256 -23.2117208)",1.5478490366367648,9.637042689470829e-06,,,,,,,
1102127972,1319602663,0,313287578,False,Rua Noruega,residential,False,112.572,"LINESTRING (-45.8854322 -23.2121923, -45.884649 -23.2129042)",1.7110252697176136,2.6846047492097308e-05,,,,,,,
1102127972,1357608022,0,313287578,False,Rua Noruega,residential,True,96.129,"LINESTRING (-45.8854322 -23.2121923, -45.8861038 -23.211587)",1.6319341468427218,0.001275594014169957,,,,,,,
1102127996,1411536761,0,127567415,False,Rua Grécia,residential,False,19.438,"LINESTRING (-45.8835109 -23.2167704, -45.8834134 -23.2166203)",1.1755192039350575,0.00020944923299778484,,,,,,,
1102127996,1102127950,0,127568349,False,Rua Finlândia,residential,True,46.24,"LINESTRING (-45.8835109 -23.2167704, -45.8831093 -23.216962)",1.2001697639740168,1.71464266033442e-05,,,,,,,
1102127996,1102127967,0,127568349,False,Rua Finlândia,residential,False,100.988,"LINESTRING (-45.8835109 -23.2167704, -45.8838967 -23.2165148, -45.8842107 -23.2161424)",1.6129859749178581,0.0001643929295145446,,,,,,,
1102128010,1102128034,0,127568349,False,Rua Finlândia,residential,False,106.03,"LINESTRING (-45.8844874 -23.2158295, -45.885213 -23.2151479)",1.7194289682013917,2.5657061705734027e-05,,,,,,,
1102128010,1102127967,0,127568349,False,Rua Finlândia,residential,True,44.834,"LINESTRING (-45.8844874 -23.2158295, -45.8842107 -23.2161424)",1.7135412992790022,6.433038886218189e-05,,,,,,,
1102128010,1319614108,0,584205687,False,Rua Dublin,residential,False,70.924,"LINESTRING (-45.8844874 -23.2158295, -45.8839267 -23.2154536)",1.5743267178132623,0.0008132662778724863,,,,,,,
1102128010,1411546584,0,584205687,False,Rua Dublin,residential,True,66.267,"LINESTRING (-45.8844874 -23.2158295, -45.8850113 -23.2161807)",1.668599778192437,0.0019508127844257378,,,,,,,
1102128028,1102128035,0,127568349,False,Rua Finlândia,residential,True,33.78,"LINESTRING (-45.8889712 -23.2116893, -45.8887402 -23.2119066)",1.4445460048588519,0.0002725906360736035,,,,,,,
1102128028,1102127919,0,"[129003570, 127568349]",False,"['Rua Finlândia', 'Avenida Marechal Henrique Teixeira Lott']",residential,False,196.91,"LINESTRING (-45.8889712 -23.2116893, -45.8898264 -23.2109001, -45.8898316 -23.2108707, -45.8898201 -23.2108456, -45.8893561 -23.2104235)",1.4439250926637353,0.0010675215015563822,,,,,,,
1102128028,1413377986,0,127755352,False,Rua Santa Ana,residential,True,99.11200000000001,"LINESTRING (-45.8889712 -23.2116893, -45.8893293 -23.2120345, -45.8893796 -23.2120573, -45.8894406 -23.2120616, -45.889501 -23.2120406, -45.8896976 -23.2118718)",1.520737173209909,0.0011855439854027588,,,,,,,
1102128034,1413377942,0,127568349,False,Rua Finlândia,residential,False,125.89,"LINESTRING (-45.885213 -23.2151479, -45.8860701 -23.2143347)",1.7373268509005269,0.00019662070214491784,,,,,,,
1102128034,1102128010,0,127568349,False,Rua Finlândia,residential,True,106.03,"LINESTRING (-45.885213 -23.2151479, -45.8844874 -23.2158295)",1.7194289682013917,3.591988638802763e-05,,,,,,,
1102128034,5341184232,0,127568364,False,Rua Talim,residential,False,69.1,"LINESTRING (-45.885213 -23.2151479, -45.8857235 -23.2155554)",1.8171591491819863,0.0194533093416861,,,,,,,
1102128034,1319614098,0,127568364,False,Rua Talim,residential,True,72.893,"LINESTRING (-45.885213 -23.2151479, -45.8846678 -23.2147252)",1.7726679358521387,0.006167582164862766,,,,,,,
1102128035,1102128028,0,127568349,False,Rua Finlândia,residential,False,33.78,"LINESTRING (-45.8887402 -23.2119066, -45.8889712 -23.2116893)",1.4445460048588503,0.0018591983006764827,,,,,,,
1102128035,1319614112,0,127568349,False,Rua Finlândia,residential,True,124.672,"LINESTRING (-45.8887402 -23.2119066, -45.8878714 -23.2126937)",1.4924726007482163,0.0005481850257127562,,,,,,,
1102128035,1319614079,0,313287579,False,Rua Aparecida do Norte,residential,True,70.944,"LINESTRING (-45.8887402 -23.2119066, -45.8882519 -23.2114531)",1.54565035959203,3.003753565549349e-06,,,,,,,
1102128037,1323522367,0,94958177,False,Rua Romênia,residential,False,21.828,"LINESTRING (-45.8819337 -23.2158435, -45.8820798 -23.2159867)",1.278115687792327,0.0012112010471084927,,,,,,,
1102128037,7732458153,0,836093361,False,Rua Romênia,secondary,False,113.947,"LINESTRING (-45.8819337 -23.2158435, -45.8825767 -23.2150063)",1.5331188469669093,0.0036513753499216456,,,,,,,
1102128037,1413177637,0,327809217,False,Avenida Marechal do Ar Casimiro Montenegro Filho,secondary,True,77.892,"LINESTRING (-45.8819337 -23.2158435, -45.8817771 -23.2160558, -45.8815764 -23.2163281, -45.8815444 -23.2164394)",1.2083967909495275,0.003582914799906833,,,,,,,
1102128041,1319602677,0,117145399,False,Rua Letônia,residential,False,108.553,"LINESTRING (-45.8859325 -23.2126502, -45.8851873 -23.2133459)",1.747450980526038,1.4205251237077131e-05,,,,,,,
1102128041,1319614097,0,117145399,False,Rua Letônia,residential,True,118.674,"LINESTRING (-45.8859325 -23.2126502, -45.886762 -23.2119033)",1.8254905199802074,2.4030028524394793e-05,,,,,,,
1102128041,1102127943,0,127755350,False,Rua Oslo,residential,False,71.386,"LINESTRING (-45.8859325 -23.2126502, -45.8864307 -23.2131002)",1.7452995726539904,0.0013421772182063009,,,,,,,
1102128041,1102127972,0,127755350,False,Rua Oslo,residential,True,72.156,"LINESTRING (-45.8859325 -23.2126502, -45.8854322 -23.2121923)",1.826805527089538,0.0010594489138489684,,,,,,,
1261491124,1424298832,0,129016025,True,Rua Paulo Édson Blair,residential,False,73.915,"LINESTRING (-45.9053731 -23.204638, -45.9048126 -23.2050581)",22.402871314962212,0.001294680364951052,,,,,,,
1261491124,8233360163,0,312812177,True,Avenida São João,primary,False,75.26599999999999,"LINESTRING (-45.9053731 -23.204638, -45.904929 -23.2041675, -45.9048905 -23.2041267)",27.307805466631592,0.0314831546371134,2,60,,,,,
1316121050,1411377963,0,127551458,False,,secondary_link,True,14.182,"LINESTRING (-45.8843166 -23.2211344, -45.8841833 -23.2210989)",1.3685628584457792,0.004050061057549039,,,,,,,
1316430568,2024367618,0,116861011,False,Rua Tucumã,residential,True,63.547,"LINESTRING (-45.8928592 -23.2210008, -45.8933041 -23.2206015)",1.4845302079467784,0.0002501250625312656,,,,,,,
1316430608,1316430810,0,116861013,False,Rua Pégasu,residential,True,61.493,"LINESTRING (-45.8944068 -23.2216254, -45.8948263 -23.2212289)",1.268513069472896,0.0002501250625312656,,,,,,,
1316430641,1316430667,0,116861035,True,Rua Polar,residential,False,169.478,"LINESTRING (-45.8925558 -23.2191329, -45.8937188 -23.2202195)",7.611855332896628,0.001988672594991516,,,,,,,
1316430641,1316430775,0,128438521,True,Avenida Andrômeda,secondary,False,60.529,"LINESTRING (-45.8925558 -23.2191329, -45.8921409 -23.2195214)",5.810146913922427,0.0007730284957339815,,50,,,,,
1316430667,2024367618,0,116861011,False,Rua Tucumã,residential,False,60.001,"LINESTRING (-45.8937188 -23.2202195, -45.8933041 -23.2206015)",1.4447096209080288,0.0007386104861287285,,,,,,,
1316430667,1316430810,0,116861035,True,Rua Polar,residential,False,159.392,"LINESTRING (-45.8937188 -23.2202195, -45.8948263 -23.2212289)",7.789972860012258,0.00175062512492173,,,,,,,
1316430674,1316430810,0,116861013,False,Rua Pégasu,residential,False,125.076,"LINESTRING (-45.8957105 -23.2204511, -45.8948263 -23.2212289)",1.5238421752547955,2.252815174162012e-05,,,,,,,
1316430674,1316610402,0,116861015,False,Rua Antares,residential,False,62.569,"LINESTRING (-45.8957105 -23.2204511, -45.8961332 -23.2208582)",1.5042101319418273,0.0020218390406111235,,,,,,,
1316430674,1316430801,0,116861015,False,Rua Antares,residential,True,332.169,"LINESTRING (-45.8957105 -23.2204511, -45.8955886 -23.2203363, -45.8951591 -23.2199288, -45.8948262 -23.2196129, -45.8939861 -23.2188346, -45.8935554 -23.2184356, -45.8934317 -23.2183209)",1.5149001594653997,1.0075090084446776e-05,,,,,,,
1316430775,2024367618,0,116861029,True,Rua Altair,residential,False,168.977,"LINESTRING (-45.8921409 -23.2195214, -45.8933041 -23.2206015)",10.445217701936233,7.509383913873373e-07,,,,,,,
1316430775,8229961867,0,128438521,True,Avenida Andrômeda,secondary,False,6.009,"LINESTRING (-45.8921409 -23.2195214, -45.892096 -23.2195563)",5.973578389610488,0.0007722775573425942,,50,,,,,
1316430801,3749512403,0,128438521,True,Avenida Andrômeda,secondary,False,82.885,"LINESTRING (-45.8934317 -23.2183209, -45.8928595 -23.2188492)",5.832345061344594,0.0008675841548495037,,50,,,,,
1316430801,1316430674,0,116861015,False,Rua Antares,residential,False,332.169,"LINESTRING (-45.8934317 -23.2183209, -45.8935554 -23.2184356, -45.8939861 -23.2188346, -45.8948262 -23.2196129, -45.8951591 -23.2199288, -45.8955886 -23.2203363, -45.8957105 -23.2204511)",1.5149001594654006,2.753440768420237e-06,,,,,,,
1316430810,1316430608,0,116861013,False,Rua Pégasu,residential,False,61.493,"LINESTRING (-45.8948263 -23.2212289, -45.8944068 -23.2216254)",1.2685130694728965,1.1326654070092338e-05,,,,,,,
1316430810,1316430674,0,116861013,False,Rua Pégasu,residential,True,125.076,"LINESTRING (-45.8948263 -23.2212289, -45.8957105 -23.2204511)",1.523842175254796,0.0020119516851245236,,,,,,,
1316610402,1316430674,0,116861015,False,Rua Antares,residential,True,62.569,"LINESTRING (-45.8961332 -23.2208582, -45.8957105 -23.2204511)",1.5042101319418277,3.97371565442466e-05,,,,,,,
1316610402,1316610426,0,313275628,False,Rua Siríus,residential,False,103.282,"LINESTRING (-45.8961332 -23.2208582, -45.8968471 -23.2202007)",1.668609548213791,0.0022407375817005324,,,,,,,
1316610402,1316610403,0,313275628,False,Rua Siríus,residential,True,76.051,"LINESTRING (-45.8961332 -23.2208582, -45.8956177 -23.2213515)",1.2605877573446245,0.0002501250625312656,,,,,,,
1316610403,1316610402,0,313275628,False,Rua Siríus,residential,False,76.051,"LINESTRING (-45.8956177 -23.2213515, -45.8961332 -23.2208582)",1.2605877573446245,0.0002501250625312656,,,,,,,
1316610416,1316610426,0,1126523771,False,Rua Andaraí,residential,True,85.416,"LINESTRING (-45.8968969 -23.2209675, -45.896872 -23.2205841, -45.8968471 -23.2202007)",1.4922948219586203,0.0002501250625312656,,,,,,,
1316610426,1316610402,0,313275628,False,Rua Siríus,residential,True,103.282,"LINESTRING (-45.8968471 -23.2202007, -45.8961332 -23.2208582)",1.668609548213791,0.00025863569763365544,,,,,,,
1316610426,3179959016,0,"[751115865, 116883219]",True,Rua Andaraí,unclassified,False,362.97399999999993,"LINESTRING (-45.8968471 -23.2202007, -45.8967739 -23.218823, -45.8967396 -23.2182661, -45.8967283 -23.2180445, -45.8967276 -23.2177137, -45.8966985 -23.2175687, -45.8966508 -23.2174206, -45.8964636 -23.2169804)",9.199593643622263,0.002516331971339685,,,,,,,
1316610426,1316610416,0,1126523771,False,Rua Andaraí,residential,False,85.416,"LINESTRING (-45.8968471 -23.2202007, -45.896872 -23.2205841, -45.8968969 -23.2209675)",1.49229482195862,0.0002501250625312656,,,,,,,
1319578438,1319578525,0,128440138,True,Avenida Cidade Jardim,secondary,False,27.923,"LINESTRING (-45.8850364 -23.2204879, -45.8848365 -23.2206591)",13.899151504082848,0.003492238989146812,2,,,,,,
1319578438,1319578678,0,117144167,True,,residential,False,28.732999999999997,"LINESTRING (-45.8850364 -23.2204879, -45.8850161 -23.2205632, -45.8850248 -23.2206181, -45.8850426 -23.220664, -45.8850899 -23.2207271)",9.733815965380744,0.0012565702415881445,,,,,,,
1319578517,2288651923,0,117144151,False,Rua José Augusto dos Santos,residential,False,135.877,"LINESTRING (-45.8861064 -23.2210113, -45.8870227 -23.2201258)",1.1965487571895814,0.000761889576261736,,,,,,,
1319578517,1319578678,0,280373902,False,Rua Tsunessaburo Makiguti,residential,False,115.99399999999999,"LINESTRING (-45.8861064 -23.2210113, -45.8854354 -23.2210033, -45.8853749 -23.2209859, -45.8851101 -23.2207457, -45.8850899 -23.2207271)",1.4654202852637161,0.0003103878684400994,,,,,,,
1319578525,1316121050,0,128440138,True,Avenida Cidade Jardim,secondary,False,74.93799999999999,"LINESTRING (-45.8848365 -23.2206591, -45.8846041 -23.2208716, -45.8843166 -23.2211344)",13.612709886162738,0.004049998479349757,2,,,,,,
1319578530,1319578684,0,117144168,False,Rua José Fonseca dos Santos,residential,False,155.925,"LINESTRING (-45.8890313 -23.218308, -45.8879336 -23.219282)",1.409299095685359,0.00024831029475207953,,,,,,,
1319578530,1411374853,0,329309717,False,Rua José Alves dos Santos,residential,False,109.05699999999999,"LINESTRING (-45.8890313 -23.218308, -45.8890199 -23.2176419, -45.8887922 -23.217407)",1.6319138867295686,0.0002833540863501553,,,,,,,
1319578530,1319578620,0,329309717,False,Rua José Alves dos Santos,residential,True,179.877,"LINESTRING (-45.8890313 -23.218308, -45.889255 -23.2185155, -45.8894399 -23.2186871, -45.8897859 -23.2190166, -45.8898579 -23.2190842, -45.8902625 -23.2194641)",1.394727293826544,0.011223525197675143,,,,,,,
1319578539,4467793019,0,117144176,True,Rua Francisca Maria de Jesus,residential,False,41.32,"LINESTRING (-45.8871559 -23.2194628, -45.8870853 -23.2193428, -45.8870352 -23.2193118, -45.8869855 -23.2192964, -45.8868444 -23.2192747)",9.50507054886122,0.00012108881561120815,,,,,,,
1319578539,1319578577,0,117144180,True,,residential,False,26.625,"LINESTRING (-45.8871559 -23.2194628, -45.8871865 -23.2193996, -45.8872195 -23.2193646, -45.8872718 -23.2193275, -45.8873374 -23.2193084)",18.474869205456514,0.0005777219357739915,,,,,,,
1319578577,1319578684,0,117144165,True,Rua Matias Peres,residential,False,60.996,"LINESTRING (-45.8873374 -23.2193084, -45.8879336 -23.219282)",10.309079027290247,0.002522214322072219,,,,,,,
1319578620,1319578667,0,117528023,False,Rua Moises Tristão dos Santos,residential,False,151.54899999999998,"LINESTRING (-45.8902625 -23.2194641, -45.8896572 -23.2200575, -45.8892482 -23.2204584)",1.2471761886438495,0.0002482477165527973,,,,,,,
1319578620,1319578530,0,329309717,False,Rua José Alves dos Santos,residential,False,179.877,"LINESTRING (-45.8902625 -23.2194641, -45.8898579 -23.2190842, -45.8897859 -23.2190166, -45.8894399 -23.2186871, -45.889255 -23.2185155, -45.8890313 -23.218308)",1.3947272938265434,0.00011689607625929551,,,,,,,
1319578620,3361760679,0,329309717,False,Rua José Alves dos Santos,residential,True,125.43900000000001,"LINESTRING (-45.8902625 -23.2194641, -45.8909855 -23.2194694, -45.8913439 -23.2197957)",1.3716116914727945,0.011142173538608182,,,,,,,
1319578667,1319578620,0,117528023,False,Rua Moises Tristão dos Santos,residential,True,151.54899999999998,"LINESTRING (-45.8892482 -23.2204584, -45.8896572 -23.2200575, -45.8902625 -23.2194641)",1.2471761886438495,0.0002501250625312656,,,,,,,
1319578678,1319578525,0,117144154,True,,residential,False,27.35,"LINESTRING (-45.8850899 -23.2207271, -45.8850134 -23.2206927, -45.8849476 -23.2206699, -45.8848893 -23.2206597, -45.8848365 -23.2206591)",15.08993605887189,0.0005577594902029448,,,,,,,
1319578678,1319578517,0,280373902,False,Rua Tsunessaburo Makiguti,residential,True,115.994,"LINESTRING (-45.8850899 -23.2207271, -45.8851101 -23.2207457, -45.8853749 -23.2209859, -45.8854354 -23.2210033, -45.8861064 -23.2210113)",1.4654202852637157,0.0010091986198252992,,,,,,,
1319578684,1319578530,0,117144168,False,Rua José Fonseca dos Santos,residential,True,155.925,"LINESTRING (-45.8879336 -23.219282, -45.8890313 -23.218308)",1.4092990956853584,0.0027686472708458305,,,,,,,
1319578684,1319578667,0,117144162,True,Rua Matias Peres,residential,False,187.57299999999998,"LINESTRING (-45.8879336 -23.219282, -45.888344 -23.2196741, -45.8885418 -23.2198577, -45.8892482 -23.2204584)",4.051202578155752,1.8773459784683433e-06,,,,,,,
1319578690,1319578539,0,117144157,True,Rua Francisca Maria de Jesus,residential,False,53.262,"LINESTRING (-45.8871559 -23.2199418, -45.8871559 -23.2194628)",9.536552915995337,0.0006988107513851996,,,,,,,
1319587385,7725657340,0,127565232,False,Rua Aguapei,residential,False,23.348,"LINESTRING (-45.8798304 -23.2199496, -45.8797006 -23.2201224)",1.2117219050874397,0.0002501250625312656,2,,,,,,
1319587390,7725657340,0,127565232,False,Rua Aguapei,residential,True,47.891,"LINESTRING (-45.8793729 -23.2204303, -45.8797006 -23.2201224)",1.470680902326016,0.0007499997183981032,2,,,,,,
1319587390,3346220252,0,117144398,False,Rua Solimões,residential,False,99.60999999999999,"LINESTRING (-45.8793729 -23.2204303, -45.8792549 -23.2203785, -45.8791812 -23.2203329, -45.8791423 -23.2202762, -45.8790833 -23.2200396, -45.8790237 -23.2198351, -45.8790022 -23.2197684, -45.8789546 -23.2196752)",1.5109254608117422,0.0009986229041465942,,,,,,,
1319587390,1411482884,0,127565232,False,Rua Aguapei,residential,False,46.839,"LINESTRING (-45.8793729 -23.2204303, -45.8791665 -23.2206212, -45.8790659 -23.220742)",1.4974454566360145,0.0005003752814610958,2,,,,,,
1319602663,1319602694,0,117144650,False,Rua Helsinque,residential,False,74.947,"LINESTRING (-45.884649 -23.2129042, -45.8840724 -23.2124877)",1.8618549293960935,0.0010013137667157321,,,,,,,
1319602663,1319602677,0,117144650,False,Rua Helsinque,residential,True,73.746,"LINESTRING (-45.884649 -23.2129042, -45.8851873 -23.2133459)",1.7543688196563396,0.0009847931221052106,,,,,,,
