u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,tunnel,geometry,Cost of returning,Edge Betweenness,bridge,junction,width,access,est_width,service
3796811413,4202242238,0,376237763,False,,,Rue du Docteur Suzanne Noël,residential,30,False,116.236,,"LINESTRING (1.4036516 43.6013471, 1.4037491 43.601342, 1.4037705 43.6013422, 1.4050083 43.6012863, 1.4050923 43.6012824)",1.6497425608243428,0.00018610480570539935,,,,,,
3796811418,4202242241,0,376237760,True,2,,Rue Jacques Cassan,residential,30,False,130.51999999999998,,"LINESTRING (1.4068062 43.6022466, 1.4066894 43.6022522, 1.4061052 43.6022798, 1.4051892 43.6023283)",4.5006573760121835,0.00025854464661192604,,,,,,
3796811418,3796811411,0,"[1316383856, 1161125301, 1316383855]",False,1,,Rue Thomas Dupuy,residential,30,False,115.748,,"LINESTRING (1.4068062 43.6022466, 1.4068021 43.6022182, 1.4068021 43.6022017, 1.4067735 43.6018801, 1.4067703 43.6018524, 1.406717 43.6012685, 1.406708 43.6012082)",1.4235952221748218,0.0004850362662740615,,,,no,,
3796811418,11756345985,0,1316383855,False,1,,Rue Thomas Dupuy,residential,30,True,66.66,,"LINESTRING (1.4068062 43.6022466, 1.4068121 43.6023113, 1.4068504 43.6027756, 1.4068506 43.6028206, 1.4068405 43.602844)",1.489873954160063,0.0003307132695981083,,,,,,
3796811420,3796811423,0,219515275,False,1,,Rue Luce Boyals,residential,30,False,88.788,,"LINESTRING (1.4046102 43.6024005, 1.4047639 43.6025252, 1.4052287 43.6029036, 1.4053483 43.6029936)",1.4875837833585512,0.0002278970216130109,,,,,,
3796811420,244193185,0,"[219515275, 1317528639]",False,"['2', '1']",,Rue Luce Boyals,residential,30,True,84.02099999999999,,"LINESTRING (1.4046102 43.6024005, 1.4044892 43.6023026, 1.4043343 43.6021797, 1.4042839 43.6021467, 1.4042303 43.6021341, 1.4041632 43.6021273, 1.4040184 43.6021292, 1.403849 43.6021354, 1.4038155 43.6021366, 1.4037234 43.6021399)",1.4888381786885556,8.609936162205281e-05,,,,,,
3796811423,2137750226,0,219515275,False,1,,Rue Luce Boyals,residential,30,False,137.59199999999998,,"LINESTRING (1.4053483 43.6029936, 1.4054202 43.6030644, 1.4054375 43.6031315, 1.4054427 43.6032256, 1.4054438 43.603271, 1.4054302 43.6033013, 1.4053899 43.6033387, 1.4049709 43.6035301, 1.4045123 43.6037326, 1.4044481 43.6037571, 1.4043683 43.6037799)",1.5158395681124648,0.0006126566258833814,,,,,,
3796811423,3796811420,0,219515275,False,1,,Rue Luce Boyals,residential,30,True,88.788,,"LINESTRING (1.4053483 43.6029936, 1.4052287 43.6029036, 1.4047639 43.6025252, 1.4046102 43.6024005)",1.487583783358551,9.199218734589891e-05,,,,,,
3796811423,11756345985,0,376237761,False,1,,Rue Thomas Dupuy,residential,30,False,123.23299999999999,,"LINESTRING (1.4053483 43.6029936, 1.4054111 43.6029574, 1.4054924 43.6029334, 1.4061498 43.6029016, 1.4067663 43.6028738, 1.406811 43.6028612, 1.4068405 43.602844)",1.463567199183415,0.0004000957448571165,,,,,,
3845257012,1381093825,0,"[4612443, 202553215]",True,2,,Allée Serge Ravanel,secondary,30,False,385.302,,"LINESTRING (1.4523599 43.5948442, 1.4523777 43.5947935, 1.4524158 43.5946853, 1.4524385 43.5944994, 1.4524974 43.5940172, 1.4526501 43.5927661, 1.4526686 43.5925977, 1.4526845 43.5924524, 1.4527733 43.5917311, 1.452818 43.5914463, 1.4528236 43.5914105, 1.4528249 43.5913976)",24.001781210024234,0.022623445576129983,,,,,,
3845257012,644057,0,99340611,True,2,,Square Boulingrin,primary,30,False,58.04600000000001,,"LINESTRING (1.4523599 43.5948442, 1.4526448 43.5948136, 1.4527964 43.5948077, 1.452954 43.5948136, 1.453076 43.5948257)",14.998673020086514,0.06029514624464764,,,,,,
3845288373,8831198,0,2305291,True,2,,Allée Paul Sabatier,secondary,30,False,8.592,,"LINESTRING (1.4538758 43.5960178, 1.4538934 43.5960596, 1.4539261 43.5960834)",22.15592073919863,0.06243535151025973,,,,,,
3845288373,3845288374,0,342617947,True,2,,Square Boulingrin,primary,30,False,47.096000000000004,,"LINESTRING (1.4538758 43.5960178, 1.4536986 43.5962114, 1.4536866 43.5962252, 1.4535255 43.5963556)",15.003289123345464,0.02316114743130001,,,,,,
3845288374,701753,0,342636062,True,3,,Square Boulingrin,primary,30,False,71.216,,"LINESTRING (1.4535255 43.5963556, 1.4532932 43.5964977, 1.4530701 43.5965875, 1.4527629 43.5966644)",5.87065954443174,0.02419885185071219,,,,,,
3845288375,60291986,0,2305119,True,3,,Square Boulingrin,primary,30,False,73.443,,"LINESTRING (1.4519821 43.59666, 1.4519481 43.5966526, 1.4517386 43.5965899, 1.4515376 43.5964973, 1.451395 43.5964078, 1.4513834 43.5963974, 1.4512715 43.5962735)",10.127527876956496,0.04132246646957507,,,,,,
3845288376,1378743277,0,171894932,True,,,Rue Pierre Seel,residential,,False,4.134,,"LINESTRING (1.4567158 43.5972224, 1.4566676 43.5972096)",2.552024892404538,0.00014936710558602402,,,,,,
3845288376,430872703,0,171894928,True,1,,Port Saint-Sauveur,primary,50,False,61.87899999999999,,"LINESTRING (1.4567158 43.5972224, 1.4567183 43.597308, 1.4567181 43.5974837, 1.4567084 43.5976355, 1.4567036 43.59771, 1.4566663 43.5977731)",5.47957549167405,0.01687784187068172,,,,,,
3845288377,430872703,0,171894927,False,3,,Port Saint-Sauveur,primary,50,True,68.736,,"LINESTRING (1.4566573 43.5983887, 1.4566898 43.5982562, 1.4566926 43.5981696, 1.4566663 43.5977731)",1.8152765497672718,0.009273507788589675,,,,,,
3845288377,2098527216,0,383294282,True,,,Port Saint-Étienne,primary,50,False,26.215,,"LINESTRING (1.4566573 43.5983887, 1.4566159 43.5985128, 1.4566097 43.5986208)",6.3929493396913415,0.04426643837021503,,,,,,
3845288377,247473302,0,"[486625454, 759807782, 24861524]",False,2,,Avenue Jean Rieux,secondary,50,False,118.447,,"LINESTRING (1.4566573 43.5983887, 1.4568956 43.5983338, 1.4571702 43.5982354, 1.4574917 43.5980972, 1.4575635 43.5980663, 1.4576521 43.5980303, 1.4576795 43.5980192, 1.4579623 43.5979046)",1.7416002362102778,0.031028069772634566,,,,,,
3845301552,243047972,0,22660138,False,,,Rue Caffarelli,residential,,False,34.166,,"LINESTRING (1.4492835 43.6096836, 1.4493147 43.6096586, 1.4493341 43.6096436, 1.4495741 43.6094597)",1.563092730465426,0.00014083606918246437,,,,,,
3845301552,226768935,0,"[1077029770, 1077029587, 21088578]",True,2,,Rue de Bayard,tertiary,30,False,210.50900000000001,,"LINESTRING (1.4492835 43.6096836, 1.4493456 43.6097187, 1.4494084 43.6097534, 1.4506806 43.6104544, 1.4513161 43.6108056, 1.4513634 43.6108308)",6.675370498627667,0.001989654663646384,,,,,,
3845315527,3845315528,0,381303447,False,,,Rue Frédéric Jean Baby,residential,30,True,62.037,,"LINESTRING (1.4579452 43.6029675, 1.4573062 43.6028968, 1.4571836 43.6028832)",1.2638116488548758,0.00015701051970482024,,,,,,
3845315528,1378778663,0,218897869,True,3,,Boulevard de la Gare,primary,50,False,3.043,,"LINESTRING (1.4571836 43.6028832, 1.4571783 43.6028561)",18.417659634048125,0.026075803140368194,,,,,,
3845315528,3845315527,0,381303447,False,,,Rue Frédéric Jean Baby,residential,30,False,62.037,,"LINESTRING (1.4571836 43.6028832, 1.4573062 43.6028968, 1.4579452 43.6029675)",1.2638116488548765,0.00015701051970482024,,,,,,
3845329178,8831755,0,224200678,True,2,,Boulevard de Bonrepos,primary,50,False,171.255,,"LINESTRING (1.4517056 43.6125189, 1.4514808 43.6129181, 1.451379 43.613088, 1.4512746 43.6132232, 1.4511201 43.6133703, 1.4509506 43.6134936, 1.4507001 43.6136311, 1.4506695 43.6136479, 1.4506417 43.6136632, 1.4504971 43.6137394)",6.094825407023655,0.03392053492458367,,,,,,
3845329178,243048229,0,732925011,False,2,,Rue Raymond IV,residential,30,True,70.372,,"LINESTRING (1.4517056 43.6125189, 1.4516313 43.6124722, 1.4515974 43.6124504, 1.4515673 43.612431, 1.4510516 43.612099)",1.5170425547950457,0.0016257788392425308,,,,,,
3845331830,243287170,0,548888590,True,2,,Boulevard Matabiau,primary,50,False,57.167,,"LINESTRING (1.4478909 43.6150455, 1.4476122 43.615154, 1.4474338 43.6152075, 1.4472418 43.6152495)",6.483767261401461,0.020837155040392734,,,,,,
3845337992,226208454,0,"[232416161, 22820075, 526216220]",False,"['3', '2']",,Avenue François Collignon,tertiary,50,False,429.703,,"LINESTRING (1.4441963 43.6153733, 1.4441816 43.6154339, 1.4441593 43.6155322, 1.4440618 43.6159691, 1.4440544 43.6160506, 1.4440544 43.6161395, 1.4440624 43.616222, 1.4440873 43.6163113, 1.4441111 43.6163746, 1.4441372 43.6164334, 1.4441718 43.6164924, 1.4441991 43.6165343, 1.4442285 43.6165695, 1.4444135 43.616789, 1.4446407 43.6170502, 1.444936 43.6173862, 1.4450371 43.6174999, 1.4453777 43.6178827, 1.4455118 43.6180363, 1.4455317 43.6180592, 1.4456412 43.6181973, 1.4456993 43.6182706, 1.445972 43.6186627, 1.4459859 43.6186838, 1.4460003 43.6187058, 1.4460658 43.6188413)",1.8378191907565966,3.419811413796885e-05,,,,,,
3845337992,251543008,0,51261615,True,2,,Boulevard des Minimes,primary,50,False,349.63199999999995,,"LINESTRING (1.4441963 43.6153733, 1.4444507 43.6153996, 1.4446203 43.6154205, 1.4448825 43.6154598, 1.4455281 43.6155617, 1.4456874 43.6155839, 1.4459397 43.6156135, 1.4460902 43.6156311, 1.4465308 43.6156656, 1.446916 43.6156749, 1.4471064 43.6156635, 1.447367 43.6156272, 1.447559 43.6155848, 1.447763 43.6155273, 1.4482223 43.6153384, 1.4482552 43.6153255, 1.4482769 43.6153171, 1.4483795 43.6152716)",8.05147905655419,0.023167977191657772,,,,,,
3845342760,226208441,0,51261615,True,2,,Boulevard des Minimes,primary,50,False,94.874,,"LINESTRING (1.4405302 43.6159763, 1.4410477 43.6157983, 1.441521 43.6156484, 1.4416035 43.6156243)",17.919255610194785,0.031089512959679856,,,,,,
3845343511,252934044,0,123982920,False,2,,Rue de Chaussas,residential,30,False,76.256,,"LINESTRING (1.433085 43.6148842, 1.4329974 43.6149583, 1.4329815 43.6149756, 1.4329663 43.6149923, 1.4328136 43.6151411, 1.4325775 43.6153805, 1.432523 43.6154358)",1.5312274130864723,9.465505420018921e-05,,,,,,
3845343511,1381070539,0,843232126,True,2,,Boulevard de l'Embouchure,primary,50,False,166.29500000000002,,"LINESTRING (1.433085 43.6148842, 1.4333712 43.6150583, 1.4337675 43.6152739, 1.4338922 43.6153404, 1.4339488 43.6153714, 1.4339862 43.6153906, 1.4340729 43.6154352, 1.4344065 43.6155779, 1.4347921 43.6157167)",29.85100696232662,0.02947155012777816,,,,,,
3845348263,1373202649,0,123032376,True,,,Boulevard de la Marquette,primary,50,False,47.826,,"LINESTRING (1.4290216 43.612674, 1.4286239 43.6125854, 1.4284558 43.6125431)",30.31375767567344,0.007251676817120617,,,,,,
3845348263,1373202611,0,123032394,True,,,Rue de Sébastopol,tertiary,30,False,40.015,,"LINESTRING (1.4290216 43.612674, 1.4288122 43.6125813, 1.4287285 43.6125246, 1.4286584 43.6124394)",31.622849479035366,0.0006212616308106714,,,,,,
3845348264,1373202564,0,123032392,True,,,Rue de Sébastopol,tertiary,30,False,48.614000000000004,,"LINESTRING (1.4281568 43.6124783, 1.4283528 43.6124774, 1.4284191 43.6124746, 1.4284748 43.6124634, 1.4285083 43.612445, 1.4285552 43.6124115, 1.4285894 43.6123663, 1.4286395 43.6122999)",10.820252799513437,0.0011744722197894798,,,,,,
3845348264,5978117075,0,810222217,False,4,,Boulevard de la Marquette,primary,50,False,174.714,,"LINESTRING (1.4281568 43.6124783, 1.4270095 43.6121998, 1.4267462 43.6121384, 1.4263712 43.6120509, 1.4260957 43.6119866)",1.4300176468151884,0.007532091490582131,,,,,,
3845355817,252937076,0,23359957,False,,,Chemin du Sang de Serp,residential,30,True,81.379,,"LINESTRING (1.4239583 43.6200865, 1.4238822 43.6201264, 1.4236827 43.6202185, 1.4233925 43.6203625, 1.4232678 43.6204402, 1.4231586 43.6205288)",1.5808276498900458,0.0005024681816998322,,,,,,
3845355817,359886067,0,51206329,False,2,,Chemin du Sang de Serp,tertiary,30,True,35.370000000000005,,"LINESTRING (1.4239583 43.6200865, 1.4240462 43.6200274, 1.4240887 43.6200056, 1.4241138 43.6199927, 1.4243031 43.61989)",1.5307469151113378,0.0013028322646361026,,,,,,
3845355817,2214943263,0,"[912562847, 693705359]",False,3,,Boulevard de Suisse,primary,50,False,167.702,,"LINESTRING (1.4239583 43.6200865, 1.4240346 43.6201874, 1.4240474 43.6202079, 1.4240673 43.6202401, 1.4242743 43.620576, 1.4246488 43.6211835, 1.4248189 43.6214596)",1.5860929127779506,0.001746643407017818,,,,,,
3845355817,1377213471,0,"[843295287, 802844543]",False,,,Boulevard de Suisse,primary,50,True,145.454,,"LINESTRING (1.4239583 43.6200865, 1.4238782 43.6199316, 1.4238666 43.6199104, 1.4238646 43.6199071, 1.4236852 43.6196115, 1.4234815 43.6192597, 1.4232414 43.6188862)",1.67460235707278,0.006373695096616699,,,,,,
3845355819,246596794,0,22905093,False,,,Chemin du Prat-Long,residential,30,False,58.866,,"LINESTRING (1.4255527 43.6226265, 1.4254724 43.6227181, 1.4254533 43.6227382, 1.425434 43.6227603, 1.4254143 43.6227829, 1.4253741 43.6228288, 1.4252014 43.6230897)",1.6746482790134194,0.004783322524066399,,,,,,
3845355819,1379448282,0,612568363,False,4,,Boulevard de Suisse,primary,50,True,58.2,,"LINESTRING (1.4255527 43.6226265, 1.4254707 43.6225434, 1.4254398 43.6224955, 1.4254182 43.6224621, 1.4253339 43.6223316, 1.4252312 43.6221595)",1.6525813576896025,0.025425817066175596,,,,,,
3845355819,252937426,0,"[99925061, 1107665933]",False,3,,Boulevard Silvio Trentin,primary,50,True,157.592,,"LINESTRING (1.4255527 43.6226265, 1.4256126 43.6226742, 1.4256574 43.6226979, 1.4257064 43.6227292, 1.4257363 43.6227453, 1.4257472 43.6227512, 1.4258474 43.6228053, 1.4271168 43.6234766)",1.7091333780594944,0.012357033637334104,,,,,,
3845364780,252937442,0,5174278,True,,,Rue de Fenouillet,tertiary,30,False,104.287,,"LINESTRING (1.4309549 43.6255134, 1.4309176 43.6256062, 1.430583 43.6264118)",11.270095247345976,0.0068009619458574075,,,,,,
3845364780,252935888,0,104791540,False,3,,Boulevard Silvio Trentin,primary,50,False,85.63499999999999,,"LINESTRING (1.4309549 43.6255134, 1.4308251 43.6254461, 1.4307956 43.6254308, 1.4307608 43.6254127, 1.4306047 43.6253315, 1.4300908 43.6250641)",1.6531025929854994,0.012791426121027497,,,,,,
3845364780,5245552745,0,"[542582379, 1091816037, 636981071]",False,3,,Boulevard Silvio Trentin,primary,50,True,228.00199999999998,,"LINESTRING (1.4309549 43.6255134, 1.4310873 43.625582, 1.4311131 43.6255961, 1.4311519 43.6256172, 1.4311902 43.625638, 1.4327017 43.6264615, 1.4328219 43.6265223, 1.4329194 43.6265716, 1.4330218 43.6266251, 1.4331981 43.6267048, 1.4332402 43.6267238)",1.7547567716983816,0.01332944850646702,,,,,,
3845364780,705150856,0,735333256,False,,,Rue du Général Bourbaki,residential,30,True,48.94799999999999,,"LINESTRING (1.4309549 43.6255134, 1.4310169 43.6254096, 1.4310324 43.625389, 1.4310463 43.6253705, 1.4312332 43.6251224)",1.6746522723307338,0.00019498102855303366,,,,,,
3845364781,231188989,0,21490925,False,,,Rue de Crimée,residential,30,False,93.33900000000001,,"LINESTRING (1.4358207 43.6264789, 1.4358384 43.626533, 1.4358471 43.6265593, 1.4360587 43.6272051, 1.4360762 43.6272973)",1.454038490179476,0.00014002241542143123,,,,,,
3845364781,6339907653,0,"[636977681, 636977682]",False,"['3', '2']",,Boulevard Pierre et Marie Curie,secondary,50,False,113.563,,"LINESTRING (1.4358207 43.6264789, 1.4361583 43.6263986, 1.4368393 43.6262332, 1.4368804 43.6262232, 1.4369078 43.6262165, 1.4371601 43.6261579)",1.7548901303641173,0.008202295627927675,,,,,,
3845364781,4418074560,0,"[636977681, 21042770]",False,"['3', '2']",,Boulevard Pierre et Marie Curie,secondary,50,True,116.46199999999999,,"LINESTRING (1.4358207 43.6264789, 1.4351811 43.6266309, 1.434806 43.6267124, 1.4345862 43.6267601, 1.43444 43.6267919)",1.6550835129033465,0.015348320736986866,,,,,,
3845364784,2157411532,0,1247651018,False,3,,,primary,50,False,3.394,,"LINESTRING (1.4339919 43.6269517, 1.4339679 43.6269768)",1.7119040635258544,0.02291882654755959,,circular,,,,
3845364784,707451174,0,1247651017,False,3,,,primary,50,True,19.055,,"LINESTRING (1.4339919 43.6269517, 1.4340075 43.6269254, 1.4340159 43.6268975, 1.4340167 43.626869, 1.4340101 43.6268408, 1.4339962 43.6268141, 1.4339755 43.6267898)",1.214242437258653,0.0029964895524884592,,circular,,,,
3845578801,251548512,0,23247768,False,,,Rue du Docteur Marcel Bouvier,residential,30,False,136.59,,"LINESTRING (1.4579047 43.6213058, 1.4577906 43.6213498, 1.4577652 43.6213589, 1.4577432 43.6213668, 1.457499 43.6214546, 1.4573884 43.6214951, 1.4571955 43.6215739, 1.4568986 43.6217361, 1.4567783 43.6217979, 1.4567303 43.6218248, 1.4566826 43.6218515, 1.456614 43.6218881, 1.4565406 43.6219181, 1.4564673 43.6219515)",1.6730838194158049,0.0007361100919892286,,,,,,
3845578801,251342395,0,315778507,False,2,M 112,Avenue de Lavaur,tertiary,30,True,87.81099999999998,,"LINESTRING (1.4579047 43.6213058, 1.4580307 43.621239, 1.4580587 43.6212291, 1.4580869 43.6212192, 1.4584763 43.6210818, 1.4585518 43.6210589, 1.4586643 43.6210453, 1.4587428 43.6210463, 1.4588314 43.6210599, 1.4588995 43.6210809)",1.6563119580875185,0.0028073027249609643,,,,,,
3845578801,4235539294,0,315778518,False,2,M 188,Rue du Faubourg Bonnefoy,primary,50,False,87.279,,"LINESTRING (1.4579047 43.6213058, 1.4579479 43.6213874, 1.4579757 43.62144, 1.4579874 43.6214641, 1.4580546 43.6216024, 1.4582688 43.6220451)",1.646736847874172,0.001867951785935487,,,,,,
3845578801,251548478,0,1150009471,False,,M 188,Rue du Faubourg Bonnefoy,primary,30,True,38.808,,"LINESTRING (1.4579047 43.6213058, 1.4578544 43.6212107, 1.4578452 43.6211917, 1.457835 43.6211709, 1.4577712 43.6210399, 1.4577389 43.6209781)",1.6746205760795687,0.024500939301626678,,,,,,
3845610822,1478113869,0,22791463,False,,,Chemin de Lanusse,residential,30,False,140.061,,"LINESTRING (1.4639313 43.6356045, 1.4638352 43.6356256, 1.4638119 43.6356258, 1.4637826 43.6356222, 1.4637358 43.6356073, 1.4636878 43.6355899, 1.4630283 43.6353477, 1.4628808 43.6353079, 1.4627695 43.635287, 1.4625677 43.6352715, 1.4623929 43.6352565, 1.4623035 43.6352434)",1.7572573827418452,0.006883782036260751,,,,,,
3845610822,251542370,0,"[30724041, 654984198]",False,,,Chemin de Nicol,residential,30,False,113.20500000000001,,"LINESTRING (1.4639313 43.6356045, 1.4640108 43.6355871, 1.4640951 43.635565, 1.4641335 43.635555, 1.4641636 43.6355471, 1.4644741 43.6354642, 1.464574 43.6354348, 1.4648256 43.6353693, 1.4649491 43.635336, 1.4650326 43.635301, 1.4651111 43.6352681, 1.4652244 43.6352137)",1.6918073779347753,0.003830238095801665,,,,,,
3845610822,251837218,0,241552046,False,2,M 188,Route d'Albi,primary,50,False,63.772999999999996,,"LINESTRING (1.4639313 43.6356045, 1.4639718 43.6357147, 1.4639834 43.6357418, 1.4639916 43.6357615, 1.4641212 43.6360739, 1.4641606 43.6361533)",1.6968189536404819,0.004423687561689749,,,,,,
3845610822,251523224,0,"[210621809, 1307663636]",False,2,M 188,Route d'Albi,primary,50,True,95.63300000000001,,"LINESTRING (1.4639313 43.6356045, 1.4639087 43.635543, 1.4638733 43.6354517, 1.4638583 43.6354131, 1.4638169 43.6353062, 1.4637695 43.6351655, 1.4636578 43.6347953, 1.4636499 43.6347692)",1.6798841320019369,0.003308464129408228,,,,,,
3845618760,252809796,0,23346641,False,2,,Chemin du Séminaire,residential,30,False,609.077,,"LINESTRING (1.4392328 43.6394095, 1.4391012 43.6393991, 1.4386791 43.6394704, 1.4382615 43.6395424, 1.4381344 43.6395643, 1.4379876 43.639591, 1.4371042 43.6397514, 1.4364952 43.6398567, 1.4363778 43.6398754, 1.4356661 43.6400029, 1.4354245 43.6400462, 1.4353333 43.6400625, 1.4352048 43.6400855, 1.4351698 43.6400919, 1.4347702 43.6401655, 1.4346141 43.6401942, 1.4345231 43.6402093, 1.4343406 43.6402446, 1.4341109 43.6402879, 1.4339067 43.6403243, 1.4337842 43.6403554, 1.4336881 43.6404013, 1.4335723 43.6404835, 1.433465 43.6405854, 1.4334208 43.6406553, 1.4334164 43.6407476, 1.433418 43.6410357, 1.4334184 43.641105, 1.4334205 43.6414948, 1.4334214 43.6416658)",1.3309832674791036,8.067500321516516e-05,,,,,,
3845618760,11644751926,0,33572335,False,2,M 15,Route de Launaguet,secondary,50,True,187.795,,"LINESTRING (1.4392328 43.6394095, 1.4392251 43.639068, 1.4392284 43.6383628, 1.4392257 43.6382313, 1.4392107 43.6377208)",1.5020950003685871,0.00038604172534836216,,,,,,
3845618760,252795628,0,1089717290,False,2,M 15,Route de Launaguet,secondary,50,False,140.776,,"LINESTRING (1.4392328 43.6394095, 1.4392221 43.639766, 1.4392239 43.6397948, 1.4392137 43.6401123, 1.4392054 43.640372, 1.4391882 43.640675)",1.2272285005492818,0.00015701051970482024,,,,,,
3845653017,716744887,0,557678967,False,2,M 120n,Avenue des Minimes,primary,30,True,34.621,,"LINESTRING (1.4366594 43.6179402, 1.4367548 43.6176366)",1.8551297293917883,0.02299575381223909,,,,,,
3845653017,243970559,0,"[315761981, 4645757]",True,1,M 15,Avenue Frédéric Estèbe,residential,30,False,75.27000000000001,,"LINESTRING (1.4366594 43.6179402, 1.4367454 43.6181052, 1.4367785 43.6181802, 1.4368253 43.6183441, 1.4368393 43.6183955, 1.4368467 43.6184228, 1.4368901 43.6185942)",27.951018111228684,0.011558666704538551,,,,,,
3845653017,243971112,0,22739581,True,1,,Rue Condeau,residential,30,False,343.25199999999995,,"LINESTRING (1.4366594 43.6179402, 1.4367896 43.6179638, 1.4368546 43.6179607, 1.4376902 43.6178832, 1.4380114 43.6178507, 1.4384875 43.6177953, 1.4385328 43.6177879, 1.4392743 43.6176905, 1.440798 43.6174673, 1.4408578 43.6174585)",41.15607125589375,0.00022609712086890728,,,,,,
3845653017,252935711,0,23359841,True,,,Rue de l'Abbé Sicard,residential,30,False,58.623000000000005,,"LINESTRING (1.4366594 43.6179402, 1.4365385 43.6179008, 1.4360762 43.6177653, 1.4360151 43.6177677, 1.4359794 43.6177682)",8.001011399346428,0.022482239664328867,,,,,,
3845653017,1379494701,0,51261618,False,2,M 120n,Avenue des Minimes,primary,30,False,64.79500000000002,,"LINESTRING (1.4366594 43.6179402, 1.4366425 43.6179961, 1.4366143 43.6180893, 1.4365668 43.6182225, 1.4365447 43.6182879, 1.4364729 43.618507)",1.7817825193459846,0.007958939184855034,,,,,,
3845655761,2045033097,0,123982940,False,,,Rue du Caillou Gris,residential,30,False,35.165,,"LINESTRING (1.4359227 43.6201385, 1.4358117 43.6201183, 1.4355021 43.6200532)",1.3551233764960027,0.00013449943231623655,,,,,,
3845655761,4418074277,0,"[444321763, 444321766]",True,1,M 120n,Avenue des Minimes,primary,30,False,104.269,,"LINESTRING (1.4359227 43.6201385, 1.4359552 43.6202168, 1.4358668 43.6204783, 1.4358425 43.6205503, 1.4357944 43.62063, 1.4357704 43.6206773, 1.435581 43.6210266)",10.933951726470124,0.008154314712201296,,,,,,
3845655761,252935717,0,"[51261618, 444321764]",False,2,M 120n,Avenue des Minimes,primary,30,True,73.05799999999999,,"LINESTRING (1.4359227 43.6201385, 1.4359464 43.6200669, 1.4361344 43.6194996)",1.7968641401604206,0.02333679801898486,,,,,,
3845665441,248512062,0,23034912,False,2,M 112,Route d'Agde,primary,50,True,186.183,,"LINESTRING (1.475122 43.6250918, 1.4751943 43.6251489, 1.4753149 43.6252543, 1.4754497 43.6253737, 1.4756075 43.6255239, 1.4758426 43.6257606, 1.4760766 43.6260106, 1.4761209 43.6260615, 1.4762843 43.626243, 1.4764307 43.6263571, 1.4765164 43.6264239)",1.662811709484048,0.018615288524582402,,,,,,
3845665441,251370043,0,23234309,False,,,Chemin de Nicol,residential,30,False,60.846999999999994,,"LINESTRING (1.475122 43.6250918, 1.4750862 43.6251162, 1.475051 43.6251403, 1.4745685 43.6254645)",1.7925672609486916,0.003464389777431671,,,,,,
3845665441,249690389,0,119164365,False,2,M 112,Route d'Agde,primary,50,False,57.18300000000001,,"LINESTRING (1.475122 43.6250918, 1.4750245 43.6249887, 1.4749273 43.6248595, 1.4747895 43.6246388)",1.5512411072037238,0.017749141767875332,,,,,,
3845683220,6223384436,0,664883985,True,,,Rue Cambard,residential,,False,10.276,,"LINESTRING (1.4764588 43.6288753, 1.4765166 43.6288902, 1.4765783 43.6289078)",4.555601933505081,0.00020269841119556015,,,,,,
3845683220,2269700869,0,"[224233990, 664883990, 664883991]",True,2,,Avenue d'Atlanta,secondary,50,False,219.421,,"LINESTRING (1.4764588 43.6288753, 1.4766592 43.6284938, 1.4767994 43.6282237, 1.477024 43.6277113, 1.4770786 43.6275866, 1.4771233 43.6274598, 1.4771453 43.627379, 1.4771584 43.6273307, 1.4772079 43.6271697, 1.4772123 43.6271443, 1.4772386 43.6269902)",7.917968603195879,0.006979867148586393,,,,,,
3845683221,3845683220,0,33562325,True,2,,Avenue d'Atlanta,secondary,50,False,21.599,,"LINESTRING (1.47637 43.6290586, 1.4764588 43.6288753)",4.6348414561224835,0.0041151155368615725,,,,,,
3845683221,383231990,0,664883984,True,,,Rue Cambard,residential,,False,34.357,,"LINESTRING (1.47637 43.6290586, 1.4763237 43.6290479, 1.4762549 43.6290072, 1.476013 43.6288922)",6.068174337325777,0.00456279769865184,,,,,,
3845697238,251542290,0,664883921,True,,,Rue André Vasseur,residential,30,False,47.171,,"LINESTRING (1.4728916 43.635649, 1.4727962 43.6355905, 1.4727705 43.6355798, 1.4727032 43.635552, 1.4726481 43.6355277, 1.4725623 43.6354894, 1.4724259 43.6353951)",6.058550869511156,0.003574997376583025,,,,,,
3845697238,2587851052,0,664883942,True,2,,Avenue d'Atlanta,secondary,50,False,13.091,,"LINESTRING (1.4728916 43.635649, 1.472931 43.6355683, 1.4729458 43.635538)",4.645883302988027,0.00246894604124406,,,,,,
3869439037,241773289,0,22540758,True,,,Port Saint-Sauveur,residential,30,False,58.283,,"LINESTRING (1.4558124 43.594838, 1.4557055 43.5953564)",4.647428929918632,0.006739321509415503,,,,,,
3869439039,3845257012,0,"[195830688, 543662413, 99270773]",True,"['3', '2']",,Square Boulingrin,primary,30,False,99.522,,"LINESTRING (1.4513936 43.5953711, 1.4514421 43.5953254, 1.4514944 43.5952655, 1.451583 43.5951853, 1.4516405 43.5951505, 1.4518232 43.59504, 1.4518953 43.5950051, 1.4520947 43.5949251, 1.4522734 43.5948612, 1.4523599 43.5948442)",14.912726726898743,0.08291859182077763,,,,,,
