u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,tunnel,geometry,Cost of returning,Edge Betweenness,bridge,junction,width,access,est_width,service
191041162,250979648,0,17543196,False,,,Chemin de Pelleport,residential,30,False,173.25400000000002,,"LINESTRING (1.47792 43.6095931, 1.4778589 43.6095606, 1.4775082 43.6093984, 1.4774171 43.6093717, 1.4771649 43.609261, 1.477126 43.6092416, 1.4770845 43.6092008, 1.4767271 43.6090347, 1.4766694 43.6090185, 1.4766053 43.6089886, 1.4761848 43.6087866, 1.4761171 43.608753)",1.5736391482047531,0.000612705938232535,,,,,,
191041162,181680309,0,17543196,False,,,Chemin de Pelleport,residential,30,True,122.505,,"LINESTRING (1.47792 43.6095931, 1.4779716 43.609629, 1.4780769 43.6096751, 1.4785621 43.6098947, 1.4791203 43.6101446, 1.4791685 43.6101689, 1.479201 43.6101855)",1.6648952678754672,0.0007781488696426078,,,,,,
191041162,251160948,0,18521770,False,,,Rue Pierre Juppont,residential,30,True,98.92999999999999,,"LINESTRING (1.47792 43.6095931, 1.4779253 43.6095411, 1.4780145 43.6092989, 1.4780876 43.6091537, 1.4781419 43.6090678, 1.4783203 43.6088663, 1.4783914 43.6087823)",1.5545890198183787,9.253462318658768e-05,,,,,,
191041162,203828759,0,32063830,False,,,Rue Joseph de Pesquidoux,residential,30,False,148.68699999999998,,"LINESTRING (1.47792 43.6095931, 1.4779126 43.6096494, 1.4778952 43.6096805, 1.4778703 43.6097043, 1.4771326 43.6102315, 1.4769678 43.6103427, 1.4769262 43.6103621, 1.4768793 43.6103675, 1.476833 43.6103597, 1.4767887 43.6103466, 1.4766 43.6102553)",1.7247647669995618,5.412030319599253e-05,,,,,,
191045672,60689432,0,"[288156997, 616124981]",True,,,Rond-Point du Capitaine Alfred Dreyfus,primary,50,False,4.879,,"LINESTRING (1.4651711 43.6154648, 1.4651868 43.6154952, 1.4651899 43.6155064)",4.244926679900842,0.023947062995934295,,roundabout,,,,
191045686,198178147,0,17543196,False,,,Chemin de Pelleport,residential,30,True,200.642,,"LINESTRING (1.4732818 43.6068642, 1.4733213 43.6068741, 1.4733696 43.6068988, 1.473434 43.6069431, 1.473489 43.6069999, 1.4735064 43.6070421, 1.4735011 43.6070878, 1.473379 43.6072201, 1.4732382 43.6073742, 1.4732181 43.6074179, 1.4732355 43.6074694, 1.4732762 43.6075083, 1.4733587 43.6075502, 1.4739869 43.6078249, 1.4741072 43.6078554, 1.4743468 43.6079566, 1.4744836 43.6080216)",1.5292428673806924,0.010436120388407731,,,,,,
191045686,2133479161,0,"[45835140, 45835142, 18522444, 203268112, 45835155, 45835156]",True,,,Avenue Jacques Chirac,secondary,"['30', '50']",False,944.1170000000001,,"LINESTRING (1.4732818 43.6068642, 1.4731987 43.6071241, 1.473088 43.6073839, 1.4729793 43.6075626, 1.4728533 43.6077423, 1.4727433 43.6078617, 1.472573 43.6080248, 1.4722592 43.6082569, 1.4718206 43.6085764, 1.470788 43.6093125, 1.4706629 43.6094042, 1.470497 43.6095241, 1.4701965 43.609746, 1.4698526 43.6100174, 1.4695052 43.610301, 1.4691505 43.6106107, 1.468774 43.6109549, 1.4685222 43.6112006, 1.4680119 43.6117247, 1.4676543 43.6121296, 1.4675231 43.6122905, 1.4674215 43.6124197, 1.4672716 43.6126104, 1.4669649 43.6130159, 1.4666549 43.6134712, 1.466565 43.6135948, 1.4664937 43.6136711)",23.79742791911582,0.0050239914441101725,,,,,,
191046646,250961691,0,18522589,True,,,Avenue Jacques Chirac,secondary,50,False,33.177,,"LINESTRING (1.4655289 43.6144142, 1.4656681 43.6142061, 1.4657294 43.6141557)",15.689334391597006,0.01078207117389428,,,,,,
191057543,5163896578,0,383801694,False,3,,Rue Louis Plana,tertiary,,True,8.682,,"LINESTRING (1.4825181 43.6063753, 1.4825746 43.6063088)",1.6884730914599448,0.004101012205003665,,,,,,
191057543,3873081708,0,"[383801673, 383801669, 383801679]",True,2,M 50,Avenue Jean Chaubet,secondary,50,False,122.821,,"LINESTRING (1.4825181 43.6063753, 1.4823772 43.6063294, 1.4821653 43.6062458, 1.4818868 43.6061407, 1.4818219 43.6061169, 1.4815647 43.6060159, 1.4814737 43.6059792, 1.481301 43.6059113, 1.4812467 43.6058904, 1.4811696 43.6058596)",7.966129018239539,0.024120100029114012,yes,,,,,
191057543,250979383,0,"[17543488, 1234589199]",False,"['3', '2']",,Rue Louis Plana,tertiary,30,False,129.77,,"LINESTRING (1.4825181 43.6063753, 1.4824669 43.6064409, 1.4824491 43.6064738, 1.4824234 43.6065207, 1.4823617 43.6066158, 1.4823396 43.6066479, 1.4822812 43.6067173, 1.4821927 43.6068071, 1.4821238 43.6068727, 1.4820472 43.6069518, 1.4819352 43.6070654, 1.4818085 43.607199, 1.4816456 43.6073514)",1.6777937998127108,0.0033465332629547487,,,,,,
192194969,5231471551,0,"[970730542, 540857494]",True,"['2', '1']",,Avenue de l'Aérodrome de Montaudran,tertiary,50,False,142.734,,"LINESTRING (1.4759953 43.5720275, 1.4760567 43.5720709, 1.4761454 43.5721134, 1.4762146 43.572132, 1.4763057 43.5721453, 1.4763913 43.5721484, 1.4764575 43.5721441, 1.476562 43.5721247, 1.4766896 43.5720757, 1.4767464 43.5720435, 1.4767954 43.5720091, 1.4768846 43.5719275, 1.4770006 43.5718075, 1.4770675 43.5717255, 1.4770945 43.5716923, 1.477176 43.5715802, 1.4772173 43.5715215, 1.4772498 43.5714752)",19.019148736351255,0.003988777298330245,,,,,,
192194969,192196488,0,616124468,True,2,,,tertiary,50,False,24.226,,"LINESTRING (1.4759953 43.5720275, 1.4759924 43.5721001, 1.4759566 43.5721679, 1.4758919 43.5722234)",10.167747449247084,0.00258012073241068,,roundabout,,,,
192195845,9015890,0,"[499548872, 18630489]",True,1,,,primary_link,"['50', '90']",False,158.595,,"LINESTRING (1.4754117 43.5721184, 1.4753514 43.5720745, 1.4753117 43.5720576, 1.4752798 43.5720475, 1.4752075 43.5720311, 1.4750993 43.5720221, 1.4749359 43.5720125, 1.4747863 43.5720277, 1.4745846 43.5720764, 1.4743325 43.5721888, 1.4740205 43.5723551, 1.4736884 43.5725251)",23.44191435779552,0.00396010216729747,,,,,,
192195845,2860904815,0,872031453,True,2,,,tertiary,50,False,17.897,,"LINESTRING (1.4754117 43.5721184, 1.4754012 43.5720789, 1.4754009 43.5720387, 1.4754109 43.5719991, 1.4754308 43.5719615)",10.040187940581346,0.004401940815713045,,roundabout,,,,
192196488,9015875,0,616124467,True,2,,,tertiary,50,False,7.839,,"LINESTRING (1.4758919 43.5722234, 1.4758523 43.5722438, 1.4758086 43.5722594)",9.93762966920343,0.007297783863579162,,roundabout,,,,
192300568,192300569,0,22635255,False,2,,Avenue de la Gloire,tertiary,30,False,87.84,,"LINESTRING (1.4747825 43.6062216, 1.4746094 43.6062997, 1.4744053 43.606376, 1.4739439 43.6065401, 1.4738157 43.6065864)",1.5338119843294935,0.010047169234459313,,,,,,
192300568,250979396,0,22635255,False,2,,Avenue de la Gloire,tertiary,30,True,73.226,,"LINESTRING (1.4747825 43.6062216, 1.4748901 43.6061669, 1.4750272 43.6060905, 1.4751352 43.6060293, 1.4754094 43.6058572, 1.475488 43.6058068)",1.7049009333129765,0.009493243616417778,,,,,,
192300568,250979301,0,23204114,False,,,Rue Pigni,residential,30,False,246.40099999999998,,"LINESTRING (1.4747825 43.6062216, 1.4748341 43.6062526, 1.4758211 43.6067634, 1.4771455 43.6074441, 1.4772045 43.6074854, 1.4772481 43.6075286)",1.5343918801345835,0.0007195657988482213,,,,,,
192300569,1215273060,0,22635255,False,2,,Avenue de la Gloire,tertiary,30,False,19.497999999999998,,"LINESTRING (1.4738157 43.6065864, 1.4736905 43.6066289, 1.4735968 43.6066614)",1.6234597181215913,0.01851146137343966,,,,,,
192300569,192300568,0,22635255,False,2,,Avenue de la Gloire,tertiary,30,True,87.84,,"LINESTRING (1.4738157 43.6065864, 1.4739439 43.6065401, 1.4744053 43.606376, 1.4746094 43.6062997, 1.4747825 43.6062216)",1.5338119843294942,0.009832093423626218,,,,,,
192300569,250979686,0,"[23204189, 194945918]",False,,,"['Rue Charles Valaze', 'Rue Belloc Cité']",residential,30,False,329.70599999999996,,"LINESTRING (1.4738157 43.6065864, 1.473858 43.6066252, 1.4741434 43.6067693, 1.474584 43.6069979, 1.4760578 43.6077503, 1.476117 43.6077795, 1.476161 43.607814, 1.4762046 43.6078718, 1.4762106 43.6079384, 1.4761916 43.607986, 1.4756797 43.6085196, 1.4756534 43.6085488)",1.5141687478058985,3.328583567862866e-06,,,,,,
198177103,203825949,0,19115691,False,,,Rue Samuel de Champlain,residential,30,False,108.414,,"LINESTRING (1.4739892 43.6085599, 1.4751141 43.6090958)",1.4056420039410318,0.0025192446373806542,,,,,,
198177103,198178147,0,19115777,False,,,Avenue Angla,residential,30,False,71.883,,"LINESTRING (1.4739892 43.6085599, 1.4744418 43.6080671, 1.4744836 43.6080216)",1.535900055839057,0.0025289591701638985,,,,,,
198177103,203824473,0,19115777,False,,,Avenue Angla,residential,30,True,75.219,,"LINESTRING (1.4739892 43.6085599, 1.4739315 43.6086201, 1.4738956 43.6086611, 1.4738816 43.6086961, 1.4737166 43.6088786, 1.4736314 43.6089401, 1.4735205 43.6090651, 1.4734916 43.609126)",1.4176475599205018,0.006649918220400164,,,,,,
198177105,203825949,0,19115691,False,,,Rue Samuel de Champlain,residential,30,True,38.956,,"LINESTRING (1.475518 43.6092887, 1.4751141 43.6090958)",1.5360309877040483,0.00011082950472254505,,,,,,
198177105,181680311,0,32063830,False,,,Rue Joseph de Pesquidoux,residential,30,False,76.42999999999999,,"LINESTRING (1.475518 43.6092887, 1.4760262 43.6087713, 1.4760484 43.6087564, 1.4760805 43.6087366)",1.5062361904647465,0.004966641182044624,,,,,,
198177105,203826646,0,32063830,False,,,Rue Joseph de Pesquidoux,residential,30,True,67.496,,"LINESTRING (1.475518 43.6092887, 1.4753357 43.6094858, 1.4753169 43.6095183, 1.4753075 43.6095523, 1.4753082 43.6095858, 1.4753222 43.6096145, 1.475341 43.6096387, 1.4753692 43.6096572, 1.4755791 43.6097548)",1.5379969686324917,0.002395396672481579,,,,,,
198178146,203825381,0,19115777,False,,,Avenue Angla,residential,30,False,73.63499999999999,,"LINESTRING (1.4724594 43.6102405, 1.4724972 43.6102034, 1.4727507 43.6099397, 1.4727651 43.6099172, 1.4727691 43.6098953, 1.4727785 43.6098761, 1.4728164 43.6098334, 1.4728375 43.6098215, 1.4728633 43.6098111, 1.4728818 43.6097975, 1.4729757 43.6097023)",1.5780641034497724,0.0017921833614610973,,,,,,
198178146,203825947,0,19635259,False,,,Rue de Soupetard,residential,30,False,104.267,,"LINESTRING (1.4724594 43.6102405, 1.472507 43.6102605, 1.4725418 43.6102754, 1.4727774 43.6103839, 1.4729002 43.6104387, 1.4735665 43.6107269)",1.6026209506308566,0.0004445015152698648,,,,,,
198178146,203830121,0,19635259,False,,,Rue de Soupetard,residential,30,True,62.065999999999995,,"LINESTRING (1.4724594 43.6102405, 1.4724103 43.6102191, 1.4723731 43.6102032, 1.4718954 43.6099961, 1.4717973 43.6099546)",1.6722399883177426,0.00011770857742946165,,,,,,
198178146,251299002,0,36964833,False,,,Rue du Général Férrié,residential,30,True,250.49,,"LINESTRING (1.4724594 43.6102405, 1.4724203 43.610279, 1.4720201 43.6107209, 1.4719862 43.6107374, 1.4719534 43.6107418, 1.4719205 43.6107408, 1.4717184 43.6107076, 1.4716744 43.6107073, 1.4716322 43.6107149, 1.4716027 43.6107285, 1.4715786 43.6107493, 1.4714096 43.6109341, 1.471195 43.6111683, 1.4711722 43.6112183, 1.4711853 43.6112654, 1.4712004 43.6112863, 1.4714686 43.6115167, 1.4714951 43.6115706, 1.4714957 43.611598, 1.4714867 43.6116213, 1.4712996 43.6118844)",1.9369805007848826,0.005804926461479954,,,,,,
198178147,191045686,0,17543196,False,,,Chemin de Pelleport,residential,30,False,200.64199999999994,,"LINESTRING (1.4744836 43.6080216, 1.4743468 43.6079566, 1.4741072 43.6078554, 1.4739869 43.6078249, 1.4733587 43.6075502, 1.4732762 43.6075083, 1.4732355 43.6074694, 1.4732181 43.6074179, 1.4732382 43.6073742, 1.473379 43.6072201, 1.4735011 43.6070878, 1.4735064 43.6070421, 1.473489 43.6069999, 1.473434 43.6069431, 1.4733696 43.6068988, 1.4733213 43.6068741, 1.4732818 43.6068642)",1.529242867380693,9.825485568839645e-05,,,,,,
198178147,250979686,0,17543196,False,,,Chemin de Pelleport,residential,30,True,110.93799999999999,,"LINESTRING (1.4744836 43.6080216, 1.4749762 43.6082431, 1.4756534 43.6085488)",1.504030290512959,0.0036143239750329606,,,,,,
198178147,198177103,0,19115777,False,,,Avenue Angla,residential,30,True,71.883,,"LINESTRING (1.4744836 43.6080216, 1.4744418 43.6080671, 1.4739892 43.6085599)",1.5359000558390565,0.009278019868537223,,,,,,
198184369,198184618,0,19116086,True,,,,tertiary,30,False,8.315,,"LINESTRING (1.4773649 43.6126358, 1.4773329 43.612645, 1.4772985 43.6126458, 1.4772658 43.612638)",4.232710896245955,0.008187058112039236,,roundabout,,,,
198184369,251313015,0,23229286,False,,,Avenue de l'Hers,residential,30,True,53.25,,"LINESTRING (1.4773649 43.6126358, 1.4774137 43.6126615, 1.4775103 43.6127081, 1.4778333 43.612873, 1.4779076 43.6129095)",1.6044120633672756,0.0005855594900235201,,,,,,
198184618,251313019,0,597493897,False,2,,Rue Louis Plana,tertiary,30,False,99.31200000000001,,"LINESTRING (1.4772658 43.612638, 1.477242 43.6126736, 1.4772089 43.6127174, 1.4771394 43.6128081, 1.4770362 43.6129363, 1.4769115 43.6130746, 1.4768189 43.6131756, 1.4767331 43.6132586, 1.4766506 43.6133358, 1.4766018 43.613389)",1.5140237129554974,0.007772390568007253,,,,,,
198184618,2042775548,0,1247672176,True,,,,tertiary,30,False,9.62,,"LINESTRING (1.4772658 43.612638, 1.4772462 43.612628, 1.4772305 43.612615, 1.4772196 43.6125996, 1.477214 43.6125828, 1.4772141 43.6125655)",4.19388046044786,0.009838479372841599,,roundabout,,,,
198184623,11218603060,0,"[597493891, 597493892, 597493893]",False,"['3', '2']",,Rue Louis Plana,tertiary,30,True,54.473,,"LINESTRING (1.4772973 43.6125033, 1.4772957 43.6124804, 1.4772863 43.612443, 1.477237 43.6122159, 1.4772254 43.6121612, 1.4772265 43.6120613, 1.4772373 43.6120182)",1.5130675570566543,0.009614206808891372,,,,,,
198184623,198184369,0,"[1247672178, 1247672174, 1247672175]",True,,,,tertiary,30,False,21.926,,"LINESTRING (1.4772973 43.6125033, 1.4773236 43.6125028, 1.4773492 43.6125074, 1.4773722 43.6125167, 1.4773911 43.61253, 1.477403 43.612544, 1.4774102 43.6125597, 1.4774123 43.6125761, 1.4774092 43.6125924, 1.4773929 43.6126172, 1.4773649 43.6126358)",4.188590475920515,0.008379696804007478,,roundabout,,,,
198208858,1381685007,0,19117750,True,,,Rue Maran,residential,30,False,174.32999999999998,,"LINESTRING (1.4448367 43.5807717, 1.4449013 43.5807892, 1.4450549 43.580795, 1.4469937 43.5808688)",7.422647968435158,0.0023326713643582967,,,,,,
198208858,239954726,0,50891480,False,,,Rue Saint-Roch,tertiary,30,False,63.476,,"LINESTRING (1.4448367 43.5807717, 1.4447758 43.5808306, 1.4446051 43.5809956, 1.4443854 43.5812393)",1.452519176641063,0.0038378321975713076,,,,,,
198208858,1379511535,0,50891480,False,,,Rue Saint-Roch,tertiary,30,True,148.736,,"LINESTRING (1.4448367 43.5807717, 1.4456064 43.5800137, 1.4458607 43.5797634, 1.4459237 43.5796907)",1.7302581478199577,0.005508855117162197,,,,,,
203598495,2172117663,0,19605569,False,,,Rue Bernadette,residential,30,False,159.49399999999997,,"LINESTRING (1.4196521 43.5740017, 1.4197315 43.5739693, 1.4206131 43.5737243, 1.4214949 43.5734792)",1.3576191617426117,0.0003107171120163544,,,,,,
203598495,232707626,0,105365891,False,2,M 15,Route de Seysses,secondary,50,True,32.492,,"LINESTRING (1.4196521 43.5740017, 1.4195189 43.5738448, 1.4194438 43.5737515)",1.4998934647311692,0.01082706869249687,,,,,,
203598495,769424605,0,149950697,False,2,M 15,Route de Seysses,secondary,50,False,206.304,,"LINESTRING (1.4196521 43.5740017, 1.420011 43.574452, 1.4201126 43.5745794, 1.4202552 43.5747583, 1.4203113 43.5748294, 1.4205229 43.5750973, 1.4205352 43.5751128, 1.4207253 43.5753535, 1.4208757 43.575544, 1.4209296 43.5756097)",1.5008432126566575,0.014071648673576707,,,,,,
203598498,232707710,0,2305863,True,1,,Route d'Espagne,secondary,50,False,65.942,,"LINESTRING (1.4242134 43.5727112, 1.4242722 43.5721197)",4.504692023616483,0.003493804593701748,,,,,,
203598498,333030667,0,207086679,False,,,Rue Bernadette,residential,30,False,6.823,,"LINESTRING (1.4242134 43.5727112, 1.4242979 43.5727153)",1.5517130543860358,0.00028295425944292036,,,,,,
203598498,2172117656,0,207086679,False,,,Rue Bernadette,residential,30,True,185.803,,"LINESTRING (1.4242134 43.5727112, 1.4241508 43.5727289, 1.4229189 43.5730764, 1.422064 43.5733171)",1.5861166421619186,0.0001678592365185955,,,,,,
203604896,244619234,0,19606019,False,,,Rue de la Faourette,residential,30,False,35.212,,"LINESTRING (1.4173829 43.5796006, 1.4177924 43.5794898)",1.5455935276987764,0.002561751882350992,,,,,,
203604896,1381059861,0,19606019,False,,,Rue de la Faourette,residential,30,True,400.1529999999999,,"LINESTRING (1.4173829 43.5796006, 1.4172765 43.5796302, 1.4165961 43.579821, 1.4165646 43.5798355, 1.4165438 43.5798552, 1.4165367 43.579879, 1.4165441 43.5799188, 1.4167321 43.5802825, 1.4168276 43.5804673, 1.4168492 43.5804943, 1.4168864 43.5805127, 1.4172919 43.5806461, 1.4173726 43.5806726, 1.417412 43.5806884, 1.417432 43.5807013, 1.4174457 43.5807161, 1.41747 43.5807424, 1.4175231 43.5808444, 1.417584 43.5809614, 1.4176402 43.5810694, 1.4176776 43.5811411, 1.41773 43.5812419, 1.4177838 43.5813443, 1.4178117 43.5813987, 1.4178506 43.5814582, 1.4178636 43.5814779, 1.4178987 43.5815311, 1.4179374 43.5815991, 1.4180435 43.5818056, 1.4183099 43.5822986, 1.4183421 43.5823251, 1.4183719 43.5823408)",1.5304914824722105,4.931234915352395e-07,,,,,,
203604896,232686126,0,21614896,False,,,Rue Paul Lambert,residential,30,False,93.46300000000001,,"LINESTRING (1.4173829 43.5796006, 1.4173304 43.5795165, 1.417014 43.57893, 1.4169584 43.5788735, 1.4169248 43.5788308)",1.6109162636003378,0.002243736542659916,,,,,,
203604900,244619276,0,19606019,False,,,Rue de la Faourette,residential,30,True,33.478,,"LINESTRING (1.4202662 43.5787801, 1.4200357 43.5788546, 1.4198839 43.578898)",1.554876293484214,0.002583375347454812,,,,,,
203604900,245165976,0,"[94333216, 315425781]",False,,,Rue de la Faourette,tertiary,30,False,80.94200000000001,,"LINESTRING (1.4202662 43.5787801, 1.4204375 43.5787206, 1.4205873 43.5786734, 1.4208489 43.5785972, 1.4211172 43.5785253, 1.421195 43.5785034)",1.7001104507240354,0.004337884074162617,,,,,,
203604900,244619200,0,"[22779764, 1231339454]",False,"['2', '1']",,Rue des Vosges,tertiary,30,True,84.911,,"LINESTRING (1.4202662 43.5787801, 1.4202927 43.5788232, 1.4203171 43.5788617, 1.4203205 43.5789212, 1.4203039 43.5789849, 1.4200807 43.579447, 1.4200523 43.5795035)",1.5567970052462246,0.0024579740435574007,,,,,,
203604902,245165984,0,149950697,False,2,M 15,Route de Seysses,secondary,50,False,62.019,,"LINESTRING (1.4226963 43.5780744, 1.4230341 43.5785756)",1.440903304888281,0.017530959279045567,,,,,,
203604902,1378091914,0,149950697,False,2,M 15,Route de Seysses,secondary,50,True,137.184,,"LINESTRING (1.4226963 43.5780744, 1.4224311 43.5777009, 1.4219222 43.5769755)",1.713661918249943,0.016762722191582816,,,,,,
203604902,232686205,0,315425781,False,,,Rue de la Faourette,tertiary,30,True,86.326,,"LINESTRING (1.4226963 43.5780744, 1.4226455 43.5780876, 1.4226051 43.5780982, 1.4216976 43.5783559)",1.4137709474133984,0.002986750363530638,,,,,,
203824472,203824473,0,19634372,False,,,Rue Clément Marot,residential,30,False,105.611,,"LINESTRING (1.4745816 43.6096544, 1.4734916 43.609126)",1.3841331093794182,2.3226116451309778e-05,,,,,,
203824472,203825949,0,19634608,False,,,Rue de Tarbes,residential,30,False,75.473,,"LINESTRING (1.4745816 43.6096544, 1.4751141 43.6090958)",1.4183334587487633,0.0004120786457014228,,,,,,
203824472,203825380,0,19634608,False,,,Rue de Tarbes,residential,30,True,75.203,,"LINESTRING (1.4745816 43.6096544, 1.474053 43.610212)",1.5392749405230086,7.239052855737315e-05,,,,,,
203824473,251160958,0,19115777,False,,,Avenue Angla,residential,30,True,32.085,,"LINESTRING (1.4734916 43.609126, 1.4732677 43.6093647)",1.5178431309034253,0.006484623226037552,,,,,,
203824473,203824472,0,19634372,False,,,Rue Clément Marot,residential,30,True,105.611,,"LINESTRING (1.4734916 43.609126, 1.4745816 43.6096544)",1.384133109379418,0.0001272751731652453,,,,,,
203824473,198177103,0,19115777,False,,,Avenue Angla,residential,30,False,75.219,,"LINESTRING (1.4734916 43.609126, 1.4735205 43.6090651, 1.4736314 43.6089401, 1.4737166 43.6088786, 1.4738816 43.6086961, 1.4738956 43.6086611, 1.4739315 43.6086201, 1.4739892 43.6085599)",1.4176475599205012,0.00240597417137501,,,,,,
203825380,203825381,0,19634513,False,,,Rue de Pau,residential,30,False,103.61,,"LINESTRING (1.474053 43.610212, 1.4729757 43.6097023)",1.3992582371797022,1.1563745876501365e-05,,,,,,
203825380,203824472,0,19634608,False,,,Rue de Tarbes,residential,30,False,75.203,,"LINESTRING (1.474053 43.610212, 1.4745816 43.6096544)",1.5392749405230088,0.0003074624969722218,,,,,,
203825380,203825947,0,19634608,False,,,Rue de Tarbes,residential,30,True,69.37,,"LINESTRING (1.474053 43.610212, 1.4735665 43.6107269)",1.4266987392414407,0.00019147985176313346,,,,,,
203825381,203825380,0,19634513,False,,,Rue de Pau,residential,30,True,103.61,,"LINESTRING (1.4729757 43.6097023, 1.474053 43.610212)",1.3992582371797029,0.0002056571521447716,,,,,,
203825381,251160958,0,19115777,False,,,Avenue Angla,residential,30,False,44.843,,"LINESTRING (1.4729757 43.6097023, 1.4729911 43.6096749, 1.4730015 43.6096392, 1.4730179 43.6096157, 1.4732127 43.6094003, 1.4732677 43.6093647)",1.50029258025356,0.001871674868296578,,,,,,
203825381,198178146,0,19115777,False,,,Avenue Angla,residential,30,True,73.635,,"LINESTRING (1.4729757 43.6097023, 1.4728818 43.6097975, 1.4728633 43.6098111, 1.4728375 43.6098215, 1.4728164 43.6098334, 1.4727785 43.6098761, 1.4727691 43.6098953, 1.4727651 43.6099172, 1.4727507 43.6099397, 1.4724972 43.6102034, 1.4724594 43.6102405)",1.5780641034497724,0.00576757235699616,,,,,,
203825947,203825380,0,19634608,False,,,Rue de Tarbes,residential,30,False,69.37,,"LINESTRING (1.4735665 43.6107269, 1.474053 43.610212)",1.4266987392414399,0.00023245841390971185,,,,,,
203825947,203826645,0,19635259,False,,,Rue de Soupetard,residential,30,False,70.947,,"LINESTRING (1.4735665 43.6107269, 1.4736758 43.610777, 1.4740511 43.6109551, 1.4743073 43.6110724)",1.5608226462744592,0.00043838678397482785,,,,,,
203825947,198178146,0,19635259,False,,,Rue de Soupetard,residential,30,True,104.267,,"LINESTRING (1.4735665 43.6107269, 1.4729002 43.6104387, 1.4727774 43.6103839, 1.4725418 43.6102754, 1.472507 43.6102605, 1.4724594 43.6102405)",1.6026209506308564,4.048543865504315e-05,,,,,,
203825949,198177105,0,19115691,False,,,Rue Samuel de Champlain,residential,30,False,38.956,,"LINESTRING (1.4751141 43.6090958, 1.475518 43.6092887)",1.5360309877040488,0.002955067179199499,,,,,,
203825949,198177103,0,19115691,False,,,Rue Samuel de Champlain,residential,30,True,108.414,,"LINESTRING (1.4751141 43.6090958, 1.4739892 43.6085599)",1.4056420039410318,1.412798803248461e-05,,,,,,
203825949,203824472,0,19634608,False,,,Rue de Tarbes,residential,30,True,75.473,,"LINESTRING (1.4751141 43.6090958, 1.4745816 43.6096544)",1.418333458748764,7.295762057263867e-05,,,,,,
203826645,203827080,0,19634715,False,,,Rue de l'Imprimerie,residential,30,False,151.28,,"LINESTRING (1.4743073 43.6110724, 1.4753804 43.6099556)",1.5272132935634288,0.0004655825445329963,,,,,,
203826645,251299087,0,19635259,False,,,Rue de Soupetard,residential,30,False,74.607,,"LINESTRING (1.4743073 43.6110724, 1.4745238 43.6111766, 1.4750808 43.6114419)",1.4641784308911197,0.0005060679831880395,,,,,,
203826645,203825947,0,19635259,False,,,Rue de Soupetard,residential,30,True,70.947,,"LINESTRING (1.4743073 43.6110724, 1.4740511 43.6109551, 1.4736758 43.610777, 1.4735665 43.6107269)",1.56082264627446,7.534926950658458e-05,,,,,,
203826646,203827080,0,19634715,False,,,Rue de l'Imprimerie,residential,30,True,27.467,,"LINESTRING (1.4755791 43.6097548, 1.4753804 43.6099556)",1.4268902194493873,0.00039393170121292603,,,,,,
203826646,198177105,0,32063830,False,,,Rue Joseph de Pesquidoux,residential,30,False,67.496,,"LINESTRING (1.4755791 43.6097548, 1.4753692 43.6096572, 1.475341 43.6096387, 1.4753222 43.6096145, 1.4753082 43.6095858, 1.4753075 43.6095523, 1.4753169 43.6095183, 1.4753357 43.6094858, 1.475518 43.6092887)",1.5379969686324917,0.004354477679652778,,,,,,
203826646,203828759,0,32063830,False,,,Rue Joseph de Pesquidoux,residential,30,True,99.501,,"LINESTRING (1.4755791 43.6097548, 1.4759948 43.6099456, 1.4760867 43.6100135, 1.4766 43.6102553)",1.4311104138482253,0.001927175917268869,,,,,,
203827080,203826646,0,19634715,False,,,Rue de l'Imprimerie,residential,30,False,27.467,,"LINESTRING (1.4753804 43.6099556, 1.4755791 43.6097548)",1.4268902194493882,0.0004537968930853041,,,,,,
203827080,203826645,0,19634715,False,,,Rue de l'Imprimerie,residential,30,True,151.28,,"LINESTRING (1.4753804 43.6099556, 1.4743073 43.6110724)",1.527213293563429,0.00029944924023477416,,,,,,
203827080,203828757,0,19634792,False,,,Rue Robert Surcouf,residential,30,False,100.142,,"LINESTRING (1.4753804 43.6099556, 1.4764311 43.6104376)",1.5495502381805273,0.00012012488253798432,,,,,,
203827081,251311841,0,17543488,False,2,,Rue Louis Plana,tertiary,30,True,73.5,,"LINESTRING (1.4781037 43.6111886, 1.4786741 43.6106725)",1.4999860376864234,0.006423056758119377,,,,,,
203827081,11218603060,0,"[17543488, 597493893]",False,"['3', '2']",,Rue Louis Plana,tertiary,30,False,116.021,,"LINESTRING (1.4781037 43.6111886, 1.4780353 43.6112562, 1.4779557 43.6113179, 1.4778293 43.6114354, 1.4775157 43.611727, 1.4774246 43.6118078, 1.4773059 43.6119131, 1.4772615 43.6119735, 1.4772373 43.6120182)",1.5277736643212685,0.007905287348976,,,,,,
203827081,203828757,0,19634792,False,,,Rue Robert Surcouf,residential,30,True,158.45600000000002,,"LINESTRING (1.4781037 43.6111886, 1.4780764 43.6111757, 1.478051 43.6111637, 1.4771301 43.6107525, 1.4768819 43.6106428, 1.4764311 43.6104376)",1.6881457684703312,0.0032817368361670184,,,,,,
203828755,251299087,0,19635259,False,,,Rue de Soupetard,residential,30,True,25.776,,"LINESTRING (1.4753365 43.6115814, 1.4750808 43.6114419)",1.4771707893221455,0.00017360412519498104,,,,,,
