u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,width,access,ref,bridge,tunnel,junction,est_width
291944388,1867696252,0,176223806,False,2,Avenida de Moratalaz,tertiary,,False,34.068,"LINESTRING (-3.6620079 40.4079445, -3.6616219 40.407858)",1.5061452871497116,0.005167291306556502,,,,,,,
291944388,1295883989,0,44493812,True,,Calle de Ramón Areces,tertiary,,False,29.964999999999996,"LINESTRING (-3.6620079 40.4079445, -3.6621505 40.40798, -3.662267 40.4080139, -3.6623328 40.4080474)",5.579307086142284,0.0025612972201962602,,,,,,,
291944388,1867709568,0,"[657684641, 686848820]",False,4,Calle del Corregidor Diego de Valderrábano,tertiary,,True,189.011,"LINESTRING (-3.6620079 40.4079445, -3.6617604 40.4081975, -3.6616141 40.4083352, -3.66145 40.4084898, -3.6613658 40.4085536, -3.6611204 40.408739, -3.6606926 40.4090286, -3.6604777 40.409174)",1.4859936771335474,0.0006610791920637398,,,,,,,
291944464,1867542036,0,429691802,False,4,Calle del Corregidor Diego de Valderrábano,tertiary,,True,13.781,"LINESTRING (-3.6582856 40.4105942, -3.6582415 40.4107135)",1.618046263460753,0.0022503973521664404,,,,,,,
291944464,2277540467,0,28048941,False,4,Calle del Corregidor Diego de Valderrábano,tertiary,,False,66.60600000000001,"LINESTRING (-3.6582856 40.4105942, -3.6583024 40.4105284, -3.6583193 40.4104622, -3.6583837 40.4102615, -3.6584339 40.4101777, -3.658502 40.4101125, -3.6585845 40.410059)",1.7145866373115768,0.00643261213683473,,,,,,,
291944464,291944467,0,306863593,True,3,Calle del Camino de los Vinateros,secondary,50,False,234.815,"LINESTRING (-3.6582856 40.4105942, -3.658015 40.4105993, -3.6579783 40.4106005, -3.6578749 40.4106007, -3.6571143 40.4106151, -3.6564684 40.4106282, -3.6559495 40.4106375, -3.6558444 40.410639, -3.6555131 40.4106475)",4.3865511252748615,0.0011050870257164073,,,,,,,
291944467,1867542029,0,293876693,False,2,Calle del Arroyo de la Media Legua,tertiary,,True,15.369,"LINESTRING (-3.6555131 40.4106475, -3.6554122 40.4107624)",1.2635528012656538,0.0036969363705136185,,,,,,,
291944467,297915112,0,293876490,False,2,Calle del Arroyo de la Media Legua,tertiary,30,False,74.764,"LINESTRING (-3.6555131 40.4106475, -3.6557209 40.4104478, -3.6557681 40.4104056, -3.6560652 40.4101228)",1.4040045391466967,0.000947128792009333,,,,,,,
292118700,292118704,0,131447328,True,2,,secondary,,False,12.443,"LINESTRING (-3.7132462 40.4219403, -3.7131549 40.4218526)",5.227610614655364,0.018273648514550014,,,,,yes,,
292118700,7968363535,0,858720949,True,3,Cuesta de San Vicente,secondary,50,False,4.983,"LINESTRING (-3.7132462 40.4219403, -3.7132882 40.4219089)",13.320896208598995,0.0011162580099124385,,,,,yes,,
292118704,9307495426,0,44535822,True,3,Plaza de España,primary,50,False,34.477,"LINESTRING (-3.7131549 40.4218526, -3.7129101 40.4221004)",5.388639956013863,0.03959790662996619,,,,,yes,,
292118704,1501171057,0,504683563,True,2,Calle de Bailén,secondary,,False,4.453,"LINESTRING (-3.7131549 40.4218526, -3.7131251 40.4218196)",8.66826133957859,0.01693539305250117,,,,,yes,,
292123017,26080724,0,"[130468177, 26632411, 546584569]",True,1,Calle de Irún,residential,,False,134.05499999999998,"LINESTRING (-3.7153399 40.423944, -3.7152809 40.4238536, -3.7152375 40.4238046, -3.715195 40.4237383, -3.7151855 40.423701, -3.7152084 40.4233913, -3.7152161 40.4230652, -3.7152199 40.4229753, -3.7152405 40.4228956, -3.71527 40.4228482, -3.7153333 40.4227923)",22.38903837048319,0.012700503974297428,,,,,yes,,
292123017,7555089991,0,"[1137690637, 687465094]",True,3,Calle de Ferraz,secondary,,False,72.011,"LINESTRING (-3.7153399 40.423944, -3.7149338 40.4235356, -3.7149052 40.4235066, -3.7148328 40.4234242)",16.53313889393995,0.0035813089264567824,,,,,,,
292536091,26067845,0,31053297,True,,Plaza de la Marina Española,residential,50,False,78.22399999999999,"LINESTRING (-3.7127955 40.4204246, -3.712726 40.4204487, -3.7121653 40.4206165, -3.7120809 40.4206283, -3.7120218 40.4206366, -3.7119236 40.4206479)",5.437032002872437,0.00011363631955893232,,yes,,,,,
292536091,345198357,0,"[26673370, 1012622874, 174836651]",False,2,"['Calle de San Quintín', 'Calle de Bailén']",living_street,"['20', '30']","[False, True]",207.87,"LINESTRING (-3.7127955 40.4204246, -3.7128154 40.4202132, -3.7128554 40.4195736, -3.7128179 40.4195696, -3.7116531 40.4194984, -3.7115241 40.4194888)",1.1749676330941043,1.0343503885214e-07,,"['yes', 'destination']",,,,,
292543226,26067814,0,31053391,True,,Calle de Jacometrezo,residential,,False,6.072,"LINESTRING (-3.7082228 40.4202515, -3.7081532 40.4202383)",2.998321973708189,0.00046867709041890286,,,,,,,
292543226,26067823,0,335717551,True,1,Plaza de Santo Domingo,residential,,False,36.744,"LINESTRING (-3.7082228 40.4202515, -3.7080152 40.4199613)",6.770656462642531,0.02316276421349354,,,,,,,
292640769,1867753611,0,262793453,False,2,Calle Entre Arroyos,residential,,True,53.44,"LINESTRING (-3.6556129 40.4086485, -3.6561997 40.4088255)",1.3621579535478272,0.0001137009664582149,,,,,,,
292823392,292823394,0,150772481,True,,Plaza de las Ciencias,unclassified,20,False,163.96699999999998,"LINESTRING (-3.7254056 40.4496273, -3.725863 40.449575, -3.727226 40.4494249, -3.727323 40.4494141)",51.98765019480224,0.00011399834219491481,,,,,,,
292823394,292823419,0,"[77065962, 1294775651]",True,2,Avenida Complutense,tertiary,"['50', '40']",False,224.02300000000002,"LINESTRING (-3.727323 40.4494141, -3.727387 40.4497753, -3.7274527 40.4501464, -3.7275238 40.4505256, -3.7275963 40.4509009, -3.7276039 40.4509401, -3.7276853 40.4514098)",15.756771669700237,0.0018158021070493178,,,,,,,
292823419,25687683,0,"[77065962, 292585830]",True,"['2', '3']",Avenida Complutense,tertiary,"['50', '40']",False,189.12999999999994,"LINESTRING (-3.7276853 40.4514098, -3.727806 40.4520864, -3.7278291 40.4522113, -3.7278747 40.452471, -3.7279081 40.4526249, -3.7279395 40.4526887, -3.727979 40.4527495, -3.7280261 40.4528068, -3.7280805 40.4528603, -3.7281415 40.4529093, -3.7282088 40.4529534, -3.7282816 40.4529923)",15.893830540928958,0.0018173148444925304,,,,,,,
292823433,1854536649,0,150772471,False,1,Calle Juan del Rosal,residential,,False,223.92700000000002,"LINESTRING (-3.7295513 40.4518264, -3.7296272 40.4518201, -3.7297575 40.4518139, -3.7299143 40.4518171, -3.730313 40.4518309, -3.7304289 40.4518241, -3.7305789 40.451809, -3.73218 40.4516423)",1.3730299677693574,0.0001136233901790758,,,,,,,
292823433,293396588,0,236816634,True,2,Avenida Complutense,tertiary,50,False,214.676,"LINESTRING (-3.7295513 40.4518264, -3.7293986 40.4509887, -3.7293594 40.4507998, -3.7293498 40.4507537, -3.7291963 40.4499148)",7.891985665831042,0.0018175346439500912,,,,,,,
292823483,330271561,0,65167031,False,2,Calle del Profesor Aranguren,residential,30,True,86.551,"LINESTRING (-3.7336574 40.4484734, -3.7336471 40.4484107, -3.7335808 40.4480306, -3.7335508 40.4479448, -3.7335196 40.4478881, -3.7334828 40.4478495, -3.733429 40.4478099, -3.7333482 40.4477638)",1.4021121484793786,0.0001137009664582149,,,,,,,
292823483,292823483,0,"[1019662016, 948268160, 106192709, 138226821, 30001547, 553994833, 948268159]",True,1,Calle del Profesor Aranguren,residential,30,False,582.0200000000001,"LINESTRING (-3.7336574 40.4484734, -3.7336798 40.4486096, -3.7337299 40.4489145, -3.7337479 40.4489963, -3.7337594 40.4490518, -3.7337755 40.4491387, -3.7337954 40.4492501, -3.7338138 40.4493594, -3.7338649 40.4496176, -3.7338826 40.4496863, -3.7338886 40.4497222, -3.7339294 40.4499645, -3.7339503 40.4500189, -3.7339805 40.4500528, -3.7340318 40.450083, -3.7341133 40.4500965, -3.735091 40.4499971, -3.7351827 40.4499816, -3.7352471 40.4499606, -3.7353006 40.4499133, -3.7353294 40.4498433, -3.7352855 40.4495535, -3.7352698 40.4494818, -3.7352228 40.4492138, -3.7352109 40.4491461, -3.7352027 40.4490972, -3.7351697 40.4489009, -3.7351571 40.4488394, -3.735143 40.4487538, -3.7350912 40.4485187, -3.7350788 40.448491, -3.7350382 40.4484347, -3.7349547 40.4483864, -3.7348552 40.4483768, -3.7347931 40.4483827, -3.7340717 40.4484536, -3.7340142 40.4484604, -3.7339255 40.4484713, -3.7338861 40.4484761, -3.733808 40.4484875, -3.7336574 40.4484734)",0.0,0.0,,,,,"['building_passage', 'yes']",,
292824444,1633790618,0,"[389987280, 150469170]",True,1,,trunk_link,,False,130.748,"LINESTRING (-3.732218 40.444349, -3.7322846 40.444505, -3.7323499 40.4445905, -3.7325216 40.444788, -3.7328501 40.4451669, -3.7328623 40.4451905, -3.732871 40.4452168, -3.7328775 40.4452501, -3.732876 40.4452748, -3.7328638 40.4453081, -3.7328418 40.4453421, -3.7328127 40.445374)",23.618502742566747,0.0012776813174210594,,,,,,,
292824449,3112877490,0,24242416,False,2,Calle de Eduardo Saavedra,tertiary,40,True,8.775,"LINESTRING (-3.7318906 40.4453657, -3.7319757 40.4453206)",1.2185845434977527,0.0002151448808124512,,,,,,,
292824449,1633790718,0,150469172,True,,,tertiary_link,,False,35.866,"LINESTRING (-3.7318906 40.4453657, -3.7319799 40.4454651, -3.7320768 40.4455278, -3.7321433 40.445554, -3.7322064 40.4455597)",2.414078125977041,2.7099980179260683e-05,,,,,,,
292824449,51944402,0,"[138226805, 416546330, 416546331, 416546332, 416546333]",False,2,Calle de Eduardo Saavedra,tertiary,40,False,323.88100000000003,"LINESTRING (-3.7318906 40.4453657, -3.7306369 40.446022, -3.7305805 40.4460763, -3.7305456 40.4461154, -3.730518 40.4461676, -3.7305029 40.4462334, -3.7304982 40.446324, -3.7305464 40.4465715, -3.7305767 40.44672, -3.730583 40.4467519, -3.7305884 40.4467804, -3.7306409 40.4470574, -3.7307039 40.4474296, -3.7307276 40.4475698, -3.7307555 40.4477349)",1.7318548088312606,0.0001826145610934532,,,,,,,
293251182,292823392,0,131067684,True,1,Plaza de las Ciencias,unclassified,20,False,44.847,"LINESTRING (-3.7248803 40.4496809, -3.725341 40.4496339, -3.7254056 40.4496273)",51.99093375372899,0.00011399834219491481,,,,,,,
293251182,293251183,0,179497101,True,,Calle de José Antonio Novais,residential,30,False,125.54700000000001,"LINESTRING (-3.7248803 40.4496809, -3.7247034 40.4487219, -3.7247062 40.4486495, -3.7247168 40.448626, -3.7247335 40.4485639)",34.47436570172084,0.0006802663917708118,,,,,,,
293251183,1898869251,0,316379057,False,,Calle de José Antonio Novais,residential,20,False,23.49,"LINESTRING (-3.7247335 40.4485639, -3.7248312 40.4485687, -3.7249124 40.4485412, -3.7249857 40.4485004)",1.2132835712432026,0.0007938897819498875,,,,,,,
293396588,51942968,0,236816634,True,2,Avenida Complutense,tertiary,50,False,26.495,"LINESTRING (-3.7291963 40.4499148, -3.7291531 40.4496788)",15.829879018147892,0.001249262540496434,,,,,,,
293396588,293396590,0,150772479,True,1,Plaza de Menéndez Pelayo,residential,,False,36.635999999999996,"LINESTRING (-3.7291963 40.4499148, -3.7293538 40.4498349, -3.7295952 40.4498096)",7.96938772059287,0.0005682721034536572,,,,,,,
293396590,1444295420,0,37675294,False,,Plaza de Menéndez Pelayo,residential,,False,214.33500000000004,"LINESTRING (-3.7295952 40.4498096, -3.729671 40.450193, -3.7297051 40.4502538, -3.7297585 40.4502878, -3.7298613 40.450306, -3.7300757 40.4502862, -3.7307433 40.4502238, -3.7316082 40.4501342)",1.7972862349842424,0.00022751829733513846,,,,,,,
293396590,293396598,0,37675294,False,,Plaza de Menéndez Pelayo,residential,,True,13.248999999999999,"LINESTRING (-3.7295952 40.4498096, -3.7295841 40.4497535, -3.7295717 40.4496918)",1.4154547142421539,0.0005682074565543746,,,,,,,
293396596,1444295420,0,37675294,False,,Plaza de Menéndez Pelayo,residential,,True,19.479,"LINESTRING (-3.7318363 40.4501106, -3.7316082 40.4501342)",1.626319213116463,0.00011366217831864534,,,,,,,
293396596,1444295420,1,37675292,False,,Calle del Profesor Juan Iglesias,residential,,True,42.601,"LINESTRING (-3.7318363 40.4501106, -3.7318145 40.4499752, -3.7317572 40.4499779, -3.7317006 40.4499958, -3.7316534 40.4500461, -3.7316082 40.4501342)",,0.0,,,,,,,
293396596,1854536649,0,150618175,True,1,Calle del Profesor Juan Iglesias,residential,,False,174.161,"LINESTRING (-3.7318363 40.4501106, -3.731872 40.4501247, -3.7320145 40.4507796, -3.7321646 40.451562, -3.73218 40.4516423)",7.728598448676432,2.1979945756079752e-07,,,,,,,
293396598,293396590,0,37675294,False,,Plaza de Menéndez Pelayo,residential,,False,13.248999999999999,"LINESTRING (-3.7295717 40.4496918, -3.7295841 40.4497535, -3.7295952 40.4498096)",1.4154547142421536,1.5515255827821e-07,,,,,,,
293396598,1636560440,0,37675294,False,,Plaza de Menéndez Pelayo,residential,,True,231.507,"LINESTRING (-3.7295717 40.4496918, -3.7295546 40.4496078, -3.7294949 40.4492791, -3.7295043 40.4492464, -3.7295211 40.4492245, -3.7295748 40.4491852, -3.7296402 40.4491665, -3.7305324 40.4490693, -3.7310467 40.4490156, -3.7314065 40.448978, -3.7315871 40.448956)",1.2754814337273108,0.0001137009664582149,,,,,,,
293396598,51942968,0,150772480,True,1,Plaza de Menéndez Pelayo,residential,,False,36.735,"LINESTRING (-3.7295717 40.4496918, -3.7293404 40.4497223, -3.7292677 40.4497194, -3.729214 40.4497031, -3.7291531 40.4496788)",18.672614221412317,0.0005680523039960964,,,,,,,
294518843,1594617107,0,146189951,False,,Calle de Ramón Areces,residential,,False,70.94800000000001,"LINESTRING (-3.6626369 40.4097929, -3.6625524 40.4100369, -3.6624478 40.410233, -3.6623619 40.4103943)",1.232988161200439,0.0001137009664582149,,,,,,,
294518843,1867709566,0,146189951,False,,Calle de Ramón Areces,residential,,True,52.809,"LINESTRING (-3.6626369 40.4097929, -3.6626798 40.4095833, -3.6627281 40.4093231)",1.314749630184726,9.572912845765557e-05,,,,,,,
294518843,1867709568,0,176225018,False,,Calle de Lituania,residential,30,False,195.339,"LINESTRING (-3.6626369 40.4097929, -3.6621687 40.4096587, -3.6619304 40.4095904, -3.6614839 40.4094624, -3.6612981 40.4094092, -3.6606381 40.40922, -3.6604777 40.409174)",1.449972755829949,0.0004113094319955347,,,,,,,
297605509,143688181,0,14580354,False,,Calle del Doctor Marco Corera,residential,,True,162.07200000000003,"LINESTRING (-3.6768362 40.4507132, -3.6768646 40.4504439, -3.6768913 40.4501903, -3.6769271 40.4498501, -3.6769692 40.4497748, -3.6770422 40.4497142, -3.6770798 40.4496355, -3.6770998 40.4493502, -3.6770985 40.449292)",1.244949418205717,0.0001137009664582149,,,,,,,
297699753,7972697912,0,293876491,False,2,Calle del Arroyo de la Media Legua,tertiary,30,False,81.017,"LINESTRING (-3.6576635 40.4081191, -3.6581035 40.4074721)",1.591409093808657,0.0005064179502200774,,,,,,,
297699753,1588559945,0,27160717,False,,Calle del Corregidor Rodrigo Rodríguez,residential,,False,161.18699999999998,"LINESTRING (-3.6576635 40.4081191, -3.6584255 40.4082398, -3.6586066 40.4081836, -3.6588399 40.4082234, -3.6589516 40.4082107, -3.6590357 40.4081683, -3.6591045 40.4081004, -3.6591819 40.4078293)",1.2554967342101893,0.0001137009664582149,,,,,,,
297699753,1588593686,0,293876491,False,2,Calle del Arroyo de la Media Legua,tertiary,30,True,88.361,"LINESTRING (-3.6576635 40.4081191, -3.6574639 40.4083927, -3.6573338 40.4085711, -3.6571621 40.408816)",1.590713099421863,0.0031507993653743195,,,,,,,
297699803,2277540463,0,218518333,False,,Calle del Corregidor Mendo de Zúñiga,residential,,False,71.883,"LINESTRING (-3.6567186 40.4094668, -3.6575438 40.4096188)",1.2331796014539638,0.0001137009664582149,,,,,,,
297699803,297700217,0,293876490,False,2,Calle del Arroyo de la Media Legua,tertiary,30,False,52.578,"LINESTRING (-3.6567186 40.4094668, -3.6570094 40.409049)",1.5735520355097035,0.0007728407515434771,,,,,,,
297699803,297915112,0,293876490,False,2,Calle del Arroyo de la Media Legua,tertiary,30,True,91.646,"LINESTRING (-3.6567186 40.4094668, -3.6565987 40.4096123, -3.6564843 40.4097184, -3.6563455 40.4098526, -3.6560652 40.4101228)",1.3504381166041122,0.003457096374175219,,,,,,,
297699819,297699820,0,218518334,False,,Calle del Corregidor Rodrigo Rodríguez,residential,,False,103.84,"LINESTRING (-3.6607649 40.4076306, -3.6607079 40.4077645, -3.6606894 40.4078081, -3.6604422 40.4083893, -3.660421 40.4085247)",1.2486080381726912,0.0001137009664582149,,,,,,,
297699819,291944376,0,"[411023720, 717071993]",False,2,Avenida de Moratalaz,tertiary,,False,149.11599999999999,"LINESTRING (-3.6607649 40.4076306, -3.6606025 40.4075895, -3.6604633 40.4075542, -3.6594127 40.407286, -3.6592545 40.407245, -3.6590945 40.4072057)",1.5866436786437508,0.004723736001198812,,,,,,,
297699819,1867696252,0,657684642,False,5,Avenida de Moratalaz,tertiary,,True,76.84100000000001,"LINESTRING (-3.6607649 40.4076306, -3.6611235 40.4077269, -3.6614891 40.4078228, -3.6616219 40.407858)",1.483011446145478,0.0020094454291603803,,,,,,,
297699820,297699819,0,218518334,False,,Calle del Corregidor Rodrigo Rodríguez,residential,,True,103.84,"LINESTRING (-3.660421 40.4085247, -3.6604422 40.4083893, -3.6606894 40.4078081, -3.6607079 40.4077645, -3.6607649 40.4076306)",1.2486080381726925,0.0001137009664582149,,,,,,,
297700217,297699803,0,293876490,False,2,Calle del Arroyo de la Media Legua,tertiary,30,True,52.578,"LINESTRING (-3.6570094 40.409049, -3.6567186 40.4094668)",1.5735520355097048,0.0033497049450869846,,,,,,,
297700217,1588593686,0,293876692,False,2,Calle del Arroyo de la Media Legua,tertiary,30,False,28.955,"LINESTRING (-3.6570094 40.409049, -3.6571621 40.408816)",1.2030834612597567,0.0007893257108605369,,,,,,,
297915112,297699803,0,293876490,False,2,Calle del Arroyo de la Media Legua,tertiary,30,False,91.64599999999999,"LINESTRING (-3.6560652 40.4101228, -3.6563455 40.4098526, -3.6564843 40.4097184, -3.6565987 40.4096123, -3.6567186 40.4094668)",1.3504381166041142,0.0008802321806317114,,,,,,,
297915112,291944467,0,293876490,False,2,Calle del Arroyo de la Media Legua,tertiary,30,True,74.764,"LINESTRING (-3.6560652 40.4101228, -3.6557681 40.4104056, -3.6557209 40.4104478, -3.6555131 40.4106475)",1.404004539146697,0.0035239929855528404,,,,,,,
298148410,25934447,0,302578732,False,6,Calle de Santa Engracia,secondary,50,True,52.264,"LINESTRING (-3.6962369 40.4292586, -3.6960444 40.428812)",1.4779291815188484,0.0012394749999450501,,,,,,,
298148410,25934506,0,7972447,True,,Calle de José Marañón,residential,,False,98.856,"LINESTRING (-3.6962369 40.4292586, -3.6963612 40.4292427, -3.6964438 40.4292313, -3.6972875 40.4291286, -3.6973894 40.4291147)",4.804526116608804,0.00010842577947675576,,,,,,,
298148410,141886481,0,302578732,False,6,Calle de Santa Engracia,secondary,50,False,53.573,"LINESTRING (-3.6962369 40.4292586, -3.6964018 40.429642, -3.6964357 40.429716)",1.6812612302339818,0.011659171720653509,,,,,,,
298158521,298158739,0,27173918,True,,Calle de Cercedilla,residential,,False,110.90100000000001,"LINESTRING (-3.7042937 40.4357683, -3.7044482 40.4357689, -3.7049939 40.4357719, -3.705604 40.4357772)",20.76108000877841,3.178041568732002e-05,,,,,,,
298158521,27523275,0,43410334,True,5,Calle de Bravo Murillo,secondary,50,False,98.52,"LINESTRING (-3.7042937 40.4357683, -3.7043217 40.4350089, -3.7043239 40.4348826)",10.015040603856423,0.005916678163040256,,,,,,,
298158739,27523422,0,44336472,True,1,Calle de Magallanes,residential,,False,31.798,"LINESTRING (-3.705604 40.4357772, -3.7055879 40.4360629)",9.10540523664024,0.00029296681816883,,,,,,,
298448863,26067888,0,27196162,True,,Calle de Seminario de Nobles,residential,,False,109.03800000000001,"LINESTRING (-3.7142741 40.427978, -3.7142622 40.4279916, -3.7142442 40.4280028, -3.7142015 40.4280202, -3.7133102 40.4283951, -3.7131581 40.4284636)",20.366190000655905,0.0012544213630591844,,,,,,,
298448863,25935515,0,"[43407381, 687861983]",True,3,Calle de la Princesa,primary,,False,120.08699999999999,"LINESTRING (-3.7142741 40.427978, -3.7143183 40.4280391, -3.7144575 40.4282313, -3.7145938 40.4284183, -3.7148748 40.4288049, -3.7149592 40.4289237)",8.466055664569478,0.018530607009818442,,,,,,,
298608902,26068010,0,5991555,False,,Plaza de José Moreno Villa,residential,,True,38.186,"LINESTRING (-3.7127351 40.4243081, -3.7125148 40.4240716, -3.7124638 40.4240348)",1.2624773962246607,0.0001137009664582149,,,,,,,
298608902,298608902,0,27211378,True,,Plaza de José Moreno Villa,residential,,False,109.166,"LINESTRING (-3.7127351 40.4243081, -3.7126718 40.4243367, -3.7126541 40.4243671, -3.7126541 40.42439, -3.7128081 40.4246046, -3.7128324 40.4246172, -3.712857 40.424622, -3.7128859 40.4246132, -3.7129442 40.424588, -3.7129831 40.4245721, -3.7130261 40.4245545, -3.7130436 40.4245264, -3.7130385 40.4244926, -3.7128955 40.4242823, -3.7128532 40.4242681, -3.7128162 40.4242702, -3.7127351 40.4243081)",0.0,0.0,,,,,,,
299293137,21702042,0,28682115,True,2,,motorway_link,50,False,450.97100000000006,"LINESTRING (-3.7227582 40.4186687, -3.7229112 40.4183394, -3.7230836 40.4181168, -3.7233524 40.41798, -3.7235876 40.4179348, -3.7237301 40.4178826, -3.7238536 40.4178042, -3.7239447 40.4176862, -3.723991 40.4175232, -3.7239695 40.4174018, -3.723991 40.4172683, -3.7240417 40.4171567, -3.7241779 40.4169509, -3.7242485 40.4168893, -3.7245779 40.4166946, -3.7249008 40.4165038, -3.7261745 40.415877)",44.257296831619016,0.0001541957841688277,,,,,yes,,
301433933,301433959,0,27452818,True,1,Calle de Bailén,residential,30,False,151.347,"LINESTRING (-3.7133252 40.4165302, -3.7133753 40.4163716, -3.7134319 40.4162493, -3.7134867 40.4161244, -3.713538 40.41568, -3.7135254 40.4151896)",6.6326524251425685,0.0005320181223359822,,,,,,,
301433933,26213196,0,"[27452824, 31053371, 627773363]",False,2,"['Calle de Requena', 'Calle de Bailén']",residential,30,True,190.758,"LINESTRING (-3.7133252 40.4165302, -3.7132658 40.4171086, -3.7132587 40.4171588, -3.7132503 40.4171719, -3.7132435 40.417178, -3.7132307 40.417182, -3.7132067 40.4171824, -3.7130959 40.417176, -3.7128865 40.4171627, -3.7127881 40.4171568, -3.712232 40.4171191, -3.7118544 40.4170926)",1.3872397115278259,0.0017033294316774722,,destination,,,,,
301433959,26213499,0,7726328,True,4,Calle de Bailén,secondary,,False,14.489,"LINESTRING (-3.7135254 40.4151896, -3.7135374 40.4151093, -3.7135454 40.4150602)",6.430512493096885,0.018249948961273018,,,,,,,
301831986,301831986,0,27493602,True,,Calle de la Codorniz,residential,50,False,134.813,"LINESTRING (-3.750092 40.3811501, -3.7499339 40.3814434, -3.7500741 40.3814881, -3.7503248 40.3810356, -3.7501851 40.3809919, -3.750092 40.3811501)",0.0,0.0,,,,,,,
301831986,496956415,0,457219183,False,,Calle de la Codorniz,residential,50,False,93.16600000000001,"LINESTRING (-3.750092 40.3811501, -3.7499023 40.3810956, -3.749547 40.3809936, -3.7491978 40.3808933, -3.749145 40.3808614, -3.7490822 40.3808276)",1.5844051281241422,0.0001137009664582149,,,,,,,
301831992,1420240501,0,4119236,False,2,Avenida de Nuestra Señora de Fátima,tertiary,50,True,8.76,"LINESTRING (-3.7483793 40.3806074, -3.7483424 40.380681)",1.6221755339689532,0.0006818179173535938,,,,,,,
301831992,21702885,0,4119236,False,2,Avenida de Nuestra Señora de Fátima,tertiary,50,False,60.090999999999994,"LINESTRING (-3.7483793 40.3806074, -3.7484614 40.3804502, -3.7485498 40.3802772, -3.7486416 40.3801053)",1.3812233688284181,0.00022737607415671676,,,,,,,
301831992,496956400,0,457219183,False,,Calle de la Codorniz,residential,50,True,47.704,"LINESTRING (-3.7483793 40.3806074, -3.7484849 40.380639, -3.7488988 40.380773)",1.777372053037853,0.0003410253230955056,,,,,,,
301831994,1420240501,0,40847327,True,1,Calle de Medina Sidonia,residential,,False,80.625,"LINESTRING (-3.7474325 40.3804681, -3.7476151 40.3805108, -3.7482342 40.3806557, -3.7483424 40.380681)",2.430255303157549,0.0008192313664686619,,,,,,,
301831996,301831994,0,499911860,True,1,Calle de Sonseca,residential,50,False,56.085,"LINESTRING (-3.7469014 40.38017, -3.7470067 40.3802336, -3.7473313 40.3804313, -3.7474325 40.3804681)",27.687361807896362,0.0007928812903210792,,,,,,,
301832002,301831996,0,128529471,True,1,Calle de San Melitón,residential,,False,138.11200000000002,"LINESTRING (-3.745921 40.3802045, -3.745968 40.3802704, -3.746224 40.3806321, -3.7463082 40.3806652, -3.7463503 40.380662, -3.746404 40.3806446, -3.7469014 40.38017)",27.516157052931906,0.0007928812903210792,,,,,,,
301832002,1208086362,0,"[1112870107, 128529573]",False,4,"['Calle de Eugenia de Montijo', 'Calle del General Ricardos']",primary,,False,129.45999999999998,"LINESTRING (-3.745921 40.3802045, -3.7452707 40.3805285, -3.7451004 40.3806465, -3.7449798 40.3807657, -3.7449285 40.3808302, -3.7448182 40.3809792)",1.8796312503834307,0.0005654017811255103,,,,,,,
301832002,301832343,0,1112870107,False,4,Calle de Eugenia de Montijo,primary,,True,13.802999999999999,"LINESTRING (-3.745921 40.3802045, -3.7459624 40.3801745, -3.7460297 40.3801123)",1.3503605401216363,0.00045470043079400745,,,,,,,
301832058,1420240501,0,4119236,False,2,Avenida de Nuestra Señora de Fátima,tertiary,50,False,91.089,"LINESTRING (-3.748062 40.3814713, -3.7481866 40.3810635, -3.7483424 40.380681)",1.2225636649739602,0.00020562885723805432,,,,,,,
301832058,259640959,0,4119236,False,2,Avenida de Nuestra Señora de Fátima,tertiary,50,True,159.477,"LINESTRING (-3.748062 40.3814713, -3.7480023 40.3817098, -3.7477769 40.3824851, -3.7477417 40.3826135, -3.7476654 40.3827843, -3.7476249 40.3828643)",1.7646898995441456,0.0011381603793893791,,,,,,,
301832058,301831994,0,27493609,True,,Calle Sonseca,residential,50,False,150.15400000000002,"LINESTRING (-3.748062 40.3814713, -3.7479584 40.3814541, -3.7475213 40.3813816, -3.7474903 40.3813514, -3.7474783 40.381307, -3.7475213 40.3811052, -3.7474401 40.380528, -3.7474383 40.3805021, -3.7474325 40.3804681)",2.4141609003113347,2.6350076147582665e-05,,,,,,,
301832146,301832147,0,27493613,False,,Calle de Saturnino Tejera,residential,,False,91.896,"LINESTRING (-3.7454706 40.382145, -3.745428 40.3822236, -3.7453265 40.3824149, -3.745122 40.3829268)",1.5341396584908784,0.0005175760050362521,,,,,,,
301832146,335490599,0,501227367,True,,Calle de Monseñor Óscar Romero,residential,20,False,141.304,"LINESTRING (-3.7454706 40.382145, -3.7463944 40.3824556, -3.7469998 40.3826529)",15.171912219174231,0.000435500301707079,,,,,,,
301832147,301832172,0,27493613,False,,Calle de Saturnino Tejera,residential,,False,74.80099999999999,"LINESTRING (-3.745122 40.3829268, -3.7448653 40.3835212, -3.7448468 40.383566)",1.418473269751125,0.00040665485524718844,,,,,,,
301832147,301832146,0,27493613,False,,Calle de Saturnino Tejera,residential,,True,91.896,"LINESTRING (-3.745122 40.3829268, -3.7453265 40.3824149, -3.745428 40.3822236, -3.7454706 40.382145)",1.534139658490878,1.691162885232489e-05,,,,,,,
