u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,width,access,ref,bridge,tunnel,junction,est_width
29564838,340170725,0,30759135,True,1,Calle José Sánchez Pescador,residential,,False,87.371,"LINESTRING (-3.678208 40.4070212, -3.6782629 40.4069373, -3.6786684 40.406318)",4.476686515235297,0.000269306053031403,,,,,,,
29564839,340172029,0,4646989,False,4,Calle de Cavanilles,tertiary,,False,58.757000000000005,"LINESTRING (-3.676135 40.4061478, -3.6760526 40.406109, -3.6755447 40.40587)",1.679745953850579,0.001449861868970303,,,,,,,
29564839,29564848,0,4646989,False,4,Calle de Cavanilles,tertiary,,True,135.252,"LINESTRING (-3.676135 40.4061478, -3.6762807 40.4062159, -3.6774473 40.4067049, -3.6775303 40.4067397)",1.7145130265249207,0.002279216939866618,,,,,,,
29564839,29564143,0,318220529,True,1,Calle de Juan de Urbieta,residential,,False,130.845,"LINESTRING (-3.676135 40.4061478, -3.6762119 40.4060577, -3.6768104 40.4053566, -3.6769205 40.4052276, -3.6769772 40.4051612)",8.574360701800488,0.00033765075495295453,,,,,,,
29564840,29564841,0,4646989,False,4,Calle de Cavanilles,tertiary,,False,119.106,"LINESTRING (-3.6749973 40.4056123, -3.6748837 40.4055561, -3.6746444 40.4054399, -3.6744335 40.4053334, -3.6739253 40.4050821, -3.6738177 40.4050288)",1.8073064458795047,0.0009555458182959258,,,,,,,
29564840,340171941,0,4646989,False,4,Calle de Cavanilles,tertiary,,True,28.069000000000003,"LINESTRING (-3.6749973 40.4056123, -3.6751274 40.4056735, -3.6752793 40.405745)",1.7171874644056941,0.0018850001480413994,,,,,,,
29564840,30905802,0,4812687,True,1,Calle de Abtao,residential,,False,191.42800000000003,"LINESTRING (-3.6749973 40.4056123, -3.6749051 40.4057217, -3.673921 40.4068898, -3.6737765 40.4070613)",6.9258734041464,0.0006419954273955199,,,,,,,
29564841,2502683955,0,4646675,True,1,Calle de Sánchez Barcáiztegui,residential,,False,48.209,"LINESTRING (-3.6738177 40.4050288, -3.6739039 40.4049289, -3.674111 40.4046799, -3.6741245 40.4046636)",10.491709355019156,0.0008437325412967625,,,,,,,
29564841,29564842,0,4646989,False,4,Calle de Cavanilles,tertiary,,False,162.40699999999998,"LINESTRING (-3.6738177 40.4050288, -3.673718 40.4049795, -3.6734074 40.4048258, -3.6731931 40.4047201, -3.6730857 40.4046667, -3.6726547 40.4044381, -3.6724021 40.4043117, -3.6723217 40.404271, -3.6722209 40.4042199)",1.8747722175405177,0.0002589496197663325,,,,,,,
29564841,29564840,0,4646989,False,4,Calle de Cavanilles,tertiary,,True,119.106,"LINESTRING (-3.6738177 40.4050288, -3.6739253 40.4050821, -3.6744335 40.4053334, -3.6746444 40.4054399, -3.6748837 40.4055561, -3.6749973 40.4056123)",1.8073064458795016,0.0020155998139720827,,,,,,,
29564842,29564841,0,4646989,False,4,Calle de Cavanilles,tertiary,,True,162.407,"LINESTRING (-3.6722209 40.4042199, -3.6723217 40.404271, -3.6724021 40.4043117, -3.6726547 40.4044381, -3.6730857 40.4046667, -3.6731931 40.4047201, -3.6734074 40.4048258, -3.673718 40.4049795, -3.6738177 40.4050288)",1.8747722175405177,0.0020202156025808595,,,,,,,
29564842,30905063,0,4812580,False,,Calle de Cavanilles,residential,,False,13.004000000000001,"LINESTRING (-3.6722209 40.4042199, -3.672199 40.4042096, -3.6721691 40.4041977, -3.6721351 40.4041871, -3.672111 40.4041794, -3.6720834 40.4041683)",1.7989702162250791,0.00029188075026088256,,,,,,,
29564842,29565243,0,44288841,True,3,Calle del Doctor Esquerdo,primary,50,False,131.542,"LINESTRING (-3.6722209 40.4042199, -3.6722859 40.4041469, -3.6725368 40.4038703, -3.6730123 40.4033347, -3.6730935 40.4032412)",5.269663068812514,0.0074650748358970785,,,,,,,
29564848,29564839,0,4646989,False,4,Calle de Cavanilles,tertiary,,False,135.252,"LINESTRING (-3.6775303 40.4067397, -3.6774473 40.4067049, -3.6762807 40.4062159, -3.676135 40.4061478)",1.7145130265249195,0.0007374013213567626,,,,,,,
29564848,29564838,0,4646989,False,4,Calle de Cavanilles,tertiary,,True,65.364,"LINESTRING (-3.6775303 40.4067397, -3.6776451 40.4067869, -3.6779555 40.4069146, -3.678208 40.4070212)",1.6946257557390259,0.006637193714304407,,,,,,,
29565152,29565832,0,31785139,True,4,Plaza del Conde de Casal,primary,50,False,16.645,"LINESTRING (-3.6701037 40.4068705, -3.6702999 40.4068798)",5.177834502327922,0.007932627070268464,,,,,,circular,
29565152,150987386,0,31785144,True,4,Calle del Doctor Esquerdo,primary,50,False,175.735,"LINESTRING (-3.6701037 40.4068705, -3.6700978 40.4070254, -3.6700774 40.407231, -3.6699761 40.4083549, -3.6699676 40.4084474)",8.64546401476139,0.026362863304260763,,,,,,,
29565242,30904447,0,4812512,True,,Calle del Doctor Esquerdo,primary,,False,9.668,"LINESTRING (-3.6748641 40.4013388, -3.6749156 40.4012612)",6.516450245310158,0.0071864466999891265,,,,,,,
29565242,316627482,0,44098304,True,3,Avenida de la Ciudad de Barcelona,primary,50,False,85.915,"LINESTRING (-3.6748641 40.4013388, -3.6750579 40.4014401, -3.6754516 40.4016536, -3.6756921 40.4017853)",14.002611924981077,0.038540244569563495,,,,,,,
29565243,29565275,0,365400377,True,1,Calle de Valderribas,residential,,False,11.066,"LINESTRING (-3.6730935 40.4032412, -3.6729839 40.403187)",5.322202322042521,0.0022220302927612413,,,,,,,
29565243,29565298,0,"[4812488, 30936820]",True,3,Calle del Doctor Esquerdo,primary,50,False,127.689,"LINESTRING (-3.6730935 40.4032412, -3.6731903 40.4031309, -3.6739481 40.4022951)",13.751824554432929,0.007002771929747439,,,,,,,
29565274,30904523,0,4387263,True,4,Calle del Doctor Esquerdo,primary,,False,2.603,"LINESTRING (-3.6746917 40.4012444, -3.6746727 40.4012628)",10.315828173599632,0.009385824719241749,,,,,,,
29565274,29565242,0,44288999,True,3,Avenida de la Ciudad de Barcelona,primary,50,False,17.98,"LINESTRING (-3.6746917 40.4012444, -3.6748372 40.4013238, -3.6748641 40.4013388)",7.185601930165862,0.0386236778577776,,,,,,,
29565275,30905063,0,336755681,True,3,Calle del Doctor Esquerdo,primary,30,False,133.125,"LINESTRING (-3.6729839 40.403187, -3.6722539 40.4039738, -3.6722056 40.4040294, -3.6720834 40.4041683)",5.326144247629967,0.008925771525187143,,,,,,,
29565275,29739762,0,"[365400378, 884332542]",True,1,Calle de Valderribas,residential,50,False,68.56,"LINESTRING (-3.6729839 40.403187, -3.6729373 40.4031643, -3.6728569 40.4031253, -3.6723879 40.4028976, -3.6723012 40.4028555)",4.966930602917199,0.002434563438842676,,,,,,,
29565298,316627481,0,4646678,True,1,Calle de Granada,residential,30,False,93.654,"LINESTRING (-3.6739481 40.4022951, -3.6741023 40.4023687, -3.6748773 40.4027519)",13.786818946433536,0.0006551446067095982,,,,,,,
29565298,8224211169,0,365392886,True,3,Calle del Doctor Esquerdo,primary,,False,126.97399999999999,"LINESTRING (-3.6739481 40.4022951, -3.674042 40.4022043, -3.67446 40.4017516, -3.6746555 40.4015328, -3.6747431 40.401454, -3.6748337 40.4013748)",14.200549710847255,0.006926708388051547,,,,,,,
29565832,29565835,0,262793456,True,4,Plaza del Conde de Casal,primary,50,False,9.361,"LINESTRING (-3.6702999 40.4068798, -3.6704043 40.4068521)",8.142740713270594,0.005657017427381815,,,,,,,
29565832,29565843,0,31785141,True,4,Calle del Doctor Esquerdo,primary,50,False,63.384,"LINESTRING (-3.6702999 40.4068798, -3.6703082 40.4066824, -3.6703356 40.4064661, -3.6703828 40.4063151)",5.163986951660541,0.02698166342419369,,,,,,,
29565835,30902763,0,4812233,True,2,Avenida del Mediterráneo,primary,50,False,44.638999999999996,"LINESTRING (-3.6704043 40.4068521, -3.6705773 40.4068689, -3.6707064 40.4068814, -3.6708693 40.4068948, -3.6709278 40.4068994)",16.679685048230027,0.0055583404003168736,,,,,,,
29565835,29565838,0,"[335711773, 44335661]",True,5,Plaza del Conde de Casal,primary,50,False,47.174,"LINESTRING (-3.6704043 40.4068521, -3.6705243 40.4067746, -3.6705713 40.4067307, -3.6706008 40.4066898, -3.6706206 40.4066295, -3.670629 40.4065665, -3.6706182 40.4064913)",8.50516121434396,9.867702706494156e-05,,,,,,circular,
29565838,29565843,0,44335662,True,5,Plaza del Conde de Casal,primary,50,False,28.539,"LINESTRING (-3.6706182 40.4064913, -3.6705449 40.4064033, -3.6705161 40.4063832, -3.6704659 40.4063512, -3.6703828 40.4063151)",8.169742780492532,0.005635619303719279,,,,,,circular,
29565843,29565845,0,31785140,True,4,Plaza del Conde de Casal,primary,50,False,18.929000000000002,"LINESTRING (-3.6703828 40.4063151, -3.6702639 40.406314, -3.6701609 40.4063281)",5.1089137747673306,0.025364689320577897,,,,,,circular,
29565843,29564842,0,31785142,True,3,Calle del Doctor Esquerdo,primary,50,False,280.372,"LINESTRING (-3.6703828 40.4063151, -3.6704934 40.406149, -3.6705083 40.4061265, -3.6707896 40.4058239, -3.6711587 40.405409, -3.6719886 40.404476, -3.6720712 40.4043849, -3.6722209 40.4042199)",10.308525853682928,0.00725259340733507,,,,,,,
29565845,29565848,0,44617669,True,4,Plaza del Conde de Casal,primary,50,False,4.361,"LINESTRING (-3.6701609 40.4063281, -3.6701108 40.4063372)",10.099131785991968,0.024060282974993418,,,,,,circular,
29565845,29565152,0,31785143,True,4,Calle del Doctor Esquerdo,primary,50,False,60.510999999999996,"LINESTRING (-3.6701609 40.4063281, -3.6701414 40.4064751, -3.6701138 40.4067671, -3.6701037 40.4068705)",5.1062529919868584,0.025314988784409444,,,,,,,
29565848,30903650,0,4812385,True,2,Calle Carlos y Guillermo Fernández Shaw,primary,,False,42.505,"LINESTRING (-3.6701108 40.4063372, -3.6700208 40.4063049, -3.669942 40.4062643, -3.6698866 40.4062219, -3.6698126 40.4061503, -3.6697487 40.4060829)",16.113147031831353,0.02248735926854878,,,,,,,
29565848,29565849,0,365176956,True,4,Plaza del Conde de Casal,primary,50,False,33.007999999999996,"LINESTRING (-3.6701108 40.4063372, -3.6700187 40.4063686, -3.6699172 40.4064096, -3.6698622 40.4064366, -3.6697724 40.4064831)",10.286522455879034,0.0015729237064446365,,,,,,circular,
29565849,2468508143,0,4812236,True,2,Avenida del Mediterráneo,primary,50,False,3.814,"LINESTRING (-3.6697724 40.4064831, -3.6697314 40.4064973)",13.696501580467723,0.0012640149629127204,,,,,,,
29565849,29565856,0,"[261837217, 70691590]",True,3,Plaza del Conde de Casal,primary,50,False,37.841,"LINESTRING (-3.6697724 40.4064831, -3.6697537 40.406587, -3.6697463 40.4066499, -3.6697492 40.4066897, -3.6697642 40.4067425, -3.6698237 40.4068065)",10.164538434921425,0.002199209937314488,,,,,,circular,
29565856,29565152,0,44617670,True,4,Plaza del Conde de Casal,primary,50,False,25.228,"LINESTRING (-3.6698237 40.4068065, -3.6698535 40.4068211, -3.6698964 40.4068419, -3.6699641 40.4068587, -3.6701037 40.4068705)",10.088277026698712,0.008980501590119781,,,,,,circular,
29566036,2554973442,0,44617671,True,4,Avenida del Mediterráneo,primary,50,False,37.723,"LINESTRING (-3.6691862 40.4067533, -3.6696287 40.4067928)",23.31433133186545,0.0015255116705107869,,,,,,,
29566036,30902631,0,335706989,True,1,Avenida del Mediterráneo,residential,,False,36.242000000000004,"LINESTRING (-3.6691862 40.4067533, -3.669296 40.4067377, -3.6693323 40.4067221, -3.6693581 40.4066871, -3.6693601 40.4066325, -3.6693551 40.406599, -3.6693301 40.4065728, -3.669274 40.4065503)",9.93434813849401,2.5600172115904653e-06,,,,,,,
29566510,2531381892,0,4812535,True,3,Avenida de Menéndez Pelayo,secondary,50,False,21.756,"LINESTRING (-3.6790559 40.4070974, -3.6789194 40.4072096, -3.6788649 40.4072197)",14.79660707240199,0.008898244875472618,,,,,,,
29566510,29564145,0,288004304,False,6,Avenida de Menéndez Pelayo,secondary,50,True,106.166,"LINESTRING (-3.6790559 40.4070974, -3.679115 40.4070067, -3.6795812 40.4063128, -3.6796254 40.4062468)",1.7814318910702995,0.004921878747499943,,,,,,,
29566511,26595576,0,4812565,True,3,Avenida de Menéndez Pelayo,secondary,50,False,36.124,"LINESTRING (-3.678556 40.4079051, -3.6788434 40.407665)",10.588716592955208,0.010874552304060744,,,,,,,
29566511,31010893,0,320600280,False,6,Avenida de Menéndez Pelayo,secondary,50,True,36.915,"LINESTRING (-3.678556 40.4079051, -3.6784951 40.4079943, -3.6784324 40.4080836, -3.678353 40.4081989)",1.6094092751121767,0.02268045955670587,,,,,,,
29596135,3470099175,0,"[15210632, 341917121, 415379673]",True,1,Avenida de América,unclassified,,False,553.369,"LINESTRING (-3.6724041 40.4390593, -3.6713863 40.4393192, -3.670783 40.4395, -3.6704951 40.439606, -3.6699258 40.4398854, -3.669583 40.4400696, -3.6695401 40.4400927, -3.6686934 40.4405767, -3.6683724 40.4407593, -3.6674623 40.4412889, -3.6670902 40.4415159, -3.6669388 40.4416057, -3.6668966 40.4416513)",27.76618225068606,9.734530093972026e-05,,,,yes,,,
29596135,991794434,0,181097393,True,,Calle Eduardo Vicente,residential,,False,32.726,"LINESTRING (-3.6724041 40.4390593, -3.6723762 40.4389743, -3.6723102 40.4387738)",5.941965410726583,0.00022568232539551297,,,,,,,
29596138,149184593,0,880527065,False,2,Calle de Cartagena,tertiary,50,True,45.934,"LINESTRING (-3.672284 40.4379516, -3.6718617 40.4376921)",1.7323922116941932,0.005699697310288179,,,,,,,
29596138,143614660,0,14574531,True,,Calle de Méjico,residential,30,False,32.672000000000004,"LINESTRING (-3.672284 40.4379516, -3.672344 40.4379042, -3.6725488 40.4377378)",9.85155564996981,0.000348679515970564,,,,,,,
29596138,143608990,0,880527065,False,2,Calle de Cartagena,tertiary,50,False,58.726,"LINESTRING (-3.672284 40.4379516, -3.672551 40.438114, -3.6727864 40.4383133)",1.5549979760059507,0.006277213920339247,,,,,,,
29596689,26595706,0,71270057,True,2,Calle de Cartagena,tertiary,50,False,19.038,"LINESTRING (-3.6732216 40.4389928, -3.6733324 40.4391418)",4.844847194789739,0.008988828110747379,,,,,,,
29596689,26595730,0,"[71270044, 358916471]",True,"['1', '2']",Avenida de América,residential,50,False,197.84400000000002,"LINESTRING (-3.6732216 40.4389928, -3.6731306 40.4390086, -3.6723594 40.4391468, -3.6717616 40.4392896, -3.6714287 40.4394014, -3.6712358 40.4394703, -3.6710428 40.4395896)",31.05523437282542,0.005748531578006246,,,,,,,
29596774,143761599,0,43405600,False,2,Calle de Cartagena,tertiary,50,False,117.77300000000001,"LINESTRING (-3.6759201 40.4428036, -3.6760268 40.4428881, -3.6768844 40.4435673)",1.6353951378703282,0.000676322930914574,,,,,,,
29596774,143763248,0,43405601,False,,Calle de López de Hoyos,tertiary,,False,70.706,"LINESTRING (-3.6759201 40.4428036, -3.6757889 40.4428986, -3.6757042 40.4429578, -3.6753148 40.4432419)",1.6981818774911306,0.013430561407895688,,,,,,,
29596774,143664076,0,44168021,False,4,Calle de López de Hoyos,tertiary,30,True,124.86699999999999,"LINESTRING (-3.6759201 40.4428036, -3.6760536 40.4427233, -3.6764689 40.4424734, -3.6769737 40.4421666, -3.6770806 40.4421104)",1.6355355525896538,0.01182252150576075,,,,,,,
29596774,29596775,0,1180188747,False,2,Calle de Cartagena,tertiary,50,True,72.104,"LINESTRING (-3.6759201 40.4428036, -3.6758448 40.4426957, -3.6757537 40.4425688, -3.6756709 40.4424533, -3.6755134 40.4422338)",1.7121141512807287,0.001506350329563428,,,,,,,
29596775,149020725,0,23712993,True,1,Calle de Luis Cabrera,residential,,False,92.015,"LINESTRING (-3.6755134 40.4422338, -3.6747321 40.4428093)",6.67168660484988,0.0007206577744425724,,,,,,,
29596775,29596776,0,350960077,False,2,Calle de Cartagena,tertiary,50,True,54.011,"LINESTRING (-3.6755134 40.4422338, -3.6752032 40.4418093)",1.798777551382743,0.0016092940519810202,,,,,,,
29596775,29596774,0,1180188747,False,2,Calle de Cartagena,tertiary,50,False,72.104,"LINESTRING (-3.6755134 40.4422338, -3.6756709 40.4424533, -3.6757537 40.4425688, -3.6758448 40.4426957, -3.6759201 40.4428036)",1.7121141512807307,0.0022329297599802856,,,,,,,
29596776,148891605,0,79290403,True,1,Calle de Canillas,residential,30,False,106.724,"LINESTRING (-3.6752032 40.4418093, -3.6762046 40.4412259)",6.7625402097693685,0.0008171626656916191,,,,,,,
29596776,29596775,0,350960077,False,2,Calle de Cartagena,tertiary,50,False,54.011,"LINESTRING (-3.6752032 40.4418093, -3.6755134 40.4422338)",1.7987775513827438,0.0026389769343742177,,,,,,,
29596776,1829659982,0,350960077,False,2,Calle de Cartagena,tertiary,50,True,69.089,"LINESTRING (-3.6752032 40.4418093, -3.6748433 40.4412516)",1.8444002728426325,0.0017389628025620343,,,,,,,
29596778,1829659982,0,350960077,False,2,Calle de Cartagena,tertiary,50,False,54.159,"LINESTRING (-3.6745467 40.44082, -3.6748433 40.4412516)",1.615193788863202,0.003262173043458361,,,,,,,
29596778,1829659976,0,350960077,False,2,Calle de Cartagena,tertiary,50,True,99.49000000000001,"LINESTRING (-3.6745467 40.44082, -3.6740737 40.4401403, -3.6739965 40.4400293)",1.7268143907151094,0.004132630612918545,,,,,,,
29598788,26784001,0,6601787,True,,Calle de Antonio Acuña,residential,,False,101.519,"LINESTRING (-3.6788496 40.4226261, -3.6789159 40.4217983, -3.6789224 40.4217148)",7.392647113057844,0.00022466090438684808,,,,,,,
29739484,2466689592,0,4680727,True,,Calle de Serrano,secondary,50,False,86.082,"LINESTRING (-3.68585 40.4428099, -3.6858941 40.4423549, -3.685908 40.4421797, -3.68592 40.4420801, -3.6859235 40.4420378)",23.55854117963594,0.00696337610932463,,,,,,,
29739484,142260103,0,14484891,True,1,Calle Juan de la Cierva,residential,,False,197.31400000000002,"LINESTRING (-3.68585 40.4428099, -3.6857007 40.442838, -3.6846384 40.4430382, -3.6839753 40.4431632, -3.6839081 40.4431794, -3.6837666 40.4431982, -3.6836694 40.4432146, -3.6835834 40.4432224)",17.271875089705745,0.0007464906753958944,,,,,,,
29739489,100891151,0,44167871,True,,Calle de Serrano,secondary,50,False,163.421,"LINESTRING (-3.6861712 40.4393311, -3.6862387 40.4382825, -3.6862856 40.4378642)",7.8048727047193935,0.00783979412289867,,,,,,,
29739491,29739493,0,102494324,True,4,Calle de Serrano,secondary,50,False,110.78200000000001,"LINESTRING (-3.6863328 40.437282, -3.6863455 40.4371264, -3.6863747 40.4368183, -3.6864148 40.4364244, -3.6864287 40.4362884)",9.221462227955369,0.025999599447812046,,,,,,,
29739493,143500432,0,14567503,True,1,Calle del General Oráa,residential,50,False,92.974,"LINESTRING (-3.6864287 40.4362884, -3.6863152 40.4362829, -3.686284 40.4362814, -3.6854509 40.4362408, -3.6853324 40.436235)",14.88756615858853,0.00018578225915829997,,,,,,,
29739493,2679640385,0,102494324,True,4,Calle de Serrano,secondary,50,False,71.059,"LINESTRING (-3.6864287 40.4362884, -3.6864788 40.435779, -3.6864925 40.4356512)",6.081552147058629,0.026114476987837205,,,,,,,
29739615,28096620,0,133150561,True,1,Calle de Don Ramón de la Cruz,residential,,False,113.676,"LINESTRING (-3.6837975 40.4291084, -3.6825678 40.4290489, -3.6824572 40.4290435)",5.3153955142347735,0.0032264620962946596,,,,,,,
29739615,28097222,0,554230311,True,4,Calle de Velázquez,secondary,50,False,132.315,"LINESTRING (-3.6837975 40.4291084, -3.6837207 40.4300398, -3.6836996 40.430296)",5.313873335228026,0.0007892093464418283,,,,,,,
29739616,28096881,0,107088310,True,1,Calle de Padilla,residential,30,False,93.278,"LINESTRING (-3.6835971 40.4315582, -3.684697 40.4316107)",5.31951082424912,0.0004398962908582949,,,,,,,
29739616,29739617,0,43405583,True,4,Calle de Velázquez,secondary,50,False,133.31199999999998,"LINESTRING (-3.6835971 40.4315582, -3.6835523 40.4320687, -3.683508 40.4326563, -3.6835 40.4327548)",5.315338891265778,0.0007793571589911619,,,,,,,
29739617,1377881483,0,320362512,True,5,Calle de Velázquez,secondary,50,False,15.918,"LINESTRING (-3.6835 40.4327548, -3.683485 40.4328975)",5.319098068320015,0.001790447593150687,,,,,,,
29739617,1377881473,0,429692900,True,2,Calle de Juan Bravo,secondary,50,False,113.88999999999999,"LINESTRING (-3.6835 40.4327548, -3.6832332 40.4327419, -3.6822695 40.4326952, -3.6821571 40.4326898)",5.3142715858035965,0.005414061450497994,,,,,,,
29739619,2351032617,0,320362511,True,4,Calle de Velázquez,secondary,50,False,132.644,"LINESTRING (-3.6833113 40.4349413, -3.6832955 40.435127, -3.683215 40.4360747, -3.6832101 40.4361317)",5.347765218456937,0.0011557314066143864,,,,,,,
29739619,143504242,0,417988256,False,5,Calle de Diego de León,tertiary,50,False,112.50699999999999,"LINESTRING (-3.6833113 40.4349413, -3.6830656 40.4349309, -3.6820989 40.4348814, -3.6819848 40.4348756)",1.7739450407484147,0.001241595418241519,,,,,,,
29739619,143497066,0,420655420,False,5,Calle de Diego de León,tertiary,50,True,93.572,"LINESTRING (-3.6833113 40.4349413, -3.6835467 40.4349528, -3.6838702 40.4349686, -3.6840009 40.434975, -3.6843142 40.4349903, -3.6844146 40.4349953)",1.77070670427258,0.0020240426990183885,,,,,,,
29739621,8537288347,0,990430646,True,3,Calle de María de Molina,primary,50,False,5.036,"LINESTRING (-3.6830758 40.4377127, -3.6831349 40.437718)",5.230557435134029,0.006689066386288755,,,,,,,
29739621,29739622,0,990430647,True,2,Calle de Velázquez,secondary,50,False,147.839,"LINESTRING (-3.6830758 40.4377127, -3.6830659 40.437846, -3.6830587 40.4379236, -3.6830265 40.4383457, -3.6829926 40.438777, -3.6829896 40.4388152, -3.682978 40.4389652, -3.6829719 40.4390399)",12.529509656900103,0.0011254120108508529,,,,,,,
29739622,142301513,0,44167895,True,3,Calle de Velázquez,secondary,50,False,18.608,"LINESTRING (-3.6829719 40.4390399, -3.6829578 40.4392069)",5.229248416272968,0.009093892251461441,,,,,,,
29739622,142319655,0,44167909,True,2,Calle de López de Hoyos,tertiary,,False,36.541,"LINESTRING (-3.6829719 40.4390399, -3.6826087 40.4392176)",8.717621461187521,0.017880168697376617,,,,,,,
29739623,10286446562,0,432735033,True,5,Calle de Velázquez,secondary,50,False,150.69,"LINESTRING (-3.6828504 40.4404816, -3.6827733 40.4413782, -3.6827459 40.4417189, -3.6827423 40.4417633, -3.6827363 40.441834)",6.6927259404841575,0.008972097493213045,,,,,,,
29739625,143670933,0,308253959,True,4,Calle de Velázquez,tertiary,50,False,36.575,"LINESTRING (-3.6825245 40.4443488, -3.6825026 40.4446773)",18.060989618809586,0.009531693982782979,,,,,,,
29739636,10286446563,0,307592942,True,6,Calle de Velázquez,secondary,50,False,9.534,"LINESTRING (-3.6827345 40.4418638, -3.682726 40.4419493)",12.777324863582894,0.008204829304387727,,,,,,,
29739636,8537288335,0,238871451,True,2,Calle de Pablo Aranda,residential,,False,4.7010000000000005,"LINESTRING (-3.6827345 40.4418638, -3.6827581 40.4418791, -3.6827816 40.4418845)",6.744082786045881,0.0005866576816096251,,,,,,,
29739646,2466689592,0,238871451,True,2,Calle de Pablo Aranda,residential,,False,212.452,"LINESTRING (-3.6834186 40.4419106, -3.6859235 40.4420378)",4.522463304160729,8.314884185726405e-05,,,,,,,
29739646,142302069,0,14485731,False,2,Calle Castellón de la Plana,residential,,False,145.63400000000001,"LINESTRING (-3.6834186 40.4419106, -3.6834663 40.4418339, -3.6842384 40.4407592)",1.5209709826439157,0.00011922181165694787,,,,,,,
29739762,30922306,0,4680749,True,1,Calle de las Adelfas,residential,,False,130.956,"LINESTRING (-3.6723012 40.4028555, -3.6723465 40.4028051, -3.6731352 40.4019265, -3.6731562 40.4019018, -3.6731725 40.4018825)",5.161497224858971,0.00022612192431063457,,,,,,,
29739762,29564181,0,365400378,True,1,Calle de Valderribas,residential,50,False,60.028999999999996,"LINESTRING (-3.6723012 40.4028555, -3.6722316 40.4028211, -3.6717696 40.4025933, -3.6717062 40.402562)",5.1837354204421695,0.0022792040104867616,,,,,,,
29739763,29739762,0,4680749,True,1,Calle de las Adelfas,residential,,False,133.457,"LINESTRING (-3.6714071 40.4038439, -3.6722401 40.402923, -3.6723012 40.4028555)",5.2053140398484,7.076249595472028e-05,,,,,,,
29739763,30905063,0,365173546,True,3,Calle Garibay,residential,,False,67.679,"LINESTRING (-3.6714071 40.4038439, -3.671972 40.404115, -3.6720343 40.4041442, -3.6720834 40.4041683)",4.691776133898134,0.017191355985520646,,,,,,,
29739764,29739763,0,4680749,True,1,Calle de las Adelfas,residential,,False,168.464,"LINESTRING (-3.6702749 40.4050897, -3.6703788 40.4049754, -3.6705729 40.4047618, -3.6706052 40.4047263, -3.6713329 40.4039257, -3.6714071 40.4038439)",4.860873541801181,0.00026445753558520895,,,,,,,
29741509,29741510,0,355812629,True,,Calle del General Díaz Porlier,residential,50,False,16.389000000000003,"LINESTRING (-3.6766111 40.4324138, -3.6766049 40.4324893, -3.676599 40.4325609)",5.308231143558994,0.0007232307210340194,,,,,,,
29741509,28096868,0,417988253,True,2,Calle de Juan Bravo,secondary,30,False,129.464,"LINESTRING (-3.6766111 40.4324138, -3.6765039 40.4324083, -3.6752421 40.4323441, -3.6750849 40.4323361)",5.407005367521639,0.002702395542570436,,,,,,,
29741510,28096877,0,131451848,True,2,Calle de Juan Bravo,secondary,30,False,118.21900000000001,"LINESTRING (-3.676599 40.4325609, -3.6767235 40.4325667, -3.6779119 40.4326223, -3.6779931 40.4326264)",5.310549477153479,0.0031277979986095747,,,,,,,
29741510,143508734,0,355812629,True,,Calle del General Díaz Porlier,residential,50,False,109.311,"LINESTRING (-3.676599 40.4325609, -3.6765918 40.432648, -3.6765175 40.433542)",5.346418556743639,0.0006002206010791119,,,,,,,
29741511,29741513,0,864835834,True,,Calle del General Díaz Porlier,residential,50,False,154.089,"LINESTRING (-3.6771432 40.4259994, -3.677135 40.4260989, -3.6770285 40.4273824)",5.385807312555977,0.0009808615440549872,,,,,,,
29741511,28097223,0,912795012,True,,Calle de Hermosilla,residential,,False,129.71,"LINESTRING (-3.6771432 40.4259994, -3.676994 40.4259922, -3.6756139 40.4259256)",6.27652610150745,0.00017673169325873773,,,,,,,
29741513,29741514,0,864835834,True,,Calle del General Díaz Porlier,residential,50,False,154.412,"LINESTRING (-3.6770285 40.4273824, -3.6769135 40.4287683)",5.34241659998918,0.0008822233051296152,,,,,,,
29741513,28097224,0,864834452,True,1,Calle de Ayala,residential,,False,119.673,"LINESTRING (-3.6770285 40.4273824, -3.6783349 40.4274518, -3.6784389 40.4274573)",5.37381741366529,0.0021094541823505433,,,,,,,
29741514,29741515,0,864835834,True,,Calle del General Díaz Porlier,residential,50,False,132.953,"LINESTRING (-3.6769135 40.4287683, -3.6768146 40.4299616)",5.243081667356758,0.0008415733348607241,,,,,,,
29741514,28096828,0,1253915892,True,1,Calle de Don Ramón de la Cruz,residential,30,False,129.564,"LINESTRING (-3.6769135 40.4287683, -3.6755664 40.4287038, -3.6753858 40.4286952)",5.241841973465798,0.0018923052476603319,,,,,,,
29741515,29480652,0,320844400,False,,Calle de José Ortega y Gasset,tertiary,50,False,118.318,"LINESTRING (-3.6768146 40.4299616, -3.6782096 40.4300298)",1.6655535354520592,0.0011586275877022462,,,,,,,
29741515,6425716240,0,320844400,False,,Calle de José Ortega y Gasset,tertiary,50,True,35.42,"LINESTRING (-3.6768146 40.4299616, -3.6766435 40.4299532, -3.676397 40.4299411)",1.7102950664072387,0.0007227394045994718,,,,,,,
