u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,Inverse SP,Cost of return,Edge Betweenness,geometry,ref,bridge,junction,width,tunnel,access,Groups
83541899,83541901,0,41938287,residential,2,20 mph,400 East,False,False,48.48222782970428,48.48222782970428,1.7107419005895979,0.007621807895644674,"LINESTRING (-111.8796697 40.7384151, -111.8796657 40.7379791)",,,,,,,C
83541899,83575744,0,10136136,residential,,20 mph,Cleveland Avenue,False,False,121.66687780498407,121.6668778049841,1.613697752730083,0.00784376647005554,"LINESTRING (-111.8796697 40.7384151, -111.8795615 40.7384142, -111.8795183 40.7384139, -111.8788839 40.7384088, -111.8782257 40.7384036)",,,,,,,C
83541899,83620830,0,10136136,residential,,20 mph,Cleveland Avenue,False,True,120.34094920294947,120.34094920294946,1.5826952258797125,0.010480820617579083,"LINESTRING (-111.8796697 40.7384151, -111.8797866 40.7384338, -111.8798038 40.7384351, -111.8804272 40.7384224, -111.8810951 40.7384289)",,,,,,,C
83541899,83541897,0,41938287,residential,2,20 mph,400 East,False,True,171.01854256349375,171.01854256349375,1.6406348925081513,0.005707305354368375,"LINESTRING (-111.8796697 40.7384151, -111.8796696 40.7384787, -111.879665 40.7398908, -111.8796648 40.7399531)",,,,,,,C
83541901,83541903,0,41938287,residential,2,20 mph,400 East,False,False,63.17069625078922,63.17069625078922,1.5349259361728873,0.007294405817950737,"LINESTRING (-111.8796657 40.7379791, -111.8796694 40.737411)",,,,,,,C
83541901,83541899,0,41938287,residential,2,20 mph,400 East,False,True,48.48222782970428,48.48222782970428,1.7107419005895987,0.008984928784336578,"LINESTRING (-111.8796657 40.7379791, -111.8796697 40.7384151)",,,,,,,C
83541901,83608327,0,10149938,residential,,20 mph,Roosevelt Avenue,False,True,240.59351243720278,240.59351243720278,1.502799673103553,0.00012811385648893168,"LINESTRING (-111.8796657 40.7379791, -111.8797965 40.7379788, -111.8825213 40.7379717)",,,,,,,C
83541903,83541905,0,41938287,residential,2,20 mph,400 East,False,False,23.695726265374077,23.695726265374077,1.4994006927965693,0.007078773853736856,"LINESTRING (-111.8796694 40.737411, -111.87967 40.7371979)",,,,,,,C
83541903,83541901,0,41938287,residential,2,20 mph,400 East,False,True,63.17069625078922,63.17069625078922,1.534925936172887,0.00867255240586048,"LINESTRING (-111.8796694 40.737411, -111.8796657 40.7379791)",,,,,,,C
83541903,83628827,0,10137467,residential,,20 mph,Emerson Avenue,False,False,242.24217746186957,242.24217746186957,1.5097285363660762,6.282675403949668e-05,"LINESTRING (-111.8796694 40.737411, -111.8795517 40.7374111, -111.877381 40.7373991, -111.8768956 40.737398, -111.8767943 40.7373981)",,,,,,,C
83541905,83541903,0,41938287,residential,2,20 mph,400 East,False,True,23.695726265374077,23.695726265374077,1.4994006927965708,0.008485829535463374,"LINESTRING (-111.87967 40.7371979, -111.8796694 40.737411)",,,,,,,C
83541905,2352588685,0,10137471,residential,,20 mph,Emerson Avenue,False,True,253.46856535846482,253.46856535846482,1.2637175393842186,0.00029638411381149973,"LINESTRING (-111.87967 40.7371979, -111.8797868 40.7371979, -111.880995 40.7371974, -111.881531 40.7371875, -111.8815368 40.7375096, -111.8808147 40.7375077)",,,,,,,C
83541905,83541907,0,41938287,residential,2,20 mph,400 East,False,False,88.72269892640588,88.72269892640588,1.7073937011501277,0.00665032175206331,"LINESTRING (-111.87967 40.7371979, -111.8796709 40.7364754, -111.8796714 40.7364)",,,,,,,C
83541907,83628834,0,10147173,residential,,20 mph,Kensington Avenue,False,False,241.7311220078938,241.7311220078938,1.599313746127274,0.002222221831690729,"LINESTRING (-111.8796714 40.7364, -111.879553 40.7364014, -111.8795034 40.7364012, -111.8769291 40.736391, -111.8768955 40.7363909, -111.8768024 40.7363907)",,,,,,,C
83541907,83541909,0,41938287,residential,2,20 mph,400 East,False,False,87.19967978872764,87.19967978872764,1.6359201057976571,0.007609066805664636,"LINESTRING (-111.8796714 40.7364, -111.8796711 40.7363202, -111.879671 40.7356854, -111.879672 40.7356158)",,,,,,,C
83541907,83541905,0,41938287,residential,2,20 mph,400 East,False,True,88.72269892640588,88.72269892640588,1.7073937011501266,0.008057377433789828,"LINESTRING (-111.8796714 40.7364, -111.8796709 40.7364754, -111.87967 40.7371979)",,,,,,,C
83541907,83608335,0,1193392940,residential,,20 mph,Kensington Avenue,False,True,239.90802021051582,239.90802021051582,1.6031178113714903,0.0012120730702389051,"LINESTRING (-111.8796714 40.7364, -111.8797869 40.7363997, -111.8798121 40.7363996, -111.8825188 40.7363935)",,,,,,,C
83541909,83628836,0,10151240,residential,,20 mph,Bryan Avenue,False,False,242.57790909745233,242.57790909745236,1.6247055041580722,2.6712354165044742e-05,"LINESTRING (-111.879672 40.7356158, -111.8795581 40.7355985, -111.879512 40.7355985, -111.876899 40.7356002, -111.8767952 40.7356003)",,,,,,,C
83541909,83608336,0,10151240,residential,,20 mph,Bryan Avenue,False,True,239.714343925814,239.714343925814,1.593126978742538,0.005201528016953909,"LINESTRING (-111.879672 40.7356158, -111.87979 40.7356245, -111.8798294 40.735624, -111.8825161 40.7355881)",,,,,,,C
83541909,83541911,0,41938287,residential,2,20 mph,400 East,False,False,94.315962025487,94.315962025487,1.8705088635312646,0.002240674444765266,"LINESTRING (-111.879672 40.7356158, -111.879672 40.7355354, -111.8796738 40.7348489, -111.8796744 40.7347676)",,,,,,,C
83541909,83541907,0,41938287,residential,2,20 mph,400 East,False,True,87.19967978872764,87.19967978872764,1.6359201057976576,0.008994418699632056,"LINESTRING (-111.879672 40.7356158, -111.879671 40.7356854, -111.8796711 40.7363202, -111.8796714 40.7364)",,,,,,,C
83541911,83575709,0,10140461,residential,,20 mph,Milton Avenue,False,False,119.94227895148748,119.94227895148748,1.5730206496532344,0.0053922050187241305,"LINESTRING (-111.8796744 40.7347676, -111.8795629 40.7347658, -111.8795191 40.7347651, -111.8782512 40.7347443)",,,,,,,C
83541911,83651185,0,10140461,residential,,20 mph,Milton Avenue,False,True,119.62820181674881,119.62820181674881,1.6813058533933232,0.006662974972457278,"LINESTRING (-111.8796744 40.7347676, -111.8797911 40.7347678, -111.879844 40.7347679, -111.8810942 40.7347704)",,,,,,,C
83541911,83541924,0,41938287,residential,2,20 mph,400 East,False,False,70.15314771097528,70.15314771097528,1.6001452305677186,0.0011559244047406696,"LINESTRING (-111.8796744 40.7347676, -111.8796741 40.7346984, -111.8796756 40.7341367)",,,,,,,C
83541911,83541909,0,41938287,residential,2,20 mph,400 East,False,True,94.315962025487,94.315962025487,1.870508863531265,0.004015112865847218,"LINESTRING (-111.8796744 40.7347676, -111.8796738 40.7348489, -111.879672 40.7355354, -111.879672 40.7356158)",,,,,,,C
83541924,83575711,0,10139690,residential,,20 mph,Logan Avenue,False,True,119.70522785305306,119.70522785305307,1.327828844408052,9.850180598360249e-05,"LINESTRING (-111.8796756 40.7341367, -111.8795635 40.7341369, -111.8783994 40.7341394, -111.8782549 40.7341397)",,,,,,,C
83541924,83541911,0,41938287,residential,2,20 mph,400 East,False,True,70.15314771097528,70.15314771097528,1.6001452305677186,0.0012147970274070511,"LINESTRING (-111.8796756 40.7341367, -111.8796741 40.7346984, -111.8796744 40.7347676)",,,,,,,C
83541924,83541926,0,"[993734523, 993759309, 1173984783]",residential,,20 mph,400 East,False,False,68.5200684394047,68.5200684394047,1.6048586900159814,0.0010401122903014295,"LINESTRING (-111.8796756 40.7341367, -111.879676 40.7339215, -111.879676 40.7336357, -111.8796766 40.7336044, -111.8796767 40.7335458, -111.8796757 40.7335205)",,,,,,,C
83541926,83542117,0,198549603,tertiary,2,25 mph,1700 South,False,False,120.79516527434029,120.79516527434029,1.581321421842219,0.009856595078143302,"LINESTRING (-111.8796757 40.7335205, -111.8795554 40.7335187, -111.8782421 40.7335161)",,,,,,,B
83541926,83542115,0,198549603,tertiary,2,25 mph,1700 South,False,True,119.52015756410512,119.5201575641051,1.697153394044199,0.005115327953019999,"LINESTRING (-111.8796757 40.7335205, -111.8797832 40.7335252, -111.8798904 40.7335265, -111.881094 40.7335287)",,,,,,,B
83541926,83541928,0,"[1094040808, 993759307, 1173984619]",residential,2,"['25 mph', '20 mph']",400 East,False,False,93.4737337152874,93.4737337152874,1.818966252174784,0.0009514518779575804,"LINESTRING (-111.8796757 40.7335205, -111.8796768 40.7335016, -111.8796769 40.73344, -111.8796761 40.7334141, -111.8796773 40.7332123, -111.8796773 40.7330724, -111.8796782 40.7327293, -111.8796783 40.7326799)",,,,,,,C
83541926,83541924,0,"[993734523, 993759309, 1173984783]",residential,,20 mph,400 East,False,True,68.5200684394047,68.5200684394047,1.6048586900159825,0.0010986334346235341,"LINESTRING (-111.8796757 40.7335205, -111.8796767 40.7335458, -111.8796766 40.7336044, -111.879676 40.7336357, -111.879676 40.7339215, -111.8796756 40.7341367)",,,,,,,C
83541928,83628841,0,10142819,residential,,20 mph,Blaine Avenue,False,False,243.59665927773972,243.59665927773975,1.6935595868645046,9.815032763932558e-05,"LINESTRING (-111.8796783 40.7326799, -111.8795531 40.732671, -111.8795152 40.7326683, -111.8769059 40.7326746, -111.876788 40.7326749)",,,,,,,C
83541928,83608341,0,10142819,residential,,20 mph,Blaine Avenue,False,True,240.02156024950906,240.02156024950906,1.5935330265895398,0.00849092597145539,"LINESTRING (-111.8796783 40.7326799, -111.8797737 40.7326808, -111.8798117 40.7326811, -111.880192 40.7326845, -111.8824207 40.7327046, -111.8825267 40.7327056)",,,,,,,C
83541928,83541930,0,993759307,residential,2,20 mph,400 East,False,False,46.179367478935944,46.179367478935944,1.5884395086973806,0.006737576251030051,"LINESTRING (-111.8796783 40.7326799, -111.8796784 40.73263, -111.8796791 40.7322646)",,,,,,,C
83541928,83541926,0,"[1094040808, 993759307, 1173984619]",residential,2,"['25 mph', '20 mph']",400 East,False,True,93.4737337152874,93.4737337152874,1.8189662521747851,0.0009497823558222651,"LINESTRING (-111.8796783 40.7326799, -111.8796782 40.7327293, -111.8796773 40.7330724, -111.8796773 40.7332123, -111.8796761 40.7334141, -111.8796769 40.73344, -111.8796768 40.7335016, -111.8796757 40.7335205)",,,,,,,C
83541930,83541932,0,993759307,residential,2,20 mph,400 East,False,False,43.49955674087617,43.49955674087617,1.5682895868730153,0.00650147067326204,"LINESTRING (-111.8796791 40.7322646, -111.8796798 40.7318734)",,,,,,,C
83541930,83608344,0,10141348,residential,,20 mph,Wilson Avenue,False,True,240.07369052411633,240.07369052411633,1.6205962178810516,5.597292632609704e-05,"LINESTRING (-111.8796791 40.7322646, -111.8797688 40.7322647, -111.882422 40.7322673, -111.8825283 40.7322674)",,,,,,,C
83541930,83541928,0,993759307,residential,2,20 mph,400 East,False,True,46.179367478935944,46.179367478935944,1.5884395086973795,0.009078597763086374,"LINESTRING (-111.8796791 40.7322646, -111.8796784 40.73263, -111.8796783 40.7326799)",,,,,,,C
83541932,83541930,0,993759307,residential,2,20 mph,400 East,False,True,43.49955674087617,43.49955674087617,1.5682895868730142,0.008842404315732294,"LINESTRING (-111.8796798 40.7318734, -111.8796791 40.7322646)",,,,,,,C
83541932,83628843,0,10141341,residential,,20 mph,Wilson Avenue,False,False,243.51640975345836,243.51640975345836,1.5794291755277428,0.0045802900434444805,"LINESTRING (-111.8796798 40.7318734, -111.879561 40.7318729, -111.876907 40.7318619, -111.8767898 40.7318614)",,,,,,,C
83541932,83541933,0,993759307,residential,2,20 mph,400 East,False,False,44.43401693746535,44.43401693746535,1.6425986112320783,0.0016707523095202655,"LINESTRING (-111.8796798 40.7318734, -111.8796777 40.7315312, -111.8796774 40.7314738)",,,,,,,C
83541933,83628844,0,10142147,residential,2,20 mph,Coatsville Avenue,False,False,242.55543637953446,242.55543637953446,1.540623712313773,0.0003288958606571134,"LINESTRING (-111.8796774 40.7314738, -111.8795619 40.7314734, -111.8795228 40.7314733, -111.876909 40.7314657, -111.8767988 40.7314654)",,,,,,,C
83541933,83608350,0,10142147,residential,2,20 mph,Coatsville Avenue,False,True,239.91391200863293,239.91391200863293,1.8203596720302282,0.0001523658622440381,"LINESTRING (-111.8796774 40.7314738, -111.87977 40.7314743, -111.8797948 40.7314744, -111.8825246 40.7314892)",,,,,,,C
83541933,83541934,0,993759307,residential,2,20 mph,400 East,False,False,89.24519038384918,89.24519038384918,1.678725217518452,0.0038764546590299796,"LINESTRING (-111.8796774 40.7314738, -111.8796773 40.7313967, -111.8796768 40.7307341, -111.8796768 40.7306712)",,,,,,,C
83541933,83541932,0,993759307,residential,2,20 mph,400 East,False,True,44.43401693746535,44.43401693746535,1.6425986112320796,0.0020664290555899908,"LINESTRING (-111.8796774 40.7314738, -111.8796777 40.7315312, -111.8796798 40.7318734)",,,,,,,C
83541934,83628845,0,10143650,residential,,20 mph,Downington Avenue,False,False,243.4567518178746,243.45675181787462,1.6421783108796566,0.00260357583523117,"LINESTRING (-111.8796768 40.7306712, -111.8795697 40.7306483, -111.8795289 40.7306483, -111.8769122 40.730647, -111.8767917 40.7306469)",,,,,,,C
83541934,83608354,0,10143650,residential,,20 mph,Downington Avenue,False,True,240.32384278690455,240.32384278690455,1.6959765730453271,0.0009387986575636119,"LINESTRING (-111.8796768 40.7306712, -111.8797767 40.7306711, -111.8798186 40.7306711, -111.8825289 40.7306682)",,,,,,,C
83541934,83541936,0,993759307,residential,2,20 mph,400 East,False,False,87.62359990919998,87.62359990919998,1.6478376209841998,0.0010086549784886468,"LINESTRING (-111.8796768 40.7306712, -111.8796775 40.7305891, -111.8796823 40.7300289, -111.8796836 40.7298832)",,,,,,,C
83541934,83541933,0,993759307,residential,2,20 mph,400 East,False,True,89.24519038384918,89.24519038384918,1.6787252175184515,0.0019399847212363743,"LINESTRING (-111.8796768 40.7306712, -111.8796768 40.7307341, -111.8796773 40.7313967, -111.8796774 40.7314738)",,,,,,,C
83541936,504844547,0,993759307,residential,2,20 mph,400 East,False,False,12.298187806988905,12.298187806988905,1.5869198761842351,0.001039936551129291,"LINESTRING (-111.8796836 40.7298832, -111.8796838 40.7297726)",,,,,,,C
83541936,83552702,0,10128920,residential,,20 mph,Garfield Avenue,False,True,240.53061088544607,240.53061088544607,1.4259890556685844,0.00010816746045121735,"LINESTRING (-111.8796836 40.7298832, -111.8797688 40.7298835, -111.8824329 40.7298916, -111.8825381 40.7298919)",,,,,,,C
83541936,83541934,0,993759307,residential,2,20 mph,400 East,False,True,87.62359990919998,87.62359990919998,1.6478376209841996,0.0009757038837126869,"LINESTRING (-111.8796836 40.7298832, -111.8796823 40.7300289, -111.8796775 40.7305891, -111.8796768 40.7306712)",,,,,,,C
83541938,83628847,0,10145029,residential,,20 mph,Westminster Avenue,False,False,243.8020348919041,243.8020348919041,1.5708881263307337,6.05421448016968e-05,"LINESTRING (-111.8796854 40.7289206, -111.8795635 40.7289208, -111.8795281 40.7289208, -111.8769152 40.7289245, -111.8767921 40.7289247)",,,,,,,C
83541938,83608357,0,10145029,residential,,20 mph,Westminster Avenue,False,True,240.58294187355568,240.58294187355568,1.6903539939618264,0.00047212328594995194,"LINESTRING (-111.8796854 40.7289206, -111.8797799 40.7289205, -111.8798191 40.7289205, -111.8825405 40.7289177)",,,,,,,C
83541938,83541940,0,993759307,residential,2,20 mph,400 East,False,False,97.65161658456206,97.65161658456206,1.7037978735911583,0.0005650893080111932,"LINESTRING (-111.8796854 40.7289206, -111.8796856 40.7288373, -111.879687 40.7280424)",,,,,,,C
83541938,504844547,0,993759307,residential,2,20 mph,400 East,False,True,94.7383079466126,94.7383079466126,1.5720905341291675,0.0009395016142521657,"LINESTRING (-111.8796854 40.7289206, -111.8796853 40.728994, -111.8796838 40.7297726)",,,,,,,C
83541940,504849758,0,41287602,residential,,20 mph,Ramona Avenue,False,False,241.09504540352006,241.09504540352006,1.5183636199982369,0.0007439917852481376,"LINESTRING (-111.879687 40.7280424, -111.8797915 40.7280424, -111.8825481 40.728054)",,,,,,,C
83541940,83541944,0,"[1094040809, 993759307]",residential,2,20 mph,400 East,False,False,94.32688614660456,94.32688614660456,1.716302810733987,0.0013243704012353761,"LINESTRING (-111.879687 40.7280424, -111.8796885 40.727259, -111.8796886 40.7271941)",,,,,,,C
83541940,83541938,0,993759307,residential,2,20 mph,400 East,False,True,97.65161658456206,97.65161658456206,1.7037978735911588,0.00043530592938694623,"LINESTRING (-111.879687 40.7280424, -111.8796856 40.7288373, -111.8796854 40.7289206)",,,,,,,C
83541944,83594871,0,10133158,residential,,20 mph,Hollywood Avenue,False,False,243.4966008990671,243.4966008990671,1.7370280069533437,0.001738499760379639,"LINESTRING (-111.8796886 40.7271941, -111.879576 40.7271853, -111.879539 40.7271856, -111.8775028 40.7272009, -111.8769148 40.7272027, -111.8767997 40.7272031)",,,,,,,C
83541944,1812118637,0,10133158,residential,,20 mph,Hollywood Avenue,False,True,240.681760383148,240.681760383148,1.6787461751964292,0.000281358414593662,"LINESTRING (-111.8796886 40.7271941, -111.8797944 40.727194, -111.8798259 40.727194, -111.8825448 40.7271921)",,,,,,,C
83541944,83541946,0,1094040809,residential,2,20 mph,400 East,False,False,99.09716301744308,99.09716301744308,1.75186382599951,0.0003689643919046805,"LINESTRING (-111.8796886 40.7271941, -111.8796888 40.7271059, -111.8796901 40.726392, -111.8796903 40.7263029)",,,,,,,C
83541944,83541940,0,"[1094040809, 993759307]",residential,2,20 mph,400 East,False,True,94.32688614660456,94.32688614660456,1.7163028107339868,0.0009166555218741669,"LINESTRING (-111.8796886 40.7271941, -111.8796885 40.727259, -111.879687 40.7280424)",,,,,,,C
83541946,83628855,0,10149897,residential,,20 mph,Redondo Avenue,False,False,243.44938737588774,243.44938737588774,1.6885183843059113,0.0005641227425644317,"LINESTRING (-111.8796903 40.7263029, -111.8795713 40.726304, -111.8795445 40.7263042, -111.877423 40.7263235, -111.8769166 40.7263281, -111.8768015 40.7263291)",,,,,,,C
83541946,83608370,0,10149897,residential,,20 mph,Redondo Avenue,False,True,240.99030463118206,240.99030463118206,1.7326374321181421,0.00020262726547563544,"LINESTRING (-111.8796903 40.7263029, -111.8798004 40.7263032, -111.8798233 40.7263033, -111.8819312 40.7263099, -111.8825501 40.7263119)",,,,,,,C
83541946,83541948,0,1094040809,residential,2,20 mph,400 East,False,False,96.38584504234122,96.38584504234122,1.719549370278688,0.0005071832507915732,"LINESTRING (-111.8796903 40.7263029, -111.8796904 40.7262364, -111.879691 40.7255715, -111.8796919 40.7255396, -111.87969 40.7254361)",,,,,,,C
83541946,83541944,0,1094040809,residential,2,20 mph,400 East,False,True,99.09716301744308,99.09716301744308,1.7518638259995107,0.0002528007991211636,"LINESTRING (-111.8796903 40.7263029, -111.8796901 40.726392, -111.8796888 40.7271059, -111.8796886 40.7271941)",,,,,,,C
83541948,83541950,0,695903910,residential,2,,400 East,False,False,228.61951091710188,228.61951091710188,1.5150504072632338,0.00029638411381149973,"LINESTRING (-111.87969 40.7254361, -111.87969 40.7253441, -111.8796904 40.7253137, -111.8796888 40.7242984, -111.8796967 40.7233801)",,,,,,,C
83541948,83628857,0,936762526,secondary,4,30 mph,2100 South,False,False,243.0163696783544,243.0163696783544,1.7730508065514399,0.00411932619492532,"LINESTRING (-111.87969 40.7254361, -111.8795897 40.7254356, -111.8793821 40.7254353, -111.8782922 40.7254359, -111.8778368 40.7254338, -111.877486 40.7254321, -111.8773826 40.7254316, -111.8769263 40.7254295, -111.8768062 40.7254291)",,,,,,,B
83541948,83716806,0,936762526,secondary,4,30 mph,2100 South,False,True,121.119334167453,121.11933416745299,1.669839783387605,0.006056762698165687,"LINESTRING (-111.87969 40.7254361, -111.8808122 40.7254363, -111.881008 40.7254363, -111.8811273 40.725436)",,,,,,,B
83541948,83541946,0,1094040809,residential,2,20 mph,400 East,False,True,96.38584504234122,96.38584504234122,1.719549370278689,0.0006699177241917799,"LINESTRING (-111.87969 40.7254361, -111.8796919 40.7255396, -111.879691 40.7255715, -111.8796904 40.7262364, -111.8796903 40.7263029)",,,,,,,C
83541950,83541948,0,695903910,residential,2,,400 East,False,True,228.61951091710188,228.61951091710188,1.5150504072632338,0.00029638411381149973,"LINESTRING (-111.8796967 40.7233801, -111.8796888 40.7242984, -111.8796904 40.7253137, -111.87969 40.7253441, -111.87969 40.7254361)",,,,,,,C
83542105,83542106,0,"[1302130952, 10127505, 207368918]",tertiary,3,25 mph,1700 South,False,False,118.05352621849207,118.05352621849207,1.7945047222640305,0.013831903021501162,"LINESTRING (-111.89107 40.7335109, -111.890887 40.7335105, -111.890749 40.7335102, -111.8904894 40.7335097, -111.8903232 40.7335119, -111.8902769 40.7335125, -111.889669 40.7335187)",,,,,,,B
83542105,83681288,0,"[10144651, 207368917]",tertiary,3,25 mph,1700 South,False,False,129.01182373169272,129.0118237316927,1.7112468816714337,0.006408768259959007,"LINESTRING (-111.89107 40.7335109, -111.891305 40.7335099, -111.8916922 40.7335083, -111.8917293 40.7335081, -111.8920868 40.7335105, -111.8926011 40.733514)",,,,,,,B
83542105,83542603,0,172876953,tertiary,3,25 mph,Main Street,False,True,194.37950594062085,194.37950594062085,1.6619706850019305,0.001590175899094785,"LINESTRING (-111.89107 40.7335109, -111.891073 40.7333644, -111.8910753 40.7332434, -111.8910802 40.7329949, -111.8910861 40.7326952, -111.891097 40.7321461, -111.8911026 40.7318555, -111.8911044 40.731763)",,,,,,,B
83542105,83553442,0,598977870,tertiary,3,25 mph,Main Street,False,False,181.07276321262816,181.07276321262816,1.6992910677587305,0.0013758619786719427,"LINESTRING (-111.89107 40.7335109, -111.891071 40.7336631, -111.8910717 40.7338087, -111.8910723 40.7339296, -111.8910733 40.734085, -111.8910765 40.7345656, -111.8910815 40.7351393)",,,,,,,B
83542106,83624770,0,41339588,residential,,20 mph,Major Street,False,False,95.90144968607564,95.90144968607565,1.560552093492449,0.00029638411381149973,"LINESTRING (-111.889669 40.7335187, -111.8896719 40.7334297, -111.8896676 40.7331022, -111.8896655 40.7330268, -111.8896667 40.7326563)",,,,,,,C
83542106,83624766,0,41339588,residential,,20 mph,Major Street,False,True,180.92266055251656,180.92266055251653,1.6790822573251287,0.011961071664501267,"LINESTRING (-111.889669 40.7335187, -111.8896645 40.7336394, -111.8896636 40.7337784, -111.8896674 40.7340247, -111.8896648 40.734283, -111.8896799 40.7350972, -111.8896986 40.7351435)",,,,,,,C
83542106,83542107,0,"[1302130951, 207368918, 1302130950]",tertiary,,25 mph,1700 South,False,False,111.40542156274697,111.40542156274697,1.7851669801941807,0.017961158479652305,"LINESTRING (-111.889669 40.7335187, -111.8893779 40.7335231, -111.8890065 40.7335265, -111.8888726 40.7335279, -111.8886769 40.73353, -111.8885531 40.7335293, -111.888488 40.7335315, -111.888458 40.7335318, -111.888347 40.7335319)",,,,,,,B
83542106,83542105,0,"[1302130952, 10127505, 207368918]",tertiary,3,25 mph,1700 South,False,True,118.05352621849207,118.05352621849207,1.7945047222640311,0.00739396205896717,"LINESTRING (-111.889669 40.7335187, -111.8902769 40.7335125, -111.8903232 40.7335119, -111.8904894 40.7335097, -111.890749 40.7335102, -111.890887 40.7335105, -111.89107 40.7335109)",,,,,,,B
83542107,3529416869,0,1302130949,tertiary,4,25 mph,1700 South,False,False,16.85173076102506,16.85173076102506,1.7684678826665354,0.015739903213408336,"LINESTRING (-111.888347 40.7335319, -111.888147 40.7335323)",,,,,,,B
83542107,83542106,0,"[207368918, 1302130950, 1302130951]",tertiary,,25 mph,1700 South,False,True,111.40542156274697,111.40542156274697,1.7851669801941799,0.01934765267823862,"LINESTRING (-111.888347 40.7335319, -111.888458 40.7335318, -111.888488 40.7335315, -111.8885531 40.7335293, -111.8886769 40.73353, -111.8888726 40.7335279, -111.8890065 40.7335265, -111.8893779 40.7335231, -111.889669 40.7335187)",,,,,,,B
83542107,83621473,0,"[1344998722, 1344998723]",primary,"['4', '3']",35 mph,State Street,True,False,229.98126367471787,263.61616596643813,5.326740809210662,0.004342690682713294,"LINESTRING (-111.888347 40.7335319, -111.888344 40.7334326, -111.8883421 40.7332142, -111.8883385 40.7328064, -111.8883352 40.7323946, -111.8883341 40.7322583, -111.8883313 40.7319292, -111.8883303 40.7318224, -111.888327 40.7314637)",US 89,,,,,,B
83542108,83657047,0,10141420,residential,,20 mph,Edison Street,False,False,142.89391675353585,142.89391675353585,1.6626449842624427,0.0003523570401375967,"LINESTRING (-111.8867339 40.7335329, -111.8867351 40.7334449, -111.8867512 40.7323052, -111.8867521 40.7322479)",,,,,,,C
83542108,1525109290,0,10141420,residential,,20 mph,Edison Street,False,True,159.74292371474178,159.74292371474178,1.4064218388369512,4.4549880137097646e-05,"LINESTRING (-111.8867339 40.7335329, -111.8867336 40.7336088, -111.8867324 40.7338971, -111.8867323 40.733911, -111.8867075 40.7339725, -111.8866433 40.7340236, -111.8865526 40.7340339, -111.8863894 40.7340365, -111.8855048 40.734028, -111.8854255 40.7340272)",,,,,,,C
83542108,83542109,0,207368924,tertiary,2,25 mph,1700 South,False,False,109.87341215926216,109.87341215926216,1.4324786725983893,0.014646190475604679,"LINESTRING (-111.8867339 40.7335329, -111.885494 40.73353, -111.8854299 40.7335299)",,,,,,,B
83542108,3529416869,0,"[207368924, 778975078, 1344374463]",tertiary,"['2', '4']",25 mph,1700 South,False,True,119.06572238794577,119.06572238794578,1.9843742850927422,0.014830452997591847,"LINESTRING (-111.8867339 40.7335329, -111.8874457 40.7335316, -111.8875129 40.7335317, -111.887979 40.7335321, -111.88802 40.7335321, -111.888147 40.7335323)",,,,,,,B
83542109,1525109290,0,10141758,unclassified,,,200 East,False,True,55.29896293965425,55.29896293965425,1.4058737294185881,0.00018408678281502873,"LINESTRING (-111.8854299 40.7335299, -111.8854284 40.7336004, -111.8854255 40.7340272)",,,,,,,unclassified
83542109,83542108,0,207368924,tertiary,2,25 mph,1700 South,False,True,109.87341215926216,109.87341215926216,1.432478672598387,0.014401122200057608,"LINESTRING (-111.8854299 40.7335299, -111.885494 40.73353, -111.8867339 40.7335329)",,,,,,,B
83542109,83657049,0,623290809,residential,,20 mph,200 East,False,False,141.874945798685,141.87494579868496,1.843806418250515,0.0008830893399957225,"LINESTRING (-111.8854299 40.7335299, -111.8854303 40.7334499, -111.8854357 40.7323156, -111.8854364 40.732254)",,,,,,,C
83542109,83542110,0,623290810,tertiary,2,25 mph,1700 South,False,False,85.70092100665389,85.70092100665389,1.8096015923500983,0.013995955538692406,"LINESTRING (-111.8854299 40.7335299, -111.8852875 40.7335281, -111.8844128 40.7335272)",,,,,,,B
83542110,83542111,0,623290810,tertiary,2,25 mph,1700 South,False,False,78.05723554819973,78.05723554819973,1.499602380136833,0.013864678377104983,"LINESTRING (-111.8844128 40.7335272, -111.8834864 40.7335291)",,,,,,,B
83542110,83617937,0,10135731,residential,,20 mph,Roberta Street,False,False,97.11830980557238,97.11830980557238,1.2686814527030192,0.00029638411381149973,"LINESTRING (-111.8844128 40.7335272, -111.8844134 40.7334416, -111.8844165 40.7326538)",,,,,,,C
83542110,83542109,0,623290810,tertiary,2,25 mph,1700 South,False,True,85.70092100665389,85.70092100665389,1.8096015923500988,0.014112207001061992,"LINESTRING (-111.8844128 40.7335272, -111.8852875 40.7335281, -111.8854299 40.7335299)",,,,,,,B
83542111,83542110,0,623290810,tertiary,2,25 mph,1700 South,False,True,78.05723554819973,78.05723554819973,1.4996023801368314,0.013980929839474568,"LINESTRING (-111.8834864 40.7335291, -111.8844128 40.7335272)",,,,,,,B
83542111,83681650,0,10144688,residential,,20 mph,Shelmerdine Court,False,False,96.2840276490326,96.2840276490326,1.2607852893326559,0.00029638411381149973,"LINESTRING (-111.8834864 40.7335291, -111.8834859 40.7334499, -111.8834843 40.7326632)",,,,,,,C
