u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,Inverse SP,Cost of return,Edge Betweenness,geometry,ref,bridge,junction,width,tunnel,access,Groups
83620830,83608324,0,10136136,residential,,20 mph,Cleveland Avenue,False,True,120.58644364981132,120.58644364981132,1.5052660295036542,0.006691005370413361,"LINESTRING (-111.8810951 40.7384289, -111.8824415 40.7384271, -111.8825263 40.7384294)",,,,,,,C
83620830,83545182,0,10151160,residential,,20 mph,Blair Street,False,True,168.6394667552852,168.63946675528524,1.4090498493939432,0.004026448042450149,"LINESTRING (-111.8810951 40.7384289, -111.8810954 40.7384781, -111.8810989 40.7393867, -111.8811016 40.7398895, -111.8811019 40.7399455)",,,,,,,C
83620832,2352588686,0,1310897502,tertiary,2,25 mph,500 East,False,True,4.270722353305209,4.270722353305209,1.5252041912602177,0.011406966054748727,"LINESTRING (-111.8768001 40.7383661, -111.8768011 40.7384045)",,,,,,,B
83620832,83620834,0,226430972,residential,,20 mph,Cleveland Avenue,False,False,242.06097253121604,242.06097253121604,1.493137461633111,0.0014523085185521693,"LINESTRING (-111.8768001 40.7383661, -111.8766879 40.7383657, -111.876205 40.7383651, -111.874052 40.7383728, -111.8739271 40.7383747)",,,,,,,C
83620832,83628826,0,1310897502,tertiary,2,25 mph,500 East,False,False,87.73389266378913,87.73389266378913,1.4896056814416745,0.010849609270311627,"LINESTRING (-111.8768001 40.7383661, -111.8767998 40.7383209, -111.8767952 40.7375771)",,,,,,,B
83620834,83637835,0,1339648589,residential,,20 mph,600 East,False,False,45.034072746862826,45.034072746862826,1.4770438721229204,0.0044047266104781675,"LINESTRING (-111.8739271 40.7383747, -111.873928 40.7379697)",,,,"39'8""",,,C
83620834,83637833,0,1339648589,residential,,20 mph,600 East,False,True,47.73629033734219,47.73629033734219,1.4925668441717406,0.004119062586167113,"LINESTRING (-111.8739271 40.7383747, -111.8739289 40.738804)",,,,"39'8""",,,C
83620834,83620832,0,226430972,residential,,20 mph,Cleveland Avenue,False,True,242.06097253121604,242.06097253121604,1.4931374616331115,0.0049671798309072835,"LINESTRING (-111.8739271 40.7383747, -111.874052 40.7383728, -111.876205 40.7383651, -111.8766879 40.7383657, -111.8768001 40.7383661)",,,,,,,C
83621448,3529416958,0,346397924,primary,3,30 mph,State Street,True,False,10.420626313422822,29.487558311039784,4.965429111000262,0.03738508195859901,"LINESTRING (-111.8883237 40.7715841, -111.8883215 40.7714904)",UT 186,,,,,,B
83621448,9448535766,0,"[1041554736, 10143364]",primary,"['2', '4']",30 mph,North Temple,True,False,230.25683638260978,288.5514674912331,8.528655898598439,0.0684853796431827,"LINESTRING (-111.8883237 40.7715841, -111.888424 40.7715848, -111.889437 40.7715837, -111.890848 40.7715822, -111.890888 40.7715821, -111.891058 40.7715811)",,,,,,,B
83621452,1581924804,0,36022081,primary,3,30 mph,State Street,True,False,13.23231143478436,37.47684663174384,5.093988158996693,0.08419294684891757,"LINESTRING (-111.8883166 40.7694132, -111.888316 40.7692942)",UT 186,,,,,,B
83621452,1226595918,0,"[69233722, 1030759146]",tertiary,"['1', '3']",20 mph,South Temple,True,False,226.3286607962985,309.43520282868064,11.668992316460699,0.006900486463602397,"LINESTRING (-111.8883166 40.7694132, -111.888447 40.7694121, -111.8890015 40.7694209, -111.889785 40.7694202, -111.889844 40.7694202, -111.8908583 40.7694135, -111.890911 40.7694142, -111.891004 40.7694141)",,,,,,,B
83621455,3529416938,0,589709909,tertiary,2,25 mph,100 South,True,False,13.536812409678939,42.44979742129847,5.152726898022003,0.002188919258570492,"LINESTRING (-111.8883027 40.7671114, -111.888142 40.7671087)",,,,,,,B
83621455,3663415252,0,48707621,primary,3,30 mph,State Street,True,False,72.71448654298425,321.83439209659514,4.844572917652871,0.04183137088328793,"LINESTRING (-111.8883027 40.7671114, -111.8883043 40.7670231, -111.8883101 40.7665676, -111.8883117 40.7664575)",UT 186,,,,,,B
83621457,3529416933,0,198549621,tertiary,4,25 mph,200 South,False,False,12.728185205646286,12.728185205646286,1.800368877484383,0.001960809813134781,"LINESTRING (-111.8883 40.7650202, -111.888149 40.7650154)",,,,,,,B
83621457,367160303,0,"[218670236, 287312895]",primary,"['3', '6']",30 mph,State Street,True,False,151.23875811165792,354.5382746151708,9.056997388436287,0.04188813463588865,"LINESTRING (-111.8883 40.7650202, -111.8883 40.7649782, -111.8882995 40.7649364, -111.888299 40.7648932, -111.888299 40.7648515, -111.8883025 40.7643189, -111.8882992 40.7638911, -111.888298 40.7637403, -111.8882985 40.7636601)",UT 186,,,,,,B
83621457,12253218850,0,"[68892946, 1303188494]",tertiary,5,25 mph,200 South,False,True,92.96679318197992,92.96679318197994,1.7811797611914153,0.001971002685118811,"LINESTRING (-111.8883 40.7650202, -111.8884493 40.7650225, -111.8884833 40.7650228, -111.8891606 40.765041, -111.8893019 40.7650418, -111.8893453 40.765041, -111.8894034 40.7650412)",,,,,,,B
83621458,7103898872,0,829867658,primary,3,30 mph,State Street,True,False,5.073266323265877,28.030567859074612,3.3997514024368787,0.04164350570827192,"LINESTRING (-111.888296 40.762888, -111.888295 40.7628765, -111.888295 40.7628424)",UT 186,,,,,,B
83621458,9458669847,0,"[1352438969, 829867659]",tertiary,1,20 mph,300 South,True,False,124.81726457942274,168.12730365071332,6.316961000613781,0.00812538849340741,"LINESTRING (-111.888296 40.762888, -111.8884451 40.7628887, -111.8885178 40.7628877, -111.8889188 40.762887, -111.8891252 40.7628873, -111.8896251 40.7628881, -111.889778 40.7628883)",,,,,,,B
83621459,83607334,0,10149324,unclassified,,20 mph,Exchange Place,False,True,114.33541047058483,114.33541047058483,1.4248455591017573,0.00026114840979774,"LINESTRING (-111.8883063 40.7614163, -111.8884548 40.7614137, -111.8894922 40.7613963, -111.8896635 40.7613936)",,,,,,,unclassified
83621459,1218569233,0,144595735,primary,4,30 mph,State Street,True,False,74.44983343215509,299.60692765597014,4.470905785327426,0.00733157465285802,"LINESTRING (-111.8883063 40.7614163, -111.888325 40.7608683, -111.888326 40.76084, -111.88833 40.760747)",UT 186,,,,,,B
83621461,3529416908,0,1163610278,primary,5,35 mph,600 South,True,False,15.500724630165506,500.1057361844977,5.3165141568703165,0.01219348671965437,"LINESTRING (-111.88832 40.7562988, -111.888136 40.7563013)",UT 269,,,,,,B
83621461,83586772,0,"[149206401, 1190531612]",primary,"['4', '3']",30 mph,State Street,True,False,242.7393312554777,689.0423011916902,8.679334786143961,0.006001053380597798,"LINESTRING (-111.88832 40.7562988, -111.8883206 40.756151, -111.8883255 40.7554352, -111.8883258 40.7553932, -111.8883264 40.7552439, -111.8883268 40.7551242, -111.8883279 40.7548899, -111.8883241 40.754828, -111.8883183 40.7543675, -111.8883183 40.754299, -111.8883186 40.7542807, -111.8883195 40.7541159)",US 89,,,,,,B
83621465,3529416898,0,198549592,tertiary,3,25 mph,900 South,False,False,14.934943812540126,14.934943812540126,1.750560435367328,0.010562539332623464,"LINESTRING (-111.8883175 40.7498087, -111.8881403 40.7498131)",,,,,,,B
83621465,83553455,0,10142984,tertiary,3,25 mph,900 South,False,True,233.0016298679973,233.0016298679973,1.8385792479971328,0.009427176411022994,"LINESTRING (-111.8883175 40.7498087, -111.8884589 40.7498095, -111.8888708 40.749809, -111.889099 40.7498104, -111.8892406 40.7498094, -111.8896693 40.7498081, -111.8901747 40.7498083, -111.8903289 40.7498091, -111.8906082 40.749809, -111.8908864 40.7498095, -111.8910834 40.7498136)",,,,,,,B
83621465,83595721,0,198549655,primary,3,35 mph,State Street,True,False,198.76316212339833,226.94974988431935,5.080820366921966,0.00478476257022757,"LINESTRING (-111.8883175 40.7498087, -111.8883153 40.7496729, -111.8883147 40.7496419, -111.8883163 40.7490387, -111.8883185 40.7484711, -111.8883178 40.7480212)",US 89,,,,,,B
83621469,3529416874,0,1055300124,residential,2,20 mph,Kensington Avenue,False,False,15.604456567480632,15.604456567480632,1.743182324199275,0.0006421509349939045,"LINESTRING (-111.8883092 40.7367827, -111.888124 40.7367815)",,,,,,,C
83621469,83624761,0,10147170,unclassified,2,20 mph,Kensington Avenue,False,True,116.03344939980263,116.03344939980262,1.763807327357686,0.0004371511906944,"LINESTRING (-111.8883092 40.7367827, -111.888438 40.7367822, -111.8885918 40.7367808, -111.8889924 40.736777, -111.8896863 40.7367715)",,,,,,,unclassified
83621469,3529416872,0,1344952367,primary,3,35 mph,State Street,True,False,133.76753382405656,165.9336824720252,5.080159872337406,0.0037809404189727306,"LINESTRING (-111.8883092 40.7367827, -111.888306 40.7366944, -111.8883138 40.7361139, -111.8883219 40.7355798)",US 89,,,,,,B
83621470,3529416872,0,10151235,residential,,20 mph,Bryan Avenue,False,True,16.69949303033873,16.69949303033873,1.6475619158173391,0.00020341809175025848,"LINESTRING (-111.8881237 40.7355798, -111.8883219 40.7355798)",,,,,,,C
83621470,3529416874,0,"[1055300123, 1055300125]",primary,"['4', '3']",35 mph,State Street,True,False,133.62973287420584,166.07148342187594,5.123304569858297,0.0033176040916297017,"LINESTRING (-111.8881237 40.7355798, -111.8881216 40.7360773, -111.8881211 40.7362905, -111.8881209 40.7363181, -111.8881203 40.7365764, -111.88812 40.7366987, -111.888124 40.7367815)",US 89,,,,,,B
83621471,83624766,0,10145348,residential,2,20 mph,Wood Avenue,False,True,115.41974468040654,115.41974468040654,1.5774131308742574,0.00027758002239268534,"LINESTRING (-111.8883288 40.7351477, -111.8884487 40.7351475, -111.8895831 40.7351464, -111.8896986 40.7351435)",,,,,,,C
83621471,83542107,0,"[1344824746, 1344824747, 1344824748]",primary,"['4', '3', '5']",35 mph,State Street,True,False,179.67990911028636,309.28522638282425,5.041662368393566,0.003353103404401669,"LINESTRING (-111.8883288 40.7351477, -111.8883285 40.7349343, -111.8883281 40.7347209, -111.8883395 40.7340579, -111.8883423 40.7338934, -111.888346 40.7336778, -111.888347 40.7336474, -111.888347 40.7335319)",US 89,,,,,,B
83621473,3529416867,0,1191926868,residential,2,20 mph,Coatsville Avenue,False,False,16.683766678263602,16.683766678263602,1.7708675660658033,0.004428978616233274,"LINESTRING (-111.888327 40.7314637, -111.888129 40.7314632)",,,,,,,C
83621473,83621475,0,"[139160896, 1345036743]",primary,"['4', '3']",35 mph,State Street,True,False,309.44392878348526,342.89315650625156,8.256409227645525,0.009016034617805084,"LINESTRING (-111.888327 40.7314637, -111.8883372 40.7307488, -111.8883462 40.7302771, -111.888335 40.7299203, -111.8883232 40.7294406, -111.8883211 40.7293551, -111.8883216 40.7290419, -111.8883231 40.7286811)",US 89,,,,,,B
83621473,83553440,0,1191926867,residential,2,20 mph,Coatsville Avenue,False,True,233.6970510606227,233.6970510606227,1.7242281313434882,0.0027775576156482376,"LINESTRING (-111.888327 40.7314637, -111.888455 40.7314623, -111.8908904 40.7314356, -111.8911002 40.7314333)",,,,,,,C
83621475,3529416861,0,10145031,residential,2,20 mph,Westminster Avenue,False,False,16.861341756883764,16.861341756883764,1.6818988664045458,0.008680812146950987,"LINESTRING (-111.8883231 40.7286811, -111.888123 40.7286813)",,,,,,,C
83621475,83621477,0,"[49743152, 1344949884, 1344949885]",primary,"['4', '3', '5']",35 mph,State Street,True,False,288.1010262228648,461.06800819963723,6.349073125150089,0.0017726810293605677,"LINESTRING (-111.8883231 40.7286811, -111.888322 40.7285766, -111.888338 40.7280986, -111.888338 40.727431, -111.888343 40.7271439, -111.8883502 40.7268297, -111.8883481 40.7267197, -111.888346 40.7265913, -111.8883458 40.7264259, -111.8883453 40.7260904)",US 89,,,,,,B
83621477,83553431,0,10149911,residential,2,,Redondo Avenue,False,True,231.42155273307392,231.42155273307392,1.507210655488492,0.00020192430878708162,"LINESTRING (-111.8883453 40.7260904, -111.8884582 40.726092, -111.88895 40.7260904, -111.8896324 40.7260956, -111.8900237 40.7260895, -111.8907828 40.7260778, -111.8909189 40.7260757, -111.8910912 40.726073)",,,,,,,C
83621477,83621478,0,32895847,primary,5,35 mph,State Street,True,False,69.35719463907846,531.7355106109463,6.204884432993371,0.0016677647435939119,"LINESTRING (-111.8883453 40.7260904, -111.8883454 40.7257828, -111.888351 40.725559, -111.888352 40.7254667)",US 89,,,,,,B
83621478,3529416854,0,210085230,secondary,4,30 mph,2100 South,False,False,17.191598319566115,17.191598319566115,1.5196748456687135,0.0038135400354044136,"LINESTRING (-111.888352 40.7254667, -111.888148 40.7254652)",,,,,,,B
83621478,83624787,0,"[1368994904, 1368994905]",secondary,4,30 mph,2100 South,False,True,100.23523011180356,100.23523011180356,1.4813131475905363,0.007676462778179733,"LINESTRING (-111.888352 40.7254667, -111.888454 40.7254658, -111.8888218 40.7254627, -111.8889235 40.7254618, -111.8890957 40.7254604, -111.8894967 40.725457, -111.8895414 40.7254573)",UT 201,,,,,,B
83621817,83600866,0,10136214,residential,,,Acorn Court,False,False,87.33607678389254,87.33607678389257,1.268732864118918,0.00029638411381149973,"LINESTRING (-111.8785429 40.7527446, -111.8785366 40.7526248, -111.8785157 40.7525762, -111.8785197 40.7521059, -111.8785172 40.7519618)",,,,,,,C
83621903,83621912,0,10136225,residential,2,20 mph,1300 West,False,False,413.0708158641657,413.07081586416564,1.663810347424469,0.0004153595333492319,"LINESTRING (-111.9277625 40.7477579, -111.9277618 40.7476787, -111.9277639 40.7454867, -111.9277868 40.7453018, -111.9278144 40.7451905, -111.9279063 40.7450298, -111.9281071 40.7447113, -111.9281563 40.7446168, -111.9281934 40.744509, -111.928217 40.7443869, -111.9282284 40.7442122, -111.9282331 40.744107)",,,,,,,C
83621903,83683400,0,10148673,residential,2,20 mph,Mead Avenue,False,False,143.29001046026332,143.2900104602633,1.545079392195539,0.0009599752278062954,"LINESTRING (-111.9277625 40.7477579, -111.9278727 40.7477558, -111.9293607 40.7477457, -111.9293989 40.7477441, -111.9294633 40.7477431)",,,,,,,C
83621903,83704055,0,10148673,residential,2,20 mph,Mead Avenue,False,True,85.5557101977465,85.5557101977465,1.4405416313312631,0.008948726514876057,"LINESTRING (-111.9277625 40.7477579, -111.9276816 40.7477589, -111.9267469 40.7477609)",,,,,,,C
83621912,83586997,0,10136225,residential,2,20 mph,1300 West,False,False,251.41006004302128,251.41006004302128,1.5774707014646059,0.0002277579670914341,"LINESTRING (-111.9282331 40.744107, -111.9282343 40.744035, -111.9282347 40.7440055, -111.9282257 40.7434265, -111.9282143 40.7432814, -111.9281718 40.7431399, -111.9281138 40.7429933, -111.9280255 40.7428549, -111.9278205 40.742601, -111.9277005 40.7424753, -111.9275683 40.7423834, -111.9274537 40.7423415, -111.9273269 40.7423123, -111.9271759 40.742298, -111.9270672 40.7422997)",,,,,,,C
83621912,83621903,0,10136225,residential,2,20 mph,1300 West,False,True,413.07081586416564,413.0708158641657,1.663810347424468,0.007293966470020391,"LINESTRING (-111.9282331 40.744107, -111.9282284 40.7442122, -111.928217 40.7443869, -111.9281934 40.744509, -111.9281563 40.7446168, -111.9281071 40.7447113, -111.9279063 40.7450298, -111.9278144 40.7451905, -111.9277868 40.7453018, -111.9277639 40.7454867, -111.9277618 40.7476787, -111.9277625 40.7477579)",,,,,,,C
83621912,83683356,0,10147140,residential,2,20 mph,Illinois Avenue,False,False,71.74083216335364,71.74083216335364,1.841451093278283,0.004545933035291413,"LINESTRING (-111.9282331 40.744107, -111.9283282 40.7441085, -111.9289163 40.7441091, -111.9290846 40.7441123)",,,,,,,C
83621912,83696851,0,10147140,residential,2,20 mph,Illinois Avenue,False,True,96.68338288996613,96.68338288996613,1.4563736711505317,0.00041184474990646285,"LINESTRING (-111.9282331 40.744107, -111.9281347 40.7441064, -111.9271759 40.7441116, -111.9270856 40.7441151)",,,,,,,C
83622023,2274266981,0,39738789,residential,2,20 mph,Morton Drive,False,True,7.228386563968514,7.228386563968514,1.527659596696076,0.0032872890844358187,"LINESTRING (-111.9452403 40.7839219, -111.9452391 40.7839869)",,,,,,,C
83622023,83674137,0,449883471,residential,2,20 mph,Morton Drive,False,False,74.57110398952875,74.57110398952875,1.5165768102862938,0.0029297477387201375,"LINESTRING (-111.9452403 40.7839219, -111.9452491 40.7832513)",,,,,,,C
83622023,83555177,0,449883478,residential,2,20 mph,Sir James Drive,False,False,70.33618543860861,70.33618543860861,1.5726260138213075,0.00033864938471079746,"LINESTRING (-111.9452403 40.7839219, -111.9460757 40.7839209)",,,,,,,C
83622575,83622577,0,10136275,unclassified,,20 mph,Washington Street,False,False,109.98307796011913,109.98307796011913,1.2621693357183668,0.00029638411381149973,"LINESTRING (-111.8980342 40.7468439, -111.898035 40.7458548)",,,,,,,unclassified
83622575,1223826085,0,10137267,unclassified,,20 mph,Brooklyn Avenue,False,False,97.20104604785423,97.20104604785423,1.7042106208340304,0.0025552475628930955,"LINESTRING (-111.8980342 40.7468439, -111.8969386 40.7468506, -111.8968804 40.746851)",,,,,,,unclassified
83622575,9257839215,0,10137267,unclassified,,20 mph,Brooklyn Avenue,False,True,137.8743740529942,137.8743740529942,1.5048346844838019,0.00123650081516615,"LINESTRING (-111.8980342 40.7468439, -111.8994405 40.7468354, -111.8995399 40.7468353, -111.8996708 40.746834)",,,,,,,unclassified
83622577,83622575,0,10136275,unclassified,,20 mph,Washington Street,False,True,109.98307796011913,109.98307796011913,1.262169335718366,0.00029638411381149973,"LINESTRING (-111.898035 40.7458548, -111.8980342 40.7468439)",,,,,,,unclassified
83622597,83609813,0,10140808,unclassified,,20 mph,1400 South,False,False,120.50721652071702,120.50721652071704,1.2272700716655973,0.00029638411381149973,"LINESTRING (-111.8982624 40.7391339, -111.8986758 40.7391373, -111.8987035 40.7391373, -111.8990903 40.7391311, -111.8994831 40.7391336, -111.8995244 40.7391337, -111.8996926 40.7391326)",,,,,,,unclassified
83622603,83584768,0,10136278,residential,2,20 mph,Washington Street,False,False,232.1428674095735,232.1428674095735,1.6580518085329456,0.00022239792234121132,"LINESTRING (-111.8982538 40.7519376, -111.8982548 40.7517956, -111.8982528 40.7501123, -111.8982515 40.7499633, -111.8982513 40.7499352, -111.8982506 40.7498499)",,,,,,,C
83622603,1595614628,0,416812838,tertiary,4,30 mph,800 South,False,False,114.13246629369638,114.13246629369637,1.6709146675781474,0.016784584722185365,"LINESTRING (-111.8982538 40.7519376, -111.898311 40.7519386, -111.8989448 40.7519391, -111.899124 40.7519397, -111.899317 40.7519399, -111.899425 40.7519401, -111.8994724 40.7519395, -111.8996087 40.7519403)",,,,,,,B
83622603,1223826103,0,416812838,tertiary,4,30 mph,800 South,False,True,114.62714643779229,114.62714643779229,1.6732899924616722,0.00794121384100631,"LINESTRING (-111.8982538 40.7519376, -111.8975614 40.7519377, -111.897051 40.751937, -111.897024 40.751937, -111.8969585 40.7519369, -111.896893 40.7519368)",,,,,,,B
83622831,83622833,0,10136308,residential,2,20 mph,1650 West,False,False,47.62790349063168,47.62790349063168,1.6355189276537003,0.0026611304141065132,"LINESTRING (-111.9379454 40.7761418, -111.9379397 40.7757613, -111.937939 40.7757135)",,,,,,,C
83622831,83551741,0,10143388,unclassified,2,20 mph,North Star Drive,False,False,359.21537557403,359.21537557402996,1.6490361969810645,0.00565801051658354,"LINESTRING (-111.9379454 40.7761418, -111.9371691 40.7761412, -111.937024 40.7761404, -111.9351183 40.7761361, -111.9349661 40.7761369, -111.9344878 40.7761394, -111.9341616 40.7761411, -111.9339385 40.7760761, -111.9337582 40.7759526)",,,,,,,unclassified
83622831,83635730,0,"[684487868, 10143388, 679371510]",unclassified,"['2', '3']",20 mph,North Star Drive,False,True,118.36873866315337,118.36873866315338,1.6780706967501262,0.005182020968846541,"LINESTRING (-111.9379454 40.7761418, -111.9381577 40.7761428, -111.9383251 40.7761435, -111.9383798 40.776143, -111.9387129 40.7761401, -111.9391373 40.7761344, -111.939351 40.7761316)",,,,,,,unclassified
83622833,83550509,0,10141988,residential,2,20 mph,West Spring Street,False,False,74.26900917579489,74.26900917579489,1.2073586806163872,0.0011830761068360605,"LINESTRING (-111.937939 40.7757135, -111.937057 40.7757117)",,,,,,,C
83622833,83622831,0,10136308,residential,2,20 mph,1650 West,False,True,47.62790349063168,47.62790349063168,1.6355189276537014,0.0026611304141065132,"LINESTRING (-111.937939 40.7757135, -111.9379397 40.7757613, -111.9379454 40.7761418)",,,,,,,C
83622833,83550513,0,"[10141988, 10140679]",residential,2,20 mph,"['West Spring Street', 'Indian Summer Drive']",False,"[False, True]",167.81540634927867,167.81540634927867,1.2073586806163876,0.0011830761068360605,"LINESTRING (-111.937939 40.7757135, -111.9382719 40.7757068, -111.9383183 40.7756594, -111.9382792 40.7755964, -111.9378565 40.7752907, -111.93743 40.7749695, -111.9372093 40.7748111)",,,,,,,C
83623041,1585057943,0,10136324,residential,,,McClelland Street,True,False,230.2750245856864,478.7332447423186,6.527905134065357,0.0013661084546182586,"LINESTRING (-111.8610244 40.7671309, -111.8610235 40.7670294, -111.8610238 40.7666161, -111.8610215 40.7651692, -111.8610199 40.76506)",,,,,,,C
83623041,10944191293,0,1178116384,secondary,3,30 mph,100 South,False,False,27.526049876482823,27.526049876482823,1.2366516474761042,0.0011814065847007451,"LINESTRING (-111.8610244 40.7671309, -111.8607892 40.7671279, -111.8607112 40.7671643)",,,,,,,B
83623043,1585057943,0,645204160,residential,,,McClelland Street,False,True,11.57195282298858,11.57195282298858,1.503546277644627,0.0004221254914765623,"LINESTRING (-111.8610149 40.764956, -111.8610199 40.76506)",,,,,,,C
83623043,83573734,0,69054719,tertiary,1,25 mph,200 South,True,False,119.32982702835432,142.15399576680218,4.822539362584273,0.005090372990576338,"LINESTRING (-111.8610149 40.764956, -111.8599834 40.7649575, -111.8598456 40.7649577, -111.8598136 40.7649581, -111.859598 40.7649579)",,,,,,,B
83623153,83616690,0,684494739,residential,2,20 mph,300 South,False,False,45.26054616134061,45.26054616134061,1.510914179331156,0.0017699570721924217,"LINESTRING (-111.9342832 40.7628089, -111.9348206 40.7628094)",,,,,,,C
83623153,83623155,0,737748082,residential,2,20 mph,Cheyenne Street,False,False,240.8608134405427,240.86081344054267,1.7484821365541783,0.0009938050184429474,"LINESTRING (-111.9342832 40.7628089, -111.9342839 40.7627176, -111.934283 40.7626797, -111.9342838 40.7623175, -111.934287 40.7607763, -111.9342873 40.7606428)",,,,,,,C
83623153,83599967,0,1309995467,residential,2,20 mph,300 South,False,True,60.28562534527333,60.28562534527333,1.5156647411184805,0.0018691618348645781,"LINESTRING (-111.9342832 40.7628089, -111.9342739 40.7628089, -111.9337129 40.7628084, -111.9335674 40.7628083)",,,,,,,C
83623155,83623157,0,10136341,residential,2,20 mph,Cheyenne Street,False,False,120.83532608793459,120.83532608793459,1.6342802040396003,0.006150958894431898,"LINESTRING (-111.9342873 40.7606428, -111.934287 40.760538, -111.9342976 40.7601539, -111.9342972 40.7600479, -111.9342966 40.7599019, -111.934294 40.7597171, -111.9342947 40.7595562)",,,,,,,C
83623155,83623153,0,737748082,residential,2,20 mph,Cheyenne Street,False,True,240.86081344054267,240.8608134405427,1.7484821365541772,0.0010358066805840375,"LINESTRING (-111.9342873 40.7606428, -111.934287 40.7607763, -111.9342838 40.7623175, -111.934283 40.7626797, -111.9342839 40.7627176, -111.9342832 40.7628089)",,,,,,,C
83623155,83634074,0,"[1095295494, 1302357930, 1302357931, 1022752427, 1024278029, 737748081]",secondary,"['4', '3']",30 mph,400 South,False,True,399.44933943685515,399.44933943685515,2.089367568126429,0.006388118907232739,"LINESTRING (-111.9342873 40.7606428, -111.934388 40.7606429, -111.9346808 40.760643, -111.9346903 40.760643, -111.934955 40.7606432, -111.9351653 40.7606433, -111.9364806 40.7606439, -111.9365189 40.7606439, -111.9366275 40.760644, -111.9367801 40.7606441, -111.9377373 40.7606445, -111.9379045 40.7606446, -111.938214 40.7606448, -111.938803 40.7606451, -111.9388387 40.7606451, -111.93903 40.7606452)",,,,,,,B
83623155,83664896,0,"[1302357921, 1302357922, 1302357924, 1024278030, 1024278032, 10142481]",secondary,3,30 mph,400 South,False,False,403.22096669014536,403.22096669014536,1.8179802689999995,0.0028608579832418643,"LINESTRING (-111.9342873 40.7606428, -111.93419 40.7606426, -111.9337277 40.7606423, -111.9329891 40.7606428, -111.9327103 40.7606416, -111.9325302 40.7606422, -111.932067 40.7606412, -111.9319995 40.7606417, -111.9317542 40.7606435, -111.9316383 40.7606421, -111.9307612 40.7606426, -111.9305269 40.760642, -111.9303464 40.7606416, -111.9302853 40.7606414, -111.9301275 40.7606414, -111.9299173 40.7606432, -111.9297089 40.760645, -111.9295955 40.7606459, -111.9294999 40.7606468)",,,,,,,B
83623157,83617705,0,10136341,residential,2,20 mph,Cheyenne Street,False,False,125.61961066474994,125.61961066474994,1.7452479222913928,0.0042827636250140815,"LINESTRING (-111.9342947 40.7595562, -111.9342934 40.7595255, -111.9342894 40.7592801, -111.9342768 40.7586191, -111.934275 40.7585237, -111.9342732 40.7584266)",,,,,,,C
83623157,83623155,0,10136341,residential,2,20 mph,Cheyenne Street,False,True,120.83532608793459,120.83532608793459,1.6342802040396018,0.004162294422513172,"LINESTRING (-111.9342947 40.7595562, -111.934294 40.7597171, -111.9342966 40.7599019, -111.9342972 40.7600479, -111.9342976 40.7601539, -111.934287 40.760538, -111.9342873 40.7606428)",,,,,,,C
83623157,83682496,0,10144823,residential,,20 mph,Pacific Avenue,False,True,403.3677893002447,403.3677893002446,1.6868524131705163,0.0017232104524035935,"LINESTRING (-111.9342947 40.7595562, -111.933352 40.7595514, -111.9329867 40.7595496, -111.9326381 40.7595488, -111.9319704 40.7595472, -111.9318589 40.7595469, -111.9295974 40.7595415, -111.9295056 40.7595413)",,,,,,,C
83623160,83550145,0,737748080,residential,2,20 mph,Cheyenne Street,False,False,38.4742218163797,38.4742218163797,1.593118604872948,0.0047208813811552425,"LINESTRING (-111.9342664 40.7566352, -111.9342692 40.7562892)",,,,,,,C
83623160,83660622,0,10145926,residential,,20 mph,600 South,False,True,130.05521811003868,130.05521811003865,1.3964243045615494,0.0005212423845626494,"LINESTRING (-111.9342664 40.7566352, -111.9343756 40.756634, -111.9350598 40.7566264, -111.9358103 40.7566181)",,,,,,,C
83623160,83617705,0,737748080,residential,2,20 mph,Cheyenne Street,False,True,199.19569728082624,199.19569728082624,1.5823141134566492,0.0029036504716575774,"LINESTRING (-111.9342664 40.7566352, -111.934273 40.7583631, -111.9342732 40.7584266)",,,,,,,C
83623162,83557580,0,684494738,residential,2,20 mph,Cheyenne Street,False,True,99.19528516881313,99.19528516881313,1.6859291280941116,0.0010540835544864365,"LINESTRING (-111.9342531 40.754105, -111.9342692 40.754997)",,,,,,,C
83623162,83618627,0,258557136,residential,2,20 mph,700 South,False,True,174.6424558625328,174.6424558625328,1.6253152464429077,0.003203549368911846,"LINESTRING (-111.9342531 40.754105, -111.9341633 40.7541046, -111.9321798 40.7540949)",,,,,,,C
83623162,83623166,0,684494738,residential,2,20 mph,Cheyenne Street,False,False,103.25467854108415,103.25467854108415,1.4883593880282302,0.0004800315486961823,"LINESTRING (-111.9342531 40.754105, -111.9342482 40.7540212, -111.9342531 40.7531765)",,,,,,,C
83623166,83618631,0,10141021,residential,2,20 mph,Wasatch Avenue,False,True,176.0502847329276,176.0502847329276,1.5700306127150516,0.0001378673805426158,"LINESTRING (-111.9342531 40.7531765, -111.9322791 40.7531688, -111.9321631 40.7531684)",,,,,,,C
83623166,83623169,0,684494738,residential,2,20 mph,Cheyenne Street,False,False,102.05614344505919,102.05614344505918,1.6582864198234664,0.000445323062198838,"LINESTRING (-111.9342531 40.7531765, -111.9342549 40.7527207, -111.9342529 40.7523444, -111.9342543 40.7522587)",,,,,,,C
83623166,83623162,0,684494738,residential,2,20 mph,Cheyenne Street,False,True,103.25467854108415,103.25467854108415,1.488359388028231,0.0013398354483835598,"LINESTRING (-111.9342531 40.7531765, -111.9342482 40.7540212, -111.9342531 40.754105)",,,,,,,C
