u,v,key,osmid,name,highway,oneway,reversed,length,Cost of returning,Edge Betweenness,geometry,lanes,maxspeed,bridge,ref,access,tunnel,junction
122129029,122373444,0,500852879,West 20th Street North,residential,False,False,50.838,1.2749353649292348,0.00026946914578280785,"LINESTRING (-97.345992 37.720741, -97.34657 37.720741)",,,,,,,
122129029,122373441,0,500852879,West 20th Street North,residential,False,True,108.449,1.580670466668695,0.0005385024924080155,"LINESTRING (-97.345992 37.720741, -97.344759 37.720743)",,,,,,,
122129029,122129042,0,13235525,North Shelton Street,residential,False,False,202.04999999999998,1.2364794111513282,2.905327717334856e-07,"LINESTRING (-97.345992 37.720741, -97.3459953 37.7224658, -97.3459713 37.7225561)",,,,,,,
122129042,122129029,0,13235525,North Shelton Street,residential,False,True,202.04999999999998,1.2364794111513269,2.905327717334856e-07,"LINESTRING (-97.3459713 37.7225561, -97.3459953 37.7224658, -97.345992 37.720741)",,,,,,,
122129042,122488939,0,155159027,West 21st Street North,secondary,False,True,105.836,1.0986237952748623,0.00026946914578280785,"LINESTRING (-97.3459713 37.7225561, -97.3453846 37.7225584, -97.3451504 37.7225598, -97.344862 37.7225615, -97.344768 37.722562)",4,,,,,,
122130405,4018978859,0,1055547696,,tertiary,False,False,12.778,1.4291947487534722,0.0008350638191549709,"LINESTRING (-97.3419568 37.6858632, -97.3419545 37.6857483)",,,,,,,
122130405,4018978853,0,399152888,West Douglas Avenue,secondary,True,False,46.522999999999996,2.805574352860882,0.04326788356318107,"LINESTRING (-97.3419568 37.6858632, -97.3421889 37.685817, -97.342445 37.6857104)",3,30 mph,,,,,
122130405,122130418,0,879764243,North Waco Street,tertiary,False,False,230.53400000000002,1.931435452533263,0.006894560572814413,"LINESTRING (-97.3419568 37.6858632, -97.3419931 37.6870509, -97.3419958 37.6871405, -97.3420006 37.6875542, -97.3420037 37.6878142, -97.3420075 37.687936)",,,,,,,
122130418,4049764969,0,402581081,West 1st Street North,tertiary,False,False,49.849,1.4124338016902036,0.006879598135070138,"LINESTRING (-97.3420075 37.687936, -97.342574 37.6879378)",4,30 mph,,,,,
122130418,3817938435,0,13235628,North Waco Street,tertiary,False,False,32.39,1.4450989769783933,0.014310409571311631,"LINESTRING (-97.3420075 37.687936, -97.3420103 37.6880255, -97.342013 37.6881133, -97.3420166 37.6882272)",,,,,,,
122130418,122191314,0,398937009,West 1st Street North,tertiary,False,True,65.087,1.688109302224073,0.004235895178681287,"LINESTRING (-97.3420075 37.687936, -97.3413885 37.6879302, -97.3412679 37.6879278)",4,30 mph,,,,,
122130418,122130405,0,879764243,North Waco Street,tertiary,False,True,230.534,1.9314354525332667,0.005181797250252582,"LINESTRING (-97.3420075 37.687936, -97.3420037 37.6878142, -97.3420006 37.6875542, -97.3419958 37.6871405, -97.3419931 37.6870509, -97.3419568 37.6858632)",,,,,,,
122130452,504840444,0,13235628,North Waco Street,tertiary,False,True,204.05700000000004,1.5278785546769844,0.005003555394794089,"LINESTRING (-97.34203 37.691583, -97.3420303 37.691399, -97.3420305 37.6912504, -97.3420309 37.6909395, -97.3420312 37.6906986, -97.3420314 37.6905946, -97.342032 37.6901181, -97.3420325 37.6897767, -97.342031 37.6897479)",,,,,,,
122130452,2928949491,0,289339993,West 3rd Street North,unclassified,False,True,108.42200000000001,1.785379200241249,7.728171728110716e-05,"LINESTRING (-97.34203 37.691583, -97.3416466 37.6915827, -97.3412195 37.6915823, -97.340882 37.691582, -97.3407978 37.6915827)",,,,,,,
122130452,122130459,0,879764244,North Waco Street,tertiary,False,False,102.365,1.9061642998944295,0.005510026649118488,"LINESTRING (-97.34203 37.691583, -97.3420362 37.6919976, -97.3420421 37.6923939, -97.3420453 37.6925035)",,,,,,,
122130452,504814227,0,"[879764245, 13251102]","['Riverview Street', 'West 3rd Street North']",residential,False,"[False, True]",314.763,1.3816163794800758,0.0,"LINESTRING (-97.34203 37.691583, -97.3427215 37.6915842, -97.343154 37.691585, -97.343177 37.691585, -97.3432489 37.6915625, -97.34332 37.691518, -97.3433628 37.6914745, -97.343389 37.691413, -97.3433892 37.6913566, -97.3433918 37.6905256, -97.343392 37.690454, -97.3433475 37.6903734, -97.3432477 37.6901927, -97.343218 37.690139, -97.3431899 37.6898065, -97.343188 37.6897724)",,,,,,,
122130459,5890532755,0,574674703,North Waco Street,tertiary,True,False,100.364,6.6460507275951155,0.005454244356945658,"LINESTRING (-97.3420453 37.6925035, -97.3420268 37.692914, -97.3420103 37.6932913, -97.3420116 37.6934056)",,,,,,,
122130459,122130452,0,879764244,North Waco Street,tertiary,False,True,102.365,1.9061642998944293,0.003920812387736321,"LINESTRING (-97.3420453 37.6925035, -97.3420421 37.6923939, -97.3420362 37.6919976, -97.34203 37.691583)",,,,,,,
122130475,122130523,0,500852865,North Waco Street,tertiary,True,False,438.45099999999985,9.816327000783994,0.004910149108681773,"LINESTRING (-97.3418972 37.6938568, -97.3417947 37.6939877, -97.3416667 37.6941245, -97.3415411 37.6942531, -97.3413715 37.6944784, -97.3412497 37.6946864, -97.3411582 37.6948615, -97.3410839 37.6950712, -97.3410352 37.6952177, -97.3409788 37.6954405, -97.340967 37.695643, -97.340974 37.6959027, -97.3410045 37.6961867, -97.3410289 37.6962779, -97.3410805 37.6964784, -97.3410871 37.6965043, -97.3411664 37.6967254, -97.3412723 37.69695, -97.3413813 37.6971213, -97.3414217 37.6971848, -97.3415668 37.6974135, -97.3416341 37.6975197)",,,,,,,
122130523,5515677764,0,13274620,West Murdock Street,residential,False,False,16.852,1.52325403409898,0.022743486436840717,"LINESTRING (-97.3416341 37.6975197, -97.3418256 37.6975168)",,,,,,,
122130523,122521748,0,13274620,West Murdock Street,residential,False,True,80.25399999999999,1.974945933277884,0.030019879704905866,"LINESTRING (-97.3416341 37.6975197, -97.3414363 37.697518, -97.3413723 37.6975174, -97.3411631 37.6975156, -97.340805 37.6975125, -97.340722 37.697513)",,,,,,,
122130523,122130527,0,500852865,North Waco Street,tertiary,True,False,53.473,2.919952975155852,0.01761006289308176,"LINESTRING (-97.3416341 37.6975197, -97.3417108 37.697645, -97.3418342 37.6978463, -97.3419347 37.6979334)",,,,,,,
122130527,5515677764,0,574674699,North Waco Street,tertiary,True,False,48.155,2.8928503947509805,0.01534274514247364,"LINESTRING (-97.3419347 37.6979334, -97.3419517 37.6978277, -97.3419296 37.6977732, -97.341869 37.6976237, -97.3418256 37.6975168)",,,,,,,
122130527,122130531,0,574674704,North Waco Street,tertiary,False,False,104.779,1.633623471735492,0.017428843076713,"LINESTRING (-97.3419347 37.6979334, -97.3419447 37.6979671, -97.3419811 37.6980891, -97.3419827 37.698105, -97.3419977 37.6982525, -97.3419978 37.6984697, -97.3419981 37.6988709)",,,,,,,
122130531,5515677804,0,574674704,North Waco Street,tertiary,False,False,6.183,1.5393669812071913,0.017369501758086436,"LINESTRING (-97.3419981 37.6988709, -97.3419971 37.6989265)",,,,,,,
122130531,122360023,0,13269486,West 8th Street North,residential,False,True,115.355,1.7260100215031118,0.00016153622108381797,"LINESTRING (-97.3419981 37.6988709, -97.3413644 37.6988736, -97.3409882 37.6988752, -97.3408312 37.6988759, -97.3407413 37.6988763, -97.340687 37.698876)",,,,,,,
122130531,122130527,0,574674704,North Waco Street,tertiary,False,True,104.77900000000001,1.6336234717354912,0.015161525326104878,"LINESTRING (-97.3419981 37.6988709, -97.3419978 37.6984697, -97.3419977 37.6982525, -97.3419827 37.698105, -97.3419811 37.6980891, -97.3419447 37.6979671, -97.3419347 37.6979334)",,,,,,,
122130537,122359970,0,13269627,West 9th Street North,residential,False,True,104.49600000000001,1.498623309599637,0.000382922193144734,"LINESTRING (-97.341974 37.700262, -97.3413617 37.7002645, -97.3407863 37.700268)",,,,,,,
122130537,122130543,0,574674704,North Waco Street,tertiary,False,False,107.75200000000001,1.53311301963328,0.005976840180101265,"LINESTRING (-97.341974 37.700262, -97.341971 37.700521, -97.3419772 37.7011448, -97.341978 37.701231)",,,,,,,
122130537,5515677804,0,574674704,North Waco Street,tertiary,False,True,148.515,1.5169299732310966,0.0038164384894910667,"LINESTRING (-97.341974 37.700262, -97.3419762 37.700134, -97.3419786 37.699998, -97.3419837 37.6997018, -97.3419971 37.6989265)",,,,,,,
122130543,122130551,0,574674704,North Waco Street,tertiary,False,False,145.666,1.641824486182161,0.00439539767036297,"LINESTRING (-97.341978 37.701231, -97.341982 37.702541)",,,,,,,
122130543,122487732,0,13269624,West 9th Street North,residential,False,True,114.813,1.4568276506046656,0.0014527364918603613,"LINESTRING (-97.341978 37.701231, -97.3421379 37.701231, -97.3426491 37.701231, -97.343283 37.701231)",,,,,,,
122130543,122130537,0,574674704,North Waco Street,tertiary,False,True,107.752,1.53311301963328,0.0026396354975845833,"LINESTRING (-97.341978 37.701231, -97.3419772 37.7011448, -97.341971 37.700521, -97.341974 37.700262)",,,,,,,
122130551,122130555,0,574674704,North Waco Street,tertiary,False,False,204.488,1.7328429009703228,0.00399402664621316,"LINESTRING (-97.341982 37.702541, -97.341985 37.70438)",,,,,,,
122130551,122130543,0,574674704,North Waco Street,tertiary,False,True,145.666,1.6418244861821605,0.0015844204706485635,"LINESTRING (-97.341982 37.702541, -97.341978 37.701231)",,,,,,,
122130551,122506428,0,13278172,West 10th Street North,residential,False,False,113.316,1.7295477803903554,0.0004541753554123713,"LINESTRING (-97.341982 37.702541, -97.3421141 37.7025409, -97.3426438 37.7025384, -97.34327 37.702536)",,,,,,,
122130551,122359974,0,13278172,West 10th Street North,residential,False,True,108.212,1.7884088302678127,0.0014846224635581113,"LINESTRING (-97.341982 37.702541, -97.3418713 37.7025414, -97.3413804 37.702543, -97.340752 37.702545)",,,,,,,
122130555,122130559,0,574674704,North Waco Street,tertiary,False,False,204.933,1.765711018241766,0.0036531590717768475,"LINESTRING (-97.341985 37.70438, -97.341981 37.706223)",,,,,,,
122130555,122130551,0,574674704,North Waco Street,tertiary,False,True,204.488,1.7328429009703215,0.0015541324291953476,"LINESTRING (-97.341985 37.70438, -97.341982 37.702541)",,,,,,,
122130555,122475998,0,41287249,West 11th Street North,residential,False,False,109.624,1.7677799495671844,0.00048177596872705245,"LINESTRING (-97.341985 37.70438, -97.3418668 37.7043811, -97.3413804 37.7043858, -97.340739 37.704392)",,,,,,,
122130555,122498548,0,41287249,West 11th Street North,residential,False,True,111.55799999999999,1.7488936881939945,0.0012118848240933017,"LINESTRING (-97.341985 37.70438, -97.3421093 37.704379, -97.3426599 37.7043747, -97.343253 37.70437)",,,,,,,
122130559,122130555,0,574674704,North Waco Street,tertiary,False,True,204.933,1.765711018241767,0.0012264114626799759,"LINESTRING (-97.341981 37.706223, -97.341985 37.70438)",,,,,,,
122130559,122460608,0,13265949,West 12th Street North,residential,False,False,111.29400000000001,1.711256398502551,0.004273010740270239,"LINESTRING (-97.341981 37.706223, -97.3421097 37.7062218, -97.3426492 37.7062167, -97.343246 37.706211)",,,,,,,
122130559,122460605,0,13265949,West 12th Street North,residential,False,True,109.445,1.7580377606567177,0.000766062285868268,"LINESTRING (-97.341981 37.706223, -97.3418623 37.7062241, -97.3413724 37.7062284, -97.340737 37.706234)",,,,,,,
122130559,122130563,0,574674704,North Waco Street,tertiary,False,False,200.26200000000003,1.717105863368233,0.0029783967094258275,"LINESTRING (-97.341981 37.706223, -97.3419784 37.7073811, -97.3419781 37.7075111, -97.3419778 37.7076856, -97.3419773 37.7079099, -97.341977 37.708024)",,,,,,,
122130563,122462072,0,13266206,West 13th Street North,tertiary,False,True,108.295,1.6411489676568678,0.01773353932106849,"LINESTRING (-97.341977 37.708024, -97.341817 37.7080249, -97.3416427 37.7080259, -97.3413858 37.7080274, -97.3411297 37.7080288, -97.3410069 37.7080295, -97.340746 37.708031)",,,,,,,
122130563,122462073,0,500852877,West 13th Street North,tertiary,False,False,111.991,1.61239959600491,0.017400007699118453,"LINESTRING (-97.341977 37.708024, -97.342153 37.7080228, -97.3426439 37.7080193, -97.3430354 37.7080165, -97.34325 37.708015)",,,,,,,
122130563,122130559,0,574674704,North Waco Street,tertiary,False,True,200.262,1.717105863368233,0.0010170826006459996,"LINESTRING (-97.341977 37.708024, -97.3419773 37.7079099, -97.3419778 37.7076856, -97.3419781 37.7075111, -97.3419784 37.7073811, -97.341981 37.706223)",,,,,,,
122130563,122130567,0,1024452338,North Waco Street,tertiary,False,False,201.375,1.8666791325403067,0.0029076519795087235,"LINESTRING (-97.341977 37.708024, -97.3419767 37.7081674, -97.3419766 37.7082315, -97.341976 37.7085233, -97.3419757 37.7086516, -97.3419754 37.7088214, -97.341975 37.709002, -97.3419746 37.7091694, -97.3419737 37.7095524, -97.341973 37.709835)",,,,,,,
122130567,122412102,0,13258759,West 14th Street North,residential,False,True,161.961,1.8664675025755362,0.00102398275397467,"LINESTRING (-97.341973 37.709835, -97.3418631 37.7098362, -97.340663 37.709849, -97.340132 37.70985)",,,,,,,
122130567,122130569,0,500852878,North Waco Street,tertiary,False,False,96.74000000000001,1.6064773264860763,0.0033351709531145475,"LINESTRING (-97.341973 37.709835, -97.3419719 37.7103342, -97.341971 37.710705)",,,,,,,
122130567,122130563,0,1024452338,North Waco Street,tertiary,False,True,201.375,1.8666791325403056,0.0021808842510174097,"LINESTRING (-97.341973 37.709835, -97.3419737 37.7095524, -97.3419746 37.7091694, -97.341975 37.709002, -97.3419754 37.7088214, -97.3419757 37.7086516, -97.341976 37.7085233, -97.3419766 37.7082315, -97.3419767 37.7081674, -97.341977 37.708024)",,,,,,,
122130569,122130577,0,500852878,North Waco Street,tertiary,False,False,104.857,1.717410422838105,0.003114874478947632,"LINESTRING (-97.341971 37.710705, -97.341969 37.711648)",,,,,,,
122130569,122130567,0,500852878,North Waco Street,tertiary,False,True,96.74000000000001,1.6064773264860774,0.002615957076688304,"LINESTRING (-97.341971 37.710705, -97.3419719 37.7103342, -97.341973 37.709835)",,,,,,,
122130577,122130584,0,500852878,North Waco Street,tertiary,False,False,202.597,1.7724027655582042,0.0016579978950900687,"LINESTRING (-97.341969 37.711648, -97.341968 37.71347)",,,,,,,
122130577,122130569,0,500852878,North Waco Street,tertiary,False,True,104.857,1.717410422838104,0.001891731509949658,"LINESTRING (-97.341969 37.711648, -97.341971 37.710705)",,,,,,,
122130577,122347188,0,13252764,West 15th Street North,residential,False,False,111.459,1.5896339755812157,0.0014914499836938481,"LINESTRING (-97.341969 37.711648, -97.342533 37.711642, -97.3426241 37.711642, -97.343236 37.711642)",,,,,,,
122130577,122347185,0,13252764,West 15th Street North,residential,False,True,161.08,1.8533429289618626,0.0006051071303279171,"LINESTRING (-97.341969 37.711648, -97.3413468 37.7116545, -97.340138 37.711667)",,,,,,,
122130584,122130577,0,500852878,North Waco Street,tertiary,False,True,202.597,1.7724027655582058,0.0006805003845927566,"LINESTRING (-97.341968 37.71347, -97.341969 37.711648)",,,,,,,
122130584,122348098,0,13252827,West 16th Street North,residential,False,False,111.365,1.683341787468605,0.0006225390966319262,"LINESTRING (-97.341968 37.71347, -97.3426304 37.7134663, -97.343234 37.713463)",,,,,,,
122130584,122348095,0,13252827,West 16th Street North,residential,False,True,160.449,1.8628912904653223,0.0009965274070458554,"LINESTRING (-97.341968 37.71347, -97.3413365 37.7134731, -97.3413223 37.7134732, -97.340144 37.713479)",,,,,,,
122130584,122130595,0,500852878,North Waco Street,tertiary,False,False,201.933,1.7978714347548368,0.0015268949818453335,"LINESTRING (-97.341968 37.71347, -97.341962 37.715, -97.3419658 37.7152185, -97.341967 37.715286)",,,,,,,
122130595,122288921,0,13249180,West 17th Street North,tertiary,False,True,55.498,1.7440687961885923,0.0010796924129545657,"LINESTRING (-97.341967 37.715286, -97.3413361 37.715291)",,,,,,,
122130595,122130603,0,500852878,North Waco Street,tertiary,False,False,202.94599999999997,1.8243076759354822,0.000570097931334032,"LINESTRING (-97.341967 37.715286, -97.341987 37.716282, -97.3419916 37.7170349, -97.341992 37.717111)",,,,,,,
122130595,122130584,0,500852878,North Waco Street,tertiary,False,True,201.933,1.797871434754838,0.0005977711778416466,"LINESTRING (-97.341967 37.715286, -97.3419658 37.7152185, -97.341962 37.715, -97.341968 37.71347)",,,,,,,
122130595,122288924,0,1058210376,West 17th Street North,residential,False,False,112.681,1.6989560461191344,9.01377924303139e-05,"LINESTRING (-97.341967 37.715286, -97.3426366 37.7152834, -97.343248 37.715281)",,,,,,,
122130603,122290403,0,13249256,West 18th Street North,residential,False,True,108.634,1.8259034522292696,0.00535560848094214,"LINESTRING (-97.341992 37.717111, -97.340757 37.717119)",,,,,,,
122130603,122290409,0,13249256,West 18th Street North,residential,False,False,111.361,1.7445484452522453,0.005018808365310097,"LINESTRING (-97.341992 37.717111, -97.3426429 37.7171064, -97.343258 37.717102)",,,,,,,
122130603,122130606,0,500852878,North Waco Street,tertiary,False,False,202.93300000000002,1.7463580907059668,0.00047872537462385087,"LINESTRING (-97.341992 37.717111, -97.3419924 37.7171797, -97.342003 37.718936)",,,,,,,
122130603,122130595,0,500852878,North Waco Street,tertiary,False,True,202.946,1.824307675935482,0.00014083576109780714,"LINESTRING (-97.341992 37.717111, -97.3419916 37.7170349, -97.341987 37.716282, -97.341967 37.715286)",,,,,,,
122130606,122205779,0,13242677,West 19th Street North,residential,False,True,109.156,1.772856197743302,0.0005035659266070638,"LINESTRING (-97.342003 37.718936, -97.340762 37.718939)",,,,,,,
122130606,122205781,0,13242677,West 19th Street North,residential,False,False,111.182,1.7522332427061167,0.0012325126508863791,"LINESTRING (-97.342003 37.718936, -97.3426492 37.7189324, -97.343267 37.718929)",,,,,,,
122130606,122130620,0,500852878,North Waco Street,tertiary,False,False,201.821,1.6836199037656563,0.0006900879660599617,"LINESTRING (-97.342003 37.718936, -97.341997 37.720313, -97.342 37.720751)",,,,,,,
122130606,122130603,0,500852878,North Waco Street,tertiary,False,True,202.93300000000002,1.7463580907059688,0.00012347642798673136,"LINESTRING (-97.342003 37.718936, -97.3419924 37.7171797, -97.341992 37.717111)",,,,,,,
122130620,122373439,0,13254580,West 20th Street North,residential,False,True,108.186,1.7561335713711916,0.00192107531989474,"LINESTRING (-97.342 37.720751, -97.34077 37.720755)",,,,,,,
122130620,122130606,0,500852878,North Waco Street,tertiary,False,True,201.821,1.6836199037656572,0.0007681686484633358,"LINESTRING (-97.342 37.720751, -97.341997 37.720313, -97.342003 37.718936)",,,,,,,
122130620,122373440,0,500852882,West 20th Street North,residential,False,False,111.881,1.7523028048034583,0.000849735724127512,"LINESTRING (-97.342 37.720751, -97.3426554 37.7207489, -97.343272 37.720747)",,,,,,,
122130620,122130628,0,500852883,North Waco Street,tertiary,False,False,203.49,1.5589757475284312,0.00026946914578280785,"LINESTRING (-97.342 37.720751, -97.3420084 37.7216786, -97.3420116 37.7222717, -97.342014 37.722581)",,,,,,,
122130628,122130620,0,500852883,North Waco Street,tertiary,False,True,203.49,1.5589757475284312,0.00026946914578280785,"LINESTRING (-97.342014 37.722581, -97.3420116 37.7222717, -97.3420084 37.7216786, -97.342 37.720751)",,,,,,,
122130808,122130812,0,13235645,South Pattie Street,residential,False,False,95.296,1.5315391095663096,7.742698366697391e-05,"LINESTRING (-97.322381 37.678418, -97.322374 37.677561)",,,,,,,
122130808,122419682,0,13271307,East Kellogg Drive South,residential,False,False,127.69900000000001,1.4557866522986507,0.006095668083740261,"LINESTRING (-97.322381 37.678418, -97.3214498 37.6784225, -97.32093 37.678425)",,,,,,,
122130808,122487501,0,13271307,East Kellogg Drive South,residential,False,True,131.34900000000002,1.5336133336651383,0.003755935039777568,"LINESTRING (-97.322381 37.678418, -97.322977 37.678411, -97.323365 37.678332, -97.323388 37.678327, -97.323741 37.678167, -97.32379 37.678133)",,,,,,,
122130812,122130815,0,13235645,South Pattie Street,residential,False,False,159.568,1.7290964845161276,6.333614423789985e-05,"LINESTRING (-97.322374 37.677561, -97.322363 37.676126)",,,,,,,
122130812,122130808,0,13235645,South Pattie Street,residential,False,True,95.296,1.53153910956631,8.229340759350979e-05,"LINESTRING (-97.322374 37.677561, -97.322381 37.678418)",,,,,,,
122130812,122487505,0,13270210,East Orme Street,residential,False,True,114.77,1.7726741765847445,0.000151367574073146,"LINESTRING (-97.322374 37.677561, -97.323678 37.677548)",,,,,,,
122130812,122419684,0,13270210,East Orme Street,residential,False,False,126.353,1.5634620474015817,3.63165964666857e-07,"LINESTRING (-97.322374 37.677561, -97.321606 37.677537, -97.320939 37.677547)",,,,,,,
122130815,122130812,0,13235645,South Pattie Street,residential,False,True,159.568,1.7290964845161259,6.834783455030248e-05,"LINESTRING (-97.322363 37.676126, -97.322374 37.677561)",,,,,,,
122130815,122218642,0,13243806,East Indianapolis Street,residential,False,False,99.288,1.6880573645096437,0.009558092390874075,"LINESTRING (-97.322363 37.676126, -97.321235 37.676111)",,,,,,,
122130815,122130825,0,13235645,South Pattie Street,residential,False,False,187.478,1.8461324916107007,3.58081641161521e-05,"LINESTRING (-97.322363 37.676126, -97.322351 37.674722, -97.322352 37.67444)",,,,,,,
122130815,122218636,0,13243806,East Indianapolis Street,residential,False,True,114.42099999999999,1.8427556243695136,0.003024300887359718,"LINESTRING (-97.322363 37.676126, -97.322826 37.676133, -97.323663 37.676127)",,,,,,,
122130825,122130829,0,13235645,South Pattie Street,residential,False,False,128.097,1.7412273083709606,0.0004080532778996805,"LINESTRING (-97.322352 37.67444, -97.322355 37.673288)",,,,,,,
122130825,122378594,0,13254854,East Gilbert Street,residential,False,False,99.456,1.7162185769204352,0.011543738619286582,"LINESTRING (-97.322352 37.67444, -97.321222 37.674448)",,,,,,,
122130825,122378593,0,13254854,East Gilbert Street,residential,False,True,101.3,1.6528899184586296,0.014236832146870127,"LINESTRING (-97.322352 37.67444, -97.323503 37.674441)",,,,,,,
122130825,122130815,0,13235645,South Pattie Street,residential,False,True,187.478,1.846132491610701,5.883288627603083e-05,"LINESTRING (-97.322352 37.67444, -97.322351 37.674722, -97.322363 37.676126)",,,,,,,
122130829,122130825,0,13235645,South Pattie Street,residential,False,True,128.097,1.7412273083709615,0.000688417402622494,"LINESTRING (-97.322355 37.673288, -97.322352 37.67444)",,,,,,,
122130829,122419697,0,13275886,East Morris Street,residential,False,False,101.57,1.7392066845690046,0.0022460362250786435,"LINESTRING (-97.322355 37.673288, -97.321201 37.673296)",,,,,,,
122130829,122487511,0,13275886,East Morris Street,residential,False,True,101.134,1.7226937578591226,0.001047661174870949,"LINESTRING (-97.322355 37.673288, -97.323504 37.673276)",,,,,,,
122130829,122130841,0,13235645,South Pattie Street,residential,False,False,177.31,1.7459971114989408,0.00015696032992901557,"LINESTRING (-97.322355 37.673288, -97.322361 37.671773, -97.322398 37.671699)",,,,,,,
122130841,122419708,0,501060407,East Lincoln Street,tertiary,False,False,108.348,1.7010800668618888,0.017227503865901696,"LINESTRING (-97.322398 37.671699, -97.321167 37.671706)",4,,,,,,
122130841,122480482,0,501060407,East Lincoln Street,tertiary,False,True,98.402,1.6507876978693803,0.016201632648910756,"LINESTRING (-97.322398 37.671699, -97.323516 37.671693)",4,,,,,,
122130841,122130852,0,13235645,South Pattie Street,residential,False,False,203.29600000000002,1.8266535999163411,0.00403172327334558,"LINESTRING (-97.322398 37.671699, -97.322433 37.671629, -97.322436 37.669876)",,,,,,,
122130841,122130829,0,13235645,South Pattie Street,residential,False,True,177.31,1.745997111498942,0.0013260642033845616,"LINESTRING (-97.322398 37.671699, -97.322361 37.671773, -97.322355 37.673288)",,,,,,,
122130852,122258639,0,378380040,East Bayley Street,residential,False,False,114.251,1.8201759085716351,0.0019146109657236698,"LINESTRING (-97.322436 37.669876, -97.321138 37.669887)",,,,,,,
122130852,122258634,0,378380040,East Bayley Street,residential,False,True,113.99,1.8249439067978077,0.0029165858622395282,"LINESTRING (-97.322436 37.669876, -97.323731 37.669863)",,,,,,,
122130852,122130857,0,13235645,South Pattie Street,residential,False,False,201.374,1.8380963137776958,0.0037966822610131894,"LINESTRING (-97.322436 37.669876, -97.3224355 37.6689345, -97.322435 37.668065)",,,,,,,
122130852,122130841,0,13235645,South Pattie Street,residential,False,True,203.29600000000002,1.8266535999163425,0.001428041206263015,"LINESTRING (-97.322436 37.669876, -97.322433 37.671629, -97.322398 37.671699)",,,,,,,
122130857,122130860,0,13235645,South Pattie Street,residential,False,False,202.932,1.7383290721032931,0.0033873942188336415,"LINESTRING (-97.322435 37.668065, -97.322429 37.66624)",,,,,,,
122130857,122419714,0,13267642,East Zimmerly Street,residential,False,False,113.9,1.8378868143267515,0.0006916132631115624,"LINESTRING (-97.322435 37.668065, -97.321141 37.668074)",,,,,,,
122130857,122474688,0,13267642,East Zimmerly Street,residential,False,True,114.167,1.730684279389301,6.987313160190328e-05,"LINESTRING (-97.322435 37.668065, -97.323732 37.668053)",,,,,,,
122130857,122130852,0,13235645,South Pattie Street,residential,False,True,201.374,1.8380963137776969,0.0016609032228074036,"LINESTRING (-97.322435 37.668065, -97.3224355 37.6689345, -97.322436 37.669876)",,,,,,,
122130860,122130864,0,13235645,South Pattie Street,residential,False,False,202.041,1.8977346274400797,0.0037643604901578392,"LINESTRING (-97.322429 37.66624, -97.322429 37.664423)",,,,,,,
122130860,122130857,0,13235645,South Pattie Street,residential,False,True,202.932,1.7383290721032925,0.0012628733255325285,"LINESTRING (-97.322429 37.66624, -97.322435 37.668065)",,,,,,,
122130860,122355458,0,13253347,East Boston Street,residential,False,False,113.902,1.7318227675884335,0.0002459359912723955,"LINESTRING (-97.322429 37.66624, -97.321135 37.666248)",,,,,,,
122130860,122355456,0,13253347,East Boston Street,residential,False,True,114.253,1.7732964339238837,0.0006140410130587218,"LINESTRING (-97.322429 37.66624, -97.323727 37.666233)",,,,,,,
122130864,122130860,0,13235645,South Pattie Street,residential,False,True,202.041,1.897734627440079,0.0015758497538824257,"LINESTRING (-97.322429 37.664423, -97.322429 37.66624)",,,,,,,
122130864,11593997297,0,500927886,East Harry Street,tertiary,False,True,80.524,1.9559998077512404,0.022005823729409398,"LINESTRING (-97.322429 37.664423, -97.3233438 37.664419)",,40 mph,,,,,
122130864,122419723,0,"[13235645, 13278127]","['East Osie Street', 'South Pattie Street']",residential,False,False,312.287,1.5570033424232042,0.001977801843575703,"LINESTRING (-97.322429 37.664423, -97.322415 37.662719, -97.32238 37.662624, -97.322248 37.662598, -97.3217835 37.6626029, -97.321114 37.66261)",,,,,,,
122130864,122196445,0,500927886,East Harry Street,tertiary,False,False,114.342,1.479056975287918,0.014937887725063027,"LINESTRING (-97.322429 37.664423, -97.3217982 37.6644249, -97.32113 37.664427)",,40 mph,,,,,
122131445,122216397,0,13243614,Jefferson Street,residential,False,False,45.48,1.5085501371369312,0.0015876163311376319,"LINESTRING (-97.345792 37.702099, -97.345795 37.702508)",,,,,,,
122131445,122216395,0,13243614,Jefferson Street,residential,False,True,96.519,1.5101955011755832,0.001933205063114613,"LINESTRING (-97.345792 37.702099, -97.345786 37.701231)",,,,,,,
122131445,122131456,0,13235685,Pippin Court,residential,False,False,128.34199999999998,1.2457453062904071,0.00026946914578280785,"LINESTRING (-97.345792 37.702099, -97.34628 37.702117, -97.34725 37.702099)",,,,,,,
122131456,122131445,0,13235685,Pippin Court,residential,False,True,128.34199999999998,1.2457453062904076,0.00026946914578280785,"LINESTRING (-97.34725 37.702099, -97.34628 37.702117, -97.345792 37.702099)",,,,,,,
