u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,Inverse SP,Cost of return,Edge Betweenness,geometry,ref,bridge,width,tunnel,access,junction,Groups
3291714345,4475377787,0,322402698,secondary,2,60,Avenida Chiclana,True,False,178.65802756529817,204.6893783487851,5.4037078093446524,0.014738660429326,"LINESTRING (-58.4095499 -34.6330861, -58.4109202 -34.6340938, -58.4110035 -34.6341589)",,,,,,,C
3291714359,206105925,0,322402710,residential,,30,Virrey Liniers,True,False,100.39018395328766,830.3390969316796,12.312497668884792,0.0028101022149372,"LINESTRING (-58.4123973 -34.6351443, -58.4127116 -34.6342793)",,,,,,,C
3291714359,3291714363,0,322402702,secondary,2,60,Avenida Chiclana,True,False,159.07457290217428,714.1841181087865,10.84250081550902,0.0148422854954662,"LINESTRING (-58.4123973 -34.6351443, -58.4125052 -34.6352202, -58.4138056 -34.6359826)",,,,,,,C
3291714363,3291714366,0,322402702,secondary,2,60,Avenida Chiclana,True,False,84.66311294587577,470.2735884849162,7.411385190243891,0.0160367228605175,"LINESTRING (-58.4138056 -34.6359826, -58.414561 -34.6364224)",,,,,,,C
3291714363,206105924,0,532226178,residential,,40,Maza,True,False,145.0564130241485,937.31612581266,15.52571433301763,0.0035320170405664,"LINESTRING (-58.4138056 -34.6359826, -58.414106 -34.6348744, -58.4141504 -34.6347093)",,,,,,,C
3291714366,206128160,0,19784098,residential,,40,ÃÂÃÂlzaga,True,False,91.34758981011768,778.3331128442032,15.579844923435695,0.0013425979231001,"LINESTRING (-58.414561 -34.6364224, -58.4149221 -34.6356565)",,,,,,,C
3291714366,194148793,0,"[531950097, 322402692]",secondary,2,"['20', '60']",Avenida Chiclana,True,False,188.98366280968665,365.95303862110535,7.287967044714872,0.0146941249374174,"LINESTRING (-58.414561 -34.6364224, -58.414643 -34.6364723, -58.415251 -34.6368422, -58.4160549 -34.6373598, -58.4161612 -34.6374861)",,,,,,,C
3293610273,3293610277,0,322588814,secondary,3,60,Avenida Chiclana,True,False,69.98321412340309,454.3373858603468,10.145493373320962,0.0067539997852464,"LINESTRING (-58.4193611 -34.63997, -58.4198715 -34.6404388)",,,,,,,C
3293610277,3293610280,0,322588814,secondary,3,60,Avenida Chiclana,True,False,37.778946581620445,177.93654820484272,7.060718449523671,0.0088994332316919,"LINESTRING (-58.4198715 -34.6404388, -58.4201668 -34.6406763)",,,,,,,C
3293610280,206128168,0,40369286,residential,,40,Teniente Coronel Gregorio Pomar,True,False,46.31389998657535,194.5777076169061,8.840672316724024,0.0024475761954723,"LINESTRING (-58.4201668 -34.6406763, -58.4202478 -34.6406565, -58.420326 -34.6406689, -58.4205818 -34.6407095, -58.4206619 -34.6407223)",,,,,,,C
3293610280,3293610281,0,322588812,secondary,3,60,Avenida Chiclana,True,False,53.61787865533003,162.09761613113312,7.337075707859912,0.0064518570362196,"LINESTRING (-58.4201668 -34.6406763, -58.420469 -34.6409128, -58.4205915 -34.6410086)",,,,,,,C
3293610281,3293610285,0,322588810,secondary,3,60,Avenida Chiclana,True,False,151.36180926366976,498.5850341041369,8.674861913737233,0.0044764152713075,"LINESTRING (-58.4205915 -34.6410086, -58.4217833 -34.6419528)",,,,,,,C
3293610281,195926226,0,1327102107,residential,,40,Pirovano,True,False,14.772208337614709,200.94328644884845,6.484967373860829,0.0030421589719772,"LINESTRING (-58.4205915 -34.6410086, -58.4205781 -34.6410722, -58.4205626 -34.6411393)",,,,,,,C
3293610285,206128188,0,19784104,residential,,40,AlagÃÂÃÂ³n,True,False,111.86035408651878,538.0864892812879,8.753758643817868,0.0002233243076461,"LINESTRING (-58.4217833 -34.6419528, -58.4220358 -34.6409685)",,,,,,,C
3293610285,3293610287,0,322588809,secondary,3,60,Avenida Chiclana,True,False,132.5326523722676,648.7829153716567,13.756604810997713,0.0042530909636613,"LINESTRING (-58.4217833 -34.6419528, -58.4226597 -34.6426319, -58.4228379 -34.64277)",,,,,,,C
3293610287,206128181,0,1325266029,secondary,4,60,Avenida La Plata,False,False,27.784840412037795,27.784840412037795,1.79118181674363,0.0008947526388168,"LINESTRING (-58.4228379 -34.64277, -58.4228988 -34.6425252)",,,,,,,C
3293610287,165695273,0,163149110,secondary,,60,Avenida La Plata,False,True,13.937936592014651,13.937936592014651,1.7874221791501943,0.0050215465103191,"LINESTRING (-58.4228379 -34.64277, -58.4228178 -34.6428339, -58.4227995 -34.6428913)",,,,,,,C
3293610287,3293610290,0,322588819,secondary,2,60,Avenida General Francisco FernÃÂÃÂ¡ndez de La Cruz,True,False,104.2273727143388,361.88169243286137,8.706375690185787,0.0038652084985491,"LINESTRING (-58.4228379 -34.64277, -58.4229468 -34.6428585, -58.4236523 -34.6434255)",,,,,,,C
3293610290,206128971,0,450619180,residential,,40,Fournier,True,False,156.69221404157605,417.7426989018811,8.808819782792176,0.0016316743404413,"LINESTRING (-58.4236523 -34.6434255, -58.4248548 -34.642422)",,,,,,,C
3293610290,247930693,0,22997731,secondary,2,60,Avenida General Francisco FernÃÂÃÂ¡ndez de La Cruz,True,False,114.70845746330689,147.47972875857332,5.192722563807364,0.0039579341741496,"LINESTRING (-58.4236523 -34.6434255, -58.423728 -34.6434874, -58.4245709 -34.6441276)",,,,,,,C
3352157718,236158084,0,762162315,tertiary,,40,Avenida SuÃÂÃÂ¡rez,True,False,157.7966061213535,183.99157120970648,4.847286112526296,0.0041304162208805,"LINESTRING (-58.3912043 -34.6435514, -58.3910812 -34.6434985, -58.3898335 -34.6429813, -58.3897242 -34.6429416, -58.3896563 -34.6429297)",,,,,,,C
3352157745,7434859795,0,794906237,other,,,Astor Piazzolla,True,False,11.42320221616726,646.9396810732032,9.15935553039358,1.0867048134554756e-05,"LINESTRING (-58.3969518 -34.6451465, -58.3970629 -34.6451934)",,,,,,,C
3352157745,283262606,0,545697701,residential,,40,Luna,True,False,72.18526198831553,335.78318772141915,4.879122921084081,0.0005458751143304,"LINESTRING (-58.3969518 -34.6451465, -58.3971459 -34.6446369, -58.3972643 -34.6445755)",,,,,,,C
3362852906,256203143,0,499707214,primary_link,3,60,,True,False,64.17756844087859,670.6227961038231,12.363137206597996,0.0003300542446819,"LINESTRING (-58.3716969 -34.5978793, -58.3714969 -34.5982915, -58.3714781 -34.5984239)",,,,,,,C
3362852906,303891095,0,499736261,primary,2,60,Avenida Leandro N. Alem,True,False,70.27852314159604,687.2233482020828,13.871112480789558,0.0020882197317132,"LINESTRING (-58.3716969 -34.5978793, -58.3715428 -34.5980185, -58.3714852 -34.598111, -58.3713886 -34.5982663, -58.3713756 -34.5982811, -58.3712972 -34.5984132)",,,,,,,C
3365065897,92600971,0,121035109,secondary,6,60,Avenida RaÃÂÃÂºl Scalabrini Ortiz,False,True,26.00058446670928,26.00058446670928,1.5979954668271956,0.0127129909091967,"LINESTRING (-58.4223936 -34.5892203, -58.4221741 -34.5890719)",,,,,,,C
3365065897,92616217,0,329602374,secondary,6,60,Avenida RaÃÂÃÂºl Scalabrini Ortiz,False,False,92.69400531829125,92.69400531829125,1.649751257508908,0.0062321227355465,"LINESTRING (-58.4223936 -34.5892203, -58.4231959 -34.5897289)",,,,,,,C
3365065904,165696092,0,329602373,secondary,5,60,Avenida DÃÂÃÂ­az VÃÂÃÂ©lez,True,False,78.96101757467719,168.55055695253716,9.33281549512146,0.0192449924254087,"LINESTRING (-58.4369836 -34.6087849, -58.436121 -34.6087703)",,,,,,,C
3365065904,314660502,0,47105624,secondary_link,2,,,True,False,34.668045250408746,92.24241147513862,6.351883348750394,0.0003279843307515,"LINESTRING (-58.4369836 -34.6087849, -58.4369378 -34.608763, -58.4369123 -34.6087492, -58.4368962 -34.6087381, -58.4368848 -34.6087288, -58.4368701 -34.6087155, -58.436858 -34.6087029, -58.4368466 -34.6086863, -58.4368383 -34.6086707, -58.4368325 -34.6086576, -58.4368271 -34.6086399, -58.4368248 -34.6086243, -58.4368258 -34.6086073, -58.4368287 -34.6085903, -58.4368345 -34.6085726, -58.4368399 -34.608561, -58.4368466 -34.6085505, -58.4368588 -34.6085359)",,,,,,,C
3405889998,3427066918,0,21113254,residential,,40,La Nave,False,True,75.15142898362662,75.15142898362662,1.5594427387181933,2.926987667194064e-05,"LINESTRING (-58.4406139 -34.6271657, -58.441421 -34.627291)",,,,,,,C
3405889998,195978028,0,206879717,residential,,40,Del Barco Centenera,True,False,63.07457472615491,573.9092219307237,11.250574063844567,0.0215579918730004,"LINESTRING (-58.4406139 -34.6271657, -58.440292 -34.6276673)",,,,,,,C
3407651880,6383087152,0,684889571,tertiary,2,30,Avenida Corrientes,True,False,129.59153799972492,650.8018002707654,8.904096050768871,0.0060950232800632,"LINESTRING (-58.3865522 -34.6039408, -58.3851396 -34.603861)",,,,,,,C
3407651880,195645708,0,"[684889570, 25964733]",residential,1,20,Uruguay,True,False,147.96091792493476,400.0857796455785,5.2958303644029,0.0034325318022869,"LINESTRING (-58.3865522 -34.6039408, -58.3865415 -34.604015, -58.3865256 -34.6040955, -58.3865091 -34.6046456, -58.3864857 -34.6052694)",,,,,,,C
3427066918,3405889998,0,21113254,residential,,40,La Nave,False,False,75.15142898362662,75.15142898362662,1.5594427387181915,0.0003688004460664,"LINESTRING (-58.441421 -34.627291, -58.4406139 -34.6271657)",,,,,,,C
3427066918,3427066919,0,21113254,residential,,40,La Nave,False,True,67.2226277086842,67.2226277086842,1.7173148255347426,0.0003873003018193,"LINESTRING (-58.441421 -34.627291, -58.4421501 -34.6273654)",,,,,,,C
3427066918,206163541,0,206879711,residential,,40,Cachimayo,True,False,58.43356369027632,402.2337111240776,8.029369668730538,0.0004692882989059,"LINESTRING (-58.441421 -34.627291, -58.4413322 -34.6278114)",,,,,,,C
3427066919,3427066918,0,21113254,residential,,40,La Nave,False,False,67.2226277086842,67.2226277086842,1.717314825534744,0.0003051182503017,"LINESTRING (-58.4421501 -34.6273654, -58.441421 -34.627291)",,,,,,,C
3427066919,227069314,0,21113254,residential,,40,La Nave,False,True,97.80051987292988,97.80051987292988,1.5675132847773183,0.0003633992644043,"LINESTRING (-58.4421501 -34.6273654, -58.4432083 -34.6274894)",,,,,,,C
3427066919,206163544,0,1322034888,residential,,40,NicolÃÂÃÂ¡s E. Videla,True,False,62.77825789130577,266.69548145315446,4.807575674865346,9.738298194388204e-05,"LINESTRING (-58.4421501 -34.6273654, -58.4420658 -34.6279257)",,,,,,,C
3447842698,180474729,0,337719645,secondary,3,60,Avenida Doctor JosÃÂÃÂ© MarÃÂÃÂ­a Ramos MejÃÂÃÂ­a,True,False,192.050434729942,574.164823374805,16.318485254463365,0.0026552467790198,"LINESTRING (-58.374039 -34.591456, -58.3741227 -34.5915587, -58.3741847 -34.5916347, -58.3742246 -34.5916783, -58.3742522 -34.5917085, -58.3743903 -34.5918665, -58.3744635 -34.5919545, -58.3745559 -34.5920707, -58.3746318 -34.5921673, -58.3747057 -34.5922626, -58.374803 -34.5923831, -58.3748804 -34.5924774, -58.3749834 -34.5926209, -58.3750081 -34.592645, -58.3753464 -34.5927409)",,,,,,,C
3475509299,437539824,0,47088497,secondary,3,60,Avenida Santa Fe,True,False,120.66943365632748,685.7684737935142,10.621464130138964,0.010618302696451,"LINESTRING (-58.430227 -34.5770678, -58.4301121 -34.577102, -58.4293378 -34.5773317, -58.4292881 -34.5773461, -58.4289866 -34.5774347)",,,,,,,C
3475509299,4349332351,0,456238707,residential,,40,Bonpland,True,False,18.18802660565448,271.2446830266116,4.65615567107963,0.0008156107733845,"LINESTRING (-58.430227 -34.5770678, -58.4302085 -34.5770067, -58.4302061 -34.5769521, -58.4302131 -34.5769065)",,,,,,,C
3484971434,1167258285,0,"[1294485696, 101107627]",trunk_link,2,40,,True,False,75.97771208480351,294.2128651318972,9.06996430525189,0.0106096672742726,"LINESTRING (-58.3817431 -34.5973441, -58.3816977 -34.5973098, -58.3816781 -34.5972863, -58.3816634 -34.5972613, -58.3816481 -34.5972292, -58.3816362 -34.5971946, -58.3816268 -34.5971526, -58.3815783 -34.5967958, -58.3815766 -34.59677, -58.3815733 -34.5967426, -58.3815653 -34.5966923)",,,,,,,C
3484971434,195722127,0,117293711,trunk,4,60,Avenida 9 de Julio,True,False,70.21710337891069,268.50435937416466,7.413919150055144,0.0016657308930773,"LINESTRING (-58.3817431 -34.5973441, -58.3818233 -34.5968266, -58.3818276 -34.5968043, -58.3818444 -34.5967182)",,,,,,,C
3647513546,3647587442,0,858779877,secondary,6,60,Avenida Presidente RamÃÂÃÂ³n S. Castillo,False,False,153.98728525417434,153.98728525417434,1.262763270592348,0.0001798237727027,"LINESTRING (-58.3939234 -34.5729407, -58.392551 -34.5737412)",,,,,,,C
3647513547,457052841,0,1327073035,secondary,4,60,Avenida Costanera Rafael Obligado,False,True,476.0913115591123,476.09131155911234,1.3173593552698637,0.0001807940448576,"LINESTRING (-58.3918035 -34.5728613, -58.3894603 -34.5741992, -58.3879913 -34.5750322, -58.3875158 -34.5752832)",,,,,,,C
3647572667,1148538470,0,99285027,other,,40,Calle 13,False,False,476.9865851095444,476.9865851095444,1.6014033124657263,0.0001802442239698,"LINESTRING (-58.3921773 -34.5732998, -58.3878992 -34.5757478)",,,,,,,C
3647572667,3647513547,0,360153436,other,,40,Calle 8,True,False,59.57148777842551,1552.6248827355985,7.755254909722423,0.0001802442239698,"LINESTRING (-58.3921773 -34.5732998, -58.3918035 -34.5728613)",,,,,,,C
3647587442,3647572667,0,360153436,other,,40,Calle 8,True,False,59.83037162466604,1081.5533731530818,9.778049483483889,0.0003595828605951,"LINESTRING (-58.392551 -34.5737412, -58.3921773 -34.5732998)",,,,,,,C
3647587442,3647513546,0,858779877,secondary,6,60,Avenida Presidente RamÃÂÃÂ³n S. Castillo,False,True,153.98728525417434,153.98728525417434,1.2627632705923482,0.0001798237727027,"LINESTRING (-58.392551 -34.5737412, -58.3939234 -34.5729407)",,,,,,,C
3647587442,216616645,0,697069048,secondary,5,60,Avenida Presidente RamÃÂÃÂ³n S. Castillo,False,False,384.9121442313968,384.9121442313967,1.695966158061614,0.0003580304251473,"LINESTRING (-58.392551 -34.5737412, -58.3922369 -34.5739187, -58.3922041 -34.5739362, -58.3921961 -34.5739405, -58.3921639 -34.5739583, -58.3906795 -34.5748106, -58.3905259 -34.5749194, -58.3904027 -34.5750203, -58.390202 -34.5752149, -58.3900789 -34.5753677, -58.3899613 -34.5755474, -58.3898652 -34.5757082, -58.3897669 -34.5758722, -58.3896005 -34.5761061)",,,,,,,C
3651575220,4475665683,0,289835401,other,2,40,Avenida Del Libertador,True,False,525.5696493808955,747.4105579966151,13.913890927957215,0.0007391209851755,"LINESTRING (-58.3795183 -34.5897199, -58.3819104 -34.5884591, -58.383108 -34.5877832, -58.3839757 -34.5873125, -58.384268 -34.587076)",,,,,,,C
3725492045,81623653,0,563479571,secondary,4,60,Avenida Federico Lacroze,False,False,39.92318494709225,39.923184947092246,1.6349719659667572,0.0005211331743811,"LINESTRING (-58.4547624 -34.5864258, -58.4547808 -34.5864539, -58.4548589 -34.5865732, -58.4549107 -34.5866523, -58.4549676 -34.5867426)",,,,,,,C
3725492045,3836771577,0,"[1337301282, 563479571, 1337301285, 1047008383]",secondary,4,60,Avenida Federico Lacroze,False,True,70.43671017931676,70.43671017931676,1.4405424143558123,0.0003684123372045,"LINESTRING (-58.4547624 -34.5864258, -58.4546914 -34.5863172, -58.4546846 -34.586307, -58.4546245 -34.5862151, -58.4545468 -34.5860917, -58.4544042 -34.5858652)",,,,,,,C
3725492045,9592653913,0,"[1332008875, 380339115]",residential,,40,Mercedes Sosa,False,False,111.0175653705845,111.0175653705845,1.3873727814301795,0.0010275182120083,"LINESTRING (-58.4547624 -34.5864258, -58.4549767 -34.5863235, -58.4558499 -34.5859853)",,,,,,,C
3725559185,218308656,0,"[972343435, 242364349]",residential,,40,ZuvirÃÂÃÂ­a,True,False,137.5675507651537,328.0424289855744,5.144967224302038,5.653452422381462e-05,"LINESTRING (-58.44805 -34.6362926, -58.4476267 -34.6360212, -58.4468638 -34.6355323)",,,,,,,C
3725559185,206163491,0,"[972343432, 368708708]",residential,,40,Thorne,False,False,89.03746086711311,89.03746086711311,1.675685767245029,0.0048988070827279,"LINESTRING (-58.44805 -34.6362926, -58.4481465 -34.6361414, -58.4485023 -34.6355836)",,,,,,,C
3739514743,180495477,0,"[25965862, 759052066, 1188766563, 286995382]",residential,,40,"['Luna', 'OlavarrÃÂÃÂ­a']",False,True,837.2981614498784,837.2981614498783,1.5480253820193546,0.0001798237727027,"LINESTRING (-58.3956954 -34.6481636, -58.3958017 -34.6479435, -58.3959088 -34.6477412, -58.3962471 -34.6470209, -58.3962611 -34.6469786, -58.3962564 -34.6469248, -58.3962448 -34.6468854, -58.3962167 -34.646854, -58.3961918 -34.6468363, -58.396163 -34.6468181, -58.3961302 -34.6468015, -58.3961009 -34.646787, -58.3922762 -34.645222, -58.3922644 -34.6452171, -58.3921547 -34.6451697, -58.3920943 -34.6451448, -58.3919474 -34.6450844, -58.3896528 -34.6441249, -58.3896125 -34.644112, -58.3895703 -34.6441054)",,,,,,,C
3773152438,6534704504,0,695903988,primary,3,60,Avenida Rivadavia,True,False,29.517619658182205,53.93442820421226,2.970364327131266,0.0072497765139803,"LINESTRING (-58.444666 -34.6219449, -58.4444747 -34.6219369, -58.4443518 -34.6218995)",,,,,,,C
3773152438,239628974,0,1328226879,primary,4,60,Avenida Rivadavia,False,False,51.10121013259146,51.10121013259146,1.6664162738944437,0.013129561087688,"LINESTRING (-58.444666 -34.6219449, -58.4447011 -34.6219591, -58.4447296 -34.6219694, -58.4449206 -34.6220476, -58.4451677 -34.6221467)",,,,,,,C
3832092692,786444179,0,63514286,tertiary,2,60,Avenida Dorrego,True,False,35.64975707914289,127.03001830982878,6.276734588444115,0.0036547564681576,"LINESTRING (-58.432123 -34.5742114, -58.4322086 -34.5742492, -58.4322701 -34.5742655, -58.4323452 -34.5742785, -58.4324942 -34.5742981)",,,,,,,C
3832092692,4731571084,0,480135687,tertiary_link,,,,True,False,20.37655826892025,88.09516119786691,5.054530404269476,0.0003439938213069,"LINESTRING (-58.432123 -34.5742114, -58.4321493 -34.5742421, -58.4321574 -34.5742768, -58.4321463 -34.5743111, -58.4321183 -34.574338, -58.4320769 -34.5743578)",,,,,,,C
3836645790,82653736,0,37872528,secondary,,50,Avenida Jorge Newbery,True,False,83.40531615177417,578.9870903095407,8.806663109540597,0.0080094672688391,"LINESTRING (-58.4507838 -34.5886291, -58.4507345 -34.5885322, -58.450709 -34.5884764, -58.4505133 -34.5879136)",,,,,,,C
3836645790,1211214623,0,47087011,secondary,4,50,Avenida Corrientes,True,False,50.94185044682016,691.5552960396152,13.232776345139856,0.0095726403951465,"LINESTRING (-58.4507838 -34.5886291, -58.4506871 -34.5887284, -58.4505393 -34.5888813, -58.4504566 -34.5889984)",,,,,,,C
3836713725,886393891,0,75104841,residential,,40,Dorrego,True,False,21.1535495416665,276.3600007123736,5.916771436359911,0.0006244671588749,"LINESTRING (-58.4503161 -34.5940614, -58.4504707 -34.5942028)",,,,,,,C
3836713725,886393964,0,380332914,residential,,40,,True,False,14.974758214878474,252.5070323877728,4.68903854845946,0.0008665824039204,"LINESTRING (-58.4503161 -34.5940614, -58.450321 -34.594083, -58.4503153 -34.5941108, -58.4502926 -34.5941319, -58.4502599 -34.59414, -58.4502268 -34.5941327)",,,,,,,C
3836771577,5427774725,0,563479570,secondary,4,60,Avenida Federico Lacroze,False,True,10.67219390775884,10.67219390775884,1.4594121297253844,0.0006210065215225,"LINESTRING (-58.4544042 -34.5858652, -58.4543496 -34.5857804)",,,,,,,C
3836771577,3725492045,0,"[1337301282, 563479571, 1337301285, 1047008383]",secondary,4,60,Avenida Federico Lacroze,False,False,70.43671017931676,70.43671017931676,1.4405424143558136,0.0004848773381941,"LINESTRING (-58.4544042 -34.5858652, -58.4545468 -34.5860917, -58.4546245 -34.5862151, -58.4546846 -34.586307, -58.4546914 -34.5863172, -58.4547624 -34.5864258)",,,,,,,C
3853816360,237640612,0,48392631,tertiary,3,40,Bernardo de Irigoyen,True,False,65.05947061709807,483.8413519753673,8.764617591203423,0.0088439013220281,"LINESTRING (-58.3802111 -34.6190693, -58.3802362 -34.6186141, -58.3802431 -34.6184848)",,,,,,,C
3853816361,237640557,0,48286478,tertiary,3,40,Lima,True,False,74.9191681733701,472.9411224219018,7.287093392859987,0.0069019986312694,"LINESTRING (-58.3814501 -34.6190664, -58.3814428 -34.6194166, -58.3814425 -34.6195723, -58.3814424 -34.6196553, -58.3814432 -34.6196937, -58.3814441 -34.6197401)",,,,,,,C
4042777682,454372975,0,"[46936292, 1300623982]",residential,,40,Carlos Humberto Perette,False,False,270.20572397944983,270.20572397944983,1.381263321016629,0.0002285314348772,"LINESTRING (-58.3725958 -34.5858532, -58.3727229 -34.5858306, -58.3728515 -34.5857818, -58.3748945 -34.5846335, -58.3750613 -34.5845336)",,,,,,,C
4042777682,6536306559,0,"[419996418, 419996419]",secondary,6,60,Avenida AntÃÂÃÂ¡rtida Argentina,True,False,143.80092255666816,1176.4399072540723,19.28228063571272,0.011820663950767,"LINESTRING (-58.3725958 -34.5858532, -58.3724801 -34.5861348, -58.3723884 -34.5864249, -58.3723781 -34.586452, -58.3723183 -34.5866108, -58.3721506 -34.5870567, -58.3721381 -34.5870899)",,,,,,,C
4093501133,6424703186,0,1246750858,secondary,6,60,Avenida AntÃÂÃÂ¡rtida Argentina,True,False,75.45862743155539,905.8240716120844,11.617027835558549,0.0141065928052379,"LINESTRING (-58.3726268 -34.5844616, -58.3728428 -34.5838067)",,,,,,,C
4108811205,206109372,0,402986714,residential,,40,Alvarado,True,False,81.87897876416878,610.8233152371561,7.191845292976485,0.0003634639492146,"LINESTRING (-58.3782186 -34.6463892, -58.3790774 -34.6465967)",,,,,,,C
4108811205,206109382,0,147999149,secondary,4,40,HipÃÂÃÂ³lito Vieytes,False,True,176.54099149459765,176.54099149459765,1.5849050249879426,0.0005161524439861,"LINESTRING (-58.3782186 -34.6463892, -58.3788227 -34.6451202, -58.3788421 -34.6450791, -58.3789088 -34.6449069)",,,,,,,C
4108811206,206109359,0,19782465,residential,,40,GonÃÂÃÂ§alves DÃÂÃÂ­as,True,False,174.67029741046707,365.711209831427,4.0345287137236765,0.0003637873732662,"LINESTRING (-58.3801543 -34.646867, -58.3804517 -34.6459908, -58.3804772 -34.6459016, -58.3804932 -34.6458412, -58.3805059 -34.6457878, -58.3805144 -34.6457449, -58.3805219 -34.6456863, -58.3805272 -34.6456408, -58.3805394 -34.6453358)",,,,,,,C
4149413872,196253662,0,38445456,tertiary,2,20,JerÃÂÃÂ³nimo Salguero,True,False,33.16426507383778,487.1095991634708,8.153064393477306,0.0022810128088861,"LINESTRING (-58.4053018 -34.5770028, -58.4050874 -34.5767624)",,,,,,,C
4149413872,4149413873,0,413667086,residential,,40,Gelly,False,False,77.95652301698023,77.95652301698023,1.266721803365473,0.0001798237727027,"LINESTRING (-58.4053018 -34.5770028, -58.404629 -34.5774325)",,,,,,,C
4149413873,4149413872,0,413667086,residential,,40,Gelly,False,True,77.95652301698023,77.95652301698023,1.266721803365474,0.0001798237727027,"LINESTRING (-58.404629 -34.5774325, -58.4053018 -34.5770028)",,,,,,,C
4156686229,206106096,0,414534037,secondary,5,60,Avenida Juan de Garay,False,True,11.998465502142183,11.998465502142183,1.6440804875240267,0.0065094912022189,"LINESTRING (-58.3873379 -34.6271075, -58.3872068 -34.6271051)",,,,,,,C
4156686229,206106090,0,136792893,secondary,5,60,Avenida Juan de Garay,False,False,87.02933764410788,87.02933764410788,1.552307676179772,0.0202172374669945,"LINESTRING (-58.3873379 -34.6271075, -58.3879025 -34.6271341, -58.3882876 -34.6271507)",,,,,,,C
4187552048,469166780,0,128824050,residential,,40,Campichuelo,False,False,5.551750747396242,5.551750747396242,1.365166683280108,0.0046057848919569,"LINESTRING (-58.4337106 -34.6148886, -58.433733 -34.6148422)",,,,,,,C
4240312763,687539319,0,54616311,residential,,,Ulla Ulla,False,False,21.479397705407216,21.479397705407216,1.4899851555985697,0.000646201255144,"LINESTRING (-58.3775248 -34.5834834, -58.3776699 -34.5836352)",,,,,,,C
4240312763,252415061,0,54616311,residential,,,Ulla Ulla,False,True,30.313608247331626,30.31360824733162,1.6574711336801624,0.0002594507742124,"LINESTRING (-58.3775248 -34.5834834, -58.3773775 -34.5833398, -58.3773523 -34.583314, -58.3773131 -34.5832738)",,,,,,,C
4240312763,687539981,0,54616375,residential,,40,3 De Diciembre De 2009,False,False,96.59914900055252,96.59914900055252,1.5994954383529023,0.0001744872758509,"LINESTRING (-58.3775248 -34.5834834, -58.3779158 -34.583321, -58.37818 -34.5831852, -58.3784448 -34.5830593)",,,,,,,C
4240312764,687539330,0,148744309,residential,,40,Totora,False,False,11.337832890498165,11.337832890498165,1.621341829488797,0.0002355173943923,"LINESTRING (-58.378962 -34.5831645, -58.37904 -34.5832437)",,,,,,,C
4240312764,4240312765,0,54616313,other,,,11 De Mayo De 1974,False,True,35.33336804754964,35.33336804754964,1.2001678365877435,0.0001335417909154,"LINESTRING (-58.378962 -34.5831645, -58.3788 -34.5832518, -58.3786904 -34.5833108, -58.3786304 -34.5833215)",,,,,,,C
4240312764,687539981,0,"[148744309, 54616375]",residential,,40,"['Totora', '3 De Diciembre De 2009']",False,True,69.90216018713969,69.15175440988364,1.206623324407346,0.0,"LINESTRING (-58.378962 -34.5831645, -58.3787746 -34.5829609, -58.3787041 -34.5828844, -58.3786411 -34.582916, -58.378616 -34.5829286, -58.3784448 -34.5830593)",,,,,,,C
4240312765,4240312764,0,54616313,other,,,11 De Mayo De 1974,False,False,35.33336804754964,35.33336804754964,1.2001678365877424,6.267958120466404e-05,"LINESTRING (-58.3786304 -34.5833215, -58.3786904 -34.5833108, -58.3788 -34.5832518, -58.378962 -34.5831645)",,,,,,,C
4240312765,687539320,0,54616313,other,,,11 De Mayo De 1974,False,True,90.80183318310895,90.80183318310895,1.589441515599519,0.0003002668895273,"LINESTRING (-58.3786304 -34.5833215, -58.3785488 -34.5833361, -58.3781979 -34.58353, -58.3777946 -34.5837529)",,,,,,,C
4240312765,687539981,0,205089001,residential,,,Regaliz,False,True,33.81838636233399,33.81838636233399,1.1760459023934444,5.336496851790282e-06,"LINESTRING (-58.3786304 -34.5833215, -58.3785879 -34.5832536, -58.3785566 -34.5832035, -58.378526 -34.5831547, -58.3784448 -34.5830593)",,,,,,,C
4283555471,195738211,0,18686609,residential,2,40,Uruguay,True,False,132.88035827940445,804.9229648537046,13.877061843214385,0.000429474798151,"LINESTRING (-58.3878755 -34.5916775, -58.3875543 -34.5928429)",,,,,,,C
4283555471,193817183,0,429227953,residential,2,40,Guido,True,False,109.92599263047413,402.69435150622553,7.097530427793755,0.0009014798590906,"LINESTRING (-58.3878755 -34.5916775, -58.3870339 -34.5923827)",,,,,,,C
4349332351,4524143350,0,"[456213881, 456139191]",secondary,"['4', '2']",60,Avenida Santa Fe,True,False,53.86030047491388,235.5724091573522,4.83424226962639,0.0063269183250773,"LINESTRING (-58.4302131 -34.5769065, -58.430285 -34.5768873, -58.4307697 -34.5767497)",,,,,,,C
4349332355,4349332351,0,"[1247011745, 456139191]",secondary,2,60,Avenida Santa Fe,True,False,86.61399968957427,738.1263329285143,17.574885109823647,0.0055113075516928,"LINESTRING (-58.4293213 -34.5771662, -58.4295066 -34.5771146, -58.4295808 -34.5770945, -58.4299881 -34.5769698, -58.4300806 -34.5769436, -58.4302131 -34.5769065)",,,,,,,C
4349332356,4349332355,0,47032813,secondary,2,60,Avenida Santa Fe,True,False,22.18940226767854,802.55093035041,17.86725566939003,0.0053571313062838,"LINESTRING (-58.4290888 -34.5772223, -58.4292249 -34.5771922, -58.4293213 -34.5771662)",,,,,,,C
