u,v,key,osmid,highway,name,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,bridge,lanes,ref,access,maxspeed,tunnel,junction,width,Groups
266109384,266109385,0,24476179,residential,,False,False,42.27401169017626,"LINESTRING (116.4277484 39.90453, 116.4273371 39.9043179)",42.27401169017626,1.2509144580295974,0.0002676659528907923,,,,,,,,,C
266109385,266109384,0,24476179,residential,,False,True,42.27401169017626,"LINESTRING (116.4273371 39.9043179, 116.4277484 39.90453)",42.27401169017626,1.2509144580295977,0.0002676659528907923,,,,,,,,,C
266109385,1977226846,0,59181720,residential,,False,False,100.10090815538821,"LINESTRING (116.4273371 39.9043179, 116.4273107 39.9052179)",100.10090815538821,1.4571103029601176,5.912300164254449e-05,,,,,,,,,C
266109385,266109386,0,"[1123091200, 24476179, 1123091204]",residential,,False,False,60.824405512248575,"LINESTRING (116.4273371 39.9043179, 116.4273012 39.9042661, 116.4273005 39.9040298, 116.4272995 39.9039417, 116.4272991 39.9039259, 116.4272909 39.9037779)",60.824405512248575,1.47116961755269,0.0024752113378567805,,,,,,,,,C
266109386,11059812337,0,1123091203,secondary,北京站东街,True,False,99.97359717018209,"LINESTRING (116.4272909 39.9037779, 116.4262846 39.9037797, 116.4262084 39.9037762, 116.4261196 39.9037684)",424.6886956098938,6.106138268291379,0.003590235316712962,,,,,,,,,B
266109386,266109385,0,"[1123091200, 24476179, 1123091204]",residential,,False,True,60.824405512248575,"LINESTRING (116.4272909 39.9037779, 116.4272991 39.9039259, 116.4272995 39.9039417, 116.4273005 39.9040298, 116.4273012 39.9042661, 116.4273371 39.9043179)",60.824405512248575,1.4711696175526905,5.518146819970819e-06,,,,,,,,,C
266109503,1362315798,0,24476187,residential,,False,False,273.28278341366456,"LINESTRING (116.4233814 39.9100496, 116.423361 39.9098329, 116.4234132 39.9096012, 116.4207994 39.9096389)",273.2827834136646,1.2698842090035916,0.0002676659528907923,,,,,,,,,C
266109691,9063951365,0,24476417,tertiary,秀水河胡同,False,False,60.51233250871432,"LINESTRING (116.430903 39.9168027, 116.4308726 39.9173464)",60.51233250871432,1.4854635036551767,0.00029740661432310254,,,,,,,,,B
266109691,2123321505,0,24476417,tertiary,秀水河胡同,False,True,108.96903919612919,"LINESTRING (116.430903 39.9168027, 116.4309194 39.9158228)",108.96903919612919,1.4957566009579115,0.004667635567251161,,,,,,,,,B
266109691,266109692,0,24476192,residential,朝外二条东巷,False,False,329.4117491309976,"LINESTRING (116.430903 39.9168027, 116.4315845 39.9168061, 116.4347655 39.9168002)",329.4117491309976,1.5713969605048437,0.00014676837256234073,,,,,,,,,C
266109692,266109691,0,24476192,residential,朝外二条东巷,False,True,329.4117491309976,"LINESTRING (116.4347655 39.9168002, 116.4315845 39.9168061, 116.430903 39.9168027)",329.4117491309976,1.5713969605048448,0.0011611040880151586,,,,,,,,,C
266109692,1840733211,0,173224945,tertiary,朝外市场街,True,False,50.75711209081534,"LINESTRING (116.4347655 39.9168002, 116.4347592 39.9164918, 116.4348662 39.9163686)",562.291027791209,4.877972275549911,0.0003652009895398869,,,,,,,,,B
266109720,4716312367,0,33616161,tertiary,日坛路,True,False,125.056021781763,"LINESTRING (116.4348385 39.9142204, 116.4348529 39.915345)",1627.4175068481975,14.227466358680076,0.0070407970210606885,,2,,,,,,,B
266109720,266109722,0,24476193,residential,雅宝路,False,False,332.1384299635513,"LINESTRING (116.4348385 39.9142204, 116.4316619 39.9141969, 116.4309443 39.9141971)",332.1384299635513,1.5058432275825209,0.00015866463713526483,,,,,,,,,C
266109722,266109772,0,24476193,residential,雅宝路,False,False,54.701432704575076,"LINESTRING (116.4309443 39.9141971, 116.4303031 39.9142087)",54.701432704575076,1.6221752662259976,0.004591814796659873,,,,,,,,,C
266109722,5469439285,0,24476417,tertiary,秀水河胡同,False,False,156.28432804410212,"LINESTRING (116.4309443 39.9141971, 116.4309228 39.9156025)",156.28432804410212,1.481369322207827,0.0007562011070692477,,,,,,,,,B
266109722,266109720,0,24476193,residential,雅宝路,False,True,332.1384299635513,"LINESTRING (116.4309443 39.9141971, 116.4316619 39.9141969, 116.4348385 39.9142204)",332.1384299635513,1.5058432275825213,0.00033015717402085147,,,,,,,,,C
266109723,209315526,0,173221627,tertiary,朝阳门南大街,True,False,87.69275353578496,"LINESTRING (116.4289305 39.914242, 116.4288925 39.9150301)",830.2066838022333,7.838086334766006,0.011031062150099327,,,,,,,,,B
266109723,266109772,0,24476193,residential,雅宝路,False,True,117.17633082342418,"LINESTRING (116.4289305 39.914242, 116.4290411 39.9142479, 116.4290721 39.9142469, 116.4303031 39.9142087)",117.17633082342418,1.6755475501560455,0.0017519041189741121,,,,,,,,,C
266109741,266109743,0,24476194,residential,,False,False,368.8279533502766,"LINESTRING (116.4304964 39.9128641, 116.4348208 39.9128802)",368.8279533502766,1.4176124190367196,0.00010369816166880227,,,,,,,,,C
266109741,100651858,0,24476195,residential,朝外头条,False,False,108.68876079362191,"LINESTRING (116.4304964 39.9128641, 116.4305921 39.9118894)",108.68876079362191,1.5984951312788342,0.0052794332218237695,,,,,,,,,C
266109741,266109772,0,24476195,residential,朝外头条,False,True,150.60180323339975,"LINESTRING (116.4304964 39.9128641, 116.4303079 39.9139292, 116.4303031 39.9142087)",150.60180323339975,1.6833167184711861,0.0006399617026277846,,,,,,,,,C
266109743,266109741,0,24476194,residential,,False,True,368.8279533502766,"LINESTRING (116.4348208 39.9128802, 116.4304964 39.9128641)",368.8279533502766,1.417612419036721,0.00014999326356102499,,,,,,,,,C
266109743,266109720,0,33616161,tertiary,日坛路,True,False,149.0313534850344,"LINESTRING (116.4348208 39.9128802, 116.4348354 39.9140262, 116.4348385 39.9142204)",906.2696192518026,6.228947631316426,0.006869304484175102,,2,,,,,,,B
266109772,266109722,0,24476193,residential,雅宝路,False,True,54.701432704575076,"LINESTRING (116.4303031 39.9142087, 116.4309443 39.9141971)",54.701432704575076,1.6221752662259967,0.0009040444432978165,,,,,,,,,C
266109772,2123321517,0,24476195,residential,朝外头条,False,True,179.71424859245528,"LINESTRING (116.4303031 39.9142087, 116.4302152 39.9158235)",179.71424859245528,1.6521753613566552,0.00015379146851503085,,,,,,,,,C
266109772,266109723,0,24476193,residential,雅宝路,False,False,117.17633082342418,"LINESTRING (116.4303031 39.9142087, 116.4290721 39.9142469, 116.4290411 39.9142479, 116.4289305 39.914242)",117.17633082342418,1.6755475501560428,0.0012733302947693702,,,,,,,,,C
266109772,266109741,0,24476195,residential,朝外头条,False,False,150.60180323339975,"LINESTRING (116.4303031 39.9142087, 116.4303079 39.9139292, 116.4304964 39.9128641)",150.60180323339975,1.683316718471186,0.005188634624149704,,,,,,,,,C
266110161,266110162,0,24476207,unclassified,神路街,False,False,224.48320674334022,"LINESTRING (116.437614 39.9210905, 116.4376014 39.9190717)",224.48320674334022,1.2496784026540235,5.733139553216435e-07,,,,,,,,,unclassified
266110161,266112217,0,186974826,tertiary,朝外南街,False,True,104.15949124708801,"LINESTRING (116.437614 39.9210905, 116.4363926 39.9210914)",104.15949124708801,1.3090489187942167,0.00026709263893547064,,,,,,,,,B
266110162,266110161,0,24476207,unclassified,神路街,False,True,224.48320674334022,"LINESTRING (116.4376014 39.9190717, 116.437614 39.9210905)",224.48320674334022,1.249678402654024,0.00012971228239152185,,,,,,,,,unclassified
266110162,266112219,0,200372095,unclassified,南营房胡同,False,False,99.8473462708562,"LINESTRING (116.4376014 39.9190717, 116.4364306 39.9190707)",99.8473462708562,1.4027264516187568,0.000535475234270415,,,,,,,,,unclassified
266110162,266112062,0,24476207,unclassified,神路街,False,False,308.3835077081907,"LINESTRING (116.4376014 39.9190717, 116.4375951 39.91898, 116.4378584 39.9183205, 116.4379092 39.9181477, 116.4378772 39.9163332)",308.3835077081907,1.382481491848938,4.2998546649123265e-07,,,,,,,,,unclassified
266110505,100653372,0,11315378,secondary,光华路,False,False,236.79472877882142,"LINESTRING (116.4376102 39.9119377, 116.4373267 39.911953, 116.4362426 39.9119414, 116.4348347 39.9119335)",236.7947287788214,1.5026080205826862,0.0004749189477395664,,,,,,,,,B
266110505,746964260,0,78733008,tertiary,建华路,False,False,168.8496138938213,"LINESTRING (116.4376102 39.9119377, 116.4376137 39.9117457, 116.43759 39.9106428, 116.4375852 39.9104194)",168.8496138938213,1.3102849470556976,0.00035660128021006225,,,,,,,,,B
266110531,746964260,0,24476229,residential,秀水北街,False,False,239.3203852645479,"LINESTRING (116.4347794 39.9104018, 116.4375852 39.9104194)",239.3203852645479,1.4753766829679904,0.00017192252235207785,,,,,,,,,C
266110531,534075573,0,24476229,residential,秀水北街,False,True,183.67394651032302,"LINESTRING (116.4347794 39.9104018, 116.4326261 39.910381)",183.67394651032302,1.6861246522309565,0.00037107745758193375,,,,,,,,,C
266110531,266110553,0,244777931,tertiary,日坛路,False,False,155.94427276902863,"LINESTRING (116.4347794 39.9104018, 116.4348051 39.9089995)",155.94427276902863,1.647548444784575,0.005559927074464883,,2,,,,,,,B
266110531,100653372,0,244777931,tertiary,日坛路,False,True,170.3828055108722,"LINESTRING (116.4347794 39.9104018, 116.4348347 39.9119335)",170.3828055108722,1.7385984904565441,0.006800650138025335,,2,,,,,,,B
266110553,746966067,0,24476231,residential,秀水南街,False,False,241.89347499894293,"LINESTRING (116.4348051 39.9089995, 116.4376411 39.9090029)",241.89347499894293,1.3157923470668769,0.0005428566514451812,,,,,,,,,C
266110553,266110531,0,244777931,tertiary,日坛路,False,True,155.94427276902863,"LINESTRING (116.4348051 39.9089995, 116.4347794 39.9104018)",155.94427276902863,1.6475484447845732,0.007401841484424494,,2,,,,,,,B
266110553,9296266516,0,244777931,tertiary,日坛路,False,False,186.91305456708815,"LINESTRING (116.4348051 39.9089995, 116.4348199 39.9074266, 116.4348205 39.9073856, 116.4348214 39.9073186)",186.91305456708815,1.667590632369902,0.005813690163939126,,2,,,,,,,B
266111539,266112544,0,25109457,primary,东四南大街,False,False,76.982768068777,"LINESTRING (116.4115159 39.915576, 116.4114844 39.9162679)",76.982768068777,1.9777050748571743,0.019183013280817778,,,,,,,,,B
266111539,733860053,0,24476296,residential,干面胡同,False,False,184.03017289573512,"LINESTRING (116.4115159 39.915576, 116.4116371 39.9155776, 116.4125449 39.9155895, 116.4136734 39.9156041)",184.03017289573515,2.103566180748578,0.011187863516879797,,,,,,,,,C
266111539,733859724,0,24476438,tertiary,甘雨胡同,False,False,253.320291531993,"LINESTRING (116.4115159 39.915576, 116.4113836 39.9155758, 116.4113192 39.9155736, 116.4100875 39.9155737, 116.408546 39.9155506)",253.320291531993,1.8680415145387737,0.003197801914295297,,,,,,,,,B
266111539,266112527,0,25109457,primary,东四南大街,False,True,77.87209055744242,"LINESTRING (116.4115159 39.915576, 116.4115345 39.9151648, 116.4115372 39.9151059, 116.4115475 39.9148761)",77.87209055744242,1.6025418856616942,0.00973974412998174,,,,,,,,,B
266111539,12543092604,0,1355304175,primary,东四南大街,True,False,81.13978259663286,"LINESTRING (116.4115159 39.915576, 116.4114238 39.9154998, 116.4114226 39.914874)",88.52693029490646,2.883631420902272,0.006559428291323753,,1,,,,,,,B
266111554,1449318347,0,187204224,residential,连丰胡同,False,False,88.59240664565958,"LINESTRING (116.4089093 39.9238812, 116.408854 39.9230856)",88.59240664565958,1.6238094698159475,0.0003203391725359683,,,,,,,,,C
266111554,266111572,0,187204224,residential,连丰胡同,False,True,73.33687523434284,"LINESTRING (116.4089093 39.9238812, 116.4089058 39.9240352, 116.4088868 39.9245405)",73.33687523434284,1.314156177917786,0.0002676659528907923,,,,,,,,,C
266111554,266111556,0,727614585,living_street,隆福寺街,False,False,200.1539325596642,"LINESTRING (116.4089093 39.9238812, 116.4093794 39.9238763, 116.409932 39.9238455, 116.4111026 39.923854, 116.4112442 39.923811)",200.1539325596642,1.545983092089169,0.00041773088069623247,,,,,,,,,living_street
266111556,340255344,0,131710750,primary,东四北大街,False,False,820.5822852610564,"LINESTRING (116.4112442 39.923811, 116.4112371 39.923946, 116.4112145 39.9241939, 116.4111978 39.9244753, 116.4111505 39.9251494, 116.4111507 39.9251893, 116.4111192 39.9258803, 116.4111111 39.9260585, 116.4111165 39.9265655, 116.4111044 39.9266664, 116.4111114 39.9267859, 116.4111012 39.9272925, 116.4110804 39.9278538, 116.4110467 39.9287002, 116.4109873 39.9300902, 116.4109737 39.9304505, 116.4109582 39.9308621, 116.4109531 39.9310785, 116.4109521 39.9311858)",820.5822852610564,1.8201955202669995,0.010416756246972187,,,,,,,,,B
266111556,9591211176,0,131710750,primary,东四北大街,False,True,77.87326763710571,"LINESTRING (116.4112442 39.923811, 116.4112717 39.9232097, 116.411274 39.9231584, 116.4112762 39.9231111)",77.87326763710571,1.77933965834185,0.007674738927157596,,,,,,,,,B
266111556,733860078,0,297491273,residential,东四头条,False,False,160.78705794815198,"LINESTRING (116.4112442 39.923811, 116.4113589 39.9237654, 116.4131152 39.9237615)",160.78705794815198,1.4971885813351038,0.0002676659528907923,,,,,,,,,C
266111556,266111554,0,727614585,living_street,隆福寺街,False,True,200.1539325596642,"LINESTRING (116.4112442 39.923811, 116.4111026 39.923854, 116.409932 39.9238455, 116.4093794 39.9238763, 116.4089093 39.9238812)",200.1539325596642,1.54598309208917,0.0005349019203150934,,,,,,,,,living_street
266111572,266111554,0,187204224,residential,连丰胡同,False,False,73.33687523434284,"LINESTRING (116.4088868 39.9245405, 116.4089058 39.9240352, 116.4089093 39.9238812)",73.33687523434284,1.314156177917787,0.0002676659528907923,,,,,,,,,C
266111580,733858841,0,"[59174479, 24476303]",residential,"['大取灯胡同', '大佛寺东街']",False,True,284.4189600463629,"LINESTRING (116.404469 39.925912, 116.4045563 39.9259707, 116.4045529 39.9263951, 116.4045085 39.9273219, 116.4044745 39.9282651, 116.4042621 39.9283246)",284.4189600463629,1.3860782751109515,0.015535518232817064,,,,,,,,,C
266111580,733859016,0,30843384,secondary,美术馆东街,False,False,158.59456778374488,"LINESTRING (116.404469 39.925912, 116.4044717 39.9257845, 116.4044784 39.9257013, 116.4045321 39.9244866)",158.5945677837449,1.5810492280167627,0.020058607019082755,,,,,,,,,B
266111580,32899013,0,30843384,secondary,美术馆东街,False,True,134.86450226301056,"LINESTRING (116.404469 39.925912, 116.404355 39.9259161, 116.40428 39.9259172, 116.4030153 39.9258861, 116.4028883 39.9258827)",134.8645022630106,1.7227287392425874,0.0002905268468592428,,,,,,,,,B
266111640,1687056691,0,1067065528,tertiary,北河沿大街,False,True,17.62751317372939,"LINESTRING (116.3995446 39.932144, 116.3995529 39.9319856)",17.62751317372939,1.671250205021954,0.0009046177572531383,,,,,,,,,B
266111640,342836138,0,723910038,primary,地安门东大街,True,False,805.7374569111947,"LINESTRING (116.3995446 39.932144, 116.3983166 39.9321072, 116.3978921 39.9320951, 116.3968296 39.932092, 116.3964435 39.9320813, 116.3942156 39.9320872, 116.3941459 39.9320895, 116.3934684 39.9321015, 116.3929072 39.9321048, 116.3914968 39.9320818, 116.3900969 39.9320767)",834.2540633429006,9.796147929412383,0.02687960980252201,,,,,,,,,B
266111650,32388118,0,723910483,primary,地安门东大街,True,False,211.2091775352232,"LINESTRING (116.4001186 39.9319664, 116.4024008 39.9319079, 116.4025943 39.9319029)",359.43490246940485,8.527524660337077,0.013420204730413447,,,,,,,,,B
266111653,343091958,0,24476317,residential,东黄城根北街,True,False,325.9874262230972,"LINESTRING (116.4005434 39.9228909, 116.4005359 39.9230118, 116.4004898 39.92361, 116.4004753 39.9239834, 116.4004304 39.9252526, 116.4004041 39.9258204)",414.91466995580214,5.127257293013146,0.01287053997574882,,,,,,,,,C
266111653,77751976,0,723907120,primary,五四大街,False,False,43.62884650317385,"LINESTRING (116.4005434 39.9228909, 116.4004087 39.922888, 116.4001452 39.9228822, 116.400032 39.9228849)",43.628846503173854,1.8880316898275245,0.014205859841937344,,,,,,,,,B
266111653,11634589742,0,1251625980,primary,五四大街,True,False,308.353687290283,"LINESTRING (116.4005434 39.9228909, 116.4005858 39.9228893, 116.400683 39.9228856, 116.4014087 39.922896, 116.4024614 39.922911, 116.4030468 39.9229193, 116.4036588 39.9229281, 116.4037225 39.9229276, 116.4037856 39.9229265, 116.4041579 39.9229087)",393.8294467904671,7.777757033769607,0.014264911179335472,,,,,,,,,B
266111654,341203021,0,369350515,unclassified,东黄城根南街,True,False,183.76554147175582,"LINESTRING (116.4008014 39.9169658, 116.4007287 39.9186175)",499.0291179493091,6.094240936666608,0.005341996107198243,,,,,,,,,unclassified
266111654,341202431,0,9779240,tertiary,灯市口西街,False,False,160.77230317755757,"LINESTRING (116.4008014 39.9169658, 116.4023164 39.9170356, 116.4026837 39.9170426)",160.77230317755757,1.6550290928400921,0.007671585700403327,,,,,,,,,B
266111654,733789275,0,9779240,tertiary,灯市口西街,False,True,48.17053756320125,"LINESTRING (116.4008014 39.9169658, 116.4005334 39.9169572, 116.4002569 39.9170395)",48.17053756320125,1.8140242072510844,0.02376465175477069,,,,,,,,,B
266111655,31194143,0,30802567,secondary,东安门大街,False,False,44.753958757180044,"LINESTRING (116.4009101 39.9139032, 116.4003856 39.913891)",44.753958757180044,1.844167885877514,0.001010250853521151,,,,,,,,,B
266111655,733859109,0,970877168,unclassified,东黄城根南街,True,False,111.56089234265244,"LINESTRING (116.4009101 39.9139032, 116.4008926 39.9149064)",672.3448000677625,8.663807337704718,0.027103273909341866,,,,,,,,,unclassified
266111655,266112409,0,30802567,secondary,东安门大街,False,True,154.8880359432023,"LINESTRING (116.4009101 39.9139032, 116.402277 39.9139793, 116.4023951 39.9139834, 116.4027223 39.913991)",154.88803594320234,1.5970230401234387,0.0031425487818511734,,,,,,,,,B
266111656,733859194,0,9779360,residential,大阮府胡同,False,False,75.59585230650829,"LINESTRING (116.4010405 39.9116304, 116.4019259 39.9116616)",75.59585230650829,1.7535837174200493,0.00036197609854120267,,,,,,,,,C
266111656,31194136,0,134699913,residential,,False,False,42.5100865773513,"LINESTRING (116.4010405 39.9116304, 116.4005425 39.9116148)",42.5100865773513,1.593461158776309,0.0014688303535340507,,,,,,,,,C
266111656,733859920,0,156453743,unclassified,晨光街,True,False,108.75921391051739,"LINESTRING (116.4010405 39.9116304, 116.400986 39.9126076)",463.98621934743437,6.2500459225004015,0.025830373600038987,,,,,,,,,unclassified
266111657,733859742,0,42673840,residential,晨光街,False,True,54.406399223178774,"LINESTRING (116.4010542 39.9106728, 116.4010567 39.9105799, 116.4010757 39.9101838)",54.406399223178774,1.6424499154363816,0.006664774730614106,,,,,,,,,C
266111657,266111656,0,156453743,unclassified,晨光街,True,False,106.48786760114095,"LINESTRING (116.4010542 39.9106728, 116.4010511 39.9107718, 116.4010405 39.9116304)",190.69378348992015,4.548342333077162,0.0268253599694997,,,,,,,,,unclassified
266111657,733859020,0,297690069,residential,大甜水井胡同,False,False,126.21270978407887,"LINESTRING (116.4010542 39.9106728, 116.4011282 39.9106692, 116.4023142 39.9106272, 116.4025324 39.9106207)",126.21270978407887,1.839049259047095,0.020430544447597673,,,,,,,,,C
266111658,266111657,0,30802350,unclassified,东皇城门南街,True,False,41.15278135698676,"LINESTRING (116.4005725 39.9106527, 116.400708 39.9106564, 116.4009555 39.9106661, 116.4010542 39.9106728)",149.90636230168153,4.419331305881856,0.030331819784491287,,,,,,,,,unclassified
266111658,31194136,0,173229518,secondary,南河沿大街,False,False,107.0309155555821,"LINESTRING (116.4005725 39.9106527, 116.4005766 39.9107292, 116.4005425 39.9116148)",107.0309155555821,1.4553733833431686,0.00217149827002514,,,,,,,,,B
266111658,733858955,0,173229518,secondary,南河沿大街,False,True,52.08613961317309,"LINESTRING (116.4005725 39.9106527, 116.4005716 39.9105918, 116.4005667 39.9101843)",52.08613961317309,1.4666965933547362,0.009386081083792701,,,,,,,,,B
266112062,266110162,0,24476207,unclassified,神路街,False,True,308.3835077081907,"LINESTRING (116.4378772 39.9163332, 116.4379092 39.9181477, 116.4378584 39.9183205, 116.4375951 39.91898, 116.4376014 39.9190717)",308.3835077081907,1.3824814918489365,0.0002676659528907923,,,,,,,,,unclassified
266112217,266112219,0,24476386,residential,,False,False,224.71527367740285,"LINESTRING (116.4363926 39.9210914, 116.4364306 39.9190707)",224.71527367740285,1.316848984634385,7.883066885672598e-07,,,,,,,,,C
266112217,266110161,0,186974826,tertiary,朝外南街,False,False,104.15949124708801,"LINESTRING (116.4363926 39.9210914, 116.437614 39.9210905)",104.15949124708801,1.3090489187942174,0.00013795367049927046,,,,,,,,,B
266112217,1840733223,0,186974826,tertiary,朝外南街,False,True,149.64482675297546,"LINESTRING (116.4363926 39.9210914, 116.4346379 39.9211037)",149.64482675297546,1.672244957578768,0.0005340419493821109,,,,,,,,,B
266112219,266112217,0,24476386,residential,,False,True,224.71527367740285,"LINESTRING (116.4364306 39.9190707, 116.4363926 39.9210914)",224.71527367740285,1.3168489846343823,0.00012971228239152185,,,,,,,,,C
266112219,1840733221,0,200372095,unclassified,南营房胡同,False,False,143.83535309339706,"LINESTRING (116.4364306 39.9190707, 116.434744 39.9190708)",143.83535309339706,1.6517967064382493,0.0008028545301835465,,,,,,,,,unclassified
266112219,266110162,0,200372095,unclassified,南营房胡同,False,True,99.8473462708562,"LINESTRING (116.4364306 39.9190707, 116.4376014 39.9190717)",99.8473462708562,1.4027264516187559,0.00039737823528231413,,,,,,,,,unclassified
266112274,35551151,0,170765082,tertiary,吉市口路,False,True,269.1629650619918,"LINESTRING (116.4314339 39.9231176, 116.4313674 39.9255377)",269.1629650619918,1.9207135939452786,2.9310675965819024e-05,,,,,,,,,B
266112274,76457576,0,172428895,trunk,朝阳门外大街,True,False,218.89873752979886,"LINESTRING (116.4314339 39.9231176, 116.4307191 39.9231776, 116.4300579 39.9231902, 116.4294275 39.9231634, 116.4292575 39.9231701, 116.429102 39.9231884, 116.4289313 39.9233038)",783.2346592612149,8.139197219233573,0.012103374239284046,,,G102,,,,,,A
266112275,100634747,0,24476415,tertiary,朝外南街,False,False,249.60374430361938,"LINESTRING (116.4315926 39.9210469, 116.4345187 39.9210999)",249.60374430361938,1.6494686624929045,0.0002556263598290378,,,,,,,,,B
266112275,1819087356,0,979800321,tertiary,吉市口路,False,False,215.58522329935013,"LINESTRING (116.4315926 39.9210469, 116.4315892 39.9229857)",215.58522329935013,1.4305703447861993,3.654876465175477e-05,,,,,,,,,B
266112275,9063951365,0,"[979800321, 24476417]",tertiary,"['吉市口路', '秀水河胡同']",False,True,427.15876353456486,"LINESTRING (116.4315926 39.9210469, 116.4314696 39.9206783, 116.4309848 39.9201056, 116.4308399 39.9197867, 116.4308358 39.9193178, 116.4308704 39.9173866, 116.4308726 39.9173464)",427.15876353456486,1.5585311625167866,0.004316265776883408,,,,,,,,,B
266112277,1819118020,0,96149456,tertiary_link,,True,False,455.0787000227547,"LINESTRING (116.4286344 39.9206464, 116.4285789 39.921453, 116.4285126 39.9224987, 116.4284392 39.9236563, 116.4284388 39.9236705, 116.4284066 39.924735)",2342.7956916371572,23.2655800631235,0.006085440978761585,,,,,,,,,B
266112277,10048648400,0,103255985,primary_link,,True,False,236.4818588765354,"LINESTRING (116.4286344 39.9206464, 116.428796 39.921417, 116.4287411 39.9225841, 116.4288115 39.9227541)",1443.4411561678494,12.05862928622394,0.005757792053295265,,,,,,,,,B
266112285,733859447,0,59174535,residential,,False,True,78.01860082507937,"LINESTRING (116.4267891 39.9127941, 116.4258744 39.9128018)",78.01860082507937,1.1749407202021036,0.0004745606265174904,,,,,,,,,C
266112285,733860092,0,175598151,tertiary,艺华胡同,False,False,50.075924535666864,"LINESTRING (116.4267891 39.9127941, 116.4269381 39.9123585)",50.075924535666864,1.2052664092475793,1.6339447726666838e-05,,,,,,,,,B
266112285,1861654997,0,175598151,tertiary,艺华胡同,False,True,152.68983486914018,"LINESTRING (116.4267891 39.9127941, 116.4267475 39.913085, 116.4267591 39.9141, 116.4267547 39.9141654)",152.68983486914018,1.593368417149553,0.00018991024770029441,,,,,,,,,B
266112287,491864184,0,24476184,residential,东总布胡同,False,False,79.01574532003461,"LINESTRING (116.4272749 39.9107401, 116.4263485 39.9107356)",79.01574532003461,1.3889843068538974,0.00031990918706947705,,,,,,,,,C
266112287,733858925,0,175598151,tertiary,艺华胡同,False,True,63.07837597991199,"LINESTRING (116.4272749 39.9107401, 116.4272338 39.9113065)",63.07837597991199,1.3891366171579205,0.0004059779446121388,,,,,,,,,B
266112287,336378292,0,24476184,residential,东总布胡同,False,True,114.67543800531865,"LINESTRING (116.4272749 39.9107401, 116.4276152 39.9108175, 116.428523 39.9108477, 116.4286039 39.9108488)",114.67543800531865,1.4863147803807717,0.00022316245710894973,,,,,,,,,C
266112313,733859213,0,59174417,residential,,False,False,88.95897355861078,"LINESTRING (116.4246312 39.908851, 116.4235883 39.9088418)",88.95897355861078,1.2415614087624698,0.0002676659528907923,,,,,,,,,C
266112313,266112314,0,24476424,tertiary,贡院西街,False,False,187.086512614781,"LINESTRING (116.4246312 39.908851, 116.4246598 39.9077035, 116.4246617 39.9076233, 116.4246683 39.9073608, 116.4246731 39.9071688)",187.08651261478096,1.4877205674804042,0.0022531238444140587,,,,,,,,,B
266112313,733858946,0,24476424,tertiary,贡院西街,False,True,94.71647033805972,"LINESTRING (116.4246312 39.908851, 116.4246284 39.9095046, 116.4246276 39.9097028)",94.71647033805972,1.4626899500483594,0.0003679958950720799,,,,,,,,,B
266112314,4716203782,0,30041863,trunk,建国门内大街,True,False,137.49127429804042,"LINESTRING (116.4246731 39.9071688, 116.4230615 39.9071438)",1314.8070979355036,17.164351880304935,0.01796586775366993,,,,,,,,,A
266112314,266112313,0,24476424,tertiary,贡院西街,False,True,187.08651261478096,"LINESTRING (116.4246731 39.9071688, 116.4246683 39.9073608, 116.4246617 39.9076233, 116.4246598 39.9077035, 116.4246312 39.908851)",187.086512614781,1.4877205674804026,0.0001884052985675751,,,,,,,,,B
266112315,733859942,0,24476184,residential,东总布胡同,False,False,109.12263472558276,"LINESTRING (116.4246233 39.9107386, 116.4233445 39.9107084)",109.12263472558276,1.5061524100288428,0.0012932529547167973,,,,,,,,,C
266112315,491864183,0,24476184,residential,东总布胡同,False,True,56.13077359184575,"LINESTRING (116.4246233 39.9107386, 116.4252814 39.9107404)",56.13077359184575,1.4881121065686052,0.0016417561753079414,,,,,,,,,C
266112315,733858882,0,24476424,tertiary,贡院西街,False,False,60.47932419098671,"LINESTRING (116.4246233 39.9107386, 116.4246256 39.9101947)",60.47932419098671,1.494329230188387,0.002852380256214007,,,,,,,,,B
266112331,1742929837,0,1058329401,tertiary,东单三条,False,True,6.201327545487217,"LINESTRING (116.4075955 39.9092137, 116.4075228 39.9092144)",6.201327545487217,1.4084030747950542,0.010172739494738412,,,,,,,,,B
266112331,266112347,0,24476427,tertiary,校尉胡同,True,False,167.54239391913393,"LINESTRING (116.4075955 39.9092137, 116.4076204 39.9101115, 116.4076374 39.9107201)",180.42245024487596,4.3276594828581585,0.005126716716974966,,,,,,,,,B
266112331,2382672726,0,184541684,tertiary,东单三条,False,True,286.59360536820236,"LINESTRING (116.4075955 39.9092137, 116.4085934 39.9092039, 116.4091984 39.9091979, 116.4095298 39.9091945, 116.4109553 39.9091801)",286.59360536820236,1.6641961895358812,0.002151647274322128,,,,,,,,,B
266112346,1742929874,0,189540592,unclassified,帅府园胡同,False,False,120.89522279317363,"LINESTRING (116.4061418 39.9106583, 116.407557 39.9107193)",120.89522279317363,1.7468608099646494,0.0005503097328643625,,,,,,,,,unclassified
266112346,2001379154,0,189540592,unclassified,帅府园胡同,False,True,90.89929045802764,"LINESTRING (116.4061418 39.9106583, 116.4050771 39.9106221)",90.89929045802764,1.2758945140827682,0.0002676659528907923,,,,,,,,,unclassified
