u,v,key,osmid,highway,name,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,bridge,lanes,ref,access,maxspeed,tunnel,junction,width,Groups
734045515,734045877,0,59189030,residential,,False,True,106.19546959572665,"LINESTRING (116.3554553 39.9426283, 116.3556372 39.9416835)",106.19546959572665,1.50718402951015,0.0006990130400259139,,,,,,,,,C
734045517,734045592,0,59189063,residential,,False,False,112.01779443194397,"LINESTRING (116.3515606 39.9341364, 116.3528728 39.9341861)",112.01779443194397,1.3836857916022356,0.00038799021926392224,,,,,,,,,C
734045517,734045357,0,59189108,residential,,False,False,39.89953537497216,"LINESTRING (116.3515606 39.9341364, 116.351533 39.9344946)",39.89953537497216,1.4222632002633748,0.0006240522403676089,,,,,,,,,C
734045517,734046265,0,59189108,residential,,False,True,98.44410650540821,"LINESTRING (116.3515606 39.9341364, 116.3516327 39.9332528)",98.44410650540821,1.5197076246968226,0.0003692858514715536,,,,,,,,,C
734045520,734046228,0,59189116,residential,,False,False,158.76544836175725,"LINESTRING (116.3597005 39.913514, 116.3615617 39.9135404)",158.76544836175725,1.251639968019747,0.0002676659528907923,,,,,,,,,C
734045522,734045906,0,42488849,tertiary,复兴门北顺城街,False,False,97.34024151658235,"LINESTRING (116.3514423 39.9088727, 116.351425 39.909748)",97.34024151658235,1.480205964067851,0.000648131426491118,,,,,,,,,B
734045522,530641145,0,979798578,tertiary,西兴盛胡同,False,True,166.32663355802865,"LINESTRING (116.3514423 39.9088727, 116.3533923 39.9088631)",166.32663355802865,1.3249094234346972,0.0003678525665832495,,,,,,,,,B
734045522,530640572,0,"[42488849, 1062381346, 1062381347, 42675525]",tertiary,"['成方街', '复兴门北顺城街']",False,"[False, True]",311.9348718783513,"LINESTRING (116.3514423 39.9088727, 116.3514898 39.9080271, 116.3515334 39.90725, 116.3516451 39.9072504, 116.3520258 39.9072516, 116.3530731 39.907255)",311.93487187835126,1.6564457061330586,0.0060470289437550345,,,,,,,,,B
734045544,530639972,0,42488770,tertiary,桦皮厂胡同,False,False,82.16238618365365,"LINESTRING (116.3528095 39.942301, 116.3527593 39.9430389)",82.16238618365365,1.5083083213255857,0.003776849009170157,,,,,,,,,B
734045544,734046231,0,42488770,tertiary,桦皮厂胡同,False,True,32.947888384623006,"LINESTRING (116.3528095 39.942301, 116.3528321 39.9420052)",32.947888384623006,1.502745294409024,0.0022592869694337664,,,,,,,,,B
734045544,734045465,0,59188956,residential,,False,False,93.6368188054253,"LINESTRING (116.3528095 39.942301, 116.3538923 39.9424422)",93.6368188054253,1.4894954960813838,0.0005116827051245668,,,,,,,,,C
734045545,734045906,0,59189005,tertiary,兴盛街,False,True,171.4421100345272,"LINESTRING (116.3534346 39.9097803, 116.351425 39.909748)",171.4421100345272,1.6009719239291949,0.00018754532763459264,,,,,,,,,B
734045545,12206005821,0,1318890402,tertiary_link,,False,False,5.000249020217096,"LINESTRING (116.3534346 39.9097803, 116.3534932 39.909779)",5.000249020217096,1.612678647678597,0.0003913584387514369,,,,,,,,,B
734045545,530641145,0,1318890407,secondary,金融大街,True,False,102.11997225369811,"LINESTRING (116.3534346 39.9097803, 116.353396 39.909338, 116.353389 39.9092613, 116.3533923 39.9088631)",136.37138926529627,4.406087311431742,0.0017579239155049893,,1,,,,,,,B
734045546,734045852,0,59189037,residential,西智义胡同,False,True,50.387114012202794,"LINESTRING (116.3582062 39.9004961, 116.3581982 39.9009492)",50.387114012202794,1.2104152665935886,0.0002676659528907923,,,,,,,,,C
734045546,385036950,0,59189118,residential,,False,True,37.40946449085491,"LINESTRING (116.3582062 39.9004961, 116.3586447 39.9005007)",37.40946449085491,1.2104152665935883,0.0002676659528907923,,,,,,,,,C
734045546,734045396,0,59189037,residential,西智义胡同,False,False,87.58649503047238,"LINESTRING (116.3582062 39.9004961, 116.3582484 39.9000949, 116.3582888 39.900054, 116.3583162 39.8997208)",87.58649503047238,1.4369300611354374,0.0008025678732058857,,,,,,,,,C
734045550,734045359,0,30838709,trunk,复兴门内大街,True,False,201.53108922660127,"LINESTRING (116.3638839 39.9058706, 116.3626919 39.9058847, 116.3615215 39.9058985)",864.751200257223,8.787626310837037,0.009902851950270748,,,,,,,,,A
734045550,734045913,0,59188962,residential,华远西街,False,True,175.61567910053284,"LINESTRING (116.3638839 39.9058706, 116.3638812 39.9060877, 116.3638939 39.9073961, 116.3638944 39.9074499)",175.61567910053284,1.4207816169717726,0.00022975556759514864,,,,,,,,,C
734045551,734046294,0,59188950,residential,,False,False,84.82489538575528,"LINESTRING (116.3746622 39.9124497, 116.3746851 39.9122607, 116.374669 39.9116878)",84.82489538575528,1.2742497670595765,0.0002676659528907923,,,,,,,,,C
734045553,734045611,0,59189043,unclassified,,False,True,173.55841703819107,"LINESTRING (116.3695325 39.9117893, 116.3715656 39.9118552)",173.55841703819107,1.3812456919095928,7.008763103807091e-05,,,,,,,,,unclassified
734045553,734046211,0,370199637,unclassified,,True,False,61.92874053984119,"LINESTRING (116.3695325 39.9117893, 116.3695031 39.9112765, 116.3695006 39.9112329)",489.20455011739205,7.409896169179514,0.0009172306642702144,,,,,,,,,unclassified
734045556,734045334,0,59189070,residential,,False,True,74.44424071310532,"LINESTRING (116.3534359 39.9028264, 116.3527862 39.9023794)",74.44424071310532,1.2944284362420935,0.0002676659528907923,,,,,,,,,C
734045557,734045355,0,59189030,residential,,False,False,78.3145839423918,"LINESTRING (116.3559266 39.9399469, 116.3558667 39.9406497)",78.3145839423918,1.2063286634418073,0.003266599588933894,,,,,,,,,C
734045557,734046212,0,59189012,residential,,False,True,111.80075549819375,"LINESTRING (116.3559266 39.9399469, 116.355488 39.9399509, 116.3553865 39.9406155)",111.80075549819375,1.1779055733404853,0.00046581758869883533,,,,,,,,,C
734045557,734045578,0,59189030,residential,,False,True,92.38694681639657,"LINESTRING (116.3559266 39.9399469, 116.3559725 39.9398022, 116.3560302 39.9391217)",92.38694681639657,1.652624825059007,0.003912939409314632,,,,,,,,,C
734045563,734045377,0,59189053,residential,后英房胡同,False,False,61.01846051218933,"LINESTRING (116.3631897 39.9452468, 116.3639022 39.9452992)",61.01846051218933,1.9464091506869485,0.0009784319290007998,,,,,,,,,C
734045563,530640513,0,59189029,residential,东教场胡同,False,True,122.33700380319345,"LINESTRING (116.3631897 39.9452468, 116.3630837 39.9453892, 116.3630161 39.9456275, 116.3629997 39.9457873, 116.3628355 39.946252, 116.3627853 39.9462849)",122.33700380319344,1.8438370301469065,0.0042573577679741095,,,,,,,,,C
734045563,1480544853,0,59189053,residential,后英房胡同,False,True,214.9987257579369,"LINESTRING (116.3631897 39.9452468, 116.3621561 39.9449245, 116.3620362 39.9448284, 116.3609636 39.9444602, 116.3609111 39.9444422)",214.99872575793694,1.8605226164314637,0.004533838422927972,,,,,,,,,C
734045563,9794312139,0,243055470,tertiary,,True,False,579.6586027383851,"LINESTRING (116.3631897 39.9452468, 116.3631864 39.9449656, 116.3632899 39.9444604, 116.3633048 39.9440192, 116.3633078 39.9436511, 116.3632242 39.9431929, 116.3631363 39.9428196, 116.3630094 39.942349, 116.3630031 39.9420179, 116.3630122 39.9416814, 116.3629825 39.9413127, 116.3628715 39.9408457, 116.3627472 39.9404056, 116.3625613 39.9401121)",803.8304600306433,5.206471184278181,0.007040152042860952,,,,,,,,,B
734045567,1414025828,0,33459798,tertiary,堂子胡同,False,False,139.49149405079686,"LINESTRING (116.3694195 39.909589, 116.3679723 39.9095722, 116.3679372 39.9095718, 116.3677843 39.9095683)",139.49149405079686,1.551509233864978,0.001002511115124309,,,,,,,,,B
734045567,380763069,0,33459798,tertiary,堂子胡同,False,True,68.52910702425237,"LINESTRING (116.3694195 39.909589, 116.3701068 39.9096086, 116.3702224 39.9096119)",68.52910702425237,1.6746606253089666,0.0002650143758474297,,,,,,,,,B
734045567,734045447,0,59188991,unclassified,西牛角胡同,False,True,161.4048816844278,"LINESTRING (116.3694195 39.909589, 116.369417 39.9096849, 116.3693833 39.910953, 116.369497 39.910956)",161.4048816844278,1.6743283036027343,0.00015192819816023552,,,,,,,,,unclassified
734045567,10763588888,0,1157411500,living_street,果匣胡同,False,True,134.57610239174778,"LINESTRING (116.3694195 39.909589, 116.3694199 39.9095617, 116.3694365 39.9083788)",134.57610239174778,1.5570176273656053,0.0001095029654664339,,,,,,,,,living_street
734045568,385076972,0,229703042,tertiary,南草厂街,False,False,91.38392358683224,"LINESTRING (116.3579027 39.9361306, 116.3579448 39.9369518)",91.38392358683224,1.7866460075098118,0.00982151303285949,,,,,,,,,B
734045568,385076459,0,229703042,tertiary,南草厂街,False,True,56.84319191806458,"LINESTRING (116.3579027 39.9361306, 116.3579484 39.9356206)",56.84319191806458,1.2231996725349406,0.005028393373637305,,,,,,,,,B
734045568,734045840,0,59189016,residential,,False,False,179.48414087917882,"LINESTRING (116.3579027 39.9361306, 116.3589098 39.9361158, 116.3589322 39.9357176, 116.3590612 39.9356816, 116.3590382 39.9353441)",162.36973425606172,1.223611299636343,0.0,,,,,,,,,C
734045570,734045369,0,26489009,tertiary,西铁匠胡同,False,False,73.19763454671568,"LINESTRING (116.3535798 39.9041778, 116.3527218 39.9041667)",73.19763454671568,1.720916410833541,0.0028973854017067557,,,,,,,,,B
734045570,290313208,0,26489009,tertiary,西铁匠胡同,False,True,100.3309762579643,"LINESTRING (116.3535798 39.9041778, 116.3547556 39.9042018)",100.3309762579643,1.5882874338283506,0.005565158564307194,,,,,,,,,B
734045570,734046169,0,59189080,residential,,False,False,262.286269002847,"LINESTRING (116.3535798 39.9041778, 116.3536074 39.9037338, 116.3536242 39.9032975, 116.3536334 39.9027276, 116.3545269 39.9027326, 116.3545282 39.9025102)",262.286269002847,1.4434233819356386,0.0002969766288566113,,,,,,,,,C
734045574,734045424,0,59189048,residential,,False,False,171.06168749621312,"LINESTRING (116.3595341 39.9143484, 116.3615398 39.9143544)",171.06168749621312,1.499841136170168,0.000397664892259975,,,,,,,,,C
734045574,380764275,0,1061439256,residential,二龙路,False,False,72.67716727291334,"LINESTRING (116.3595341 39.9143484, 116.359533 39.915002)",72.67716727291334,1.4624821380758322,0.0012795650840334931,,,,,,,,,C
734045574,734045790,0,1061439256,residential,二龙路,False,True,36.15377230694666,"LINESTRING (116.3595341 39.9143484, 116.3595399 39.9140578, 116.3595406 39.9140233)",36.15377230694666,1.53627055865836,0.0006080711138630181,,,,,,,,,C
734045577,734046270,0,30838879,secondary,太平桥大街,True,False,104.46831333412162,"LINESTRING (116.3584037 39.9188781, 116.3583725 39.9179389)",335.2667546810757,9.929072502346866,0.028237002255990417,,,,,,,,,B
734045577,1858911852,0,59188926,residential,,False,False,14.710667280339537,"LINESTRING (116.3584037 39.9188781, 116.3585761 39.9188737)",14.710667280339537,1.5434788894022669,0.0003359619778184831,,,,,,,,,C
734045577,734045889,0,59188926,residential,,False,True,83.25754413066558,"LINESTRING (116.3584037 39.9188781, 116.3574275 39.9188693)",83.25754413066558,1.4917778836872,0.0002676659528907923,,,,,,,,,C
734045578,9444097040,0,23351520,secondary,西直门内大街,False,False,158.4931523615912,"LINESTRING (116.3560302 39.9391217, 116.3576689 39.9391374, 116.357889 39.9391423)",158.4931523615912,1.696536591374887,0.0045013745202078835,,,,,,,,,B
734045578,244252920,0,23351520,secondary,西直门内大街,False,True,304.26718535769186,"LINESTRING (116.3560302 39.9391217, 116.3537802 39.9391521, 116.3533688 39.9391642, 116.352462 39.9391661)",304.26718535769186,1.96254112680498,0.00041558095336377635,,,,,,,,,B
734045578,734045557,0,59189030,residential,,False,False,92.38694681639657,"LINESTRING (116.3560302 39.9391217, 116.3559725 39.9398022, 116.3559266 39.9399469)",92.38694681639657,1.6526248250590065,0.003927415586686503,,,,,,,,,C
734045579,2103119672,0,1351605326,tertiary,受壁街,False,False,9.030318580240623,"LINESTRING (116.3533176 39.9269779, 116.3534233 39.9269729)",9.030318580240623,1.2692343840396756,0.0009347884041519398,,,,,,,,,B
734045579,5619220109,0,1351605326,tertiary,受壁街,False,True,273.22000769517945,"LINESTRING (116.3533176 39.9269779, 116.3528445 39.9270049, 116.3519955 39.9270289, 116.3509438 39.9270047, 116.3506315 39.9269924, 116.3501169 39.9269725)",273.22000769517945,1.5299955224778956,0.00014555008040728225,,,,,,,,,B
734045580,2264144494,0,175598144,trunk,西长安街,True,False,96.03729196800525,"LINESTRING (116.3716052 39.9058649, 116.3704793 39.9058618)",875.7853243369088,9.103349064187354,0.02002764806549539,,,,,,,,,A
734045580,734046184,0,59189062,unclassified,,False,True,246.526106965388,"LINESTRING (116.3716052 39.9058649, 116.3716045 39.9060484, 116.3716044 39.9061058, 116.3716045 39.9062612, 116.3716445 39.9080817)",246.52610696538798,1.613566727614738,0.000493623315531935,,,,,,,,,unclassified
734045582,734045477,0,59189049,residential,,False,True,96.45197209264954,"LINESTRING (116.3640216 39.9392189, 116.3640156 39.9400863)",96.45197209264954,1.285803051579468,0.0002676659528907923,,,,,,,,,C
734045582,252852844,0,229769320,secondary,西直门内大街,False,False,212.46766019680535,"LINESTRING (116.3640216 39.9392189, 116.3647108 39.9392258, 116.3665135 39.9392437)",212.46766019680535,1.7601585874155663,0.016480339631187134,,,,,,,,,B
734045582,9444042890,0,229769320,secondary,西直门内大街,False,True,135.67131656543808,"LINESTRING (116.3640216 39.9392189, 116.3626009 39.9391934, 116.3624307 39.9391903)",135.67131656543808,1.7323816330857356,0.00767975542426666,,,,,,,,,B
734045583,12206005822,0,190441555,tertiary,西兴盛胡同,False,True,5.219998571055813,"LINESTRING (116.3533946 39.9087543, 116.3534558 39.9087543)",5.219998571055813,1.6020906556106715,0.0010773285862937833,,,,,,,,,B
734045583,530640572,0,1318890407,secondary,金融大街,True,False,169.7943066542104,"LINESTRING (116.3533946 39.9087543, 116.3533969 39.9084378, 116.35337 39.9082263, 116.353337 39.9080773, 116.3533258 39.9080425, 116.3530731 39.907255)",180.56308734551035,4.45017021440444,0.0011259169440072927,,1,,,,,,,B
734045592,734046271,0,33679487,tertiary,西直门南小街,False,False,41.579940357665905,"LINESTRING (116.3528728 39.9341861, 116.3528422 39.9345593)",41.579940357665905,1.421164923210273,0.002137959403638824,,,,,,,,,B
734045592,385076214,0,33679487,tertiary,西直门南小街,False,True,64.34942885136522,"LINESTRING (116.3528728 39.9341861, 116.3528974 39.9336077)",64.34942885136522,1.51293044037004,0.0055874461443203224,,,,,,,,,B
734045592,734045517,0,59189063,residential,,False,True,112.01779443194397,"LINESTRING (116.3528728 39.9341861, 116.3515606 39.9341364)",112.01779443194397,1.3836857916022347,0.0003366069560182199,,,,,,,,,C
734045599,734046284,0,59188970,residential,,False,True,24.619078186954255,"LINESTRING (116.3542988 39.9415469, 116.3542675 39.941767)",24.619078186954255,1.2508552971682712,0.0002676659528907923,,,,,,,,,C
734045599,734045877,0,59189065,residential,前桃园胡同,False,False,115.1093848854405,"LINESTRING (116.3542988 39.9415469, 116.3556372 39.9416835)",115.1093848854405,1.496532094871149,0.0021510022961223913,,,,,,,,,C
734045599,734046245,0,59189065,residential,前桃园胡同,False,True,39.23301262220847,"LINESTRING (116.3542988 39.9415469, 116.3538425 39.9415011)",39.23301262220847,1.6328378565304633,0.0018144670043485865,,,,,,,,,C
734045608,380762703,0,"[141524749, 30834942]",primary,西单北大街,True,False,127.54779168925334,"LINESTRING (116.3676278 39.9087251, 116.3676445 39.9083922, 116.3676903 39.9077855, 116.3676909 39.9075793)",368.99153231120573,4.216533621090425,0.017112274938440416,,,,,,,,,B
734045611,90235922,0,30834642,unclassified,罗家胡同,False,True,147.0014408613644,"LINESTRING (116.3715656 39.9118552, 116.3715346 39.913177)",147.0014408613644,1.6579021493973647,0.001475208471287004,,,,,,,,,unclassified
734045611,734045553,0,59189043,unclassified,,False,False,173.55841703819107,"LINESTRING (116.3715656 39.9118552, 116.3695325 39.9117893)",173.55841703819107,1.381245691909593,0.0009873182953082853,,,,,,,,,unclassified
734045611,342823625,0,30834642,unclassified,罗家胡同,False,False,104.35400361086143,"LINESTRING (116.3715656 39.9118552, 116.3716007 39.911292, 116.3716199 39.9109847, 116.3716106 39.9109181)",104.35400361086144,1.5087763048063543,0.0025997637946504077,,,,,,,,,unclassified
734045613,734045696,0,59189071,residential,大玉胡同,False,True,107.47428302232845,"LINESTRING (116.3565892 39.9288247, 116.3553288 39.9288291)",107.47428302232845,1.5090706418722895,0.0011029127215500117,,,,,,,,,C
734045613,384225733,0,59189071,residential,大玉胡同,False,False,167.63467088826695,"LINESTRING (116.3565892 39.9288247, 116.3571097 39.9288355, 116.3585548 39.9288191)",167.63467088826695,1.7452627073598181,0.0024472622825348505,,,,,,,,,C
734045613,734045682,0,59189095,residential,,False,True,234.37997495765546,"LINESTRING (116.3565892 39.9288247, 116.3565505 39.9308249, 116.3565884 39.9309283)",234.37997495765546,1.5160089500016822,0.0005393451034688361,,,,,,,,,C
734045614,734046217,0,59189059,unclassified,力学胡同,False,False,349.80780635387976,"LINESTRING (116.3743219 39.909687, 116.3741749 39.9096868, 116.3728765 39.9096855, 116.3728632 39.9096855, 116.3724621 39.9096851, 116.3720627 39.909794, 116.3718784 39.9097891, 116.3703317 39.9097642, 116.3702456 39.9097628)",349.80780635387976,1.5134701442638439,0.001199301130288463,,,,,,,,,unclassified
734045614,90235937,0,59189059,unclassified,力学胡同,False,True,117.17450725858467,"LINESTRING (116.3743219 39.909687, 116.374551 39.9097016, 116.375691 39.909774)",117.17450725858467,1.5346706046919327,0.0020516039891185014,,,,,,,,,unclassified
734045614,734045767,0,59189109,residential,,False,False,290.50131168285634,"LINESTRING (116.3743219 39.909687, 116.3743226 39.909677, 116.3743487 39.9092975, 116.374354 39.9087785, 116.3721335 39.9088051)",290.50131168285634,1.603933205428767,0.00024824494265427165,,,,,,,,,C
734045616,385077826,0,34104276,tertiary,南草厂街,False,False,15.311218348179764,"LINESTRING (116.3579159 39.9338719, 116.3579063 39.9340094)",15.311218348179764,1.5124009572915722,0.010808329678456869,,,,,,,,,B
734045616,385076188,0,34104276,tertiary,南草厂街,False,True,41.398423697756826,"LINESTRING (116.3579159 39.9338719, 116.3579274 39.9334997)",41.398423697756826,1.5198406521810528,0.0025619967378435944,,,,,,,,,B
734045616,734046255,0,59189104,residential,,False,True,204.8319626763378,"LINESTRING (116.3579159 39.9338719, 116.3573166 39.9338715, 116.3572568 39.9352533)",203.6648152816087,1.4883744276104538,0.0,,,,,,,,,C
734045618,734046359,0,59188948,residential,,False,True,207.77163188145178,"LINESTRING (116.3550786 39.9294832, 116.3545891 39.929484, 116.3543157 39.9300897, 116.354389 39.9308232, 116.3543842 39.9309397)",207.77163188145178,1.4800588732461175,0.0001726391647962299,,,,,,,,,C
734045618,1803834829,0,59189072,residential,,False,False,75.48265792281367,"LINESTRING (116.3550786 39.9294832, 116.3552077 39.929408, 116.355212 39.9288535)",75.48265792281367,1.470274839408145,0.0017778465754524164,,,,,,,,,C
734045618,734045408,0,59189072,residential,,False,True,81.5428851035674,"LINESTRING (116.3550786 39.9294832, 116.3550944 39.9300001, 116.3553743 39.9300268)",81.5428851035674,1.2521546407354769,0.0002676659528907923,,,,,,,,,C
734045621,290313208,0,1051962156,residential,,False,True,84.66553011170436,"LINESTRING (116.3547728 39.9049631, 116.3547556 39.9042018)",84.66553011170436,1.6937282199338024,0.00015730301649137594,,,,,,,,,C
734045621,734045339,0,59188947,residential,,False,True,185.4854548714789,"LINESTRING (116.3547728 39.9049631, 116.3545366 39.9050524, 116.354187 39.9051422, 116.3537079 39.9051948, 116.3532058 39.9051552, 116.3527041 39.9049753)",185.4854548714789,1.4204297568987172,2.8665697766082175e-07,,,,,,,,,C
734045621,380764784,0,1051962156,residential,,False,False,87.75585697893642,"LINESTRING (116.3547728 39.9049631, 116.354776 39.9055817, 116.3547769 39.9057523)",87.75585697893642,1.4199705204150772,0.004741449738998822,,,,,,,,,C
734045623,385076214,0,33679487,tertiary,西直门南小街,False,False,55.81135476059039,"LINESTRING (116.35293 39.9331064, 116.3528974 39.9336077)",55.81135476059039,1.509988326759923,0.0005832036210509418,,,,,,,,,B
734045623,1415627411,0,33679487,tertiary,西直门南小街,False,True,213.0375655462063,"LINESTRING (116.35293 39.9331064, 116.3529439 39.932355, 116.3529514 39.931947, 116.352964 39.9312557, 116.3529652 39.9311907)",213.0375655462063,1.774028716796326,0.004224822201009606,,,,,,,,,B
734045623,734046265,0,136876548,residential,,False,True,120.64294315786435,"LINESTRING (116.35293 39.9331064, 116.3517699 39.9331027, 116.3517113 39.9331277, 116.3516555 39.9331731, 116.3516327 39.9332528)",120.64294315786435,1.4778762145542184,0.00018389045116941715,,,,,,,,,C
734045626,266112589,0,59189097,residential,,False,False,189.00764422868914,"LINESTRING (116.3763437 39.9306542, 116.3764188 39.9294315, 116.3759146 39.9294459, 116.3757989 39.9294417)",189.00764422868912,1.2429764903572869,0.0002676659528907923,,,,,,,,,C
734045627,380764276,0,33459869,residential,什邡小街,False,False,107.03542021882228,"LINESTRING (116.361506 39.9150307, 116.3627594 39.9150795)",107.03542021882228,1.532526780604975,0.00016640437553210703,,,,,,,,,C
734045627,734045709,0,33459869,residential,什邡小街,False,True,76.11829616578115,"LINESTRING (116.361506 39.9150307, 116.3606135 39.9150326)",76.11829616578115,1.4931713425007165,0.0015465860587245486,,,,,,,,,C
734045627,734045424,0,59189112,residential,,False,False,75.25646595743157,"LINESTRING (116.361506 39.9150307, 116.3615398 39.9143544)",75.25646595743157,1.461936634741197,0.0012106240809060655,,,,,,,,,C
734045628,5077445945,0,34104282,secondary,西黄城根南街,False,False,125.7256815699046,"LINESTRING (116.3712905 39.9163889, 116.3712477 39.9175191)",125.7256815699046,1.4159546476789882,0.004224607208276361,,,,,,,,,B
734045628,734046230,0,59189081,residential,,False,True,88.61848330682159,"LINESTRING (116.3712905 39.9163889, 116.3702523 39.9163559)",88.61848330682159,1.4092938091460674,0.001092593070354222,,,,,,,,,C
734045628,9494078321,0,34104282,secondary,西黄城根南街,False,True,142.7446927773393,"LINESTRING (116.3712905 39.9163889, 116.3713261 39.9159452, 116.3713637 39.9155276, 116.3714033 39.9151081)",142.7446927773393,1.5486863317426711,0.008913240399141176,,,,,,,,,B
734045644,734046179,0,59188955,residential,,False,True,224.32981944473156,"LINESTRING (116.3570713 39.9006188, 116.3569023 39.900617, 116.3552713 39.9005829, 116.3544422 39.9005767)",224.32981944473156,1.398380195534561,0.00014770000773973841,,,,,,,,,C
734045644,734046274,0,"[161807036, 150926381]",secondary,闹市口大街,True,False,127.44658401271059,"LINESTRING (116.3570713 39.9006188, 116.3570741 39.900495, 116.3570809 39.9000425, 116.357078 39.8994727)",555.4977943169614,4.223528915206511,0.026196792881733932,,,,,,,,,B
734045648,734045332,0,59189085,unclassified,学院北巷,False,False,96.75772315486351,"LINESTRING (116.3525026 39.9115029, 116.3536369 39.9115169)",96.75772315486351,1.5407409127682812,6.19179071747375e-05,,,,,,,,,unclassified
734045648,734046291,0,59189085,unclassified,学院北巷,False,True,97.49577901365029,"LINESTRING (116.3525026 39.9115029, 116.3513596 39.9114913)",97.49577901365029,1.531513058617691,0.00015565473886982621,,,,,,,,,unclassified
734045648,734045328,0,146739622,unclassified,学院北小街,False,False,79.40503638477338,"LINESTRING (116.3525026 39.9115029, 116.3524989 39.9107888)",79.40503638477338,1.5372548072328636,0.0003069379588303249,,,,,,,,,unclassified
734045648,734045811,0,146739622,unclassified,学院北小街,False,True,116.67660319651199,"LINESTRING (116.3525026 39.9115029, 116.3525402 39.9125518)",116.67660319651199,1.5276202749385297,0.0004259006045595659,,,,,,,,,unclassified
734045651,385076330,0,33679519,tertiary,中大安胡同,False,True,149.6838996744816,"LINESTRING (116.3509045 39.9365281, 116.3526548 39.9366329)",149.6838996744816,1.6138540959501584,0.0016840380795129126,,,,,,,,,B
734045651,656046341,0,33679519,tertiary,中大安胡同,False,False,101.4612863993645,"LINESTRING (116.3509045 39.9365281, 116.3497725 39.9364654, 116.3497176 39.936462)",101.4612863993645,1.698605733557037,0.0008449214416552721,,,,,,,,,B
734045651,734045428,0,59189046,residential,,False,False,186.9137935309643,"LINESTRING (116.3509045 39.9365281, 116.3509631 39.9356615, 116.3520215 39.9357132)",186.9137935309643,1.441467051978063,3.798204954005888e-06,,,,,,,,,C
734045653,734046235,0,59188986,residential,,False,True,126.26893569213424,"LINESTRING (116.3510615 39.9011915, 116.3525398 39.9012495)",126.26893569213424,1.2502317808015273,0.0002676659528907923,,,,,,,,,C
734045653,734046347,0,150926374,tertiary,复兴门南大街,True,False,93.29541872443568,"LINESTRING (116.3510615 39.9011915, 116.3508354 39.9020124)",1445.0037247268529,17.97596935430879,0.00949508239954823,,,,,,,,,B
734045682,10679301327,0,33610069,primary,平安里西大街,True,False,168.80590012454718,"LINESTRING (116.3565884 39.9309283, 116.3584444 39.9309456, 116.358568 39.9309467)",639.002848331202,6.657842699586879,0.010837425361689442,,,,,,,,,B
734045682,734045613,0,59189095,residential,,False,False,234.37997495765546,"LINESTRING (116.3565884 39.9309283, 116.3565505 39.9308249, 116.3565892 39.9288247)",234.37997495765546,1.5160089500016822,4.163692600523436e-05,,,,,,,,,C
734045684,6445856556,0,42675466,unclassified,太仆寺街,False,False,76.0707062438814,"LINESTRING (116.3747006 39.910886, 116.3755924 39.9108958)",76.0707062438814,1.4108664446921624,0.0018814730728768036,,,,,,,,,unclassified
734045684,342823625,0,42675466,unclassified,太仆寺街,False,True,263.57668264208854,"LINESTRING (116.3747006 39.910886, 116.3746591 39.9108868, 116.3744823 39.9108903, 116.3740407 39.9108956, 116.3735178 39.9109018, 116.3734642 39.9109024, 116.3716106 39.9109181)",263.5766826420885,1.5375124482374176,0.001518422010669373,,,,,,,,,unclassified
734045684,734046294,0,59188950,residential,,False,True,89.19694727270344,"LINESTRING (116.3747006 39.910886, 116.3746987 39.9109335, 116.374669 39.9116878)",89.19694727270344,1.3845078862977256,9.674672996052734e-05,,,,,,,,,C
734045686,385076962,0,33679619,residential,柳巷,False,True,66.45176499524283,"LINESTRING (116.3614227 39.9369318, 116.3622001 39.9369747)",66.45176499524283,1.542402124353042,0.0014663221049795185,,,,,,,,,C
734045686,734046226,0,33679619,residential,柳巷,False,False,222.5919636564425,"LINESTRING (116.3614227 39.9369318, 116.3601282 39.9369035, 116.3588129 39.9369298)",222.5919636564425,1.4379119027476508,5.92663301313749e-05,,,,,,,,,C
734045686,385076890,0,59189117,residential,,False,True,125.8362240352733,"LINESTRING (116.3614227 39.9369318, 116.3613815 39.9377008, 116.3612779 39.938054)",125.8362240352733,1.384640778634505,6.621776183964983e-05,,,,,,,,,C
734045696,734045613,0,59189071,residential,大玉胡同,False,False,107.47428302232845,"LINESTRING (116.3553288 39.9288291, 116.3565892 39.9288247)",107.47428302232845,1.50907064187229,0.0025438656840065473,,,,,,,,,C
734045696,1803834829,0,59189071,residential,大玉胡同,False,True,10.3223762429877,"LINESTRING (116.3553288 39.9288291, 116.355212 39.9288535)",10.3223762429877,1.5044241681248303,0.0007584943628905343,,,,,,,,,C
734045696,342966364,0,169221934,residential,西廊下胡同,False,False,200.9689296351807,"LINESTRING (116.3553288 39.9288291, 116.3553196 39.92752, 116.3552331 39.9270262)",200.9689296351807,1.2455578458107506,0.0002676659528907923,,,,,,,,,C
734045709,734045627,0,33459869,residential,什邡小街,False,False,76.11829616578115,"LINESTRING (116.3606135 39.9150326, 116.361506 39.9150307)",76.11829616578115,1.4931713425007167,0.0011185355268325265,,,,,,,,,C
734045709,380764275,0,33459869,residential,什邡小街,False,True,92.21463852101137,"LINESTRING (116.3606135 39.9150326, 116.359533 39.915002)",92.21463852101137,1.4917327151935755,0.0010704488188299237,,,,,,,,,C
