u,v,key,osmid,bridge,oneway,lanes,highway,reversed,length,maxspeed,geometry,Cost of returning,Edge Betweenness,ref,name,tunnel,access,width,junction
653744,348127029,0,"[635808561, 31290321, 148385717, 399296313]",yes,True,"['1', '2']",motorway_link,False,448.94500000000005,40 mph,"LINESTRING (-118.2572282 34.030077, -118.2564312 34.0295714, -118.2561328 34.0293856, -118.2560163 34.0293055, -118.2558985 34.0292237, -118.2554559 34.0288541, -118.2551747 34.0286757, -118.2546884 34.0284362, -118.2541146 34.0281537, -118.2538059 34.0280018, -118.2533157 34.0276938)",19.532920472789744,0.0009140016274533836,,,,,,
653744,1614922693,0,"[124165056, 867327565]",yes,True,"['5', '4']",motorway,False,626.662,55 mph,"LINESTRING (-118.2572282 34.030077, -118.2568688 34.029913, -118.2565228 34.0297434, -118.2558444 34.0293848, -118.2515045 34.0270361)",23.711965777224737,0.002597444300654957,I 10,Santa Monica Freeway,,,,
653766,317645238,0,"[148397201, 148252613, 148252606]",yes,True,5,motorway,False,325.973,55 mph,"LINESTRING (-118.2189695 34.0405274, -118.2193338 34.0399103, -118.2195242 34.0395003, -118.2196476 34.0391735, -118.2197455 34.0388312, -118.2198555 34.0384967, -118.2201009 34.0377599)",26.566516268917017,0.01618413936345824,I 5;I 10,Golden State Freeway,,,,
653772,269459515,0,35737766,,True,2,motorway_link,False,690.682,,"LINESTRING (-118.2139046 34.0511029, -118.2138454 34.0518395, -118.2138085 34.0528499, -118.2137873 34.0530057, -118.2137475 34.0531662, -118.2136658 34.0533698, -118.2135309 34.0535954, -118.2134002 34.0537569, -118.213229 34.0539243, -118.2131159 34.05401, -118.212973 34.054102, -118.212846 34.0541725, -118.212696 34.054241, -118.2124626 34.0543238, -118.2121647 34.0543945, -118.2119119 34.0544162, -118.2117423 34.0544189, -118.211546 34.0544083, -118.2113784 34.0543829, -118.2112221 34.0543518, -118.2107563 34.0542518, -118.2095284 34.0539475)",31.115895394778267,0.000240306971866323,I 10,,,,,
653772,269459296,0,"[148252594, 148252604, 29687814, 29687815]",yes,True,4,motorway,False,504.853,"['65 mph', '55 mph']","LINESTRING (-118.2139046 34.0511029, -118.2140328 34.0540751, -118.2140458 34.0544011, -118.2140595 34.0548415, -118.2140908 34.0556405)",32.23999203591166,0.00411874152073968,I 5,Golden State Freeway,,,,
14798411,17737739,0,4386491,,False,,tertiary,False,116.124,,"LINESTRING (-118.2156947 34.0765136, -118.2155812 34.0764963, -118.2148336 34.0765086, -118.214436 34.0765146)",1.8544562015140058,0.000588063977408557,,Avenue 26,,,,
14798411,279072762,0,"[185887376, 185887377, 686423544, 398404544]",,False,"['2', '3']",secondary,False,318.688,35 mph,"LINESTRING (-118.2156947 34.0765136, -118.2155988 34.0767991, -118.2155631 34.0769002, -118.215378 34.0774568, -118.2153599 34.0775106, -118.2152787 34.0777523, -118.2151892 34.078019, -118.2151354 34.0781995, -118.2149565 34.078799, -118.2149098 34.0790219, -118.2149008 34.0790526, -118.2148254 34.0792866)",1.8039697286117626,0.002207989389323878,,Pasadena Avenue,,,,
14798411,27062259,0,390797519,,False,5,secondary,True,74.99,35 mph,"LINESTRING (-118.2156947 34.0765136, -118.2159366 34.0764704, -118.2160847 34.0764177, -118.2163034 34.0763222, -118.2164435 34.0762611)",1.8422945168033535,0.002627203313813146,,Pasadena Avenue,,,,
14798411,16588311,0,"[398404000, 398404001, 398403999]",,False,"['5', '4']",primary,False,319.701,30 mph,"LINESTRING (-118.2156947 34.0765136, -118.2157067 34.0764091, -118.215699 34.0760771, -118.2156975 34.076012, -118.2156947 34.0758938, -118.215693 34.0758188, -118.2156857 34.0752229, -118.2156785 34.0750465, -118.2156628 34.0746275, -118.2156579 34.074531, -118.2156528 34.0742862, -118.2156495 34.0741739, -118.2156479 34.0741205, -118.2156338 34.0736397)",1.9786771905756608,0.0008334876175451614,,Daly Street,,,,
14798411,123473364,0,1071935215,,False,4,primary,True,255.333,,"LINESTRING (-118.2156947 34.0765136, -118.2157619 34.0767909, -118.2165858 34.0777163, -118.2172046 34.0784114)",1.83770213114809,0.00041991967183689334,,Avenue 26,,,,
14798419,18453032,0,4386491,,False,,tertiary,True,119.014,,"LINESTRING (-118.2118339 34.0765422, -118.213126 34.076529)",1.5247788975515164,0.0002723008516253244,,Avenue 26,,,,
14798419,35833869,0,263451060,,False,,tertiary,False,118.358,30 mph,"LINESTRING (-118.2118339 34.0765422, -118.2118252 34.0760183, -118.2118113 34.0755547, -118.211809 34.075478)",1.6870713297320823,0.0002710657937669806,,Griffin Avenue,,,,
14798419,21650972,0,607540376,,False,,tertiary,True,302.324,30 mph,"LINESTRING (-118.2118339 34.0765422, -118.2118346 34.0768992, -118.2118451 34.0775528, -118.2118478 34.0777146, -118.2118508 34.0779936, -118.2118531 34.0781569, -118.2118917 34.0792605)",1.4717900570870142,3.481686914950152e-05,,Griffin Avenue,,,,
14798642,72448807,0,256114877,,False,4,secondary,False,123.067,,"LINESTRING (-118.2115616 34.0660207, -118.2114335 34.0660219, -118.211166 34.0660245, -118.2109956 34.0660261, -118.2106891 34.066029, -118.2102257 34.0660362)",1.9059863574403428,0.004418037208411662,,North Main Street,,,,
14798642,72448746,0,256114877,,False,4,secondary,True,123.57000000000001,,"LINESTRING (-118.2115616 34.0660207, -118.2117265 34.0660189, -118.2121698 34.0660142, -118.2123935 34.0660118, -118.2125868 34.0660097, -118.212797 34.0660075, -118.212903 34.0660072)",1.812728510967803,0.004070927137938084,,North Main Street,,,,
14798642,14941347,0,"[172997648, 172997650, 398608523, 398608527]",yes,False,4,secondary,False,364.421,,"LINESTRING (-118.2115616 34.0660207, -118.2115584 34.0659054, -118.2115538 34.0656615, -118.2115526 34.0656033, -118.2115494 34.0654423, -118.2115459 34.0652695, -118.2115264 34.0642816, -118.2115227 34.0638989, -118.2115013 34.0636723, -118.2114705 34.0634958, -118.211421 34.0633197, -118.2113568 34.0631329, -118.2112913 34.0629738, -118.2112008 34.0627814)",1.9387022604752275,0.003499036537245934,,Griffin Avenue,,,,
14798642,76369416,0,"[398608953, 398608524, 398608526]",,False,4,secondary,True,173.632,,"LINESTRING (-118.2115616 34.0660207, -118.2115639 34.0661159, -118.2115774 34.0665421, -118.2115833 34.0667315, -118.2115886 34.0669015, -118.2115969 34.0671645, -118.21161 34.0675817)",1.697666876984146,0.001622277903074071,,Griffin Avenue,,,,
14854413,123756253,0,55479169,,False,,secondary,True,198.577,,"LINESTRING (-118.2117169 34.0736942, -118.2117079 34.0732921, -118.2117044 34.073143, -118.2116995 34.072876, -118.211695 34.0726297, -118.2116904 34.072382, -118.2116808 34.0719086)",1.7641399339153039,0.0003586372771514532,,Griffin Avenue,,,,
14854413,35833869,0,263451060,,False,,tertiary,True,198.551,30 mph,"LINESTRING (-118.2117169 34.0736942, -118.211733 34.0740359, -118.2117374 34.0741408, -118.2117425 34.0742702, -118.2117665 34.0748394, -118.211778 34.0751168, -118.21179 34.0752547, -118.211809 34.075478)",1.7257256313052156,0.00020090274495725879,,Griffin Avenue,,,,
14854413,18453031,0,"[398421432, 398421026, 398421021]",,False,"['6', '7']",primary,False,124.268,30 mph,"LINESTRING (-118.2117169 34.0736942, -118.2120019 34.0736902, -118.2122101 34.0736873, -118.2123771 34.073685, -118.2123988 34.0736847, -118.2125651 34.0736824, -118.2130659 34.0736754)",1.7419396878878517,0.003879375545336857,,North Broadway,,,,
14854413,18882269,0,"[48336961, 398422706, 398421029]",,False,"['6', '7']",primary,True,124.564,30 mph,"LINESTRING (-118.2117169 34.0736942, -118.2111199 34.0737031, -118.210928 34.073706, -118.2103647 34.0737145)",1.7710629996447704,0.0038258563714752922,,North Broadway,,,,
14940283,122681247,0,161706531,,False,6,primary,False,111.92399999999999,35 mph,"LINESTRING (-118.2631482 34.0781305, -118.2628966 34.0785419, -118.2627321 34.0788104, -118.262599 34.0790284)",1.6857162030461545,0.0004804963191747085,CA 2,North Alvarado Street,,,,
14940283,20400296,0,161706531,,False,6,primary,True,64.303,35 mph,"LINESTRING (-118.2631482 34.0781305, -118.2631663 34.0781027, -118.2632589 34.0779619, -118.2634827 34.0776229)",1.6776293562186053,0.0011403700892041123,CA 2,North Alvarado Street,,,,
14940283,122967892,0,161706534,,False,2,residential,False,193.728,,"LINESTRING (-118.2631482 34.0781305, -118.2640972 34.0785386, -118.2641383 34.0785563, -118.2650171 34.07893)",1.6255326355917872,0.0004413273413815193,,Elsinore Street,,,,
14940287,122656766,0,398757820,,False,5,primary,False,37.573,,"LINESTRING (-118.2842107 34.0453296, -118.2841884 34.0449922)",1.4260611693536973,0.02089065080021163,,South Hoover Street,,,,
14940287,21748274,0,"[47899508, 398757823]",,False,"['5', '4']",secondary,True,216.88500000000002,,"LINESTRING (-118.2842107 34.0453296, -118.284217 34.0454273, -118.2842188 34.045447, -118.2842302 34.0458127, -118.2842365 34.0460096, -118.2842447 34.0463343, -118.2842455 34.0463847, -118.2842454 34.0465394, -118.2842489 34.0468631, -118.2842494 34.0468814, -118.2842501 34.0469424, -118.2842506 34.0470998, -118.284242 34.0471917, -118.2842266 34.0472784)",1.7726879708064411,0.01654042414945094,,South Hoover Street,,,,
14940433,122918140,0,159682129,,False,,residential,True,30.648,,"LINESTRING (-118.2840207 34.0381152, -118.2837255 34.0379882)",1.3484092454932326,0.0003978062549446424,,West 20th Street,,,,
14940433,122770966,0,181418931,,False,3,secondary,False,71.609,,"LINESTRING (-118.2840207 34.0381152, -118.2841596 34.0381759, -118.2843113 34.038175, -118.2845758 34.0381734, -118.2846765 34.0381732, -118.2847797 34.0381729)",1.76011669398878,0.0005681266148381498,,West 20th Street,,,,
14940433,3584520465,0,"[398771251, 398771261, 398771260, 398771269]",,False,"['5', '6', '7']",primary,True,153.58999999999997,,"LINESTRING (-118.2840207 34.0381152, -118.2840239 34.0382974, -118.2840377 34.0385111, -118.2840584 34.0388064, -118.2840674 34.0389651, -118.2840706 34.039111, -118.2840762 34.0393259, -118.2840782 34.0394954)",1.7819547011568513,0.01985249645185521,,South Hoover Street,,,,
14940433,122918143,0,1110291315,,False,6,primary,False,67.351,,"LINESTRING (-118.2840207 34.0381152, -118.2840196 34.0379943, -118.2840185 34.0375095)",1.3735044870216158,0.017914514235276877,,South Hoover Street,,,,
14940434,1840669350,0,"[398753140, 398753133, 398753126]",,False,"['2', '3']",secondary,True,88.064,,"LINESTRING (-118.2858251 34.0381727, -118.2857809 34.0381726, -118.2856965 34.0381724, -118.2855829 34.0381722, -118.2853507 34.0381718, -118.2852928 34.0381728, -118.2851062 34.0381729, -118.2848694 34.0381729)",1.4764679428102736,0.0024501783541172007,,West 20th Street,,,,
14940434,123454932,0,1251523557,,False,2,tertiary,False,57.048,,"LINESTRING (-118.2858251 34.0381727, -118.2859848 34.0381718, -118.2860343 34.0381715, -118.2863115 34.0381699, -118.2864442 34.0381691)",1.5032933775641861,0.0009695792310788549,,West 20th Street,,,,
14941347,14798642,0,"[172997648, 172997650, 398608523, 398608527]",yes,False,4,secondary,True,364.421,,"LINESTRING (-118.2112008 34.0627814, -118.2112913 34.0629738, -118.2113568 34.0631329, -118.211421 34.0633197, -118.2114705 34.0634958, -118.2115013 34.0636723, -118.2115227 34.0638989, -118.2115264 34.0642816, -118.2115459 34.0652695, -118.2115494 34.0654423, -118.2115526 34.0656033, -118.2115538 34.0656615, -118.2115584 34.0659054, -118.2115616 34.0660207)",1.9387022604752275,0.0028491608546412184,,Griffin Avenue,,,,
14941347,1838301287,0,"[9467485, 398606758]",,False,"['5', '4']",primary,True,176.849,45 mph,"LINESTRING (-118.2112008 34.0627814, -118.2116153 34.0624903, -118.2124353 34.0619571, -118.2126944 34.0617825)",1.9314807279383268,0.014204165179696214,,Mission Road,,,,
14941347,1838295028,0,398606760,,False,7,primary,True,58.611000000000004,45 mph,"LINESTRING (-118.2112008 34.0627814, -118.2107967 34.0630766, -118.2107242 34.0631306)",1.7949294179174067,0.006929792018609146,,Mission Road,,,,
14941347,3642750895,0,"[161709224, 1279557578, 604159989]",,False,2,residential,False,324.839,,"LINESTRING (-118.2112008 34.0627814, -118.2109742 34.0624549, -118.2108844 34.0623346, -118.2108553 34.0623057, -118.2104939 34.0619688, -118.2101437 34.0617376, -118.2097863 34.0615735, -118.209527 34.0614691, -118.2093456 34.0613971, -118.2092857 34.0613725, -118.2086753 34.0611196, -118.208482 34.0610392)",1.694606057836939,0.0018374132195417678,,Zonal Avenue,,,,
14941348,807592268,0,405199837,,True,2,motorway_link,False,51.722,,"LINESTRING (-118.2153459 34.0598451, -118.2152221 34.0593914)",25.271418019186157,0.01491438226052287,,,,,,
14941348,122717927,0,"[440228588, 399262541]",,False,4,primary,True,138.599,45 mph,"LINESTRING (-118.2153459 34.0598451, -118.2154218 34.0597859, -118.2157182 34.0595545, -118.2158892 34.0594165, -118.2160807 34.0592621, -118.2164297 34.0589806)",1.6770216740010384,0.011107110569201703,,Mission Road,,,,
14941348,1838297478,0,"[399262536, 783010222, 440228591]",,False,"['6', '4']",primary,True,122.023,45 mph,"LINESTRING (-118.2153459 34.0598451, -118.215196 34.0599713, -118.2147289 34.0603698, -118.2145352 34.0605372, -118.2144248 34.0606337)",1.8452193480197632,0.012985398322626754,,Mission Road,,,,
14941481,1984998046,0,161709222,,False,,residential,False,234.38599999999997,,"LINESTRING (-118.2046525 34.0594203, -118.2046048 34.0594946, -118.2043105 34.0599492, -118.2042084 34.060105, -118.2038393 34.0606686, -118.2036261 34.0610636, -118.2035741 34.0611776, -118.2035616 34.0612136, -118.2035272 34.0613067)",1.7126209378546384,0.0029869580242650054,,San Pablo Street,,,,
14941481,3010199925,0,"[161709223, 1085343082, 509092562, 1073012466, 509092564, 1201673695]",,False,,residential,False,287.533,,"LINESTRING (-118.2046525 34.0594203, -118.2045648 34.0593862, -118.2041893 34.0592093, -118.2040766 34.059148, -118.2039593 34.0590707, -118.2038649 34.0589839, -118.2038313 34.0589459, -118.2038103 34.0589135, -118.2037325 34.0588078, -118.203642 34.0586633, -118.203579 34.0585071, -118.2035298 34.0583264, -118.2035172 34.0582347, -118.2035189 34.0581301, -118.2035252 34.0580572, -118.2035528 34.0579677, -118.2035944 34.0578769, -118.2039446 34.0573345)",1.633918537169729,0.0014209046598850621,,"['Cornwell Street', 'Zonal Avenue']",,,,
14941481,15373745,0,161709223,,False,,residential,True,50.412000000000006,,"LINESTRING (-118.2046525 34.0594203, -118.2047358 34.0594595, -118.2051361 34.0596324)",1.405274035837076,0.0012048283469538652,,Zonal Avenue,,,,
14941501,122817969,0,161709222,,False,,residential,False,132.46699999999998,,"LINESTRING (-118.2028134 34.0634889, -118.2026553 34.0639334, -118.2024692 34.0645621, -118.2024516 34.0646248, -118.2024472 34.0646406)",1.6941253168465387,0.0025628626806213305,,San Pablo Street,,,,
14941501,1984998046,0,161709222,,False,,residential,True,251.43499999999995,,"LINESTRING (-118.2028134 34.0634889, -118.202845 34.063388, -118.2031834 34.0623068, -118.2031988 34.0622576, -118.2032497 34.0621023, -118.2033288 34.061861, -118.2034838 34.0614392, -118.2034979 34.0614002, -118.2035272 34.0613067)",1.6799766489287176,0.0006423477108967156,,San Pablo Street,,,,
14941501,269461642,0,"[398610889, 398610891]",,False,,tertiary,False,223.47400000000002,,"LINESTRING (-118.2028134 34.0634889, -118.2029145 34.0634938, -118.203342 34.0635144, -118.2034555 34.0635198, -118.2044564 34.0635732, -118.204728 34.0635997, -118.2052325 34.0636357)",1.7488407523282261,0.0004739093439302082,,Alcazar Street,,,,
14941501,1832202871,0,"[398610890, 172302934]",,False,"['2', '3']",tertiary,True,354.6219999999999,,"LINESTRING (-118.2028134 34.0634889, -118.2021383 34.063459, -118.2018926 34.0634566, -118.2008836 34.0634229, -118.2007635 34.0634182, -118.2006349 34.0634053, -118.2004956 34.0633859, -118.2003127 34.0633555, -118.2001191 34.06331, -118.1999245 34.0632583, -118.1997392 34.0631931, -118.1995965 34.0631325, -118.1994218 34.0630512, -118.1992423 34.0629583, -118.1991064 34.0628864)",1.460853597678982,0.00017061442128835119,,Alcazar Street,,,,
14941504,1985260166,0,"[398576539, 398606119]",,False,"['5', '4']",primary,True,518.048,,"LINESTRING (-118.1967293 34.0644954, -118.1976588 34.0646877, -118.1987386 34.064893, -118.2001153 34.0651411, -118.2011367 34.0653376, -118.2015626 34.0654195, -118.2016796 34.065442, -118.2019179 34.065481, -118.2022131 34.0655268)",1.4624051038506942,0.00024248302618816683,,Valley Boulevard,,,,
14941693,17737741,0,256114877,,False,4,secondary,False,117.58200000000001,,"LINESTRING (-118.2154498 34.0659816, -118.2153251 34.0659831, -118.2149933 34.065987, -118.2143049 34.0659932, -118.2141734 34.0659944)",1.795798236340271,0.005072911934728722,,North Main Street,,,,
14941693,911278865,0,"[399262513, 399262517]",,False,"['5', '4']",primary,False,162.95499999999998,,"LINESTRING (-118.2154498 34.0659816, -118.2154401 34.0658862, -118.2154292 34.0657676, -118.2154045 34.0655979, -118.2153949 34.0655303, -118.2153815 34.0654273, -118.215363 34.0653112, -118.2153338 34.0650911, -118.2152966 34.0648447, -118.215289 34.0645234)",2.0530765084901392,0.007200799000097158,,Daly Street,,,,
14941693,76413061,0,"[399262516, 3126775]",,False,"['5', '4']",primary,True,172.332,,"LINESTRING (-118.2154498 34.0659816, -118.2154635 34.0660924, -118.2154769 34.0661885, -118.2154804 34.0663271, -118.2154822 34.0663955, -118.2154842 34.0664723, -118.2154973 34.066984, -118.2154994 34.0670677, -118.215511 34.0675299)",1.7510696606200242,0.0032497900989763608,,Daly Street,,,,
14941693,21150896,0,607540370,,False,4,secondary,True,126.59,,"LINESTRING (-118.2154498 34.0659816, -118.2156009 34.0659802, -118.215693 34.0659793, -118.216824 34.0659687)",1.859547578292081,0.009821650587781679,,North Main Street,,,,
14943097,269461651,0,24802053,,False,,tertiary,False,200.928,,"LINESTRING (-118.2077926 34.0647152, -118.2076394 34.0646777, -118.2068848 34.0644101, -118.2064296 34.0642381, -118.2063642 34.0641959, -118.2061141 34.0638721, -118.2060252 34.0637685)",1.7028169311378625,0.0008428975821801618,,Eastlake Avenue,,,,
14943097,72448938,0,"[844188015, 172997647]",,True,,primary_link,False,324.97800000000007,,"LINESTRING (-118.2077926 34.0647152, -118.2079094 34.0647259, -118.208308 34.0646575, -118.2091852 34.0644964, -118.2093273 34.0644641, -118.209435 34.0644294, -118.2095554 34.0643722, -118.209668 34.0642919, -118.2101983 34.0638267, -118.2104853 34.0635786, -118.2105267 34.0635128, -118.2105476 34.0634544, -118.2105474 34.0633908, -118.2105128 34.0632891)",2.459953584557342,0.0012797551903600559,,,,,,
14966389,21650974,0,173389839,,False,,residential,False,47.713,,"LINESTRING (-118.2173673 34.078606, -118.2172259 34.0790188)",1.4650912208453408,0.0007399172817058761,,Barranca Street,,,,
14966389,123473364,0,1071935215,,False,4,primary,False,26.32,,"LINESTRING (-118.2173673 34.078606, -118.2172046 34.0784114)",1.5416277460123062,0.0010323907450174826,,Avenue 26,,,,
14966389,29312333,0,1071935215,,False,4,primary,True,149.777,,"LINESTRING (-118.2173673 34.078606, -118.2175751 34.0788344, -118.2177601 34.0790322, -118.218354 34.0796767)",1.3442487103684717,8.892416580075388e-05,,Avenue 26,,,,
14966391,21650974,0,173389839,,False,,residential,True,84.483,,"LINESTRING (-118.2169931 34.0797537, -118.2172259 34.0790188)",1.3389144390204342,0.0002647140676383553,,Barranca Street,,,,
14966391,279072762,0,25603231,,False,,residential,False,206.28900000000002,,"LINESTRING (-118.2169931 34.0797537, -118.2159646 34.0795324, -118.2153892 34.0794094, -118.2151667 34.0793592, -118.2148254 34.0792866)",1.4335286560217644,2.2289853729157223e-05,,Avenue 28,,,,
15027548,67619407,0,9126419,,False,,tertiary,False,121.985,,"LINESTRING (-118.2237941 34.0761201, -118.223264 34.0764643, -118.2227575 34.0768029)",1.6573830816208246,0.0012040637873272713,,Humboldt Street,,,,
15027548,123283621,0,358037415,,False,2,tertiary,False,111.506,,"LINESTRING (-118.2237941 34.0761201, -118.2237669 34.0760766, -118.2236562 34.075895, -118.2233858 34.0754575, -118.2232452 34.0752263)",1.543355572815547,0.0013782657576327164,,Avenue 19,,,,
15027548,479651008,0,"[358037415, 39942891, 39942892, 39942893, 635891063]",yes,False,2,tertiary,True,440.26700000000005,,"LINESTRING (-118.2237941 34.0761201, -118.2245688 34.0773656, -118.2246039 34.0774202, -118.2248028 34.0777351, -118.2252747 34.078479, -118.2253752 34.078637, -118.2254993 34.0788742, -118.2256513 34.0792102, -118.2257254 34.0793708, -118.225871 34.0796811)",1.2631305940482984,0.00024248302618816683,,Avenue 19,,,,
15027549,15027552,0,"[253387008, 398396274, 398396709]",,False,"['5', '4']",secondary,True,120.10499999999999,35 mph,"LINESTRING (-118.2222993 34.0737247, -118.2218155 34.0739329, -118.2216472 34.0740113, -118.2211428 34.0742235)",1.828818382582739,0.0037706316415236332,,Pasadena Avenue,,,,
15027549,15713362,0,253388033,,False,2,tertiary,False,198.808,,"LINESTRING (-118.2222993 34.0737247, -118.2218658 34.0730495, -118.2218064 34.0729576, -118.2217306 34.0728379, -118.2216529 34.0727185, -118.221545 34.0725513, -118.2214813 34.072449, -118.2212974 34.0721412)",1.7184602014682588,0.00035840202803557816,,Avenue 19,,,,
15027549,26208937,0,"[398395793, 398395794, 161708049]",,False,"['5', '4']",secondary,False,119.482,35 mph,"LINESTRING (-118.2222993 34.0737247, -118.2228765 34.0734758, -118.223045 34.0733964, -118.2232571 34.0732691, -118.22333 34.073216, -118.2233905 34.0731568)",1.7569479671030497,0.005091908300835629,,Pasadena Avenue,,,,
15027549,123283621,0,"[398397802, 358037414]",,False,"['2', '3']",tertiary,True,188.33700000000002,,"LINESTRING (-118.2222993 34.0737247, -118.2223536 34.0738099, -118.2225027 34.0740536, -118.2225756 34.0741671, -118.22261 34.0742231, -118.2229776 34.074806, -118.2230119 34.0748599, -118.2230428 34.0749084, -118.2232452 34.0752263)",1.674219359769538,0.002013026684542463,,Avenue 19,,,,
15027552,16941226,0,3425785,,False,,residential,False,198.572,,"LINESTRING (-118.2211428 34.0742235, -118.2201512 34.0726378)",1.672013962457291,0.0002720656025094494,,Avenue 20,,,,
15027552,15027549,0,"[253387008, 398396274, 398396709]",,False,"['5', '4']",secondary,False,120.105,35 mph,"LINESTRING (-118.2211428 34.0742235, -118.2216472 34.0740113, -118.2218155 34.0739329, -118.2222993 34.0737247)",1.8288183825827395,0.003512504549129778,,Pasadena Avenue,,,,
15027552,29312325,0,"[398397937, 32504723]",,False,4,secondary,False,250.656,,"LINESTRING (-118.2211428 34.0742235, -118.2212054 34.0743139, -118.2213492 34.0745414, -118.2214211 34.0746549, -118.2215005 34.0747832, -118.2219787 34.075556, -118.2224001 34.0762226)",1.7957546056191405,0.001224118774455616,,North San Fernando Road,,,,
15027552,15713361,0,"[398399402, 161708035]",,False,"['5', '4']",secondary,True,119.17800000000001,35 mph,"LINESTRING (-118.2211428 34.0742235, -118.2206695 34.0744283, -118.2200939 34.0746867, -118.2200014 34.0747283)",1.775236395195875,0.0029263813769271904,,Pasadena Avenue,,,,
15068250,3010199925,0,"[1201673696, 188820201, 58821957, 1201673694]",yes,False,"['2', '3']",residential,True,228.629,,"LINESTRING (-118.2017439 34.0563844, -118.2019024 34.0564487, -118.2019646 34.0564761, -118.2019744 34.0564804, -118.2022884 34.0566184, -118.2023751 34.0566565, -118.2029923 34.0569278, -118.2033774 34.057086, -118.2035966 34.0571822, -118.2039446 34.0573345)",1.8203275686273035,0.003726816493691913,,Charlotte Street,,,,
15068250,269461329,0,"[982799441, 149108923, 149109070, 149108983]",yes,True,"['1', '2']",motorway_link,False,574.8690000000001,,"LINESTRING (-118.2017439 34.0563844, -118.2016698 34.0562951, -118.2014502 34.0561978, -118.2010109 34.0560039, -118.2009599 34.0559741, -118.2009192 34.0559414, -118.2008874 34.0559085, -118.2008661 34.0558756, -118.2008384 34.0558095, -118.2008306 34.0557711, -118.2008274 34.0557317, -118.2008323 34.0556867, -118.2008466 34.0556417, -118.2008813 34.0555776, -118.2009139 34.0555397, -118.200956 34.0555057, -118.2009955 34.0554841, -118.2010386 34.0554644, -118.2011758 34.0554245, -118.2018154 34.0552935, -118.2022928 34.0551925, -118.2027832 34.0550651, -118.2029685 34.055011, -118.2031375 34.0549455, -118.2036754 34.054729, -118.2045058 34.0543731, -118.2046449 34.0543133, -118.2047896 34.0542466, -118.2051038 34.0540955, -118.2051682 34.0540687, -118.2052383 34.0540428)",16.853794629066265,0.0018155938640443605,,,,,,
15068250,1994411731,0,398604489,,False,5,primary,True,58.98500000000001,,"LINESTRING (-118.2017439 34.0563844, -118.2016583 34.0565179, -118.2016507 34.0565298, -118.2015274 34.0567221, -118.2014436 34.0568529)",1.6827386876909383,0.0019365707218830846,,North Soto Street,,,,
15068250,5054517957,0,"[398604490, 518080087]",yes,False,"['4', '7']",primary,False,180.224,,"LINESTRING (-118.2017439 34.0563844, -118.2020706 34.0558581, -118.2026406 34.0549439)",1.7947635978941832,0.0008715979743169131,,North Soto Street,,,,
15068251,122620403,0,"[397540728, 403826217, 47796147]",,False,5,secondary,False,132.081,35 mph,"LINESTRING (-118.2117564 34.0406024, -118.2122275 34.0408109, -118.2123982 34.0408876, -118.2125624 34.0409613, -118.2128065 34.0410756, -118.2130157 34.0411698)",1.802096422846332,0.00942043322065685,,East 4th Street,,,,
15068251,123580673,0,"[397536440, 397536449]",,False,"['5', '4']",primary,False,395.628,,"LINESTRING (-118.2117564 34.0406024, -118.2120146 34.0401975, -118.2120878 34.0400828, -118.2121893 34.0399238, -118.2122897 34.0397641, -118.2126922 34.039124, -118.2137451 34.0374491)",1.7039887682383894,0.0014120240057607803,,South Soto Street,,,,
15068251,122954762,0,"[397536442, 1019994370]",,False,"['5', '4']",primary,True,99.71000000000001,,"LINESTRING (-118.2117564 34.0406024, -118.2116207 34.0408271, -118.2115183 34.0409887, -118.2112589 34.0413987)",1.6496354957621873,0.00220598977183894,,South Soto Street,,,,
15068251,122620408,0,"[403826220, 397540734, 397540735]",,False,5,secondary,True,118.506,,"LINESTRING (-118.2117564 34.0406024, -118.211509 34.0404955, -118.2112812 34.0403971, -118.2111378 34.0403351, -118.2109776 34.0402624, -118.2106217 34.0401008)",1.703384160993064,0.00865275654327772,,East 4th Street,,,,
15068253,604238311,0,399274327,,True,2,motorway_link,False,28.951,,"LINESTRING (-118.217611 34.043125, -118.2177299 34.042884)",28.074611083236796,0.005160953916344944,,,,,,
15068253,1966358992,0,47796150,,False,4,primary,False,33.878,35 mph,"LINESTRING (-118.217611 34.043125, -118.2177777 34.0431355, -118.2179782 34.0431352)",1.4033763214325543,0.013807535170330947,,East 4th Street,,,,
15068253,38504569,0,"[185949004, 399279278, 399279279]",,False,"['5', '4']",primary,True,91.732,35 mph,"LINESTRING (-118.217611 34.043125, -118.2174687 34.0431024, -118.2173631 34.0430758, -118.2171828 34.0430087, -118.2169564 34.0429154, -118.2166958 34.0428103)",1.9417130181690705,0.015111285770510253,,East 4th Street,,,,
15289719,5054517952,0,518080102,yes,False,4,primary,True,14.458,,"LINESTRING (-118.2029178 34.0546657, -118.2027792 34.0546047)",1.2073188378577004,0.00025606866262994866,,Marengo Street,,,,
15289719,1832202849,0,"[148397205, 398603190]",yes,False,"['5', '4']",primary,True,221.349,,"LINESTRING (-118.2029178 34.0546657, -118.2029895 34.0546975, -118.2045039 34.055362, -118.2049589 34.0555571, -118.2050438 34.0555931)",1.923652310873904,0.0019688586630369296,,Marengo Street,,,,
15289719,5054517956,0,185887397,yes,True,4,primary,False,37.946,,"LINESTRING (-118.2029178 34.0546657, -118.2029644 34.05459, -118.2030003 34.0545328, -118.2030566 34.0544453, -118.2030041 34.0543635)",2.559836097091307,0.002804228273509091,,North Soto Street,,,,
